 ell ,  cell_SW ,  cell_ISW ,  cell_DOP , cell_POL , 
666 , 779.392 , 3.23071 , 261.709 , 86.0775 , 
667 , 786.96 , 3.23729 , 260.249 , 86.6346 , 
668 , 794.565 , 3.24387 , 258.801 , 87.1886 , 
669 , 802.205 , 3.25044 , 257.365 , 87.7392 , 
670 , 809.876 , 3.257 , 255.942 , 88.2861 , 
671 , 817.575 , 3.26356 , 254.531 , 88.8292 , 
672 , 825.299 , 3.27012 , 253.132 , 89.3682 , 
673 , 833.047 , 3.27665 , 251.747 , 89.9029 , 
674 , 840.813 , 3.28318 , 250.375 , 90.433 , 
675 , 848.597 , 3.28969 , 249.016 , 90.9583 , 
676 , 856.393 , 3.29618 , 247.671 , 91.4785 , 
677 , 864.2 , 3.30265 , 246.34 , 91.9934 , 
678 , 872.013 , 3.30909 , 245.024 , 92.5027 , 
679 , 879.831 , 3.31552 , 243.722 , 93.0062 , 
680 , 887.649 , 3.32191 , 242.435 , 93.5037 , 
681 , 895.465 , 3.32827 , 241.163 , 93.9948 , 
682 , 903.274 , 3.3346 , 239.906 , 94.4793 , 
683 , 911.074 , 3.3409 , 238.665 , 94.957 , 
684 , 918.862 , 3.34716 , 237.44 , 95.4275 , 
685 , 926.633 , 3.35338 , 236.231 , 95.8907 , 
686 , 934.385 , 3.35955 , 235.039 , 96.3462 , 
687 , 942.113 , 3.36568 , 233.863 , 96.7938 , 
688 , 949.815 , 3.37177 , 232.704 , 97.2331 , 
689 , 957.487 , 3.3778 , 231.562 , 97.664 , 
690 , 965.125 , 3.38378 , 230.438 , 98.0861 , 
691 , 972.725 , 3.38971 , 229.332 , 98.4991 , 
692 , 980.284 , 3.39557 , 228.244 , 98.9029 , 
693 , 987.799 , 3.40138 , 227.174 , 99.2969 , 
694 , 995.264 , 3.40712 , 226.123 , 99.6811 , 
695 , 1002.68 , 3.41279 , 225.091 , 100.055 , 
696 , 1010.03 , 3.4184 , 224.078 , 100.419 , 
697 , 1017.33 , 3.42393 , 223.085 , 100.771 , 
698 , 1024.56 , 3.42939 , 222.111 , 101.113 , 
699 , 1031.73 , 3.43477 , 221.158 , 101.443 , 
700 , 1038.82 , 3.44007 , 220.224 , 101.761 , 
701 , 1045.84 , 3.44529 , 219.312 , 102.068 , 
702 , 1052.78 , 3.45042 , 218.42 , 102.362 , 
703 , 1059.64 , 3.45547 , 217.549 , 102.644 , 
704 , 1066.42 , 3.46043 , 216.698 , 102.915 , 
705 , 1073.11 , 3.4653 , 215.868 , 103.173 , 
706 , 1079.72 , 3.47008 , 215.058 , 103.419 , 
707 , 1086.25 , 3.47477 , 214.268 , 103.653 , 
708 , 1092.69 , 3.47936 , 213.498 , 103.875 , 
709 , 1099.04 , 3.48387 , 212.749 , 104.085 , 
710 , 1105.3 , 3.48828 , 212.019 , 104.283 , 
711 , 1111.47 , 3.49259 , 211.31 , 104.469 , 
712 , 1117.54 , 3.4968 , 210.62 , 104.642 , 
713 , 1123.52 , 3.50092 , 209.95 , 104.804 , 
714 , 1129.4 , 3.50493 , 209.299 , 104.953 , 
715 , 1135.19 , 3.50885 , 208.669 , 105.09 , 
716 , 1140.87 , 3.51266 , 208.057 , 105.215 , 
717 , 1146.45 , 3.51637 , 207.465 , 105.328 , 
718 , 1151.92 , 3.51997 , 206.893 , 105.429 , 
719 , 1157.29 , 3.52347 , 206.339 , 105.518 , 
720 , 1162.55 , 3.52685 , 205.804 , 105.594 , 
721 , 1167.7 , 3.53013 , 205.289 , 105.659 , 
722 , 1172.74 , 3.5333 , 204.792 , 105.711 , 
723 , 1177.67 , 3.53635 , 204.313 , 105.751 , 
724 , 1182.48 , 3.53929 , 203.853 , 105.78 , 
725 , 1187.18 , 3.54212 , 203.412 , 105.796 , 
726 , 1191.75 , 3.54483 , 202.989 , 105.8 , 
727 , 1196.21 , 3.54742 , 202.584 , 105.792 , 
728 , 1200.54 , 3.54989 , 202.197 , 105.772 , 
729 , 1204.75 , 3.55225 , 201.828 , 105.74 , 
730 , 1208.84 , 3.55448 , 201.477 , 105.695 , 
731 , 1212.79 , 3.55658 , 201.143 , 105.639 , 
732 , 1216.62 , 3.55856 , 200.827 , 105.571 , 
733 , 1220.32 , 3.56042 , 200.528 , 105.491 , 
734 , 1223.88 , 3.56214 , 200.246 , 105.398 , 
735 , 1227.3 , 3.56374 , 199.981 , 105.294 , 
736 , 1230.59 , 3.56521 , 199.733 , 105.178 , 
737 , 1233.74 , 3.56654 , 199.501 , 105.05 , 
738 , 1236.75 , 3.56774 , 199.286 , 104.91 , 
739 , 1239.61 , 3.5688 , 199.087 , 104.758 , 
740 , 1242.33 , 3.56973 , 198.905 , 104.594 , 
741 , 1244.9 , 3.57051 , 198.738 , 104.419 , 
742 , 1247.32 , 3.57116 , 198.588 , 104.231 , 
743 , 1249.59 , 3.57167 , 198.452 , 104.032 , 
744 , 1251.7 , 3.57203 , 198.333 , 103.821 , 
745 , 1253.66 , 3.57225 , 198.228 , 103.598 , 
746 , 1255.47 , 3.57232 , 198.139 , 103.364 , 
747 , 1257.11 , 3.57224 , 198.064 , 103.117 , 
748 , 1258.59 , 3.57201 , 198.004 , 102.859 , 
749 , 1259.91 , 3.57164 , 197.959 , 102.59 , 
750 , 1261.06 , 3.5711 , 197.928 , 102.309 , 
751 , 1262.04 , 3.57042 , 197.911 , 102.016 , 
752 , 1262.85 , 3.56958 , 197.908 , 101.712 , 
753 , 1263.5 , 3.56858 , 197.918 , 101.396 , 
754 , 1263.99 , 3.56744 , 197.941 , 101.07 , 
755 , 1264.3 , 3.56613 , 197.978 , 100.732 , 
756 , 1264.45 , 3.56467 , 198.028 , 100.384 , 
757 , 1264.44 , 3.56306 , 198.09 , 100.025 , 
758 , 1264.27 , 3.56129 , 198.165 , 99.6562 , 
759 , 1263.93 , 3.55937 , 198.251 , 99.2769 , 
760 , 1263.43 , 3.5573 , 198.35 , 98.8876 , 
761 , 1262.77 , 3.55507 , 198.46 , 98.4885 , 
762 , 1261.96 , 3.55268 , 198.581 , 98.0797 , 
763 , 1260.98 , 3.55015 , 198.713 , 97.6615 , 
764 , 1259.84 , 3.54745 , 198.856 , 97.2341 , 
765 , 1258.55 , 3.54461 , 199.01 , 96.7976 , 
766 , 1257.1 , 3.54161 , 199.173 , 96.3523 , 
767 , 1255.5 , 3.53845 , 199.347 , 95.8983 , 
768 , 1253.74 , 3.53515 , 199.53 , 95.4359 , 
769 , 1251.83 , 3.53169 , 199.723 , 94.9653 , 
770 , 1249.76 , 3.52807 , 199.924 , 94.4866 , 
771 , 1247.55 , 3.52431 , 200.134 , 94.0001 , 
772 , 1245.18 , 3.52039 , 200.353 , 93.5061 , 
773 , 1242.67 , 3.51631 , 200.579 , 93.0047 , 
774 , 1240.01 , 3.51209 , 200.814 , 92.4961 , 
775 , 1237.2 , 3.50771 , 201.056 , 91.9806 , 
776 , 1234.25 , 3.50318 , 201.305 , 91.4584 , 
777 , 1231.15 , 3.4985 , 201.56 , 90.9297 , 
778 , 1227.91 , 3.49367 , 201.823 , 90.3948 , 
779 , 1224.52 , 3.48868 , 202.091 , 89.8539 , 
780 , 1221 , 3.48355 , 202.365 , 89.3072 , 
781 , 1217.33 , 3.47826 , 202.645 , 88.755 , 
782 , 1213.53 , 3.47282 , 202.93 , 88.1974 , 
783 , 1209.59 , 3.46723 , 203.219 , 87.6349 , 
784 , 1205.51 , 3.4615 , 203.513 , 87.0675 , 
785 , 1201.3 , 3.45561 , 203.811 , 86.4956 , 
786 , 1196.95 , 3.44957 , 204.113 , 85.9194 , 
787 , 1192.48 , 3.44338 , 204.418 , 85.3391 , 
788 , 1187.87 , 3.43705 , 204.726 , 84.7551 , 
789 , 1183.13 , 3.43056 , 205.037 , 84.1675 , 
790 , 1178.27 , 3.42393 , 205.35 , 83.5767 , 
791 , 1173.28 , 3.41715 , 205.665 , 82.9829 , 
792 , 1168.16 , 3.41022 , 205.981 , 82.3863 , 
793 , 1162.92 , 3.40314 , 206.299 , 81.7873 , 
794 , 1157.56 , 3.39592 , 206.617 , 81.1861 , 
795 , 1152.08 , 3.38855 , 206.935 , 80.583 , 
796 , 1146.48 , 3.38103 , 207.253 , 79.9783 , 
797 , 1140.76 , 3.37337 , 207.571 , 79.3723 , 
798 , 1134.92 , 3.36556 , 207.888 , 78.7652 , 
799 , 1128.97 , 3.35761 , 208.204 , 78.1573 , 
800 , 1122.91 , 3.34951 , 208.518 , 77.5489 , 
801 , 1116.74 , 3.34127 , 208.829 , 76.9403 , 
802 , 1110.46 , 3.33289 , 209.139 , 76.3318 , 
803 , 1104.07 , 3.32436 , 209.446 , 75.7233 , 
804 , 1097.58 , 3.3157 , 209.75 , 75.1151 , 
805 , 1090.99 , 3.30689 , 210.051 , 74.5074 , 
806 , 1084.29 , 3.29795 , 210.35 , 73.9004 , 
807 , 1077.5 , 3.28886 , 210.646 , 73.2941 , 
808 , 1070.61 , 3.27964 , 210.938 , 72.6888 , 
809 , 1063.63 , 3.27029 , 211.227 , 72.0846 , 
810 , 1056.56 , 3.2608 , 211.512 , 71.4817 , 
811 , 1049.4 , 3.25118 , 211.793 , 70.8803 , 
812 , 1042.16 , 3.24143 , 212.071 , 70.2806 , 
813 , 1034.83 , 3.23155 , 212.344 , 69.6826 , 
814 , 1027.42 , 3.22154 , 212.613 , 69.0867 , 
815 , 1019.93 , 3.2114 , 212.878 , 68.493 , 
816 , 1012.37 , 3.20113 , 213.138 , 67.9016 , 
817 , 1004.73 , 3.19074 , 213.393 , 67.3128 , 
818 , 997.028 , 3.18023 , 213.644 , 66.7267 , 
819 , 989.252 , 3.16959 , 213.889 , 66.1435 , 
820 , 981.411 , 3.15883 , 214.129 , 65.5634 , 
821 , 973.508 , 3.14795 , 214.363 , 64.9866 , 
822 , 965.544 , 3.13696 , 214.591 , 64.4132 , 
823 , 957.523 , 3.12584 , 214.814 , 63.8436 , 
824 , 949.447 , 3.11462 , 215.031 , 63.2778 , 
825 , 941.32 , 3.10327 , 215.241 , 62.716 , 
826 , 933.143 , 3.09182 , 215.445 , 62.1585 , 
827 , 924.921 , 3.08025 , 215.642 , 61.6055 , 
828 , 916.655 , 3.06857 , 215.832 , 61.0571 , 
829 , 908.348 , 3.05679 , 216.016 , 60.5135 , 
830 , 900.005 , 3.0449 , 216.192 , 59.975 , 
831 , 891.626 , 3.0329 , 216.36 , 59.4418 , 
832 , 883.217 , 3.0208 , 216.522 , 58.914 , 
833 , 874.778 , 3.0086 , 216.675 , 58.3918 , 
834 , 866.314 , 2.9963 , 216.82 , 57.8756 , 
835 , 857.828 , 2.9839 , 216.957 , 57.3654 , 
836 , 849.322 , 2.9714 , 217.085 , 56.8615 , 
837 , 840.801 , 2.9588 , 217.205 , 56.3642 , 
838 , 832.266 , 2.94612 , 217.316 , 55.8735 , 
839 , 823.721 , 2.93334 , 217.418 , 55.3898 , 
840 , 815.17 , 2.92047 , 217.511 , 54.9133 , 
841 , 806.615 , 2.90751 , 217.594 , 54.4441 , 
842 , 798.06 , 2.89447 , 217.667 , 53.9825 , 
843 , 789.508 , 2.88133 , 217.731 , 53.5288 , 
844 , 780.963 , 2.86812 , 217.784 , 53.0831 , 
845 , 772.428 , 2.85483 , 217.827 , 52.6457 , 
846 , 763.906 , 2.84145 , 217.86 , 52.2167 , 
847 , 755.401 , 2.828 , 217.881 , 51.7965 , 
848 , 746.916 , 2.81447 , 217.892 , 51.3853 , 
849 , 738.454 , 2.80087 , 217.891 , 50.9833 , 
850 , 730.02 , 2.78719 , 217.879 , 50.5907 , 
851 , 721.616 , 2.77345 , 217.855 , 50.2077 , 
852 , 713.244 , 2.75963 , 217.82 , 49.8344 , 
853 , 704.906 , 2.74575 , 217.773 , 49.4707 , 
854 , 696.604 , 2.7318 , 217.714 , 49.1167 , 
855 , 688.339 , 2.71779 , 217.644 , 48.7723 , 
856 , 680.113 , 2.70372 , 217.562 , 48.4376 , 
857 , 671.928 , 2.68958 , 217.469 , 48.1126 , 
858 , 663.785 , 2.67539 , 217.365 , 47.7972 , 
859 , 655.686 , 2.66113 , 217.249 , 47.4914 , 
860 , 647.632 , 2.64682 , 217.122 , 47.1952 , 
861 , 639.626 , 2.63246 , 216.984 , 46.9087 , 
862 , 631.669 , 2.61804 , 216.835 , 46.6317 , 
863 , 623.763 , 2.60358 , 216.675 , 46.3644 , 
864 , 615.909 , 2.58906 , 216.504 , 46.1067 , 
865 , 608.11 , 2.57449 , 216.322 , 45.8585 , 
866 , 600.367 , 2.55988 , 216.129 , 45.6199 , 
867 , 592.682 , 2.54522 , 215.925 , 45.3909 , 
868 , 585.057 , 2.53053 , 215.711 , 45.1714 , 
869 , 577.493 , 2.51579 , 215.486 , 44.9614 , 
870 , 569.993 , 2.50101 , 215.25 , 44.761 , 
871 , 562.559 , 2.48619 , 215.004 , 44.5701 , 
872 , 555.191 , 2.47134 , 214.748 , 44.3886 , 
873 , 547.893 , 2.45645 , 214.481 , 44.2167 , 
874 , 540.665 , 2.44154 , 214.203 , 44.0542 , 
875 , 533.511 , 2.42659 , 213.916 , 43.9012 , 
876 , 526.431 , 2.41161 , 213.619 , 43.7576 , 
877 , 519.428 , 2.39661 , 213.311 , 43.6234 , 
878 , 512.503 , 2.38159 , 212.993 , 43.4986 , 
879 , 505.659 , 2.36654 , 212.666 , 43.3832 , 
880 , 498.898 , 2.35147 , 212.329 , 43.2771 , 
881 , 492.221 , 2.33638 , 211.982 , 43.1804 , 
882 , 485.63 , 2.32128 , 211.625 , 43.093 , 
883 , 479.128 , 2.30616 , 211.259 , 43.0149 , 
884 , 472.717 , 2.29103 , 210.883 , 42.9461 , 
885 , 466.398 , 2.27589 , 210.498 , 42.8866 , 
886 , 460.174 , 2.26074 , 210.103 , 42.8362 , 
887 , 454.047 , 2.24558 , 209.699 , 42.7951 , 
888 , 448.018 , 2.23042 , 209.287 , 42.7631 , 
889 , 442.09 , 2.21526 , 208.865 , 42.7403 , 
890 , 436.266 , 2.20009 , 208.434 , 42.7267 , 
891 , 430.546 , 2.18493 , 207.994 , 42.7221 , 
892 , 424.933 , 2.16978 , 207.546 , 42.7267 , 
893 , 419.43 , 2.15462 , 207.088 , 42.7402 , 
894 , 414.038 , 2.13948 , 206.623 , 42.7628 , 
895 , 408.759 , 2.12435 , 206.148 , 42.7944 , 
896 , 403.597 , 2.10923 , 205.666 , 42.835 , 
897 , 398.553 , 2.09413 , 205.175 , 42.8845 , 
898 , 393.628 , 2.07904 , 204.676 , 42.9429 , 
899 , 388.826 , 2.06397 , 204.169 , 43.0101 , 
900 , 384.149 , 2.04893 , 203.653 , 43.0862 , 
901 , 379.598 , 2.0339 , 203.13 , 43.1711 , 
902 , 375.174 , 2.01891 , 202.6 , 43.2647 , 
903 , 370.876 , 2.00393 , 202.061 , 43.3667 , 
904 , 366.704 , 1.98899 , 201.516 , 43.4772 , 
905 , 362.658 , 1.97407 , 200.963 , 43.5959 , 
906 , 358.736 , 1.95919 , 200.403 , 43.7228 , 
907 , 354.94 , 1.94433 , 199.837 , 43.8575 , 
908 , 351.267 , 1.9295 , 199.264 , 44.0001 , 
909 , 347.719 , 1.9147 , 198.684 , 44.1504 , 
910 , 344.294 , 1.89994 , 198.098 , 44.3081 , 
911 , 340.992 , 1.88521 , 197.506 , 44.4733 , 
912 , 337.813 , 1.87052 , 196.909 , 44.6456 , 
913 , 334.756 , 1.85586 , 196.305 , 44.825 , 
914 , 331.821 , 1.84123 , 195.696 , 45.0113 , 
915 , 329.008 , 1.82665 , 195.082 , 45.2043 , 
916 , 326.315 , 1.8121 , 194.463 , 45.4038 , 
917 , 323.743 , 1.79759 , 193.839 , 45.6098 , 
918 , 321.29 , 1.78313 , 193.21 , 45.8221 , 
919 , 318.957 , 1.7687 , 192.577 , 46.0404 , 
920 , 316.743 , 1.75432 , 191.939 , 46.2647 , 
921 , 314.647 , 1.73998 , 191.298 , 46.4947 , 
922 , 312.67 , 1.72568 , 190.653 , 46.7302 , 
923 , 310.809 , 1.71143 , 190.004 , 46.9712 , 
924 , 309.065 , 1.69723 , 189.351 , 47.2174 , 
925 , 307.438 , 1.68308 , 188.696 , 47.4687 , 
926 , 305.926 , 1.66897 , 188.037 , 47.7248 , 
927 , 304.529 , 1.65491 , 187.376 , 47.9857 , 
928 , 303.247 , 1.64091 , 186.712 , 48.2511 , 
929 , 302.078 , 1.62696 , 186.046 , 48.5208 , 
930 , 301.023 , 1.61306 , 185.378 , 48.7946 , 
931 , 300.081 , 1.59921 , 184.708 , 49.0725 , 
932 , 299.25 , 1.58542 , 184.036 , 49.3541 , 
933 , 298.531 , 1.57168 , 183.363 , 49.6393 , 
934 , 297.923 , 1.55801 , 182.689 , 49.9279 , 
935 , 297.425 , 1.54439 , 182.014 , 50.2197 , 
936 , 297.036 , 1.53083 , 181.338 , 50.5145 , 
937 , 296.756 , 1.51733 , 180.662 , 50.8122 , 
938 , 296.584 , 1.5039 , 179.985 , 51.1124 , 
939 , 296.52 , 1.49052 , 179.309 , 51.4151 , 
940 , 296.562 , 1.47721 , 178.633 , 51.72 , 
941 , 296.71 , 1.46397 , 177.957 , 52.0269 , 
942 , 296.963 , 1.45079 , 177.283 , 52.3357 , 
943 , 297.321 , 1.43768 , 176.609 , 52.646 , 
944 , 297.782 , 1.42464 , 175.936 , 52.9577 , 
945 , 298.347 , 1.41167 , 175.266 , 53.2706 , 
946 , 299.013 , 1.39877 , 174.597 , 53.5844 , 
947 , 299.781 , 1.38594 , 173.93 , 53.8991 , 
948 , 300.649 , 1.37318 , 173.265 , 54.2142 , 
949 , 301.618 , 1.3605 , 172.603 , 54.5297 , 
950 , 302.685 , 1.34789 , 171.944 , 54.8453 , 
951 , 303.85 , 1.33536 , 171.288 , 55.1607 , 
952 , 305.112 , 1.32291 , 170.635 , 55.476 , 
953 , 306.468 , 1.31054 , 169.985 , 55.7908 , 
954 , 307.918 , 1.29824 , 169.339 , 56.1052 , 
955 , 309.458 , 1.28602 , 168.697 , 56.419 , 
956 , 311.089 , 1.27388 , 168.058 , 56.732 , 
957 , 312.808 , 1.26181 , 167.423 , 57.0441 , 
958 , 314.612 , 1.24983 , 166.792 , 57.3553 , 
959 , 316.501 , 1.23793 , 166.165 , 57.6653 , 
960 , 318.473 , 1.2261 , 165.542 , 57.9741 , 
961 , 320.525 , 1.21435 , 164.923 , 58.2815 , 
962 , 322.657 , 1.20269 , 164.309 , 58.5874 , 
963 , 324.865 , 1.1911 , 163.699 , 58.8916 , 
964 , 327.149 , 1.17959 , 163.094 , 59.194 , 
965 , 329.506 , 1.16817 , 162.494 , 59.4945 , 
966 , 331.934 , 1.15682 , 161.898 , 59.793 , 
967 , 334.432 , 1.14556 , 161.307 , 60.0893 , 
968 , 336.997 , 1.13438 , 160.722 , 60.3832 , 
969 , 339.627 , 1.12328 , 160.142 , 60.6747 , 
970 , 342.322 , 1.11226 , 159.567 , 60.9635 , 
971 , 345.078 , 1.10133 , 158.997 , 61.2496 , 
972 , 347.893 , 1.09047 , 158.433 , 61.5328 , 
973 , 350.766 , 1.0797 , 157.875 , 61.813 , 
974 , 353.694 , 1.06901 , 157.322 , 62.09 , 
975 , 356.676 , 1.05841 , 156.776 , 62.3637 , 
976 , 359.709 , 1.04789 , 156.236 , 62.6338 , 
977 , 362.791 , 1.03745 , 155.701 , 62.9004 , 
978 , 365.92 , 1.02709 , 155.174 , 63.1632 , 
979 , 369.094 , 1.01682 , 154.652 , 63.4221 , 
980 , 372.31 , 1.00664 , 154.137 , 63.6769 , 
981 , 375.567 , 0.996535 , 153.629 , 63.9275 , 
982 , 378.862 , 0.986518 , 153.128 , 64.1737 , 
983 , 382.194 , 0.976586 , 152.634 , 64.4153 , 
984 , 385.559 , 0.966739 , 152.147 , 64.6523 , 
985 , 388.956 , 0.956978 , 151.667 , 64.8845 , 
986 , 392.381 , 0.947302 , 151.195 , 65.1116 , 
987 , 395.834 , 0.937712 , 150.73 , 65.3336 , 
988 , 399.312 , 0.928208 , 150.273 , 65.5503 , 
989 , 402.811 , 0.918791 , 149.823 , 65.7615 , 
990 , 406.331 , 0.909459 , 149.382 , 65.9671 , 
991 , 409.868 , 0.900214 , 148.948 , 66.1668 , 
992 , 413.42 , 0.891056 , 148.523 , 66.3606 , 
993 , 416.984 , 0.881985 , 148.106 , 66.5483 , 
994 , 420.559 , 0.873002 , 147.698 , 66.7297 , 
995 , 424.142 , 0.864105 , 147.298 , 66.9046 , 
996 , 427.73 , 0.855296 , 146.907 , 67.0729 , 
997 , 431.321 , 0.846575 , 146.525 , 67.2343 , 
998 , 434.912 , 0.837942 , 146.152 , 67.3889 , 
999 , 438.5 , 0.829396 , 145.788 , 67.5362 , 
1000 , 442.084 , 0.820939 , 145.434 , 67.6763 , 
1001 , 445.66 , 0.812571 , 145.089 , 67.8089 , 
1002 , 449.228 , 0.80429 , 144.754 , 67.934 , 
1003 , 452.786 , 0.796098 , 144.427 , 68.0517 , 
1004 , 456.333 , 0.787992 , 144.111 , 68.162 , 
1005 , 459.867 , 0.779974 , 143.803 , 68.2648 , 
1006 , 463.388 , 0.772042 , 143.505 , 68.3603 , 
1007 , 466.894 , 0.764196 , 143.216 , 68.4484 , 
1008 , 470.384 , 0.756436 , 142.936 , 68.5291 , 
1009 , 473.856 , 0.748762 , 142.666 , 68.6026 , 
1010 , 477.31 , 0.741173 , 142.404 , 68.6687 , 
1011 , 480.743 , 0.733668 , 142.152 , 68.7276 , 
1012 , 484.156 , 0.726247 , 141.908 , 68.7792 , 
1013 , 487.546 , 0.71891 , 141.673 , 68.8236 , 
1014 , 490.912 , 0.711657 , 141.448 , 68.8607 , 
1015 , 494.253 , 0.704486 , 141.231 , 68.8907 , 
1016 , 497.567 , 0.697398 , 141.022 , 68.9136 , 
1017 , 500.854 , 0.690392 , 140.823 , 68.9293 , 
1018 , 504.111 , 0.683467 , 140.632 , 68.9379 , 
1019 , 507.337 , 0.676623 , 140.45 , 68.9394 , 
1020 , 510.532 , 0.66986 , 140.276 , 68.9339 , 
1021 , 513.693 , 0.663177 , 140.111 , 68.9214 , 
1022 , 516.819 , 0.656574 , 139.954 , 68.9019 , 
1023 , 519.909 , 0.650049 , 139.805 , 68.8754 , 
1024 , 522.962 , 0.643604 , 139.665 , 68.842 , 
1025 , 525.976 , 0.637236 , 139.533 , 68.8017 , 
1026 , 528.949 , 0.630946 , 139.409 , 68.7545 , 
1027 , 531.88 , 0.624732 , 139.293 , 68.7004 , 
1028 , 534.768 , 0.618596 , 139.185 , 68.6396 , 
1029 , 537.611 , 0.612535 , 139.085 , 68.5719 , 
1030 , 540.408 , 0.606549 , 138.994 , 68.4975 , 
1031 , 543.157 , 0.600639 , 138.909 , 68.4164 , 
1032 , 545.857 , 0.594802 , 138.833 , 68.3286 , 
1033 , 548.506 , 0.58904 , 138.765 , 68.2342 , 
1034 , 551.103 , 0.58335 , 138.704 , 68.1331 , 
1035 , 553.646 , 0.577733 , 138.65 , 68.0254 , 
1036 , 556.134 , 0.572188 , 138.604 , 67.9112 , 
1037 , 558.565 , 0.566714 , 138.566 , 67.7905 , 
1038 , 560.938 , 0.561311 , 138.535 , 67.6633 , 
1039 , 563.25 , 0.555978 , 138.511 , 67.5296 , 
1040 , 565.502 , 0.550714 , 138.494 , 67.3895 , 
1041 , 567.69 , 0.545519 , 138.484 , 67.2431 , 
1042 , 569.813 , 0.540392 , 138.482 , 67.0903 , 
1043 , 571.87 , 0.535333 , 138.486 , 66.9313 , 
1044 , 573.86 , 0.530341 , 138.498 , 66.7659 , 
1045 , 575.779 , 0.525415 , 138.516 , 66.5944 , 
1046 , 577.628 , 0.520554 , 138.541 , 66.4166 , 
1047 , 579.404 , 0.515758 , 138.572 , 66.2328 , 
1048 , 581.105 , 0.511027 , 138.61 , 66.0428 , 
1049 , 582.731 , 0.506358 , 138.655 , 65.8468 , 
1050 , 584.278 , 0.501753 , 138.706 , 65.6447 , 
1051 , 585.747 , 0.49721 , 138.763 , 65.4367 , 
1052 , 587.136 , 0.492728 , 138.827 , 65.2228 , 
1053 , 588.446 , 0.488307 , 138.896 , 65.0032 , 
1054 , 589.677 , 0.483948 , 138.972 , 64.7778 , 
1055 , 590.83 , 0.479649 , 139.053 , 64.547 , 
1056 , 591.904 , 0.475411 , 139.14 , 64.3107 , 
1057 , 592.899 , 0.471232 , 139.232 , 64.069 , 
1058 , 593.816 , 0.467113 , 139.33 , 63.8222 , 
1059 , 594.655 , 0.463052 , 139.433 , 63.5702 , 
1060 , 595.416 , 0.459051 , 139.541 , 63.3133 , 
1061 , 596.1 , 0.455108 , 139.653 , 63.0514 , 
1062 , 596.706 , 0.451222 , 139.771 , 62.7848 , 
1063 , 597.234 , 0.447394 , 139.893 , 62.5136 , 
1064 , 597.686 , 0.443624 , 140.02 , 62.2378 , 
1065 , 598.06 , 0.439909 , 140.15 , 61.9576 , 
1066 , 598.358 , 0.436251 , 140.285 , 61.6732 , 
1067 , 598.58 , 0.432649 , 140.424 , 61.3845 , 
1068 , 598.725 , 0.429102 , 140.567 , 61.0918 , 
1069 , 598.794 , 0.425611 , 140.713 , 60.7952 , 
1070 , 598.787 , 0.422173 , 140.863 , 60.4948 , 
1071 , 598.705 , 0.41879 , 141.016 , 60.1907 , 
1072 , 598.547 , 0.41546 , 141.172 , 59.883 , 
1073 , 598.314 , 0.412183 , 141.331 , 59.5719 , 
1074 , 598.006 , 0.408959 , 141.493 , 59.2575 , 
1075 , 597.624 , 0.405787 , 141.658 , 58.9399 , 
1076 , 597.167 , 0.402667 , 141.825 , 58.6193 , 
1077 , 596.636 , 0.399598 , 141.994 , 58.2958 , 
1078 , 596.031 , 0.39658 , 142.166 , 57.9695 , 
1079 , 595.353 , 0.393612 , 142.339 , 57.6405 , 
1080 , 594.601 , 0.390694 , 142.514 , 57.3091 , 
1081 , 593.776 , 0.387824 , 142.691 , 56.9752 , 
1082 , 592.879 , 0.385004 , 142.869 , 56.6391 , 
1083 , 591.908 , 0.382232 , 143.049 , 56.3009 , 
1084 , 590.866 , 0.379507 , 143.23 , 55.9607 , 
1085 , 589.751 , 0.37683 , 143.411 , 55.6187 , 
1086 , 588.565 , 0.374199 , 143.593 , 55.275 , 
1087 , 587.308 , 0.371615 , 143.776 , 54.9298 , 
1088 , 585.979 , 0.369075 , 143.959 , 54.5831 , 
1089 , 584.58 , 0.366581 , 144.142 , 54.2352 , 
1090 , 583.11 , 0.364131 , 144.325 , 53.8862 , 
1091 , 581.57 , 0.361726 , 144.508 , 53.5362 , 
1092 , 579.96 , 0.359363 , 144.691 , 53.1853 , 
1093 , 578.281 , 0.357043 , 144.872 , 52.8338 , 
1094 , 576.532 , 0.354765 , 145.053 , 52.4817 , 
1095 , 574.715 , 0.352529 , 145.233 , 52.1293 , 
1096 , 572.829 , 0.350334 , 145.412 , 51.7766 , 
1097 , 570.874 , 0.348179 , 145.59 , 51.4238 , 
1098 , 568.852 , 0.346064 , 145.765 , 51.0712 , 
1099 , 566.763 , 0.343988 , 145.939 , 50.7187 , 
1100 , 564.606 , 0.341951 , 146.111 , 50.3666 , 
1101 , 562.383 , 0.339952 , 146.281 , 50.015 , 
1102 , 560.094 , 0.33799 , 146.448 , 49.6641 , 
1103 , 557.741 , 0.336066 , 146.613 , 49.3139 , 
1104 , 555.325 , 0.334179 , 146.776 , 48.9645 , 
1105 , 552.848 , 0.332328 , 146.936 , 48.616 , 
1106 , 550.311 , 0.330514 , 147.093 , 48.2685 , 
1107 , 547.715 , 0.328736 , 147.247 , 47.9221 , 
1108 , 545.062 , 0.326994 , 147.399 , 47.5768 , 
1109 , 542.353 , 0.325288 , 147.547 , 47.2329 , 
1110 , 539.59 , 0.323616 , 147.693 , 46.8903 , 
