 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  delta_cdm ,  delta_b ,  v_cdm ,  v_b ,  Pi ,  S ,  Sj5 ,  Sj50 ,  Sj500  , 
-10.7542 , 0.449755 , -0.116583 , -4.57016e-06 , 0.629772 , -0.629772 , 1.36543 , 1.34926 , 0.40054 , 0.34975 , -4.57016e-06 , 0 , 0 , 0 , -0 , 
-10.7502 , 0.45058 , -0.116878 , -4.61853e-06 , 0.629515 , -0.629515 , 1.36815 , 1.35174 , 0.402 , 0.350636 , -4.61853e-06 , 0 , 0 , 0 , -0 , 
-10.7461 , 0.451411 , -0.117173 , -4.66737e-06 , 0.629256 , -0.629256 , 1.3709 , 1.35423 , 0.403466 , 0.351519 , -4.66737e-06 , 0 , 0 , 0 , -0 , 
-10.7421 , 0.452247 , -0.117467 , -4.71666e-06 , 0.628996 , -0.628996 , 1.37366 , 1.35674 , 0.404936 , 0.3524 , -4.71666e-06 , 0 , 0 , 0 , -0 , 
-10.7381 , 0.453088 , -0.11776 , -4.76642e-06 , 0.628734 , -0.628734 , 1.37644 , 1.35926 , 0.40641 , 0.35328 , -4.76642e-06 , 0 , 0 , 0 , -0 , 
-10.7341 , 0.453935 , -0.118052 , -4.81665e-06 , 0.62847 , -0.62847 , 1.37925 , 1.36181 , 0.407889 , 0.354158 , -4.81665e-06 , 0 , 0 , 0 , -0 , 
-10.7301 , 0.454788 , -0.118344 , -4.86735e-06 , 0.628204 , -0.628204 , 1.38207 , 1.36436 , 0.409373 , 0.355033 , -4.86735e-06 , 0 , 0 , 0 , -0 , 
-10.7261 , 0.455645 , -0.118635 , -4.91852e-06 , 0.627936 , -0.627936 , 1.38492 , 1.36694 , 0.410861 , 0.355906 , -4.91852e-06 , 0 , 0 , 0 , -0 , 
-10.7221 , 0.456509 , -0.118926 , -4.97017e-06 , 0.627667 , -0.627667 , 1.38779 , 1.36953 , 0.412353 , 0.356778 , -4.97017e-06 , 0 , 0 , 0 , -0 , 
-10.7181 , 0.457378 , -0.119215 , -5.0223e-06 , 0.627396 , -0.627396 , 1.39067 , 1.37213 , 0.41385 , 0.357646 , -5.0223e-06 , 0 , 0 , 0 , -0 , 
-10.7141 , 0.458252 , -0.119504 , -5.07491e-06 , 0.627123 , -0.627123 , 1.39358 , 1.37476 , 0.415352 , 0.358513 , -5.07491e-06 , 0 , 0 , 0 , -0 , 
-10.7101 , 0.459132 , -0.119792 , -5.12801e-06 , 0.626848 , -0.626848 , 1.39651 , 1.3774 , 0.416858 , 0.359377 , -5.12801e-06 , 0 , 0 , 0 , -0 , 
-10.7061 , 0.460018 , -0.12008 , -5.18161e-06 , 0.626571 , -0.626571 , 1.39946 , 1.38005 , 0.418369 , 0.360239 , -5.18161e-06 , 0 , 0 , 0 , -0 , 
-10.7021 , 0.460909 , -0.120366 , -5.23569e-06 , 0.626293 , -0.626293 , 1.40243 , 1.38273 , 0.419884 , 0.361098 , -5.23569e-06 , 0 , 0 , 0 , -0 , 
-10.6981 , 0.461806 , -0.120651 , -5.29027e-06 , 0.626012 , -0.626012 , 1.40543 , 1.38542 , 0.421404 , 0.361955 , -5.29027e-06 , 0 , 0 , 0 , -0 , 
-10.6941 , 0.462709 , -0.120936 , -5.34535e-06 , 0.62573 , -0.62573 , 1.40844 , 1.38813 , 0.422928 , 0.362808 , -5.34535e-06 , 0 , 0 , 0 , -0 , 
-10.6901 , 0.463617 , -0.12122 , -5.40093e-06 , 0.625445 , -0.625445 , 1.41148 , 1.39085 , 0.424457 , 0.36366 , -5.40093e-06 , 0 , 0 , 0 , -0 , 
-10.6861 , 0.464531 , -0.121503 , -5.45702e-06 , 0.625159 , -0.625159 , 1.41454 , 1.39359 , 0.42599 , 0.364508 , -5.45702e-06 , 0 , 0 , 0 , -0 , 
-10.6821 , 0.465451 , -0.121784 , -5.51362e-06 , 0.624871 , -0.624871 , 1.41762 , 1.39635 , 0.427528 , 0.365353 , -5.51362e-06 , 0 , 0 , 0 , -0 , 
-10.6781 , 0.466377 , -0.122065 , -5.57073e-06 , 0.624581 , -0.624581 , 1.42072 , 1.39913 , 0.429071 , 0.366196 , -5.57073e-06 , 0 , 0 , 0 , -0 , 
-10.6741 , 0.467308 , -0.122345 , -5.62836e-06 , 0.624289 , -0.624289 , 1.42385 , 1.40192 , 0.430618 , 0.367035 , -5.62836e-06 , 0 , 0 , 0 , -0 , 
-10.6701 , 0.468245 , -0.122624 , -5.6865e-06 , 0.623995 , -0.623995 , 1.42699 , 1.40474 , 0.43217 , 0.367871 , -5.6865e-06 , 0 , 0 , 0 , -0 , 
-10.6661 , 0.469189 , -0.122901 , -5.74517e-06 , 0.623699 , -0.623699 , 1.43016 , 1.40757 , 0.433727 , 0.368705 , -5.74517e-06 , 0 , 0 , 0 , -0 , 
-10.6621 , 0.470138 , -0.123178 , -5.80436e-06 , 0.623401 , -0.623401 , 1.43336 , 1.41041 , 0.435288 , 0.369534 , -5.80436e-06 , 0 , 0 , 0 , -0 , 
-10.6581 , 0.471093 , -0.123454 , -5.86407e-06 , 0.6231 , -0.6231 , 1.43657 , 1.41328 , 0.436853 , 0.370361 , -5.86407e-06 , 0 , 0 , 0 , -0 , 
-10.6541 , 0.472054 , -0.123728 , -5.92432e-06 , 0.622798 , -0.622798 , 1.43981 , 1.41616 , 0.438424 , 0.371184 , -5.92432e-06 , 0 , 0 , 0 , -0 , 
-10.6501 , 0.473021 , -0.124001 , -5.9851e-06 , 0.622494 , -0.622494 , 1.44308 , 1.41906 , 0.439998 , 0.372004 , -5.9851e-06 , 0 , 0 , 0 , -0 , 
-10.6461 , 0.473994 , -0.124273 , -6.04642e-06 , 0.622188 , -0.622188 , 1.44636 , 1.42198 , 0.441578 , 0.37282 , -6.04642e-06 , 0 , 0 , 0 , -0 , 
-10.6421 , 0.474973 , -0.124544 , -6.10828e-06 , 0.62188 , -0.62188 , 1.44967 , 1.42492 , 0.443162 , 0.373632 , -6.10828e-06 , 0 , 0 , 0 , -0 , 
-10.6381 , 0.475958 , -0.124813 , -6.17067e-06 , 0.62157 , -0.62157 , 1.45301 , 1.42787 , 0.44475 , 0.374441 , -6.17067e-06 , 0 , 0 , 0 , -0 , 
-10.6341 , 0.476949 , -0.125082 , -6.23362e-06 , 0.621257 , -0.621257 , 1.45636 , 1.43085 , 0.446344 , 0.375246 , -6.23362e-06 , 0 , 0 , 0 , -0 , 
-10.6301 , 0.477946 , -0.125349 , -6.29711e-06 , 0.620943 , -0.620943 , 1.45975 , 1.43384 , 0.447942 , 0.376046 , -6.29711e-06 , 0 , 0 , 0 , -0 , 
-10.6261 , 0.47895 , -0.125614 , -6.36115e-06 , 0.620626 , -0.620626 , 1.46315 , 1.43685 , 0.449544 , 0.376843 , -6.36115e-06 , 0 , 0 , 0 , -0 , 
-10.6221 , 0.479959 , -0.125879 , -6.42574e-06 , 0.620308 , -0.620308 , 1.46658 , 1.43988 , 0.451151 , 0.377636 , -6.42574e-06 , 0 , 0 , 0 , -0 , 
-10.6181 , 0.480975 , -0.126141 , -6.49089e-06 , 0.619987 , -0.619987 , 1.47004 , 1.44293 , 0.452763 , 0.378425 , -6.49089e-06 , 0 , 0 , 0 , -0 , 
-10.6141 , 0.481997 , -0.126403 , -6.5566e-06 , 0.619664 , -0.619664 , 1.47352 , 1.44599 , 0.454379 , 0.379209 , -6.5566e-06 , 0 , 0 , 0 , -0 , 
-10.6101 , 0.483025 , -0.126663 , -6.62287e-06 , 0.619339 , -0.619339 , 1.47702 , 1.44908 , 0.456 , 0.379989 , -6.62287e-06 , 0 , 0 , 0 , -0 , 
-10.6061 , 0.48406 , -0.126922 , -6.6897e-06 , 0.619012 , -0.619012 , 1.48055 , 1.45218 , 0.457626 , 0.380765 , -6.6897e-06 , 0 , 0 , 0 , -0 , 
-10.6021 , 0.4851 , -0.127179 , -6.7571e-06 , 0.618682 , -0.618682 , 1.48411 , 1.4553 , 0.459256 , 0.381536 , -6.7571e-06 , 0 , 0 , 0 , -0 , 
-10.5981 , 0.486147 , -0.127434 , -6.82507e-06 , 0.618351 , -0.618351 , 1.48769 , 1.45844 , 0.460891 , 0.382303 , -6.82507e-06 , 0 , 0 , 0 , -0 , 
-10.5941 , 0.487201 , -0.127688 , -6.89361e-06 , 0.618017 , -0.618017 , 1.49129 , 1.4616 , 0.46253 , 0.383065 , -6.89361e-06 , 0 , 0 , 0 , -0 , 
-10.5901 , 0.48826 , -0.12794 , -6.96273e-06 , 0.617681 , -0.617681 , 1.49492 , 1.46478 , 0.464175 , 0.383822 , -6.96273e-06 , 0 , 0 , 0 , -0 , 
-10.5861 , 0.489326 , -0.128191 , -7.03242e-06 , 0.617342 , -0.617342 , 1.49858 , 1.46798 , 0.465823 , 0.384574 , -7.03242e-06 , 0 , 0 , 0 , -0 , 
-10.5821 , 0.490399 , -0.12844 , -7.10269e-06 , 0.617002 , -0.617002 , 1.50226 , 1.4712 , 0.467477 , 0.385321 , -7.10269e-06 , 0 , 0 , 0 , -0 , 
-10.5781 , 0.491478 , -0.128688 , -7.17354e-06 , 0.616659 , -0.616659 , 1.50597 , 1.47443 , 0.469135 , 0.386063 , -7.17354e-06 , 0 , 0 , 0 , -0 , 
-10.5741 , 0.492563 , -0.128933 , -7.24497e-06 , 0.616314 , -0.616314 , 1.50971 , 1.47769 , 0.470797 , 0.3868 , -7.24497e-06 , 0 , 0 , 0 , -0 , 
-10.5701 , 0.493655 , -0.129177 , -7.31699e-06 , 0.615967 , -0.615967 , 1.51347 , 1.48097 , 0.472465 , 0.387532 , -7.31699e-06 , 0 , 0 , 0 , -0 , 
-10.5661 , 0.494754 , -0.129419 , -7.3896e-06 , 0.615617 , -0.615617 , 1.51726 , 1.48426 , 0.474137 , 0.388258 , -7.3896e-06 , 0 , 0 , 0 , -0 , 
-10.5621 , 0.495858 , -0.129659 , -7.46279e-06 , 0.615265 , -0.615265 , 1.52108 , 1.48758 , 0.475813 , 0.388979 , -7.46279e-06 , 0 , 0 , 0 , -0 , 
-10.5581 , 0.49697 , -0.129898 , -7.53658e-06 , 0.614911 , -0.614911 , 1.52492 , 1.49091 , 0.477494 , 0.389694 , -7.53658e-06 , 0 , 0 , 0 , -0 , 
-10.5541 , 0.498088 , -0.130134 , -7.61096e-06 , 0.614554 , -0.614554 , 1.52879 , 1.49426 , 0.47918 , 0.390404 , -7.61096e-06 , 0 , 0 , 0 , -0 , 
-10.5501 , 0.499212 , -0.130369 , -7.68593e-06 , 0.614195 , -0.614195 , 1.53269 , 1.49764 , 0.48087 , 0.391107 , -7.68593e-06 , 0 , 0 , 0 , -0 , 
-10.5461 , 0.500344 , -0.130602 , -7.7615e-06 , 0.613834 , -0.613834 , 1.53662 , 1.50103 , 0.482566 , 0.391805 , -7.7615e-06 , 0 , 0 , 0 , -0 , 
-10.5421 , 0.501482 , -0.130832 , -7.83767e-06 , 0.61347 , -0.61347 , 1.54057 , 1.50444 , 0.484265 , 0.392497 , -7.83767e-06 , 0 , 0 , 0 , -0 , 
-10.5381 , 0.502626 , -0.131061 , -7.91445e-06 , 0.613104 , -0.613104 , 1.54455 , 1.50788 , 0.485969 , 0.393183 , -7.91445e-06 , 0 , 0 , 0 , -0 , 
-10.5341 , 0.503777 , -0.131287 , -7.99182e-06 , 0.612735 , -0.612735 , 1.54856 , 1.51133 , 0.487678 , 0.393863 , -7.99182e-06 , 0 , 0 , 0 , -0 , 
-10.5301 , 0.504935 , -0.131512 , -8.06979e-06 , 0.612364 , -0.612364 , 1.5526 , 1.51481 , 0.489392 , 0.394536 , -8.06979e-06 , 0 , 0 , 0 , -0 , 
-10.5261 , 0.5061 , -0.131734 , -8.14838e-06 , 0.611991 , -0.611991 , 1.55667 , 1.5183 , 0.49111 , 0.395203 , -8.14838e-06 , 0 , 0 , 0 , -0 , 
-10.5221 , 0.507271 , -0.131954 , -8.22756e-06 , 0.611615 , -0.611615 , 1.56077 , 1.52181 , 0.492833 , 0.395863 , -8.22756e-06 , 0 , 0 , 0 , -0 , 
-10.5181 , 0.508449 , -0.132172 , -8.30736e-06 , 0.611236 , -0.611236 , 1.56489 , 1.52535 , 0.49456 , 0.396517 , -8.30736e-06 , 0 , 0 , 0 , -0 , 
-10.5141 , 0.509634 , -0.132388 , -8.38776e-06 , 0.610856 , -0.610856 , 1.56905 , 1.5289 , 0.496292 , 0.397164 , -8.38776e-06 , 0 , 0 , 0 , -0 , 
-10.5101 , 0.510826 , -0.132601 , -8.46877e-06 , 0.610472 , -0.610472 , 1.57323 , 1.53248 , 0.498029 , 0.397804 , -8.46877e-06 , 0 , 0 , 0 , -0 , 
-10.5061 , 0.512024 , -0.132812 , -8.5504e-06 , 0.610086 , -0.610086 , 1.57744 , 1.53607 , 0.49977 , 0.398438 , -8.5504e-06 , 0 , 0 , 0 , -0 , 
-10.5021 , 0.51323 , -0.133021 , -8.63263e-06 , 0.609698 , -0.609698 , 1.58168 , 1.53969 , 0.501516 , 0.399064 , -8.63263e-06 , 0 , 0 , 0 , -0 , 
-10.4981 , 0.514442 , -0.133227 , -8.71548e-06 , 0.609307 , -0.609307 , 1.58596 , 1.54333 , 0.503267 , 0.399683 , -8.71548e-06 , 0 , 0 , 0 , -0 , 
-10.4941 , 0.515661 , -0.133431 , -8.79894e-06 , 0.608914 , -0.608914 , 1.59026 , 1.54698 , 0.505022 , 0.400294 , -8.79894e-06 , 0 , 0 , 0 , -0 , 
-10.4901 , 0.516887 , -0.133632 , -8.88301e-06 , 0.608518 , -0.608518 , 1.59459 , 1.55066 , 0.506781 , 0.400898 , -8.88301e-06 , 0 , 0 , 0 , -0 , 
-10.4861 , 0.51812 , -0.133831 , -8.9677e-06 , 0.608119 , -0.608119 , 1.59896 , 1.55436 , 0.508545 , 0.401495 , -8.9677e-06 , 0 , 0 , 0 , -0 , 
-10.4821 , 0.51936 , -0.134028 , -9.053e-06 , 0.607718 , -0.607718 , 1.60335 , 1.55808 , 0.510314 , 0.402084 , -9.053e-06 , 0 , 0 , 0 , -0 , 
-10.4781 , 0.520607 , -0.134221 , -9.13891e-06 , 0.607314 , -0.607314 , 1.60777 , 1.56182 , 0.512088 , 0.402665 , -9.13891e-06 , 0 , 0 , 0 , -0 , 
-10.4741 , 0.521861 , -0.134412 , -9.22544e-06 , 0.606908 , -0.606908 , 1.61223 , 1.56558 , 0.513866 , 0.403238 , -9.22544e-06 , 0 , 0 , 0 , -0 , 
-10.4701 , 0.523122 , -0.134601 , -9.31259e-06 , 0.606499 , -0.606499 , 1.61672 , 1.56937 , 0.515648 , 0.403803 , -9.31259e-06 , 0 , 0 , 0 , -0 , 
-10.4661 , 0.52439 , -0.134786 , -9.40035e-06 , 0.606087 , -0.606087 , 1.62124 , 1.57317 , 0.517435 , 0.404359 , -9.40035e-06 , 0 , 0 , 0 , -0 , 
-10.4621 , 0.525665 , -0.134969 , -9.48872e-06 , 0.605673 , -0.605673 , 1.62579 , 1.57699 , 0.519227 , 0.404908 , -9.48872e-06 , 0 , 0 , 0 , -0 , 
-10.4581 , 0.526947 , -0.135149 , -9.57771e-06 , 0.605256 , -0.605256 , 1.63037 , 1.58084 , 0.521023 , 0.405448 , -9.57771e-06 , 0 , 0 , 0 , -0 , 
-10.4541 , 0.528236 , -0.135326 , -9.66731e-06 , 0.604836 , -0.604836 , 1.63498 , 1.58471 , 0.522824 , 0.40598 , -9.66731e-06 , 0 , 0 , 0 , -0 , 
-10.4501 , 0.529532 , -0.1355 , -9.75752e-06 , 0.604413 , -0.604413 , 1.63963 , 1.5886 , 0.524629 , 0.406502 , -9.75752e-06 , 0 , 0 , 0 , -0 , 
-10.4461 , 0.530835 , -0.135672 , -9.84834e-06 , 0.603988 , -0.603988 , 1.64431 , 1.59251 , 0.526439 , 0.407016 , -9.84834e-06 , 0 , 0 , 0 , -0 , 
-10.4421 , 0.532145 , -0.13584 , -9.93978e-06 , 0.60356 , -0.60356 , 1.64902 , 1.59644 , 0.528254 , 0.407521 , -9.93978e-06 , 0 , 0 , 0 , -0 , 
-10.4381 , 0.533463 , -0.136005 , -1.00318e-05 , 0.603129 , -0.603129 , 1.65376 , 1.60039 , 0.530073 , 0.408017 , -1.00318e-05 , 0 , 0 , 0 , -0 , 
-10.4341 , 0.534788 , -0.136168 , -1.01245e-05 , 0.602696 , -0.602696 , 1.65854 , 1.60436 , 0.531896 , 0.408504 , -1.01245e-05 , 0 , 0 , 0 , -0 , 
-10.4301 , 0.536119 , -0.136327 , -1.02177e-05 , 0.60226 , -0.60226 , 1.66335 , 1.60836 , 0.533724 , 0.408981 , -1.02177e-05 , 0 , 0 , 0 , -0 , 
-10.4261 , 0.537458 , -0.136483 , -1.03116e-05 , 0.601821 , -0.601821 , 1.6682 , 1.61238 , 0.535557 , 0.409449 , -1.03116e-05 , 0 , 0 , 0 , -0 , 
-10.4221 , 0.538804 , -0.136635 , -1.04061e-05 , 0.601379 , -0.601379 , 1.67307 , 1.61641 , 0.537394 , 0.409907 , -1.04061e-05 , 0 , 0 , 0 , -0 , 
-10.4181 , 0.540158 , -0.136785 , -1.05011e-05 , 0.600934 , -0.600934 , 1.67799 , 1.62047 , 0.539235 , 0.410355 , -1.05011e-05 , 0 , 0 , 0 , -0 , 
-10.4141 , 0.541518 , -0.136931 , -1.05968e-05 , 0.600487 , -0.600487 , 1.68293 , 1.62455 , 0.541081 , 0.410793 , -1.05968e-05 , 0 , 0 , 0 , -0 , 
-10.4101 , 0.542886 , -0.137073 , -1.06931e-05 , 0.600036 , -0.600036 , 1.68791 , 1.62866 , 0.542932 , 0.411221 , -1.06931e-05 , 0 , 0 , 0 , -0 , 
-10.4061 , 0.544261 , -0.137213 , -1.07899e-05 , 0.599583 , -0.599583 , 1.69293 , 1.63278 , 0.544786 , 0.411639 , -1.07899e-05 , 0 , 0 , 0 , -0 , 
-10.4021 , 0.545643 , -0.137349 , -1.08874e-05 , 0.599127 , -0.599127 , 1.69798 , 1.63693 , 0.546646 , 0.412047 , -1.08874e-05 , 0 , 0 , 0 , -0 , 
-10.3981 , 0.547033 , -0.137481 , -1.09854e-05 , 0.598668 , -0.598668 , 1.70306 , 1.6411 , 0.54851 , 0.412444 , -1.09854e-05 , 0 , 0 , 0 , -0 , 
-10.3941 , 0.548429 , -0.13761 , -1.10841e-05 , 0.598206 , -0.598206 , 1.70818 , 1.64529 , 0.550378 , 0.41283 , -1.10841e-05 , 0 , 0 , 0 , -0 , 
-10.3901 , 0.549833 , -0.137735 , -1.11833e-05 , 0.597741 , -0.597741 , 1.71334 , 1.6495 , 0.552251 , 0.413206 , -1.11833e-05 , 0 , 0 , 0 , -0 , 
-10.3861 , 0.551245 , -0.137856 , -1.1283e-05 , 0.597273 , -0.597273 , 1.71853 , 1.65373 , 0.554128 , 0.41357 , -1.1283e-05 , 0 , 0 , 0 , -0 , 
-10.3821 , 0.552663 , -0.137974 , -1.13834e-05 , 0.596802 , -0.596802 , 1.72375 , 1.65799 , 0.556009 , 0.413924 , -1.13834e-05 , 0 , 0 , 0 , -0 , 
-10.3781 , 0.554089 , -0.138088 , -1.14843e-05 , 0.596328 , -0.596328 , 1.72902 , 1.66227 , 0.557895 , 0.414266 , -1.14843e-05 , 0 , 0 , 0 , -0 , 
-10.3741 , 0.555522 , -0.138199 , -1.15859e-05 , 0.595851 , -0.595851 , 1.73432 , 1.66657 , 0.559786 , 0.414597 , -1.15859e-05 , 0 , 0 , 0 , -0 , 
-10.3701 , 0.556963 , -0.138305 , -1.16879e-05 , 0.595371 , -0.595371 , 1.73965 , 1.67089 , 0.56168 , 0.414916 , -1.16879e-05 , 0 , 0 , 0 , -0 , 
-10.3661 , 0.558411 , -0.138407 , -1.17905e-05 , 0.594888 , -0.594888 , 1.74502 , 1.67523 , 0.56358 , 0.415223 , -1.17905e-05 , 0 , 0 , 0 , -0 , 
-10.3621 , 0.559866 , -0.138506 , -1.18937e-05 , 0.594402 , -0.594402 , 1.75043 , 1.6796 , 0.565483 , 0.415519 , -1.18937e-05 , 0 , 0 , 0 , -0 , 
-10.3581 , 0.561328 , -0.1386 , -1.19974e-05 , 0.593913 , -0.593913 , 1.75588 , 1.68398 , 0.567391 , 0.415802 , -1.19974e-05 , 0 , 0 , 0 , -0 , 
-10.3541 , 0.562798 , -0.138691 , -1.21017e-05 , 0.593421 , -0.593421 , 1.76136 , 1.68839 , 0.569303 , 0.416073 , -1.21017e-05 , 0 , 0 , 0 , -0 , 
-10.3501 , 0.564275 , -0.138777 , -1.22065e-05 , 0.592926 , -0.592926 , 1.76689 , 1.69283 , 0.57122 , 0.416332 , -1.22065e-05 , 0 , 0 , 0 , -0 , 
-10.3461 , 0.565759 , -0.138859 , -1.23119e-05 , 0.592428 , -0.592428 , 1.77245 , 1.69728 , 0.57314 , 0.416578 , -1.23119e-05 , 0 , 0 , 0 , -0 , 
-10.3421 , 0.567251 , -0.138937 , -1.24177e-05 , 0.591926 , -0.591926 , 1.77804 , 1.70175 , 0.575065 , 0.416812 , -1.24177e-05 , 0 , 0 , 0 , -0 , 
-10.3381 , 0.56875 , -0.13901 , -1.25241e-05 , 0.591422 , -0.591422 , 1.78368 , 1.70625 , 0.576995 , 0.417032 , -1.25241e-05 , 0 , 0 , 0 , -0 , 
-10.3341 , 0.570257 , -0.139079 , -1.2631e-05 , 0.590914 , -0.590914 , 1.78935 , 1.71077 , 0.578928 , 0.41724 , -1.2631e-05 , 0 , 0 , 0 , -0 , 
-10.3301 , 0.571771 , -0.139144 , -1.27384e-05 , 0.590403 , -0.590403 , 1.79507 , 1.71531 , 0.580866 , 0.417434 , -1.27384e-05 , 0 , 0 , 0 , -0 , 
-10.3261 , 0.573292 , -0.139204 , -1.28463e-05 , 0.589889 , -0.589889 , 1.80082 , 1.71988 , 0.582809 , 0.417615 , -1.28463e-05 , 0 , 0 , 0 , -0 , 
-10.3221 , 0.57482 , -0.13926 , -1.29547e-05 , 0.589371 , -0.589371 , 1.80661 , 1.72446 , 0.584755 , 0.417782 , -1.29547e-05 , 0 , 0 , 0 , -0 , 
-10.3181 , 0.576356 , -0.139311 , -1.30636e-05 , 0.588851 , -0.588851 , 1.81244 , 1.72907 , 0.586706 , 0.417936 , -1.30636e-05 , 0 , 0 , 0 , -0 , 
-10.3141 , 0.5779 , -0.139358 , -1.31729e-05 , 0.588327 , -0.588327 , 1.81831 , 1.7337 , 0.58866 , 0.418075 , -1.31729e-05 , 0 , 0 , 0 , -0 , 
-10.3101 , 0.57945 , -0.1394 , -1.32827e-05 , 0.5878 , -0.5878 , 1.82423 , 1.73835 , 0.590619 , 0.418201 , -1.32827e-05 , 0 , 0 , 0 , -0 , 
-10.3061 , 0.581008 , -0.139437 , -1.3393e-05 , 0.58727 , -0.58727 , 1.83018 , 1.74302 , 0.592583 , 0.418312 , -1.3393e-05 , 0 , 0 , 0 , -0 , 
-10.3021 , 0.582573 , -0.139469 , -1.35037e-05 , 0.586736 , -0.586736 , 1.83617 , 1.74772 , 0.59455 , 0.418409 , -1.35037e-05 , 0 , 0 , 0 , -0 , 
-10.2981 , 0.584146 , -0.139496 , -1.36149e-05 , 0.586199 , -0.586199 , 1.8422 , 1.75244 , 0.596521 , 0.418491 , -1.36149e-05 , 0 , 0 , 0 , -0 , 
-10.2941 , 0.585726 , -0.139519 , -1.37264e-05 , 0.585659 , -0.585659 , 1.84827 , 1.75718 , 0.598497 , 0.418558 , -1.37264e-05 , 0 , 0 , 0 , -0 , 
-10.2901 , 0.587313 , -0.139536 , -1.38384e-05 , 0.585115 , -0.585115 , 1.85439 , 1.76194 , 0.600477 , 0.41861 , -1.38384e-05 , 0 , 0 , 0 , -0 , 
-10.2861 , 0.588907 , -0.139548 , -1.39509e-05 , 0.584568 , -0.584568 , 1.86054 , 1.76672 , 0.602461 , 0.418647 , -1.39509e-05 , 0 , 0 , 0 , -0 , 
-10.2821 , 0.590509 , -0.139556 , -1.40637e-05 , 0.584018 , -0.584018 , 1.86674 , 1.77153 , 0.604448 , 0.418669 , -1.40637e-05 , 0 , 0 , 0 , -0 , 
-10.2781 , 0.592118 , -0.139558 , -1.41768e-05 , 0.583464 , -0.583464 , 1.87298 , 1.77636 , 0.60644 , 0.418675 , -1.41768e-05 , 0 , 0 , 0 , -0 , 
-10.2741 , 0.593735 , -0.139554 , -1.42904e-05 , 0.582907 , -0.582907 , 1.87926 , 1.7812 , 0.608436 , 0.418665 , -1.42904e-05 , 0 , 0 , 0 , -0 , 
-10.2701 , 0.595358 , -0.139546 , -1.44043e-05 , 0.582347 , -0.582347 , 1.88559 , 1.78608 , 0.610436 , 0.41864 , -1.44043e-05 , 0 , 0 , 0 , -0 , 
-10.2661 , 0.596989 , -0.139532 , -1.45186e-05 , 0.581783 , -0.581783 , 1.89196 , 1.79097 , 0.61244 , 0.418598 , -1.45186e-05 , 0 , 0 , 0 , -0 , 
-10.2621 , 0.598627 , -0.139513 , -1.46332e-05 , 0.581216 , -0.581216 , 1.89837 , 1.79588 , 0.614448 , 0.41854 , -1.46332e-05 , 0 , 0 , 0 , -0 , 
-10.2581 , 0.600272 , -0.139488 , -1.47481e-05 , 0.580645 , -0.580645 , 1.90482 , 1.80082 , 0.61646 , 0.418465 , -1.47481e-05 , 0 , 0 , 0 , -0 , 
-10.2541 , 0.601925 , -0.139457 , -1.48634e-05 , 0.58007 , -0.58007 , 1.91131 , 1.80578 , 0.618476 , 0.418374 , -1.48634e-05 , 0 , 0 , 0 , -0 , 
-10.2501 , 0.603585 , -0.139421 , -1.49789e-05 , 0.579493 , -0.579493 , 1.91785 , 1.81076 , 0.620496 , 0.418266 , -1.49789e-05 , 0 , 0 , 0 , -0 , 
-10.246 , 0.605252 , -0.139379 , -1.50947e-05 , 0.578911 , -0.578911 , 1.92444 , 1.81576 , 0.62252 , 0.41814 , -1.50947e-05 , 0 , 0 , 0 , -0 , 
-10.242 , 0.606926 , -0.139332 , -1.52108e-05 , 0.578326 , -0.578326 , 1.93107 , 1.82078 , 0.624547 , 0.417997 , -1.52108e-05 , 0 , 0 , 0 , -0 , 
-10.238 , 0.608607 , -0.139278 , -1.53271e-05 , 0.577738 , -0.577738 , 1.93774 , 1.82582 , 0.626579 , 0.417837 , -1.53271e-05 , 0 , 0 , 0 , -0 , 
-10.234 , 0.610295 , -0.139219 , -1.54436e-05 , 0.577146 , -0.577146 , 1.94446 , 1.83089 , 0.628614 , 0.417659 , -1.54436e-05 , 0 , 0 , 0 , -0 , 
-10.23 , 0.611991 , -0.139154 , -1.55604e-05 , 0.57655 , -0.57655 , 1.95122 , 1.83597 , 0.630653 , 0.417463 , -1.55604e-05 , 0 , 0 , 0 , -0 , 
-10.226 , 0.613694 , -0.139082 , -1.56774e-05 , 0.575951 , -0.575951 , 1.95803 , 1.84108 , 0.632696 , 0.417249 , -1.56774e-05 , 0 , 0 , 0 , -0 , 
-10.222 , 0.615403 , -0.139005 , -1.57945e-05 , 0.575348 , -0.575348 , 1.96488 , 1.84621 , 0.634743 , 0.417016 , -1.57945e-05 , 0 , 0 , 0 , -0 , 
-10.218 , 0.61712 , -0.138921 , -1.59118e-05 , 0.574742 , -0.574742 , 1.97178 , 1.85136 , 0.636793 , 0.416765 , -1.59118e-05 , 0 , 0 , 0 , -0 , 
-10.214 , 0.618844 , -0.138831 , -1.60292e-05 , 0.574132 , -0.574132 , 1.97872 , 1.85653 , 0.638847 , 0.416496 , -1.60292e-05 , 0 , 0 , 0 , -0 , 
-10.21 , 0.620574 , -0.138735 , -1.61468e-05 , 0.573518 , -0.573518 , 1.98571 , 1.86172 , 0.640905 , 0.416207 , -1.61468e-05 , 0 , 0 , 0 , -0 , 
