 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  delta_cdm ,  delta_b ,  v_cdm ,  v_b ,  Pi ,  S ,  Sj5 ,  Sj50 ,  Sj500  , 
-20 , 0.333333 , -1.38063e-05 , -5.04113e-18 , 0.666667 , -5.6003e+06 , 1 , 1 , 4.14188e-05 , 4.14188e-05 , -5.04113e-18 , 0 , -0 , 0 , -0 , 
-19.996 , 0.333333 , -1.38616e-05 , -5.10201e-18 , 0.666667 , 692.324 , 1 , 1 , 4.15849e-05 , 4.15849e-05 , -5.10201e-18 , 0 , -0 , 0 , -0 , 
-19.992 , 0.333333 , -1.39172e-05 , -5.16361e-18 , 0.666667 , 98.8078 , 1 , 1 , 4.17516e-05 , 4.17516e-05 , -5.16361e-18 , 0 , -0 , 0 , -0 , 
-19.988 , 0.333333 , -1.3973e-05 , -5.22596e-18 , 0.666667 , 10.0425 , 1 , 1 , 4.19189e-05 , 4.19189e-05 , -5.22596e-18 , 0 , -0 , 0 , -0 , 
-19.984 , 0.333333 , -1.4029e-05 , -5.28906e-18 , 0.666667 , 0.35816 , 1 , 1 , 4.2087e-05 , 4.2087e-05 , -5.28906e-18 , 0 , -0 , 0 , -0 , 
-19.98 , 0.333333 , -1.40852e-05 , -5.35293e-18 , 0.666667 , -0.574724 , 1 , 1 , 4.22557e-05 , 4.22557e-05 , -5.35293e-18 , 0 , -0 , 0 , -0 , 
-19.976 , 0.333333 , -1.41417e-05 , -5.41756e-18 , 0.666667 , -0.658748 , 1 , 1 , 4.24251e-05 , 4.24251e-05 , -5.41756e-18 , 0 , -0 , 0 , -0 , 
-19.972 , 0.333333 , -1.41984e-05 , -5.48298e-18 , 0.666667 , -0.666004 , 1 , 1 , 4.25952e-05 , 4.25952e-05 , -5.48298e-18 , 0 , -0 , 0 , -0 , 
-19.968 , 0.333333 , -1.42553e-05 , -5.54918e-18 , 0.666667 , -0.666612 , 1 , 1 , 4.27659e-05 , 4.27659e-05 , -5.54918e-18 , 0 , -0 , 0 , -0 , 
-19.964 , 0.333333 , -1.43125e-05 , -5.61619e-18 , 0.666667 , -0.666662 , 1 , 1 , 4.29374e-05 , 4.29374e-05 , -5.61619e-18 , 0 , -0 , 0 , -0 , 
-19.96 , 0.333333 , -1.43698e-05 , -5.684e-18 , 0.666667 , -0.666666 , 1 , 1 , 4.31095e-05 , 4.31095e-05 , -5.684e-18 , 0 , -0 , 0 , -0 , 
-19.956 , 0.333333 , -1.44274e-05 , -5.75263e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.32823e-05 , 4.32823e-05 , -5.75263e-18 , 0 , -0 , 0 , -0 , 
-19.952 , 0.333333 , -1.44853e-05 , -5.82209e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.34558e-05 , 4.34558e-05 , -5.82209e-18 , 0 , -0 , 0 , -0 , 
-19.948 , 0.333333 , -1.45433e-05 , -5.89239e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.363e-05 , 4.363e-05 , -5.89239e-18 , 0 , -0 , 0 , -0 , 
-19.944 , 0.333333 , -1.46016e-05 , -5.96354e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.38049e-05 , 4.38049e-05 , -5.96354e-18 , 0 , -0 , 0 , -0 , 
-19.94 , 0.333333 , -1.46602e-05 , -6.03555e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.39805e-05 , 4.39805e-05 , -6.03555e-18 , 0 , -0 , 0 , -0 , 
-19.936 , 0.333333 , -1.47189e-05 , -6.10843e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.41568e-05 , 4.41568e-05 , -6.10843e-18 , 0 , -0 , 0 , -0 , 
-19.932 , 0.333333 , -1.4778e-05 , -6.18219e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.43339e-05 , 4.43339e-05 , -6.18219e-18 , 0 , -0 , 0 , -0 , 
-19.928 , 0.333333 , -1.48372e-05 , -6.25683e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.45116e-05 , 4.45116e-05 , -6.25683e-18 , 0 , -0 , 0 , -0 , 
-19.924 , 0.333333 , -1.48967e-05 , -6.33238e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.469e-05 , 4.469e-05 , -6.33238e-18 , 0 , -0 , 0 , -0 , 
-19.92 , 0.333333 , -1.49564e-05 , -6.40885e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.48692e-05 , 4.48692e-05 , -6.40885e-18 , 0 , -0 , 0 , -0 , 
-19.916 , 0.333333 , -1.50164e-05 , -6.48623e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.50491e-05 , 4.50491e-05 , -6.48623e-18 , 0 , -0 , 0 , -0 , 
-19.912 , 0.333333 , -1.50765e-05 , -6.56455e-18 , 0.666667 , -0.666667 , 1 , 1 , 4.52296e-05 , 4.52296e-05 , -6.56455e-18 , 0 , -0 , 0 , -0 , 
-19.908 , 0.333334 , -1.5137e-05 , -6.64382e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.5411e-05 , 4.5411e-05 , -6.64382e-18 , 0 , -0 , 0 , -0 , 
-19.904 , 0.333334 , -1.51977e-05 , -6.72404e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.5593e-05 , 4.5593e-05 , -6.72404e-18 , 0 , -0 , 0 , -0 , 
-19.9 , 0.333334 , -1.52586e-05 , -6.80523e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.57758e-05 , 4.57758e-05 , -6.80523e-18 , 0 , -0 , 0 , -0 , 
-19.896 , 0.333334 , -1.53198e-05 , -6.8874e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.59593e-05 , 4.59593e-05 , -6.8874e-18 , 0 , -0 , 0 , -0 , 
-19.892 , 0.333334 , -1.53812e-05 , -6.97056e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.61435e-05 , 4.61435e-05 , -6.97056e-18 , 0 , -0 , 0 , -0 , 
-19.888 , 0.333334 , -1.54428e-05 , -7.05473e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.63285e-05 , 4.63285e-05 , -7.05473e-18 , 0 , -0 , 0 , -0 , 
-19.884 , 0.333334 , -1.55047e-05 , -7.13991e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.65142e-05 , 4.65142e-05 , -7.13991e-18 , 0 , -0 , 0 , -0 , 
-19.88 , 0.333334 , -1.55669e-05 , -7.22613e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.67007e-05 , 4.67007e-05 , -7.22613e-18 , 0 , -0 , 0 , -0 , 
-19.876 , 0.333334 , -1.56293e-05 , -7.31338e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.68879e-05 , 4.68879e-05 , -7.31338e-18 , 0 , -0 , 0 , -0 , 
-19.872 , 0.333334 , -1.5692e-05 , -7.40169e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.70759e-05 , 4.70759e-05 , -7.40169e-18 , 0 , -0 , 0 , -0 , 
-19.868 , 0.333334 , -1.57549e-05 , -7.49106e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.72646e-05 , 4.72646e-05 , -7.49106e-18 , 0 , -0 , 0 , -0 , 
-19.864 , 0.333334 , -1.5818e-05 , -7.58151e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.74541e-05 , 4.74541e-05 , -7.58151e-18 , 0 , -0 , 0 , -0 , 
-19.86 , 0.333334 , -1.58814e-05 , -7.67306e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.76443e-05 , 4.76443e-05 , -7.67306e-18 , 0 , -0 , 0 , -0 , 
-19.856 , 0.333334 , -1.59451e-05 , -7.76571e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.78353e-05 , 4.78353e-05 , -7.76571e-18 , 0 , -0 , 0 , -0 , 
-19.852 , 0.333334 , -1.6009e-05 , -7.85948e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.80271e-05 , 4.80271e-05 , -7.85948e-18 , 0 , -0 , 0 , -0 , 
-19.848 , 0.333334 , -1.60732e-05 , -7.95438e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.82196e-05 , 4.82196e-05 , -7.95438e-18 , 0 , -0 , 0 , -0 , 
-19.844 , 0.333334 , -1.61376e-05 , -8.05042e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.84129e-05 , 4.84129e-05 , -8.05042e-18 , 0 , -0 , 0 , -0 , 
-19.84 , 0.333334 , -1.62023e-05 , -8.14763e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.8607e-05 , 4.8607e-05 , -8.14763e-18 , 0 , -0 , 0 , -0 , 
-19.836 , 0.333334 , -1.62673e-05 , -8.24601e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.88018e-05 , 4.88018e-05 , -8.24601e-18 , 0 , -0 , 0 , -0 , 
-19.832 , 0.333334 , -1.63325e-05 , -8.34558e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.89975e-05 , 4.89975e-05 , -8.34558e-18 , 0 , -0 , 0 , -0 , 
-19.828 , 0.333334 , -1.6398e-05 , -8.44635e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.91939e-05 , 4.91939e-05 , -8.44635e-18 , 0 , -0 , 0 , -0 , 
-19.824 , 0.333334 , -1.64637e-05 , -8.54834e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.93911e-05 , 4.93911e-05 , -8.54834e-18 , 0 , -0 , 0 , -0 , 
-19.82 , 0.333334 , -1.65297e-05 , -8.65155e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.95891e-05 , 4.95891e-05 , -8.65155e-18 , 0 , -0 , 0 , -0 , 
-19.816 , 0.333334 , -1.6596e-05 , -8.75602e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.97879e-05 , 4.97879e-05 , -8.75602e-18 , 0 , -0 , 0 , -0 , 
-19.812 , 0.333334 , -1.66625e-05 , -8.86175e-18 , 0.666666 , -0.666666 , 1 , 1 , 4.99875e-05 , 4.99875e-05 , -8.86175e-18 , 0 , -0 , 0 , -0 , 
-19.808 , 0.333334 , -1.67293e-05 , -8.96875e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.01879e-05 , 5.01879e-05 , -8.96875e-18 , 0 , -0 , 0 , -0 , 
-19.804 , 0.333334 , -1.67964e-05 , -9.07704e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.03891e-05 , 5.03891e-05 , -9.07704e-18 , 0 , -0 , 0 , -0 , 
-19.8 , 0.333334 , -1.68637e-05 , -9.18665e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.05911e-05 , 5.05911e-05 , -9.18665e-18 , 0 , -0 , 0 , -0 , 
-19.796 , 0.333334 , -1.69313e-05 , -9.29757e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.07939e-05 , 5.07939e-05 , -9.29757e-18 , 0 , -0 , 0 , -0 , 
-19.792 , 0.333334 , -1.69992e-05 , -9.40984e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.09975e-05 , 5.09975e-05 , -9.40984e-18 , 0 , -0 , 0 , -0 , 
-19.788 , 0.333334 , -1.70673e-05 , -9.52346e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.12019e-05 , 5.12019e-05 , -9.52346e-18 , 0 , -0 , 0 , -0 , 
-19.784 , 0.333334 , -1.71357e-05 , -9.63845e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.14072e-05 , 5.14072e-05 , -9.63845e-18 , 0 , -0 , 0 , -0 , 
-19.78 , 0.333334 , -1.72044e-05 , -9.75483e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.16133e-05 , 5.16133e-05 , -9.75483e-18 , 0 , -0 , 0 , -0 , 
-19.776 , 0.333334 , -1.72734e-05 , -9.87262e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.18202e-05 , 5.18202e-05 , -9.87262e-18 , 0 , -0 , 0 , -0 , 
-19.772 , 0.333334 , -1.73426e-05 , -9.99183e-18 , 0.666666 , -0.666666 , 1 , 1 , 5.20279e-05 , 5.20279e-05 , -9.99183e-18 , 0 , -0 , 0 , -0 , 
-19.768 , 0.333334 , -1.74122e-05 , -1.01125e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.22365e-05 , 5.22365e-05 , -1.01125e-17 , 0 , -0 , 0 , -0 , 
-19.764 , 0.333334 , -1.7482e-05 , -1.02346e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.24459e-05 , 5.24459e-05 , -1.02346e-17 , 0 , -0 , 0 , -0 , 
-19.76 , 0.333334 , -1.7552e-05 , -1.03582e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.26561e-05 , 5.26561e-05 , -1.03582e-17 , 0 , -0 , 0 , -0 , 
-19.756 , 0.333334 , -1.76224e-05 , -1.04832e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.28672e-05 , 5.28672e-05 , -1.04832e-17 , 0 , -0 , 0 , -0 , 
-19.752 , 0.333334 , -1.76931e-05 , -1.06098e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.30792e-05 , 5.30792e-05 , -1.06098e-17 , 0 , -0 , 0 , -0 , 
-19.7479 , 0.333334 , -1.7764e-05 , -1.07379e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.32919e-05 , 5.32919e-05 , -1.07379e-17 , 0 , -0 , 0 , -0 , 
-19.7439 , 0.333334 , -1.78352e-05 , -1.08676e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.35056e-05 , 5.35056e-05 , -1.08676e-17 , 0 , -0 , 0 , -0 , 
-19.7399 , 0.333334 , -1.79067e-05 , -1.09988e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.37201e-05 , 5.37201e-05 , -1.09988e-17 , 0 , -0 , 0 , -0 , 
-19.7359 , 0.333334 , -1.79785e-05 , -1.11316e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.39354e-05 , 5.39354e-05 , -1.11316e-17 , 0 , -0 , 0 , -0 , 
-19.7319 , 0.333334 , -1.80505e-05 , -1.1266e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.41516e-05 , 5.41516e-05 , -1.1266e-17 , 0 , -0 , 0 , -0 , 
-19.7279 , 0.333334 , -1.81229e-05 , -1.14021e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.43687e-05 , 5.43687e-05 , -1.14021e-17 , 0 , -0 , 0 , -0 , 
-19.7239 , 0.333334 , -1.81956e-05 , -1.15397e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.45867e-05 , 5.45867e-05 , -1.15397e-17 , 0 , -0 , 0 , -0 , 
-19.7199 , 0.333334 , -1.82685e-05 , -1.16791e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.48055e-05 , 5.48055e-05 , -1.16791e-17 , 0 , -0 , 0 , -0 , 
-19.7159 , 0.333334 , -1.83417e-05 , -1.18201e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.50252e-05 , 5.50252e-05 , -1.18201e-17 , 0 , -0 , 0 , -0 , 
-19.7119 , 0.333334 , -1.84153e-05 , -1.19628e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.52458e-05 , 5.52458e-05 , -1.19628e-17 , 0 , -0 , 0 , -0 , 
-19.7079 , 0.333334 , -1.84891e-05 , -1.21073e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.54673e-05 , 5.54673e-05 , -1.21073e-17 , 0 , -0 , 0 , -0 , 
-19.7039 , 0.333334 , -1.85632e-05 , -1.22535e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.56896e-05 , 5.56896e-05 , -1.22535e-17 , 0 , -0 , 0 , -0 , 
-19.6999 , 0.333334 , -1.86376e-05 , -1.24014e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.59129e-05 , 5.59129e-05 , -1.24014e-17 , 0 , -0 , 0 , -0 , 
-19.6959 , 0.333334 , -1.87123e-05 , -1.25512e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.6137e-05 , 5.6137e-05 , -1.25512e-17 , 0 , -0 , 0 , -0 , 
-19.6919 , 0.333334 , -1.87874e-05 , -1.27027e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.63621e-05 , 5.63621e-05 , -1.27027e-17 , 0 , -0 , 0 , -0 , 
-19.6879 , 0.333334 , -1.88627e-05 , -1.28561e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.6588e-05 , 5.6588e-05 , -1.28561e-17 , 0 , -0 , 0 , -0 , 
-19.6839 , 0.333334 , -1.89383e-05 , -1.30113e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.68148e-05 , 5.68148e-05 , -1.30113e-17 , 0 , -0 , 0 , -0 , 
-19.6799 , 0.333334 , -1.90142e-05 , -1.31684e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.70426e-05 , 5.70426e-05 , -1.31684e-17 , 0 , -0 , 0 , -0 , 
-19.6759 , 0.333334 , -1.90904e-05 , -1.33274e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.72713e-05 , 5.72713e-05 , -1.33274e-17 , 0 , -0 , 0 , -0 , 
-19.6719 , 0.333334 , -1.9167e-05 , -1.34884e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.75009e-05 , 5.75009e-05 , -1.34884e-17 , 0 , -0 , 0 , -0 , 
-19.6679 , 0.333334 , -1.92438e-05 , -1.36512e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.77314e-05 , 5.77314e-05 , -1.36512e-17 , 0 , -0 , 0 , -0 , 
-19.6639 , 0.333334 , -1.93209e-05 , -1.38161e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.79628e-05 , 5.79628e-05 , -1.38161e-17 , 0 , -0 , 0 , -0 , 
-19.6599 , 0.333334 , -1.93984e-05 , -1.39829e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.81952e-05 , 5.81952e-05 , -1.39829e-17 , 0 , -0 , 0 , -0 , 
-19.6559 , 0.333334 , -1.94762e-05 , -1.41517e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.84285e-05 , 5.84285e-05 , -1.41517e-17 , 0 , -0 , 0 , -0 , 
-19.6519 , 0.333334 , -1.95542e-05 , -1.43226e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.86627e-05 , 5.86627e-05 , -1.43226e-17 , 0 , -0 , 0 , -0 , 
-19.6479 , 0.333334 , -1.96326e-05 , -1.44955e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.88979e-05 , 5.88979e-05 , -1.44955e-17 , 0 , -0 , 0 , -0 , 
-19.6439 , 0.333334 , -1.97113e-05 , -1.46706e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.9134e-05 , 5.9134e-05 , -1.46706e-17 , 0 , -0 , 0 , -0 , 
-19.6399 , 0.333334 , -1.97903e-05 , -1.48477e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.9371e-05 , 5.9371e-05 , -1.48477e-17 , 0 , -0 , 0 , -0 , 
-19.6359 , 0.333334 , -1.98697e-05 , -1.5027e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.9609e-05 , 5.9609e-05 , -1.5027e-17 , 0 , -0 , 0 , -0 , 
-19.6319 , 0.333334 , -1.99493e-05 , -1.52084e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.9848e-05 , 5.9848e-05 , -1.52084e-17 , 0 , -0 , 0 , -0 , 
-19.6279 , 0.333334 , -2.00293e-05 , -1.53921e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.00879e-05 , 6.00879e-05 , -1.53921e-17 , 0 , -0 , 0 , -0 , 
-19.6239 , 0.333334 , -2.01096e-05 , -1.55779e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.03288e-05 , 6.03288e-05 , -1.55779e-17 , 0 , -0 , 0 , -0 , 
-19.6199 , 0.333334 , -2.01902e-05 , -1.5766e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.05706e-05 , 6.05706e-05 , -1.5766e-17 , 0 , -0 , 0 , -0 , 
-19.6159 , 0.333334 , -2.02711e-05 , -1.59564e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.08134e-05 , 6.08134e-05 , -1.59564e-17 , 0 , -0 , 0 , -0 , 
-19.6119 , 0.333334 , -2.03524e-05 , -1.61491e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.10572e-05 , 6.10572e-05 , -1.61491e-17 , 0 , -0 , 0 , -0 , 
-19.6079 , 0.333334 , -2.0434e-05 , -1.63441e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.1302e-05 , 6.1302e-05 , -1.63441e-17 , 0 , -0 , 0 , -0 , 
-19.6039 , 0.333334 , -2.05159e-05 , -1.65414e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.15477e-05 , 6.15477e-05 , -1.65414e-17 , 0 , -0 , 0 , -0 , 
-19.5999 , 0.333334 , -2.05982e-05 , -1.67412e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.17945e-05 , 6.17945e-05 , -1.67412e-17 , 0 , -0 , 0 , -0 , 
-19.5959 , 0.333334 , -2.06807e-05 , -1.69433e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.20422e-05 , 6.20422e-05 , -1.69433e-17 , 0 , -0 , 0 , -0 , 
-19.5919 , 0.333334 , -2.07636e-05 , -1.71479e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.22909e-05 , 6.22909e-05 , -1.71479e-17 , 0 , -0 , 0 , -0 , 
-19.5879 , 0.333334 , -2.08469e-05 , -1.73549e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.25406e-05 , 6.25406e-05 , -1.73549e-17 , 0 , -0 , 0 , -0 , 
-19.5839 , 0.333334 , -2.09304e-05 , -1.75645e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.27913e-05 , 6.27913e-05 , -1.75645e-17 , 0 , -0 , 0 , -0 , 
-19.5799 , 0.333334 , -2.10144e-05 , -1.77766e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.30431e-05 , 6.30431e-05 , -1.77766e-17 , 0 , -0 , 0 , -0 , 
-19.5759 , 0.333334 , -2.10986e-05 , -1.79912e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.32958e-05 , 6.32958e-05 , -1.79912e-17 , 0 , -0 , 0 , -0 , 
-19.5719 , 0.333334 , -2.11832e-05 , -1.82085e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.35495e-05 , 6.35495e-05 , -1.82085e-17 , 0 , -0 , 0 , -0 , 
-19.5679 , 0.333334 , -2.12681e-05 , -1.84283e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.38043e-05 , 6.38043e-05 , -1.84283e-17 , 0 , -0 , 0 , -0 , 
-19.5639 , 0.333334 , -2.13534e-05 , -1.86508e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.40601e-05 , 6.40601e-05 , -1.86508e-17 , 0 , -0 , 0 , -0 , 
-19.5599 , 0.333334 , -2.1439e-05 , -1.8876e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.43169e-05 , 6.43169e-05 , -1.8876e-17 , 0 , -0 , 0 , -0 , 
-19.5559 , 0.333334 , -2.15249e-05 , -1.9104e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.45747e-05 , 6.45747e-05 , -1.9104e-17 , 0 , -0 , 0 , -0 , 
-19.5519 , 0.333334 , -2.16112e-05 , -1.93346e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.48336e-05 , 6.48336e-05 , -1.93346e-17 , 0 , -0 , 0 , -0 , 
-19.5479 , 0.333334 , -2.16978e-05 , -1.95681e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.50935e-05 , 6.50935e-05 , -1.95681e-17 , 0 , -0 , 0 , -0 , 
-19.5439 , 0.333334 , -2.17848e-05 , -1.98044e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.53544e-05 , 6.53544e-05 , -1.98044e-17 , 0 , -0 , 0 , -0 , 
-19.5399 , 0.333334 , -2.18721e-05 , -2.00435e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.56164e-05 , 6.56164e-05 , -2.00435e-17 , 0 , -0 , 0 , -0 , 
-19.5359 , 0.333334 , -2.19598e-05 , -2.02855e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.58794e-05 , 6.58794e-05 , -2.02855e-17 , 0 , -0 , 0 , -0 , 
-19.5319 , 0.333334 , -2.20478e-05 , -2.05305e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.61435e-05 , 6.61435e-05 , -2.05305e-17 , 0 , -0 , 0 , -0 , 
-19.5279 , 0.333334 , -2.21362e-05 , -2.07784e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.64087e-05 , 6.64087e-05 , -2.07784e-17 , 0 , -0 , 0 , -0 , 
-19.5239 , 0.333334 , -2.2225e-05 , -2.10293e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.66749e-05 , 6.66749e-05 , -2.10293e-17 , 0 , -0 , 0 , -0 , 
-19.5199 , 0.333334 , -2.23141e-05 , -2.12832e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.69422e-05 , 6.69422e-05 , -2.12832e-17 , 0 , -0 , 0 , -0 , 
-19.5159 , 0.333334 , -2.24035e-05 , -2.15402e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.72106e-05 , 6.72106e-05 , -2.15402e-17 , 0 , -0 , 0 , -0 , 
-19.5119 , 0.333334 , -2.24933e-05 , -2.18003e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.748e-05 , 6.748e-05 , -2.18003e-17 , 0 , -0 , 0 , -0 , 
-19.5079 , 0.333334 , -2.25835e-05 , -2.20635e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.77505e-05 , 6.77505e-05 , -2.20635e-17 , 0 , -0 , 0 , -0 , 
-19.5039 , 0.333334 , -2.2674e-05 , -2.23299e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.80221e-05 , 6.80221e-05 , -2.23299e-17 , 0 , -0 , 0 , -0 , 
-19.4999 , 0.333334 , -2.27649e-05 , -2.25995e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.82948e-05 , 6.82948e-05 , -2.25995e-17 , 0 , -0 , 0 , -0 , 
-19.4959 , 0.333334 , -2.28562e-05 , -2.28724e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.85686e-05 , 6.85686e-05 , -2.28724e-17 , 0 , -0 , 0 , -0 , 
-19.4919 , 0.333334 , -2.29478e-05 , -2.31486e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.88434e-05 , 6.88434e-05 , -2.31486e-17 , 0 , -0 , 0 , -0 , 
-19.4879 , 0.333334 , -2.30398e-05 , -2.34281e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.91194e-05 , 6.91194e-05 , -2.34281e-17 , 0 , -0 , 0 , -0 , 
-19.4839 , 0.333334 , -2.31322e-05 , -2.3711e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.93965e-05 , 6.93965e-05 , -2.3711e-17 , 0 , -0 , 0 , -0 , 
-19.4799 , 0.333334 , -2.32249e-05 , -2.39973e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.96747e-05 , 6.96747e-05 , -2.39973e-17 , 0 , -0 , 0 , -0 , 
-19.4759 , 0.333334 , -2.3318e-05 , -2.42871e-17 , 0.666666 , -0.666666 , 1 , 1 , 6.9954e-05 , 6.9954e-05 , -2.42871e-17 , 0 , -0 , 0 , -0 , 
-19.4719 , 0.333334 , -2.34115e-05 , -2.45803e-17 , 0.666666 , -0.666666 , 1 , 1 , 7.02344e-05 , 7.02344e-05 , -2.45803e-17 , 0 , -0 , 0 , -0 , 
-19.4679 , 0.333334 , -2.35053e-05 , -2.48771e-17 , 0.666666 , -0.666666 , 1 , 1 , 7.0516e-05 , 7.0516e-05 , -2.48771e-17 , 0 , -0 , 0 , -0 , 
