 k  ,   T2_6 ,   T2_100 ,   T2_200 ,   T2_500 ,   T2_1000 , 
0.712666 , 1.78023e-13 , 0 , 0 , 0 , 0 , 
1.14024 , 2.95955e-11 , 0 , 0 , 0 , 0 , 
1.56781 , 9.11333e-10 , 0 , 0 , 0 , 0 , 
1.99538 , 1.16466e-08 , 0 , 0 , 0 , 0 , 
2.42295 , 8.65146e-08 , 0 , 0 , 0 , 0 , 
2.85052 , 4.41634e-07 , 0 , 0 , 0 , 0 , 
3.27809 , 1.70754e-06 , 0 , 0 , 0 , 0 , 
3.70567 , 5.31237e-06 , 0 , 0 , 0 , 0 , 
4.13324 , 1.3842e-05 , 0 , 0 , 0 , 0 , 
4.56081 , 3.10517e-05 , 0 , 0 , 0 , 0 , 
4.98838 , 6.11377e-05 , 0 , 0 , 0 , 0 , 
5.41595 , 0.000107103 , 0 , 0 , 0 , 0 , 
5.84352 , 0.000168496 , 0 , 0 , 0 , 0 , 
6.27109 , 0.000239461 , 0 , 0 , 0 , 0 , 
6.69866 , 0.000308259 , 0 , 0 , 0 , 0 , 
7.12624 , 0.000359277 , 0 , 0 , 0 , 0 , 
7.55381 , 0.000377489 , 1.72923e-322 , 0 , 0 , 0 , 
7.98138 , 0.000354105 , 9.97024e-321 , 0 , 0 , 0 , 
8.40895 , 0.000291133 , 6.97176e-320 , 0 , 0 , 0 , 
8.83652 , 0.000202497 , 7.72266e-317 , 0 , 0 , 0 , 
9.26409 , 0.000110525 , 1.1338e-314 , 0 , 0 , 0 , 
9.69166 , 3.86483e-05 , 5.89136e-315 , 0 , 0 , 0 , 
10.1192 , 2.98068e-06 , 4.66383e-311 , 0 , 0 , 0 , 
10.5468 , 6.43031e-06 , 2.91841e-309 , 0 , 0 , 0 , 
10.9744 , 3.79997e-05 , 2.84021e-308 , 0 , 0 , 0 , 
11.4019 , 7.78156e-05 , 2.7602e-305 , 0 , 0 , 0 , 
11.8295 , 0.000105692 , 3.18002e-303 , 0 , 0 , 0 , 
12.2571 , 0.000109423 , 6.19466e-303 , 0 , 0 , 0 , 
12.6847 , 8.89615e-05 , 1.23279e-299 , 0 , 0 , 0 , 
13.1122 , 5.49582e-05 , 9.10356e-298 , 0 , 0 , 0 , 
13.5398 , 2.24377e-05 , 7.30867e-297 , 0 , 0 , 0 , 
13.9674 , 3.26536e-06 , 9.44783e-294 , 0 , 0 , 0 , 
14.3949 , 9.17353e-07 , 8.07936e-292 , 0 , 0 , 0 , 
14.8225 , 1.01136e-05 , 2.92985e-291 , 0 , 0 , 0 , 
15.2501 , 2.09266e-05 , 3.27037e-288 , 0 , 0 , 0 , 
15.6777 , 2.4855e-05 , 2.98506e-286 , 0 , 0 , 0 , 
16.1052 , 1.93761e-05 , 1.10417e-285 , 0 , 0 , 0 , 
16.5328 , 8.75056e-06 , 3.08157e-282 , 0 , 0 , 0 , 
16.9604 , 8.18299e-07 , 1.88134e-280 , 0 , 0 , 0 , 
17.3879 , 2.04039e-06 , 9.26181e-280 , 0 , 0 , 0 , 
17.8155 , 1.35869e-05 , 9.06551e-277 , 0 , 0 , 0 , 
18.2431 , 3.06898e-05 , 9.7486e-275 , 0 , 0 , 0 , 
18.6707 , 4.53823e-05 , 4.06097e-275 , 0 , 0 , 0 , 
19.0982 , 5.09054e-05 , 9.45341e-271 , 0 , 0 , 0 , 
19.5258 , 4.51459e-05 , 4.06081e-269 , 0 , 0 , 0 , 
19.9534 , 3.13732e-05 , 2.16657e-268 , 0 , 0 , 0 , 
20.3809 , 1.59567e-05 , 2.67491e-265 , 0 , 0 , 0 , 
20.8085 , 4.75414e-06 , 3.03838e-263 , 0 , 0 , 0 , 
21.2361 , 2.10804e-07 , 1.73793e-263 , 0 , 0 , 0 , 
21.6637 , 8.02981e-07 , 2.70531e-259 , 0 , 0 , 0 , 
22.0912 , 2.82741e-06 , 8.31436e-258 , 0 , 0 , 0 , 
22.5188 , 3.21405e-06 , 3.85079e-257 , 0 , 0 , 0 , 
22.9464 , 1.53119e-06 , 8.28492e-254 , 0 , 0 , 0 , 
23.3739 , 1.68662e-08 , 8.81035e-252 , 0 , 0 , 0 , 
23.8015 , 1.77015e-06 , 3.94898e-251 , 0 , 0 , 0 , 
24.2291 , 8.38039e-06 , 7.23891e-248 , 0 , 0 , 0 , 
24.6567 , 1.85426e-05 , 1.71504e-246 , 0 , 0 , 0 , 
25.0842 , 2.85289e-05 , 5.93705e-246 , 0 , 0 , 0 , 
25.5118 , 3.41767e-05 , 2.63404e-242 , 0 , 0 , 0 , 
25.9394 , 3.31535e-05 , 2.33833e-240 , 0 , 0 , 0 , 
26.3669 , 2.61503e-05 , 2.69017e-239 , 0 , 0 , 0 , 
26.7945 , 1.63144e-05 , 1.82825e-236 , 0 , 0 , 0 , 
27.2221 , 7.43898e-06 , 3.90221e-235 , 0 , 0 , 0 , 
27.6497 , 1.96904e-06 , 1.14874e-234 , 0 , 0 , 0 , 
28.0772 , 8.22352e-08 , 8.41055e-231 , 0 , 0 , 0 , 
28.5048 , 1.9697e-07 , 5.61684e-229 , 0 , 0 , 0 , 
28.9324 , 4.62655e-07 , 1.20309e-227 , 0 , 0 , 0 , 
29.3599 , 1.59033e-07 , 4.42393e-225 , 0 , 0 , 0 , 
29.7875 , 1.1254e-07 , 1.04241e-223 , 0 , 0 , 0 , 
30.2151 , 1.92043e-06 , 4.17498e-223 , 0 , 0 , 0 , 
30.6427 , 6.57715e-06 , 2.63783e-219 , 0 , 0 , 0 , 
31.0702 , 1.34664e-05 , 1.21215e-217 , 0 , 0 , 0 , 
31.4978 , 2.03913e-05 , 4.23994e-216 , 0 , 0 , 0 , 
31.9254 , 2.46627e-05 , 1.0491e-213 , 0 , 0 , 0 , 
32.3529 , 2.45522e-05 , 3.15721e-212 , 0 , 0 , 0 , 
32.7805 , 2.02006e-05 , 2.42857e-211 , 0 , 0 , 0 , 
33.2081 , 1.3494e-05 , 7.96131e-208 , 0 , 0 , 0 , 
33.6357 , 6.95634e-06 , 2.34026e-206 , 0 , 0 , 0 , 
34.0632 , 2.45267e-06 , 1.26543e-204 , 0 , 0 , 0 , 
34.4908 , 4.08533e-07 , 2.51641e-202 , 0 , 0 , 0 , 
34.9184 , 6.48309e-11 , 9.94921e-201 , 0 , 0 , 0 , 
35.3459 , 5.27317e-08 , 1.49841e-199 , 0 , 0 , 0 , 
35.7735 , 2.08853e-09 , 2.2777e-196 , 0 , 0 , 0 , 
36.2011 , 2.66759e-07 , 4.0476e-195 , 0 , 0 , 0 , 
36.6287 , 1.82198e-06 , 3.32007e-193 , 0 , 0 , 0 , 
37.0562 , 5.30859e-06 , 6.33086e-191 , 0 , 0 , 0 , 
37.4838 , 1.03141e-05 , 3.02928e-189 , 0 , 0 , 0 , 
37.9114 , 1.53391e-05 , 8.13129e-188 , 0 , 0 , 0 , 
38.3389 , 1.84987e-05 , 6.12719e-185 , 0 , 0 , 0 , 
38.7665 , 1.85255e-05 , 6.37928e-184 , 0 , 0 , 0 , 
39.1941 , 1.54548e-05 , 7.87874e-182 , 0 , 0 , 0 , 
39.6217 , 1.05744e-05 , 1.70637e-179 , 0 , 0 , 0 , 
40.0492 , 5.69199e-06 , 8.50983e-178 , 0 , 0 , 0 , 
40.4768 , 2.19888e-06 , 3.75213e-176 , 0 , 0 , 0 , 
40.9044 , 4.83678e-07 , 1.54717e-173 , 0 , 0 , 0 , 
41.3319 , 2.36177e-08 , 9.68037e-173 , 0 , 0 , 0 , 
41.7595 , 3.27777e-09 , 1.75257e-170 , 0 , 0 , 0 , 
42.1871 , 8.03341e-09 , 4.89403e-168 , 0 , 0 , 0 , 
42.6147 , 3.13549e-07 , 2.14692e-166 , 0 , 0 , 0 , 
43.0422 , 1.59763e-06 , 1.49011e-164 , 0 , 0 , 0 , 
43.4698 , 4.30373e-06 , 3.68185e-162 , 0 , 0 , 0 , 
43.8974 , 8.10955e-06 , 1.59887e-161 , 0 , 0 , 0 , 
44.3249 , 1.18988e-05 , 3.92245e-159 , 0 , 0 , 0 , 
44.7525 , 1.42658e-05 , 1.45365e-156 , 0 , 0 , 0 , 
45.1801 , 1.42631e-05 , 4.77118e-155 , 0 , 0 , 0 , 
45.6077 , 1.19174e-05 , 5.19316e-153 , 0 , 0 , 0 , 
46.0352 , 8.19214e-06 , 8.34231e-151 , 0 , 0 , 0 , 
46.4628 , 4.4557e-06 , 3.41193e-150 , 0 , 0 , 0 , 
46.8904 , 1.76149e-06 , 9.66742e-148 , 0 , 0 , 0 , 
47.3179 , 4.15423e-07 , 4.3254e-145 , 0 , 0 , 0 , 
47.7455 , 3.09476e-08 , 9.14633e-144 , 0 , 0 , 0 , 
48.1731 , 1.56776e-11 , 1.61586e-141 , 0 , 0 , 0 , 
48.6007 , 1.66038e-08 , 1.83288e-139 , 0 , 0 , 0 , 
49.0282 , 2.95673e-07 , 1.01217e-138 , 0 , 0 , 0 , 
49.4558 , 1.352e-06 , 2.76136e-136 , 0 , 0 , 0 , 
49.8834 , 3.50941e-06 , 1.25314e-133 , 0 , 0 , 0 , 
50.3109 , 6.50066e-06 , 1.46452e-132 , 0 , 0 , 0 , 
50.7385 , 9.44493e-06 , 4.55216e-130 , 0 , 0 , 0 , 
51.1661 , 1.12502e-05 , 4.01753e-128 , 0 , 0 , 0 , 
51.5937 , 1.11916e-05 , 3.57001e-127 , 0 , 0 , 0 , 
52.0212 , 9.30608e-06 , 8.9859e-125 , 0 , 0 , 0 , 
52.4488 , 6.36456e-06 , 3.46572e-122 , 0 , 0 , 0 , 
52.8764 , 3.43811e-06 , 1.84326e-121 , 0 , 0 , 0 , 
53.3039 , 1.34573e-06 , 1.17575e-118 , 0 , 0 , 0 , 
53.7315 , 3.11673e-07 , 9.12671e-117 , 0 , 0 , 0 , 
54.1591 , 2.22464e-08 , 1.2372e-115 , 0 , 0 , 0 , 
54.5867 , 2.47228e-12 , 3.12861e-113 , 0 , 0 , 0 , 
55.0142 , 1.59445e-08 , 9.04562e-111 , 0 , 0 , 0 , 
55.4418 , 2.54601e-07 , 1.58361e-110 , 0 , 0 , 0 , 
55.8694 , 1.12899e-06 , 2.82307e-107 , 0 , 0 , 0 , 
56.2969 , 2.8871e-06 , 2.23201e-105 , 0 , 0 , 0 , 
56.7245 , 5.29698e-06 , 3.8093e-104 , 0 , 0 , 0 , 
57.1521 , 7.63922e-06 , 1.09328e-101 , 0 , 0 , 0 , 
57.5797 , 9.03887e-06 , 2.21722e-99 , 0 , 0 , 0 , 
58.0072 , 8.92942e-06 , 5.65302e-100 , 0 , 0 , 0 , 
58.4348 , 7.36425e-06 , 6.42231e-96 , 0 , 0 , 0 , 
58.8624 , 4.98166e-06 , 5.94225e-94 , 0 , 0 , 0 , 
59.2899 , 2.6463e-06 , 9.95353e-93 , 0 , 0 , 0 , 
59.7175 , 1.00512e-06 , 3.67377e-90 , 0 , 0 , 0 , 
60.1451 , 2.16586e-07 , 5.10668e-88 , 0 , 0 , 0 , 
60.5727 , 1.10733e-08 , 6.95488e-90 , 0 , 0 , 0 , 
61.0002 , 3.93461e-10 , 1.42475e-84 , 0 , 0 , 0 , 
61.4278 , 1.14419e-08 , 1.68428e-82 , 0 , 0 , 0 , 
61.8554 , 2.10564e-07 , 2.1318e-81 , 0 , 0 , 0 , 
62.2829 , 9.4135e-07 , 1.1609e-78 , 0 , 0 , 0 , 
62.7105 , 2.39969e-06 , 1.1119e-76 , 0 , 0 , 0 , 
63.1381 , 4.3787e-06 , 2.77321e-77 , 0 , 0 , 0 , 
63.5657 , 6.27697e-06 , 3.22948e-73 , 0 , 0 , 0 , 
63.9932 , 7.37654e-06 , 4.89084e-71 , 0 , 0 , 0 , 
64.4208 , 7.2283e-06 , 3.52709e-70 , 0 , 0 , 0 , 
64.8484 , 5.90016e-06 , 3.41833e-67 , 0 , 0 , 0 , 
65.2759 , 3.93301e-06 , 2.31924e-65 , 0 , 0 , 0 , 
65.7035 , 2.04145e-06 , 7.95035e-66 , 0 , 0 , 0 , 
66.1311 , 7.41694e-07 , 7.89129e-62 , 0 , 0 , 0 , 
66.5587 , 1.42324e-07 , 1.40248e-59 , 0 , 0 , 0 , 
66.9862 , 3.36476e-09 , 3.86041e-59 , 0 , 0 , 0 , 
67.4138 , 2.00673e-09 , 9.36345e-56 , 0 , 0 , 0 , 
67.8414 , 6.82692e-09 , 4.74339e-54 , 0 , 0 , 0 , 
68.2689 , 1.71374e-07 , 4.81073e-55 , 0 , 0 , 0 , 
68.6965 , 7.88739e-07 , 2.13033e-50 , 0 , 0 , 0 , 
69.1241 , 2.01572e-06 , 3.86662e-48 , 0 , 0 , 0 , 
69.5517 , 3.66621e-06 , 1.42036e-48 , 0 , 0 , 0 , 
69.9792 , 5.22681e-06 , 2.39261e-44 , 0 , 0 , 0 , 
70.4068 , 6.09944e-06 , 9.85729e-43 , 0 , 0 , 0 , 
70.8344 , 5.92422e-06 , 5.94098e-44 , 0 , 0 , 0 , 
71.2619 , 4.77883e-06 , 6.26414e-39 , 0 , 0 , 0 , 
71.6895 , 3.13172e-06 , 1.00854e-36 , 0 , 0 , 0 , 
72.1171 , 1.58071e-06 , 1.6322e-37 , 0 , 0 , 0 , 
72.5446 , 5.43287e-07 , 5.73568e-33 , 0 , 0 , 0 , 
72.9722 , 8.87456e-08 , 2.17681e-31 , 0 , 0 , 0 , 
73.3998 , 1.80818e-10 , 1.72348e-31 , 0 , 0 , 0 , 
73.8274 , 4.90035e-09 , 1.90691e-27 , 0 , 0 , 0 , 
74.2549 , 3.42356e-09 , 2.41853e-25 , 0 , 0 , 0 , 
74.6825 , 1.39225e-07 , 5.36632e-25 , 0 , 0 , 0 , 
75.1101 , 6.66093e-07 , 1.34908e-21 , 0 , 0 , 0 , 
75.5376 , 1.71102e-06 , 6.19363e-20 , 0 , 0 , 0 , 
75.9652 , 3.1044e-06 , 1.98569e-19 , 0 , 0 , 0 , 
76.3928 , 4.40196e-06 , 1.95053e-19 , 0 , 0 , 0 , 
76.8204 , 5.09956e-06 , 3.4073e-19 , 0 , 0 , 0 , 
77.2479 , 4.90636e-06 , 6.71532e-19 , 0 , 0 , 0 , 
77.6755 , 3.90731e-06 , 1.32947e-18 , 0 , 0 , 0 , 
78.1031 , 2.5129e-06 , 2.62024e-18 , 0 , 0 , 0 , 
78.5306 , 1.22891e-06 , 5.13024e-18 , 0 , 0 , 0 , 
78.9582 , 3.95643e-07 , 9.96784e-18 , 0 , 0 , 0 , 
79.3858 , 5.21238e-08 , 1.92025e-17 , 0 , 0 , 0 , 
79.8134 , 6.78093e-10 , 3.66647e-17 , 0 , 0 , 0 , 
80.2409 , 8.5818e-09 , 6.93579e-17 , 0 , 0 , 0 , 
80.6685 , 1.37009e-09 , 1.29975e-16 , 0 , 0 , 0 , 
81.0961 , 1.13841e-07 , 2.41238e-16 , 0 , 0 , 0 , 
81.5236 , 5.67868e-07 , 4.43462e-16 , 0 , 0 , 0 , 
81.9512 , 1.46698e-06 , 8.07295e-16 , 0 , 0 , 0 , 
82.3788 , 2.65471e-06 , 1.45539e-15 , 0 , 0 , 0 , 
82.8064 , 3.74335e-06 , 2.59809e-15 , 0 , 0 , 0 , 
83.2339 , 4.30346e-06 , 4.59261e-15 , 0 , 0 , 0 , 
83.6615 , 4.09917e-06 , 8.03811e-15 , 0 , 0 , 0 , 
84.0891 , 3.22049e-06 , 1.39294e-14 , 0 , 0 , 0 , 
84.5166 , 2.02968e-06 , 2.38976e-14 , 0 , 0 , 0 , 
84.9442 , 9.5896e-07 , 4.05886e-14 , 0 , 0 , 0 , 
85.3718 , 2.86375e-07 , 6.82397e-14 , 0 , 0 , 0 , 
85.7994 , 2.82869e-08 , 1.1356e-13 , 0 , 0 , 0 , 
86.2269 , 3.57294e-09 , 1.87035e-13 , 0 , 0 , 0 , 
86.6545 , 1.24509e-08 , 3.0485e-13 , 0 , 0 , 0 , 
87.0821 , 3.644e-10 , 4.91656e-13 , 0 , 0 , 0 , 
87.5096 , 9.41698e-08 , 7.84498e-13 , 0 , 0 , 0 , 
87.9372 , 4.89179e-07 , 1.23826e-12 , 0 , 0 , 0 , 
88.3648 , 1.26943e-06 , 1.93307e-12 , 0 , 0 , 0 , 
88.7924 , 2.29001e-06 , 2.98413e-12 , 0 , 0 , 0 , 
89.2199 , 3.20957e-06 , 4.55438e-12 , 0 , 0 , 0 , 
89.6475 , 3.6601e-06 , 6.87036e-12 , 0 , 0 , 0 , 
90.0751 , 3.4501e-06 , 1.02411e-11 , 0 , 0 , 0 , 
90.5026 , 2.67219e-06 , 1.50801e-11 , 0 , 0 , 0 , 
90.9302 , 1.64858e-06 , 2.19278e-11 , 0 , 0 , 0 , 
91.3578 , 7.50477e-07 , 3.14736e-11 , 0 , 0 , 0 , 
91.7854 , 2.0583e-07 , 4.45716e-11 , 0 , 0 , 0 , 
92.2129 , 1.36211e-08 , 6.22446e-11 , 0 , 0 , 0 , 
92.6405 , 7.71518e-09 , 8.56651e-11 , 0 , 0 , 0 , 
93.0681 , 1.60164e-08 , 1.16106e-10 , 0 , 0 , 0 , 
93.4956 , 2.38632e-11 , 1.54837e-10 , 0 , 0 , 0 , 
93.9232 , 7.91178e-08 , 2.02965e-10 , 0 , 0 , 0 , 
94.3508 , 4.25836e-07 , 2.61187e-10 , 0 , 0 , 0 , 
94.7784 , 1.10792e-06 , 3.29462e-10 , 0 , 0 , 0 , 
95.2059 , 1.99053e-06 , 4.0659e-10 , 0 , 0 , 0 , 
95.6335 , 2.77125e-06 , 4.89734e-10 , 0 , 0 , 0 , 
96.0611 , 3.13337e-06 , 5.73932e-10 , 0 , 0 , 0 , 
96.4886 , 2.92151e-06 , 6.51714e-10 , 0 , 0 , 0 , 
96.9162 , 2.22947e-06 , 7.12982e-10 , 0 , 0 , 0 , 
97.3438 , 1.34512e-06 , 7.45417e-10 , 0 , 0 , 0 , 
97.7714 , 5.88478e-07 , 7.35754e-10 , 0 , 0 , 0 , 
98.1989 , 1.46636e-07 , 6.72354e-10 , 0 , 0 , 0 , 
98.6265 , 5.31593e-09 , 5.49632e-10 , 0 , 0 , 0 , 
99.0541 , 1.22335e-08 , 3.74881e-10 , 4.94066e-324 , 0 , 0 , 
99.4816 , 1.89555e-08 , 1.78116e-10 , 9.38725e-322 , 0 , 0 , 
99.9092 , 3.3085e-11 , 2.53369e-11 , 3.71587e-320 , 0 , 0 , 
100.337 , 6.7685e-08 , 3.54976e-11 , 2.24044e-319 , 0 , 0 , 
100.764 , 3.74538e-07 , 4.00897e-10 , 7.86437e-316 , 0 , 0 , 
101.192 , 9.74609e-07 , 1.41019e-09 , 2.00951e-314 , 0 , 0 , 
101.619 , 1.74176e-06 , 3.47234e-09 , 1.016e-312 , 0 , 0 , 
102.047 , 2.40713e-06 , 7.13871e-09 , 2.10604e-310 , 0 , 0 , 
102.475 , 2.69712e-06 , 1.31197e-08 , 1.10432e-308 , 0 , 0 , 
102.902 , 2.48628e-06 , 2.22904e-08 , 1.06464e-307 , 0 , 0 , 
103.33 , 1.86842e-06 , 3.56805e-08 , 2.03896e-304 , 0 , 0 , 
103.757 , 1.10134e-06 , 5.44413e-08 , 3.59882e-303 , 0 , 0 , 
104.185 , 4.61924e-07 , 7.97839e-08 , 2.24887e-301 , 0 , 0 , 
104.612 , 1.03261e-07 , 1.12886e-07 , 5.05673e-299 , 0 , 0 , 
105.04 , 1.2853e-09 , 1.54764e-07 , 3.13865e-297 , 0 , 0 , 
105.468 , 1.65426e-08 , 2.06113e-07 , 4.88704e-296 , 0 , 0 , 
105.895 , 2.10999e-08 , 2.67125e-07 , 5.00848e-293 , 0 , 0 , 
106.323 , 1.71758e-10 , 3.37298e-07 , 6.37319e-292 , 0 , 0 , 
106.75 , 5.90394e-08 , 4.15264e-07 , 4.45511e-290 , 0 , 0 , 
107.178 , 3.32751e-07 , 4.98648e-07 , 1.31354e-287 , 0 , 0 , 
107.605 , 8.63472e-07 , 5.84012e-07 , 8.33177e-286 , 0 , 0 , 
108.033 , 1.53298e-06 , 6.66897e-07 , 2.01392e-284 , 0 , 0 , 
108.461 , 2.10145e-06 , 7.42005e-07 , 1.1674e-281 , 0 , 0 , 
108.888 , 2.33211e-06 , 8.03524e-07 , 1.18731e-280 , 0 , 0 , 
109.316 , 2.12447e-06 , 8.45615e-07 , 8.1059e-279 , 0 , 0 , 
109.743 , 1.57131e-06 , 8.63016e-07 , 3.62511e-276 , 0 , 0 , 
110.171 , 9.0406e-07 , 8.51738e-07 , 2.04171e-274 , 0 , 0 , 
110.598 , 3.62562e-07 , 8.09762e-07 , 7.33358e-273 , 0 , 0 , 
111.026 , 7.1636e-08 , 7.37654e-07 , 2.59656e-270 , 0 , 0 , 
111.454 , 2.17391e-11 , 6.38977e-07 , 2.51304e-269 , 0 , 0 , 
111.881 , 2.02854e-08 , 5.20405e-07 , 1.46778e-267 , 0 , 0 , 
112.309 , 2.23979e-08 , 3.91451e-07 , 1.02931e-264 , 0 , 0 , 
112.736 , 3.07744e-10 , 2.63759e-07 , 4.59163e-263 , 0 , 0 , 
113.164 , 5.25503e-08 , 1.49979e-07 , 2.37359e-261 , 0 , 0 , 
113.591 , 2.98473e-07 , 6.23061e-08 , 5.57382e-259 , 0 , 0 , 
114.019 , 7.69986e-07 , 1.08471e-08 , 6.39803e-258 , 0 , 0 , 
114.447 , 1.35613e-06 , 2.02104e-09 , 2.9579e-256 , 0 , 0 , 
114.874 , 1.84242e-06 , 3.72669e-08 , 2.91547e-253 , 0 , 0 , 
115.302 , 2.02394e-06 , 1.12307e-07 , 9.45973e-252 , 0 , 0 , 
115.729 , 1.82111e-06 , 2.17182e-07 , 6.87435e-250 , 0 , 0 , 
116.157 , 1.3249e-06 , 3.37168e-07 , 1.17536e-247 , 0 , 0 , 
116.584 , 7.43345e-07 , 4.54572e-07 , 1.91127e-246 , 0 , 0 , 
117.012 , 2.84228e-07 , 5.51207e-07 , 7.27469e-245 , 0 , 0 , 
117.44 , 4.87367e-08 , 6.11241e-07 , 8.04097e-242 , 0 , 0 , 
117.867 , 4.59251e-10 , 6.2395e-07 , 1.78618e-240 , 0 , 0 , 
118.295 , 2.32692e-08 , 5.8588e-07 , 1.79813e-238 , 0 , 0 , 
118.722 , 2.28811e-08 , 5.01964e-07 , 2.49981e-236 , 0 , 0 , 
119.15 , 3.77719e-10 , 3.85236e-07 , 6.07712e-235 , 0 , 0 , 
119.577 , 4.77307e-08 , 2.5506e-07 , 2.19539e-233 , 0 , 0 , 
120.005 , 2.70148e-07 , 1.34025e-07 , 2.12895e-230 , 0 , 0 , 
120.433 , 6.90671e-07 , 4.39697e-08 , 3.11192e-229 , 0 , 0 , 
120.86 , 1.20499e-06 , 1.82945e-09 , 4.27147e-227 , 0 , 0 , 
121.288 , 1.62113e-06 , 1.61004e-08 , 5.54235e-225 , 0 , 0 , 
121.715 , 1.76173e-06 , 8.4711e-08 , 1.89376e-223 , 0 , 0 , 
122.143 , 1.56487e-06 , 1.94859e-07 , 7.49662e-222 , 0 , 0 , 
122.57 , 1.11918e-06 , 3.25029e-07 , 5.36664e-219 , 0 , 0 , 
122.998 , 6.11662e-07 , 4.48959e-07 , 5.09337e-218 , 0 , 0 , 
123.426 , 2.22292e-07 , 5.40867e-07 , 9.28756e-216 , 0 , 0 , 
123.853 , 3.23124e-08 , 5.80912e-07 , 1.31883e-213 , 0 , 0 , 
124.281 , 1.85748e-09 , 5.59706e-07 , 5.52707e-212 , 0 , 0 , 
124.708 , 2.54234e-08 , 4.80796e-07 , 2.63881e-210 , 0 , 0 , 
125.136 , 2.26311e-08 , 3.60417e-07 , 1.285e-207 , 0 , 0 , 
125.563 , 3.65426e-10 , 2.24354e-07 , 8.18469e-207 , 0 , 0 , 
125.991 , 4.42058e-08 , 1.02465e-07 , 1.86582e-204 , 0 , 0 , 
126.419 , 2.46584e-07 , 2.19701e-08 , 3.38891e-202 , 0 , 0 , 
126.846 , 6.22817e-07 , 1.02936e-09 , 1.4789e-200 , 0 , 0 , 
127.274 , 1.07482e-06 , 4.41611e-08 , 8.97363e-199 , 0 , 0 , 
127.701 , 1.43065e-06 , 1.40732e-07 , 2.92752e-196 , 0 , 0 , 
128.129 , 1.53707e-06 , 2.67067e-07 , 1.40385e-195 , 0 , 0 , 
128.556 , 1.34707e-06 , 3.91868e-07 , 3.53738e-193 , 0 , 0 , 
128.984 , 9.46441e-07 , 4.83757e-07 , 9.21874e-191 , 0 , 0 , 
129.412 , 5.03272e-07 , 5.19152e-07 , 3.59736e-189 , 0 , 0 , 
129.839 , 1.73216e-07 , 4.88466e-07 , 2.85986e-187 , 0 , 0 , 
130.267 , 2.06942e-08 , 3.98929e-07 , 6.38179e-185 , 0 , 0 , 
130.694 , 3.71178e-09 , 2.73142e-07 , 2.8892e-184 , 0 , 0 , 
131.122 , 2.67556e-08 , 1.43523e-07 , 6.71304e-182 , 0 , 0 , 
131.549 , 2.17591e-08 , 4.39438e-08 , 2.57434e-179 , 0 , 0 , 
131.977 , 2.85866e-10 , 6.90854e-10 , 7.92502e-178 , 0 , 0 , 
132.405 , 4.17003e-08 , 2.51813e-08 , 8.42088e-176 , 0 , 0 , 
132.832 , 2.26843e-07 , 1.10515e-07 , 1.34611e-173 , 0 , 0 , 
133.26 , 5.64314e-07 , 2.3298e-07 , 7.70031e-173 , 0 , 0 , 
133.687 , 9.61915e-07 , 3.58304e-07 , 1.37922e-170 , 0 , 0 , 
134.115 , 1.26563e-06 , 4.51052e-07 , 7.15855e-168 , 0 , 0 , 
134.542 , 1.34343e-06 , 4.84639e-07 , 1.57716e-166 , 0 , 0 , 
134.97 , 1.16091e-06 , 4.49077e-07 , 2.28548e-164 , 0 , 0 , 
135.398 , 8.00687e-07 , 3.54146e-07 , 2.79633e-162 , 0 , 0 , 
135.825 , 4.13717e-07 , 2.26886e-07 , 2.54254e-161 , 0 , 0 , 
136.253 , 1.34291e-07 , 1.03958e-07 , 3.26354e-159 , 0 , 0 , 
136.68 , 1.26352e-08 , 2.0969e-08 , 1.93842e-156 , 0 , 0 , 
137.108 , 5.68648e-09 , 1.8618e-09 , 2.83371e-155 , 0 , 0 , 
137.535 , 2.73206e-08 , 5.15659e-08 , 5.71526e-153 , 0 , 0 , 
137.963 , 2.03893e-08 , 1.54254e-07 , 5.8675e-151 , 0 , 0 , 
138.391 , 1.71694e-10 , 2.77901e-07 , 8.92013e-150 , 0 , 0 , 
138.818 , 4.00026e-08 , 3.83924e-07 , 8.96738e-148 , 0 , 0 , 
139.246 , 2.10183e-07 , 4.39052e-07 , 5.04215e-145 , 0 , 0 , 
139.673 , 5.13503e-07 , 4.2577e-07 , 4.60829e-144 , 0 , 0 , 
140.101 , 8.63333e-07 , 3.48003e-07 , 1.32046e-141 , 0 , 0 , 
140.528 , 1.12184e-06 , 2.30108e-07 , 1.284e-139 , 0 , 0 , 
140.956 , 1.17566e-06 , 1.09331e-07 , 2.99067e-138 , 0 , 0 , 
141.384 , 1.00106e-06 , 2.39903e-08 , 2.73088e-136 , 0 , 0 , 
141.811 , 6.77215e-07 , 1.0998e-09 , 1.24994e-133 , 0 , 0 , 
142.239 , 3.39503e-07 , 4.74779e-08 , 6.87973e-133 , 0 , 0 , 
142.666 , 1.03423e-07 , 1.4732e-07 , 2.8331e-130 , 0 , 0 , 
143.094 , 7.19968e-09 , 2.67194e-07 , 3.01606e-128 , 0 , 0 , 
143.521 , 7.56675e-09 , 3.66958e-07 , 9.1449e-127 , 0 , 0 , 
143.949 , 2.72036e-08 , 4.13076e-07 , 8.64263e-125 , 0 , 0 , 
144.377 , 1.86454e-08 , 3.89913e-07 , 2.94735e-122 , 0 , 0 , 
144.804 , 6.32286e-11 , 3.05135e-07 , 9.88701e-122 , 0 , 0 , 
