 k  ,   T2_6 ,   T2_100 ,   T2_200 ,   T2_500 ,   T2_1000 , 
750.673 , 3.44431e-09 , 2.00574e-09 , 5.99853e-10 , 1.33758e-09 , 0 , 
751.1 , 3.71461e-09 , 1.28103e-09 , 1.55313e-09 , 2.31968e-09 , 0 , 
751.528 , 3.00708e-09 , 4.13705e-10 , 2.2985e-09 , 3.04021e-09 , 0 , 
751.955 , 1.71906e-09 , 1.26184e-12 , 2.3741e-09 , 3.23095e-09 , 0 , 
752.383 , 5.3821e-10 , 3.43203e-10 , 1.73548e-09 , 2.82169e-09 , 0 , 
752.811 , 1.07405e-11 , 1.24004e-09 , 7.79962e-10 , 1.96582e-09 , 0 , 
753.238 , 2.19019e-10 , 2.12277e-09 , 9.59567e-11 , 9.8243e-10 , 0 , 
753.666 , 7.76396e-10 , 2.42587e-09 , 9.53227e-11 , 2.36817e-10 , 0 , 
754.093 , 1.13193e-09 , 1.95676e-09 , 7.59241e-10 , 3.9748e-12 , 0 , 
754.521 , 9.7082e-10 , 1.01886e-09 , 1.65507e-09 , 3.66145e-10 , 0 , 
754.948 , 4.35982e-10 , 2.09144e-10 , 2.21133e-09 , 1.1827e-09 , 0 , 
755.376 , 2.16568e-11 , 2.60439e-11 , 2.07687e-09 , 2.14351e-09 , 0 , 
755.804 , 2.14331e-10 , 5.47056e-10 , 1.33911e-09 , 2.88575e-09 , 0 , 
756.231 , 1.12844e-09 , 1.38712e-09 , 4.65826e-10 , 3.13015e-09 , 0 , 
756.659 , 2.3881e-09 , 1.96194e-09 , 9.08126e-12 , 2.78561e-09 , 0 , 
757.086 , 3.34007e-09 , 1.87916e-09 , 2.58232e-10 , 1.98275e-09 , 0 , 
757.514 , 3.45991e-09 , 1.19761e-09 , 1.05943e-09 , 1.02408e-09 , 0 , 
757.941 , 2.6832e-09 , 3.84459e-10 , 1.91352e-09 , 2.69513e-10 , 0 , 
758.369 , 1.44355e-09 , 9.40082e-13 , 2.28931e-09 , 5.0715e-13 , 0 , 
758.797 , 3.9432e-10 , 3.26629e-10 , 1.95498e-09 , 3.14163e-10 , 0 , 
759.224 , 3.53223e-13 , 1.17156e-09 , 1.12038e-09 , 1.08718e-09 , 0 , 
759.652 , 2.69143e-10 , 1.99955e-09 , 3.0277e-10 , 2.02321e-09 , 0 , 
760.079 , 7.9323e-10 , 2.27986e-09 , 1.83359e-12 , 2.7655e-09 , 0 , 
760.507 , 1.06525e-09 , 1.83432e-09 , 3.88721e-10 , 3.03222e-09 , 0 , 
760.934 , 8.45267e-10 , 9.51188e-10 , 1.20314e-09 , 2.72295e-09 , 0 , 
761.362 , 3.28832e-10 , 1.92793e-10 , 1.92117e-09 , 1.95613e-09 , 0 , 
761.79 , 3.15892e-12 , 2.59075e-11 , 2.08651e-09 , 1.02333e-09 , 0 , 
762.217 , 2.92143e-10 , 5.19661e-10 , 1.59632e-09 , 2.77829e-10 , 0 , 
762.645 , 1.23487e-09 , 1.30887e-09 , 7.63033e-10 , 5.46196e-14 , 0 , 
763.072 , 2.41987e-09 , 1.84393e-09 , 1.15085e-10 , 2.91088e-10 , 0 , 
763.5 , 3.22472e-09 , 1.75915e-09 , 6.3219e-11 , 1.03482e-09 , 0 , 
763.927 , 3.20474e-09 , 1.11462e-09 , 6.42677e-10 , 1.94306e-09 , 0 , 
764.355 , 2.37391e-09 , 3.52775e-10 , 1.49233e-09 , 2.66617e-09 , 0 , 
764.783 , 1.19299e-09 , 4.63354e-13 , 2.08232e-09 , 2.9269e-09 , 0 , 
765.21 , 2.74894e-10 , 3.15924e-10 , 2.04618e-09 , 2.62615e-09 , 0 , 
765.638 , 3.93344e-12 , 1.11484e-09 , 1.40854e-09 , 1.88025e-09 , 0 , 
766.065 , 3.19804e-10 , 1.89006e-09 , 5.66863e-10 , 9.75596e-10 , 0 , 
766.493 , 8.02841e-10 , 2.14444e-09 , 4.01797e-11 , 2.58136e-10 , 0 , 
766.92 , 9.93677e-10 , 1.71623e-09 , 1.4413e-10 , 4.10715e-13 , 0 , 
767.348 , 7.24607e-10 , 8.825e-10 , 7.96171e-10 , 2.97105e-10 , 0 , 
767.776 , 2.36156e-10 , 1.74264e-10 , 1.57194e-09 , 1.0293e-09 , 0 , 
768.203 , 1.13624e-12 , 2.7212e-11 , 1.97534e-09 , 1.91105e-09 , 0 , 
768.631 , 3.78884e-10 , 4.996e-10 , 1.75118e-09 , 2.60012e-09 , 0 , 
769.058 , 1.338e-09 , 1.24223e-09 , 1.04379e-09 , 2.83015e-09 , 0 , 
769.486 , 2.43987e-09 , 1.73748e-09 , 3.03322e-10 , 2.51309e-09 , 0 , 
769.913 , 3.09921e-09 , 1.64645e-09 , 1.35065e-13 , 1.77256e-09 , 0 , 
770.341 , 2.95093e-09 , 1.0334e-09 , 3.28244e-10 , 8.95183e-10 , 0 , 
770.769 , 2.08071e-09 , 3.1974e-10 , 1.08402e-09 , 2.19148e-10 , 0 , 
771.196 , 9.67647e-10 , 7.43362e-14 , 1.79538e-09 , 3.01613e-12 , 0 , 
771.624 , 1.78855e-10 , 3.10403e-10 , 2.01876e-09 , 3.25879e-10 , 0 , 
772.051 , 1.98207e-11 , 1.06882e-09 , 1.61655e-09 , 1.0574e-09 , 0 , 
772.479 , 3.69906e-10 , 1.79368e-09 , 8.41035e-10 , 1.90926e-09 , 0 , 
772.906 , 8.05433e-10 , 2.01992e-09 , 1.73591e-10 , 2.54781e-09 , 0 , 
773.334 , 9.18537e-10 , 1.60366e-09 , 2.16824e-11 , 2.72404e-09 , 0 , 
773.762 , 6.10392e-10 , 8.14238e-10 , 4.64923e-10 , 2.37013e-09 , 0 , 
774.189 , 1.58647e-10 , 1.54474e-10 , 1.20903e-09 , 1.62516e-09 , 0 , 
774.617 , 1.49174e-11 , 2.98799e-11 , 1.77487e-09 , 7.8003e-10 , 0 , 
775.044 , 4.72948e-10 , 4.85964e-10 , 1.80202e-09 , 1.63369e-10 , 0 , 
775.472 , 1.43635e-09 , 1.18613e-09 , 1.27499e-09 , 1.29833e-11 , 0 , 
775.899 , 2.44777e-09 , 1.64205e-09 , 5.30481e-10 , 3.83277e-10 , 0 , 
776.327 , 2.96463e-09 , 1.54143e-09 , 4.26174e-11 , 1.1247e-09 , 0 , 
776.755 , 2.70036e-09 , 9.54991e-10 , 1.2279e-10 , 1.94312e-09 , 0 , 
777.182 , 1.80512e-09 , 2.86369e-10 , 7.23589e-10 , 2.51564e-09 , 0 , 
777.61 , 7.67712e-10 , 5.6115e-14 , 1.46962e-09 , 2.6174e-09 , 0 , 
778.037 , 1.05043e-10 , 3.09406e-10 , 1.89453e-09 , 2.20937e-09 , 0 , 
778.465 , 4.63052e-11 , 1.03227e-09 , 1.73396e-09 , 1.45294e-09 , 0 , 
778.892 , 4.18305e-10 , 1.70936e-09 , 1.08993e-09 , 6.45637e-10 , 0 , 
779.32 , 8.01117e-10 , 1.90607e-09 , 3.64334e-10 , 1.03498e-10 , 0 , 
779.748 , 8.40981e-10 , 1.49731e-09 , 4.70208e-12 , 3.65181e-11 , 0 , 
780.175 , 5.03856e-10 , 7.47505e-10 , 2.23551e-10 , 4.66349e-10 , 0 , 
780.603 , 9.66321e-11 , 1.34228e-10 , 8.67764e-10 , 1.21856e-09 , 0 , 
781.03 , 4.35587e-11 , 3.39058e-11 , 1.51901e-09 , 1.99234e-09 , 0 , 
781.458 , 5.72624e-10 , 4.77948e-10 , 1.76014e-09 , 2.47993e-09 , 0 , 
781.885 , 1.52852e-09 , 1.13948e-09 , 1.43863e-09 , 2.48831e-09 , 0 , 
782.313 , 2.44333e-09 , 1.55699e-09 , 7.61002e-10 , 2.0152e-09 , 0 , 
782.741 , 2.82203e-09 , 1.44423e-09 , 1.59982e-10 , 1.24912e-09 , 0 , 
783.168 , 2.45458e-09 , 8.80156e-10 , 1.94609e-11 , 4.93799e-10 , 0 , 
783.596 , 1.54817e-09 , 2.53505e-10 , 4.31769e-10 , 4.72447e-11 , 0 , 
784.023 , 5.9294e-10 , 6.90406e-13 , 1.13999e-09 , 8.33583e-11 , 0 , 
784.451 , 5.20337e-11 , 3.12386e-10 , 1.70072e-09 , 5.83359e-10 , 0 , 
784.878 , 8.16715e-11 , 1.00408e-09 , 1.76362e-09 , 1.34405e-09 , 0 , 
785.306 , 4.64028e-10 , 1.63604e-09 , 1.2909e-09 , 2.05948e-09 , 0 , 
785.734 , 7.90158e-10 , 1.80245e-09 , 5.78981e-10 , 2.44323e-09 , 0 , 
786.161 , 7.62168e-10 , 1.39754e-09 , 7.00119e-11 , 2.34257e-09 , 0 , 
786.589 , 4.06049e-10 , 6.8314e-10 , 7.32423e-11 , 1.79874e-09 , 0 , 
787.016 , 5.01558e-11 , 1.14206e-10 , 5.72307e-10 , 1.02975e-09 , 0 , 
787.444 , 8.59356e-11 , 3.93435e-11 , 1.23917e-09 , 3.42433e-10 , 0 , 
787.871 , 6.76342e-10 , 4.7495e-10 , 1.64434e-09 , 9.37333e-12 , 0 , 
788.299 , 1.61362e-09 , 1.10147e-09 , 1.52937e-09 , 1.59945e-10 , 0 , 
788.727 , 2.42718e-09 , 1.48179e-09 , 9.69188e-10 , 7.29118e-10 , 0 , 
789.154 , 2.6734e-09 , 1.35501e-09 , 3.22552e-10 , 1.48438e-09 , 0 , 
789.582 , 2.21594e-09 , 8.09571e-10 , 3.16254e-12 , 2.11976e-09 , 0 , 
790.009 , 1.31125e-09 , 2.21854e-10 , 2.17139e-10 , 2.37904e-09 , 0 , 
790.437 , 4.43142e-10 , 2.23187e-12 , 8.32854e-10 , 2.15852e-09 , 0 , 
790.864 , 1.8316e-11 , 3.18943e-10 , 1.46473e-09 , 1.54805e-09 , 0 , 
791.292 , 1.24115e-10 , 9.83418e-10 , 1.71695e-09 , 7.94042e-10 , 0 , 
791.72 , 5.06078e-10 , 1.57299e-09 , 1.43264e-09 , 1.99556e-10 , 0 , 
792.147 , 7.72774e-10 , 1.70886e-09 , 7.91088e-10 , 1.81848e-12 , 0 , 
792.575 , 6.83067e-10 , 1.30478e-09 , 1.92859e-10 , 2.76804e-10 , 0 , 
793.002 , 3.17734e-10 , 6.21905e-10 , 6.27192e-12 , 9.09232e-10 , 0 , 
793.43 , 1.9e-11 , 9.50158e-11 , 3.36294e-10 , 1.63995e-09 , 0 , 
793.857 , 1.40825e-10 , 4.62402e-11 , 9.61257e-10 , 2.17135e-09 , 0 , 
794.285 , 7.82654e-10 , 4.76429e-10 , 1.47622e-09 , 2.28795e-09 , 0 , 
794.713 , 1.69101e-09 , 1.07125e-09 , 1.55102e-09 , 1.94334e-09 , 0 , 
795.14 , 2.40002e-09 , 1.41585e-09 , 1.13901e-09 , 1.27823e-09 , 0 , 
795.568 , 2.52049e-09 , 1.2737e-09 , 5.04888e-10 , 5.62593e-10 , 0 , 
795.995 , 1.98633e-09 , 7.43725e-10 , 5.51069e-11 , 8.55321e-11 , 0 , 
796.423 , 1.09522e-09 , 1.92008e-10 , 7.91189e-11 , 3.77293e-11 , 0 , 
796.85 , 3.17647e-10 , 4.88071e-12 , 5.65815e-10 , 4.34379e-10 , 0 , 
797.278 , 2.12754e-12 , 3.28618e-10 , 1.21091e-09 , 1.10977e-09 , 0 , 
797.706 , 1.71825e-10 , 9.69309e-10 , 1.60973e-09 , 1.78556e-09 , 0 , 
798.133 , 5.43562e-10 , 1.51915e-09 , 1.51277e-09 , 2.18467e-09 , 0 , 
798.561 , 7.49295e-10 , 1.62468e-09 , 9.82066e-10 , 2.14432e-09 , 0 , 
798.988 , 6.04635e-10 , 1.21904e-09 , 3.50389e-10 , 1.68196e-09 , 0 , 
799.416 , 2.39535e-10 , 5.64263e-10 , 9.8323e-12 , 9.87366e-10 , 0 , 
799.843 , 2.77814e-12 , 7.71136e-11 , 1.64567e-10 , 3.44356e-10 , 0 , 
800.271 , 2.06956e-10 , 5.46351e-11 , 7.04077e-10 , 1.42583e-11 , 0 , 
800.699 , 8.9025e-10 , 4.81872e-10 , 1.27623e-09 , 1.29039e-10 , 0 , 
801.126 , 1.76033e-09 , 1.04802e-09 , 1.51254e-09 , 6.37773e-10 , 0 , 
801.554 , 2.36293e-09 , 1.35846e-09 , 1.26234e-09 , 1.32828e-09 , 0 , 
801.981 , 2.36536e-09 , 1.20004e-09 , 6.87046e-10 , 1.91483e-09 , 0 , 
802.409 , 1.76762e-09 , 6.8278e-10 , 1.56124e-10 , 2.15578e-09 , 0 , 
802.836 , 9.00792e-10 , 1.64335e-10 , 1.11624e-11 , 1.9526e-09 , 0 , 
803.264 , 2.15581e-10 , 8.78219e-12 , 3.48645e-10 , 1.38986e-09 , 0 , 
803.692 , 1.52462e-12 , 3.41078e-10 , 9.58784e-10 , 6.99583e-10 , 0 , 
804.119 , 2.22861e-10 , 9.61026e-10 , 1.45869e-09 , 1.65143e-10 , 0 , 
804.547 , 5.75457e-10 , 1.47372e-09 , 1.53471e-09 , 4.27664e-12 , 0 , 
804.974 , 7.1985e-10 , 1.54947e-09 , 1.14015e-09 , 2.79595e-10 , 0 , 
805.402 , 5.27603e-10 , 1.14042e-09 , 5.23299e-10 , 8.73412e-10 , 0 , 
805.829 , 1.7187e-10 , 5.10708e-10 , 6.92311e-11 , 1.53711e-09 , 0 , 
806.257 , 9.78598e-13 , 6.09256e-11 , 5.5985e-11 , 1.99446e-09 , 0 , 
806.685 , 2.83014e-10 , 6.44583e-11 , 4.80243e-10 , 2.05596e-09 , 0 , 
807.112 , 9.97769e-10 , 4.90555e-10 , 1.0622e-09 , 1.69693e-09 , 0 , 
807.54 , 1.82106e-09 , 1.03064e-09 , 1.42549e-09 , 1.06704e-09 , 0 , 
807.967 , 2.31655e-09 , 1.30854e-09 , 1.33708e-09 , 4.27536e-10 , 0 , 
808.395 , 2.20941e-09 , 1.13342e-09 , 8.54713e-10 , 4.24436e-11 , 0 , 
808.822 , 1.56089e-09 , 6.26686e-10 , 2.88742e-10 , 6.89495e-11 , 0 , 
809.25 , 7.27881e-10 , 1.39067e-10 , 3.51991e-12 , 4.92542e-10 , 0 , 
809.678 , 1.35508e-10 , 1.40092e-11 , 1.85064e-10 , 1.13374e-09 , 0 , 
810.105 , 1.43866e-11 , 3.55895e-10 , 7.22694e-10 , 1.72339e-09 , 0 , 
810.533 , 2.75493e-10 , 9.57613e-10 , 1.27934e-09 , 2.01505e-09 , 0 , 
810.96 , 6.01239e-10 , 1.43557e-09 , 1.50519e-09 , 1.88753e-09 , 0 , 
811.388 , 6.85104e-10 , 1.48228e-09 , 1.25899e-09 , 1.39489e-09 , 0 , 
811.815 , 4.53078e-10 , 1.0685e-09 , 6.96321e-10 , 7.43192e-10 , 0 , 
812.243 , 1.15253e-10 , 4.61265e-10 , 1.69875e-10 , 2.03847e-10 , 0 , 
812.671 , 1.29315e-11 , 4.6647e-11 , 5.5626e-12 , 4.0862e-14 , 0 , 
813.098 , 3.67323e-10 , 7.56635e-11 , 2.97004e-10 , 2.13651e-10 , 0 , 
813.526 , 1.10334e-09 , 5.01982e-10 , 8.48462e-10 , 7.51586e-10 , 0 , 
813.953 , 1.87203e-09 , 1.01825e-09 , 1.30164e-09 , 1.38548e-09 , 0 , 
814.381 , 2.26072e-09 , 1.2652e-09 , 1.36475e-09 , 1.84788e-09 , 0 , 
814.808 , 2.05308e-09 , 1.07327e-09 , 9.98046e-10 , 1.94453e-09 , 0 , 
815.236 , 1.36641e-09 , 5.75331e-10 , 4.37907e-10 , 1.63551e-09 , 0 , 
815.664 , 5.75759e-10 , 1.16327e-10 , 4.52338e-11 , 1.05145e-09 , 0 , 
816.091 , 7.56867e-11 , 2.05641e-11 , 7.47957e-11 , 4.37892e-10 , 0 , 
816.519 , 3.86281e-11 , 3.7266e-10 , 5.12769e-10 , 5.1731e-11 , 0 , 
816.946 , 3.28259e-10 , 9.58203e-10 , 1.08535e-09 , 5.30472e-11 , 0 , 
817.374 , 6.20714e-10 , 1.40366e-09 , 1.43256e-09 , 4.38147e-10 , 0 , 
817.801 , 6.45957e-10 , 1.42232e-09 , 1.3363e-09 , 1.04173e-09 , 0 , 
818.229 , 3.82193e-10 , 1.00293e-09 , 8.57981e-10 , 1.60717e-09 , 0 , 
818.657 , 7.00256e-11 , 4.15978e-10 , 2.98364e-10 , 1.89504e-09 , 0 , 
819.084 , 3.76939e-11 , 3.44043e-11 , 6.27308e-12 , 1.78413e-09 , 0 , 
819.512 , 4.57997e-10 , 8.81182e-11 , 1.57747e-10 , 1.32206e-09 , 0 , 
819.939 , 1.20511e-09 , 5.15604e-10 , 6.46178e-10 , 7.04624e-10 , 0 , 
820.367 , 1.91228e-09 , 1.00999e-09 , 1.15242e-09 , 1.92341e-10 , 0 , 
820.794 , 2.1957e-09 , 1.22759e-09 , 1.34949e-09 , 7.92084e-14 , 0 , 
821.222 , 1.89718e-09 , 1.019e-09 , 1.11107e-09 , 2.06233e-10 , 0 , 
821.65 , 1.18459e-09 , 5.28505e-10 , 5.91279e-10 , 7.20065e-10 , 0 , 
822.077 , 4.43742e-10 , 9.61354e-11 , 1.25274e-10 , 1.32084e-09 , 0 , 
822.505 , 3.43817e-11 , 2.83931e-11 , 1.4839e-11 , 1.75194e-09 , 0 , 
822.932 , 7.22503e-11 , 3.91002e-10 , 3.35539e-10 , 1.82998e-09 , 0 , 
823.36 , 3.79902e-10 , 9.6209e-10 , 8.88264e-10 , 1.52239e-09 , 0 , 
823.787 , 6.33851e-10 , 1.37709e-09 , 1.32566e-09 , 9.60732e-10 , 0 , 
824.215 , 6.0334e-10 , 1.36878e-09 , 1.37249e-09 , 3.84103e-10 , 0 , 
824.643 , 3.15886e-10 , 9.43216e-10 , 9.99919e-10 , 3.69878e-11 , 0 , 
825.07 , 3.62387e-11 , 3.74712e-10 , 4.42852e-10 , 6.51028e-11 , 0 , 
825.498 , 7.41111e-11 , 2.4195e-11 , 5.01294e-11 , 4.53649e-10 , 0 , 
825.925 , 5.53201e-10 , 1.01729e-10 , 6.31307e-11 , 1.03418e-09 , 0 , 
826.353 , 1.30153e-09 , 5.31091e-10 , 4.63812e-10 , 1.55706e-09 , 0 , 
826.78 , 1.94134e-09 , 1.00534e-09 , 9.8832e-10 , 1.79824e-09 , 0 , 
827.208 , 2.12213e-09 , 1.19519e-09 , 1.29684e-09 , 1.655e-09 , 0 , 
827.636 , 1.74279e-09 , 9.70283e-10 , 1.19075e-09 , 1.18927e-09 , 0 , 
828.063 , 1.01588e-09 , 4.86091e-10 , 7.39031e-10 , 6.00706e-10 , 0 , 
828.491 , 3.31076e-10 , 7.84826e-11 , 2.33194e-10 , 1.40627e-10 , 0 , 
828.918 , 9.83054e-12 , 3.73718e-11 , 5.64105e-13 , 4.26796e-12 , 0 , 
829.346 , 1.13359e-10 , 4.10491e-10 , 1.94816e-10 , 2.47291e-10 , 0 , 
829.773 , 4.29355e-10 , 9.68546e-10 , 6.97562e-10 , 7.62439e-10 , 0 , 
830.201 , 6.40806e-10 , 1.35498e-09 , 1.19331e-09 , 1.32614e-09 , 0 , 
830.629 , 5.5821e-10 , 1.3209e-09 , 1.36991e-09 , 1.69493e-09 , 0 , 
831.056 , 2.54961e-10 , 8.88848e-10 , 1.11646e-09 , 1.71014e-09 , 0 , 
831.484 , 1.37078e-11 , 3.37242e-10 , 5.93203e-10 , 1.36585e-09 , 0 , 
831.911 , 1.20848e-10 , 1.59617e-11 , 1.28869e-10 , 8.10829e-10 , 0 , 
832.339 , 6.51067e-10 , 1.16376e-10 , 1.17659e-11 , 2.84086e-10 , 0 , 
832.766 , 1.39117e-09 , 5.48106e-10 , 3.07361e-10 , 1.14987e-11 , 0 , 
833.194 , 1.95894e-09 , 1.00377e-09 , 8.1851e-10 , 1.08552e-10 , 0 , 
833.622 , 2.04076e-09 , 1.16737e-09 , 1.21293e-09 , 5.30862e-10 , 0 , 
834.049 , 1.59101e-09 , 9.2666e-10 , 1.23607e-09 , 1.09385e-09 , 0 , 
834.477 , 8.60707e-10 , 4.47843e-10 , 8.73497e-10 , 1.55291e-09 , 0 , 
834.904 , 2.36994e-10 , 6.32614e-11 , 3.59435e-10 , 1.70921e-09 , 0 , 
835.332 , 2.73521e-13 , 4.73376e-11 , 2.63958e-11 , 1.49559e-09 , 0 , 
835.759 , 1.60039e-10 , 4.30757e-10 , 9.22655e-11 , 1.00508e-09 , 0 , 
836.187 , 4.75418e-10 , 9.76935e-10 , 5.20678e-10 , 4.50175e-10 , 0 , 
836.615 , 6.41487e-10 , 1.33664e-09 , 1.04366e-09 , 7.04186e-11 , 0 , 
837.042 , 5.11145e-10 , 1.27809e-09 , 1.33188e-09 , 2.85051e-11 , 0 , 
837.47 , 1.99862e-10 , 8.39557e-10 , 1.20382e-09 , 3.40015e-10 , 0 , 
837.897 , 2.01671e-12 , 3.03495e-10 , 7.4074e-10 , 8.6714e-10 , 0 , 
838.325 , 1.76593e-10 , 9.64199e-12 , 2.34315e-10 , 1.379e-09 , 0 , 
838.752 , 7.5003e-10 , 1.31741e-10 , 9.12053e-13 , 1.65228e-09 , 0 , 
839.18 , 1.47312e-09 , 5.65936e-10 , 1.80909e-10 , 1.56821e-09 , 0 , 
839.608 , 1.96533e-09 , 1.00424e-09 , 6.5088e-10 , 1.16398e-09 , 0 , 
840.035 , 1.95285e-09 , 1.14304e-09 , 1.10407e-09 , 6.16015e-10 , 0 , 
840.463 , 1.44313e-09 , 8.8718e-10 , 1.24738e-09 , 1.62744e-10 , 0 , 
840.89 , 7.19527e-10 , 4.13188e-10 , 9.88671e-10 , 5.07687e-13 , 0 , 
841.318 , 1.60607e-10 , 5.02193e-11 , 4.95273e-10 , 1.98094e-10 , 0 , 
841.745 , 3.85826e-12 , 5.81724e-11 , 8.62591e-11 , 6.67092e-10 , 0 , 
842.173 , 2.10382e-10 , 4.51598e-10 , 2.80461e-11 , 1.20094e-09 , 0 , 
842.601 , 5.16994e-10 , 9.86856e-10 , 3.63558e-10 , 1.56544e-09 , 0 , 
843.028 , 6.35882e-10 , 1.3215e-09 , 8.84226e-10 , 1.60121e-09 , 0 , 
843.456 , 4.62777e-10 , 1.23979e-09 , 1.26238e-09 , 1.29306e-09 , 0 , 
843.883 , 1.50995e-10 , 7.94953e-10 , 1.25962e-09 , 7.76299e-10 , 0 , 
844.311 , 6.71838e-13 , 2.73286e-10 , 8.78035e-10 , 2.76988e-10 , 0 , 
844.738 , 2.3991e-10 , 5.08686e-12 , 3.5849e-10 , 1.27612e-11 , 0 , 
845.166 , 8.48324e-10 , 1.47529e-10 , 2.68625e-11 , 9.74535e-11 , 0 , 
845.594 , 1.54616e-09 , 5.84032e-10 , 8.70258e-11 , 4.91528e-10 , 0 , 
846.021 , 1.9603e-09 , 1.00597e-09 , 4.92186e-10 , 1.01987e-09 , 0 , 
846.449 , 1.85906e-09 , 1.12144e-09 , 9.76465e-10 , 1.44908e-09 , 0 , 
846.876 , 1.29985e-09 , 8.5128e-10 , 1.22594e-09 , 1.59009e-09 , 0 , 
847.304 , 5.92258e-10 , 3.81837e-10 , 1.07975e-09 , 1.38123e-09 , 0 , 
847.731 , 1.00722e-10 , 3.92105e-11 , 6.32587e-10 , 9.14905e-10 , 0 , 
848.159 , 1.86819e-11 , 6.9633e-11 , 1.73659e-10 , 3.96555e-10 , 0 , 
848.587 , 2.62635e-10 , 4.72434e-10 , 1.12985e-12 , 5.38825e-11 , 0 , 
849.014 , 5.53274e-10 , 9.97374e-10 , 2.30976e-10 , 3.65103e-11 , 0 , 
849.442 , 6.24225e-10 , 1.30837e-09 , 7.22193e-10 , 3.50232e-10 , 0 , 
849.869 , 4.13869e-10 , 1.20491e-09 , 1.16612e-09 , 8.54831e-10 , 0 , 
850.297 , 1.08717e-10 , 7.54173e-10 , 1.28275e-09 , 1.32632e-09 , 0 , 
850.724 , 9.05304e-12 , 2.46147e-10 , 9.98715e-10 , 1.556e-09 , 0 , 
851.152 , 3.09265e-10 , 2.08799e-12 , 4.93581e-10 , 1.4426e-09 , 0 , 
851.58 , 9.44208e-10 , 1.63565e-10 , 8.51184e-11 , 1.03671e-09 , 0 , 
852.007 , 1.60916e-09 , 6.02065e-10 , 2.70705e-11 , 5.18024e-10 , 0 , 
852.435 , 1.94384e-09 , 1.00846e-09 , 3.48406e-10 , 1.1554e-10 , 0 , 
852.862 , 1.76007e-09 , 1.10195e-09 , 8.36441e-10 , 6.06353e-12 , 0 , 
853.29 , 1.16188e-09 , 8.18489e-10 , 1.17406e-09 , 2.36083e-10 , 0 , 
853.717 , 4.78733e-10 , 3.53487e-10 , 1.14315e-09 , 7.01529e-10 , 0 , 
854.145 , 5.60891e-11 , 3.0058e-11 , 7.63948e-10 , 1.1943e-09 , 0 , 
854.573 , 4.28538e-11 , 8.14671e-11 , 2.81753e-10 , 1.49488e-09 , 0 , 
855 , 3.1514e-10 , 4.92768e-10 , 9.36407e-12 , 1.46974e-09 , 0 , 
855.428 , 5.83508e-10 , 1.00769e-09 , 1.26506e-10 , 1.1305e-09 , 0 , 
855.855 , 6.06784e-10 , 1.29632e-09 , 5.64221e-10 , 6.28301e-10 , 0 , 
856.283 , 3.65077e-10 , 1.17258e-09 , 1.0482e-09 , 1.86371e-10 , 0 , 
856.71 , 7.32592e-11 , 7.16623e-10 , 1.27317e-09 , 4.78768e-13 , 0 , 
857.138 , 2.64438e-11 , 2.21727e-10 , 1.09724e-09 , 1.5192e-10 , 0 , 
857.566 , 3.83206e-10 , 4.54967e-13 , 6.31804e-10 , 5.71562e-10 , 0 , 
857.993 , 1.03628e-09 , 1.79641e-10 , 1.70326e-10 , 1.071e-09 , 0 , 
858.421 , 1.66158e-09 , 6.19679e-10 , 1.23987e-12 , 1.42677e-09 , 0 , 
858.848 , 1.91655e-09 , 1.01124e-09 , 2.24863e-10 , 1.4801e-09 , 0 , 
859.276 , 1.65715e-09 , 1.08403e-09 , 6.90748e-10 , 1.20751e-09 , 0 , 
859.703 , 1.03019e-09 , 7.8833e-10 , 1.0953e-09 , 7.31081e-10 , 0 , 
860.131 , 3.78863e-10 , 3.27795e-10 , 1.1767e-09 , 2.63472e-10 , 0 , 
860.559 , 2.54133e-11 , 2.2542e-11 , 8.82648e-10 , 1.27994e-11 , 0 , 
860.986 , 7.44753e-11 , 9.34814e-11 , 4.03359e-10 , 8.95691e-11 , 0 , 
861.414 , 3.66338e-10 , 5.12346e-10 , 4.94904e-11 , 4.57514e-10 , 0 , 
861.841 , 6.07097e-10 , 1.0174e-09 , 5.27081e-11 , 9.50172e-10 , 0 , 
862.269 , 5.83908e-10 , 1.28489e-09 , 4.16879e-10 , 1.34575e-09 , 0 , 
862.696 , 3.16995e-10 , 1.14226e-09 , 9.14809e-10 , 1.46659e-09 , 0 , 
863.124 , 4.47322e-11 , 6.8191e-10 , 1.23266e-09 , 1.25876e-09 , 0 , 
863.552 , 5.21076e-11 , 1.9976e-10 , 1.16972e-09 , 8.15897e-10 , 0 , 
863.979 , 4.6049e-10 , 3.04343e-15 , 7.66031e-10 , 3.36917e-10 , 0 , 
864.407 , 1.12356e-09 , 1.95548e-10 , 2.76533e-10 , 3.64584e-11 , 0 , 
864.834 , 1.70343e-09 , 6.3656e-10 , 8.4233e-12 , 4.84362e-11 , 0 , 
865.262 , 1.87941e-09 , 1.01381e-09 , 1.25746e-10 , 3.66028e-10 , 0 , 
865.689 , 1.55182e-09 , 1.0672e-09 , 5.45934e-10 , 8.45024e-10 , 0 , 
866.117 , 9.05766e-10 , 7.6032e-10 , 9.94039e-10 , 1.26897e-09 , 0 , 
866.545 , 2.92454e-10 , 3.04434e-10 , 1.17958e-09 , 1.4467e-09 , 0 , 
866.972 , 7.29646e-12 , 1.64476e-11 , 9.82831e-10 , 1.29839e-09 , 0 , 
