k , T_6  , T_100 , T_200 , T_500 , T_1000 , 
97.3892 , 0.00619132 , -0.000151084 , -4.46945e-165 , 0 , 0 , 
97.474 , 0.00577209 , -0.000151243 , -6.10328e-165 , 0 , 0 , 
97.5588 , 0.00534348 , -0.000151217 , 3.1727e-165 , 0 , 0 , 
97.6438 , 0.00490843 , -0.000150996 , 1.78147e-164 , 0 , 0 , 
97.7287 , 0.00446997 , -0.00015057 , 1.61746e-164 , 0 , 0 , 
97.8138 , 0.00403112 , -0.000149926 , -1.27718e-164 , 0 , 0 , 
97.899 , 0.00359493 , -0.000149052 , -4.8488e-164 , 0 , 0 , 
97.9842 , 0.00316443 , -0.000147935 , -6.13727e-164 , 0 , 0 , 
98.0695 , 0.00274261 , -0.000146564 , 3.29019e-165 , 0 , 0 , 
98.1548 , 0.00233244 , -0.000144925 , 1.98595e-163 , 0 , 0 , 
98.2402 , 0.00193681 , -0.000143003 , 3.19274e-163 , 0 , 0 , 
98.3258 , 0.00155851 , -0.000140786 , -8.27332e-164 , 0 , 0 , 
98.4113 , 0.00120025 , -0.000138259 , -9.20455e-163 , 0 , 0 , 
98.497 , 0.000864545 , -0.000135407 , -9.60304e-163 , 0 , 0 , 
98.5827 , 0.000553851 , -0.000132215 , 7.13119e-163 , 0 , 0 , 
98.6685 , 0.000270341 , -0.000128668 , 2.69817e-162 , 0 , 0 , 
98.7544 , 1.6092e-05 , -0.000124749 , 2.88365e-162 , 0 , 0 , 
98.8404 , -0.000207082 , -0.000120442 , -6.56499e-163 , 0 , 0 , 
98.9264 , -0.000397556 , -0.000115731 , -9.53428e-162 , 0 , 0 , 
99.0125 , -0.000553907 , -0.000110599 , -1.57127e-161 , 0 , 0 , 
99.0987 , -0.000675019 , -0.000105028 , 2.98737e-162 , 0 , 0 , 
99.185 , -0.000759915 , -9.90006e-05 , 4.83431e-161 , 0 , 0 , 
99.2713 , -0.000808014 , -9.24984e-05 , 5.30693e-161 , 0 , 0 , 
99.3577 , -0.000818863 , -8.5503e-05 , -4.41412e-161 , 0 , 0 , 
99.4442 , -0.0007924 , -7.79957e-05 , -1.56599e-160 , 0 , 0 , 
99.5307 , -0.000728749 , -6.99571e-05 , -1.34834e-160 , 0 , 0 , 
99.6174 , -0.000628337 , -6.1368e-05 , 8.8962e-161 , 0 , 0 , 
99.7041 , -0.00049187 , -5.22084e-05 , 5.02931e-160 , 0 , 0 , 
99.7909 , -0.000320256 , -4.24585e-05 , 7.36515e-160 , 0 , 0 , 
99.8777 , -0.000114758 , -3.20978e-05 , -2.49855e-160 , 0 , 0 , 
99.9647 , 0.000123224 , -2.11058e-05 , -2.61837e-159 , 0 , 0 , 
100.052 , 0.000391922 , -9.46158e-06 , -2.71728e-159 , 0 , 0 , 
100.139 , 0.000689437 , 2.85607e-06 , 3.05216e-159 , 0 , 0 , 
100.226 , 0.00101358 , 1.58685e-05 , 9.20246e-159 , 0 , 0 , 
100.313 , 0.00136199 , 2.95971e-05 , 5.78659e-159 , 0 , 0 , 
100.4 , 0.00173213 , 4.40636e-05 , -8.95242e-159 , 0 , 0 , 
100.488 , 0.00212128 , 5.92899e-05 , -2.81834e-158 , 0 , 0 , 
100.575 , 0.00252659 , 7.52978e-05 , -3.17443e-158 , 0 , 0 , 
100.663 , 0.00294505 , 9.21092e-05 , 2.62959e-158 , 0 , 0 , 
100.75 , 0.00337358 , 0.000109746 , 1.45297e-157 , 0 , 0 , 
100.838 , 0.00380897 , 0.000128231 , 1.23586e-157 , 0 , 0 , 
100.926 , 0.00424796 , 0.000147586 , -2.26351e-157 , 0 , 0 , 
101.014 , 0.00468727 , 0.000167833 , -5.33406e-157 , 0 , 0 , 
101.102 , 0.00512358 , 0.000188994 , -1.75747e-157 , 0 , 0 , 
101.19 , 0.0055536 , 0.000211091 , 7.73968e-157 , 0 , 0 , 
101.278 , 0.00597407 , 0.000234147 , 1.57677e-156 , 0 , 0 , 
101.366 , 0.0063818 , 0.000258181 , 1.08821e-156 , 0 , 0 , 
101.454 , 0.0067737 , 0.000283216 , -2.49499e-156 , 0 , 0 , 
101.543 , 0.00714674 , 0.000309274 , -8.00816e-156 , 0 , 0 , 
101.631 , 0.00749807 , 0.000336374 , -4.21504e-156 , 0 , 0 , 
101.719 , 0.00782494 , 0.000364537 , 1.69653e-155 , 0 , 0 , 
101.808 , 0.00812482 , 0.000393783 , 2.93078e-155 , 0 , 0 , 
101.897 , 0.00839535 , 0.000424133 , -3.14532e-156 , 0 , 0 , 
101.985 , 0.00863441 , 0.000455604 , -6.02258e-155 , 0 , 0 , 
102.074 , 0.0088401 , 0.000488216 , -8.09317e-155 , 0 , 0 , 
102.163 , 0.00901075 , 0.000521986 , -8.21399e-156 , 0 , 0 , 
102.252 , 0.00914503 , 0.000556932 , 2.07738e-154 , 0 , 0 , 
102.341 , 0.00924175 , 0.00059307 , 4.13166e-154 , 0 , 0 , 
102.43 , 0.00930013 , 0.000630416 , -1.83487e-156 , 0 , 0 , 
102.519 , 0.00931958 , 0.000668984 , -1.21841e-153 , 0 , 0 , 
102.608 , 0.00929991 , 0.000708789 , -1.40335e-153 , 0 , 0 , 
102.698 , 0.00924111 , 0.000749844 , 1.23434e-153 , 0 , 0 , 
102.787 , 0.00914361 , 0.00079216 , 4.20346e-153 , 0 , 0 , 
102.876 , 0.00900803 , 0.000835748 , 3.20599e-153 , 0 , 0 , 
102.966 , 0.00883534 , 0.000880618 , -3.43849e-153 , 0 , 0 , 
103.056 , 0.0086268 , 0.000926778 , -1.50096e-152 , 0 , 0 , 
103.145 , 0.00838392 , 0.000974236 , -1.7632e-152 , 0 , 0 , 
103.235 , 0.00810851 , 0.001023 , 1.93036e-152 , 0 , 0 , 
103.325 , 0.00780261 , 0.00107306 , 7.96001e-152 , 0 , 0 , 
103.415 , 0.00746858 , 0.00112444 , 4.35563e-152 , 0 , 0 , 
103.505 , 0.00710891 , 0.00117712 , -1.43975e-151 , 0 , 0 , 
103.595 , 0.0067264 , 0.00123112 , -2.49892e-151 , 0 , 0 , 
103.685 , 0.00632395 , 0.00128642 , -2.59046e-152 , 0 , 0 , 
103.775 , 0.0059047 , 0.00134303 , 4.46093e-151 , 0 , 0 , 
103.866 , 0.00547186 , 0.00140093 , 8.943e-151 , 0 , 0 , 
103.956 , 0.00502881 , 0.00146012 , 3.62607e-151 , 0 , 0 , 
104.047 , 0.004579 , 0.00152059 , -2.3639e-150 , 0 , 0 , 
104.137 , 0.00412594 , 0.00158232 , -4.35596e-150 , 0 , 0 , 
104.228 , 0.00367322 , 0.0016453 , 1.33296e-150 , 0 , 0 , 
104.318 , 0.00322441 , 0.00170951 , 1.21493e-149 , 0 , 0 , 
104.409 , 0.00278306 , 0.00177494 , 1.0422e-149 , 0 , 0 , 
104.5 , 0.00235269 , 0.00184156 , -1.20655e-149 , 0 , 0 , 
104.591 , 0.00193672 , 0.00190935 , -3.70204e-149 , 0 , 0 , 
104.682 , 0.00153848 , 0.00197827 , -3.68915e-149 , 0 , 0 , 
104.773 , 0.00116113 , 0.00204831 , 3.62699e-149 , 0 , 0 , 
104.864 , 0.000807755 , 0.00211942 , 1.9074e-148 , 0 , 0 , 
104.956 , 0.00048117 , 0.00219157 , 1.53164e-148 , 0 , 0 , 
105.047 , 0.000184072 , 0.00226473 , -3.72289e-148 , 0 , 0 , 
105.139 , -8.11456e-05 , 0.00233885 , -7.74221e-148 , 0 , 0 , 
105.23 , -0.000312285 , 0.00241389 , 1.53484e-149 , 0 , 0 , 
105.322 , -0.000507458 , 0.0024898 , 1.56e-147 , 0 , 0 , 
105.413 , -0.000665051 , 0.00256653 , 2.10124e-147 , 0 , 0 , 
105.505 , -0.000783735 , 0.00264403 , 1.05655e-149 , 0 , 0 , 
105.597 , -0.000862532 , 0.00272224 , -6.04888e-147 , 0 , 0 , 
105.689 , -0.000900716 , 0.0028011 , -1.06608e-146 , 0 , 0 , 
105.781 , -0.000897979 , 0.00288055 , 4.04833e-147 , 0 , 0 , 
105.873 , -0.000854238 , 0.00296052 , 3.64673e-146 , 0 , 0 , 
105.965 , -0.000769877 , 0.00304094 , 2.83866e-146 , 0 , 0 , 
106.057 , -0.00064548 , 0.00312174 , -5.51537e-146 , 0 , 0 , 
106.15 , -0.000482103 , 0.00320284 , -1.17384e-145 , 0 , 0 , 
106.242 , -0.000280993 , 0.00328416 , -4.43927e-146 , 0 , 0 , 
106.334 , -4.38293e-05 , 0.00336562 , 1.82436e-145 , 0 , 0 , 
106.427 , 0.00022751 , 0.00344714 , 4.8432e-145 , 0 , 0 , 
106.52 , 0.000530778 , 0.00352862 , 2.3507e-145 , 0 , 0 , 
106.612 , 0.000863509 , 0.00360997 , -1.28144e-144 , 0 , 0 , 
106.705 , 0.00122295 , 0.00369109 , -2.15939e-144 , 0 , 0 , 
106.798 , 0.00160611 , 0.00377189 , 1.11417e-144 , 0 , 0 , 
106.891 , 0.00200981 , 0.00385226 , 6.02253e-144 , 0 , 0 , 
106.984 , 0.00243067 , 0.0039321 , 4.29688e-144 , 0 , 0 , 
107.077 , 0.00286518 , 0.00401129 , -6.3817e-144 , 0 , 0 , 
107.17 , 0.00330968 , 0.00408973 , -2.01027e-143 , 0 , 0 , 
107.264 , 0.00376044 , 0.00416729 , -1.89912e-143 , 0 , 0 , 
107.357 , 0.00421365 , 0.00424387 , 3.44162e-143 , 0 , 0 , 
107.45 , 0.00466546 , 0.00431934 , 1.11612e-142 , 0 , 0 , 
107.544 , 0.00511203 , 0.00439358 , 2.62388e-143 , 0 , 0 , 
107.638 , 0.00554952 , 0.00446646 , -2.69788e-142 , 0 , 0 , 
107.731 , 0.00597419 , 0.00453786 , -3.24884e-142 , 0 , 0 , 
107.825 , 0.00638236 , 0.00460764 , 2.17041e-142 , 0 , 0 , 
107.919 , 0.00677054 , 0.00467567 , 9.11147e-142 , 0 , 0 , 
108.013 , 0.00713533 , 0.00474182 , 1.00401e-141 , 0 , 0 , 
108.107 , 0.00747359 , 0.00480595 , -8.03285e-142 , 0 , 0 , 
108.201 , 0.0077823 , 0.00486792 , -4.91277e-141 , 0 , 0 , 
108.295 , 0.0080588 , 0.0049276 , -3.86185e-141 , 0 , 0 , 
108.389 , 0.00830058 , 0.00498484 , 1.05428e-140 , 0 , 0 , 
108.484 , 0.0085055 , 0.00503951 , 2.00163e-140 , 0 , 0 , 
108.578 , 0.00867168 , 0.00509146 , -4.8516e-141 , 0 , 0 , 
108.673 , 0.00879762 , 0.00514054 , -4.56424e-140 , 0 , 0 , 
108.767 , 0.00888211 , 0.00518662 , -5.0913e-140 , 0 , 0 , 
108.862 , 0.00892435 , 0.00522956 , 2.37549e-140 , 0 , 0 , 
108.957 , 0.00892387 , 0.00526921 , 2.04926e-139 , 0 , 0 , 
109.052 , 0.00888055 , 0.00530542 , 2.43271e-139 , 0 , 0 , 
109.146 , 0.00879469 , 0.00533807 , -3.66732e-139 , 0 , 0 , 
109.241 , 0.00866691 , 0.005367 , -1.08523e-138 , 0 , 0 , 
109.337 , 0.00849825 , 0.00539209 , -9.19893e-140 , 0 , 0 , 
109.432 , 0.00829006 , 0.00541319 , 2.34741e-138 , 0 , 0 , 
109.527 , 0.00804412 , 0.00543017 , 2.75642e-138 , 0 , 0 , 
109.622 , 0.00776246 , 0.0054429 , -1.13184e-138 , 0 , 0 , 
109.718 , 0.00744748 , 0.00545124 , -8.93389e-138 , 0 , 0 , 
109.813 , 0.00710185 , 0.00545508 , -1.24172e-137 , 0 , 0 , 
109.909 , 0.00672856 , 0.0054543 , 1.22317e-137 , 0 , 0 , 
110.004 , 0.0063308 , 0.00544876 , 5.49953e-137 , 0 , 0 , 
110.1 , 0.00591206 , 0.00543837 , 1.93055e-137 , 0 , 0 , 
110.196 , 0.00547597 , 0.005423 , -1.20855e-136 , 0 , 0 , 
110.292 , 0.00502636 , 0.00540256 , -1.56778e-136 , 0 , 0 , 
110.388 , 0.00456717 , 0.00537695 , 7.19916e-137 , 0 , 0 , 
110.484 , 0.00410247 , 0.00534607 , 4.35787e-136 , 0 , 0 , 
110.58 , 0.00363634 , 0.00530984 , 5.78466e-136 , 0 , 0 , 
110.676 , 0.00317292 , 0.00526818 , -4.74364e-136 , 0 , 0 , 
110.773 , 0.00271634 , 0.005221 , -2.71388e-135 , 0 , 0 , 
110.869 , 0.00227068 , 0.00516826 , -1.41887e-135 , 0 , 0 , 
110.966 , 0.00183996 , 0.00510989 , 6.29178e-135 , 0 , 0 , 
111.062 , 0.00142803 , 0.00504584 , 8.88547e-135 , 0 , 0 , 
111.159 , 0.00103865 , 0.00497606 , -4.97715e-135 , 0 , 0 , 
111.256 , 0.000675291 , 0.00490054 , -2.36545e-134 , 0 , 0 , 
111.353 , 0.000341305 , 0.00481923 , -2.54876e-134 , 0 , 0 , 
111.45 , 3.96884e-05 , 0.00473214 , 2.56642e-134 , 0 , 0 , 
111.547 , -0.000226745 , 0.00463926 , 1.3409e-133 , 0 , 0 , 
111.644 , -0.000455592 , 0.00454059 , 7.58373e-134 , 0 , 0 , 
111.741 , -0.000644671 , 0.00443615 , -3.38294e-133 , 0 , 0 , 
111.838 , -0.000792278 , 0.00432598 , -4.87227e-133 , 0 , 0 , 
111.935 , -0.000896963 , 0.00421011 , 3.58791e-133 , 0 , 0 , 
112.033 , -0.00095779 , 0.00408859 , 1.35808e-132 , 0 , 0 , 
112.13 , -0.000974104 , 0.00396149 , 1.03378e-132 , 0 , 0 , 
112.228 , -0.000945769 , 0.00382888 , -1.76296e-132 , 0 , 0 , 
112.326 , -0.000872946 , 0.00369086 , -6.69444e-132 , 0 , 0 , 
112.423 , -0.000756314 , 0.00354752 , -3.08874e-132 , 0 , 0 , 
112.521 , -0.000596857 , 0.00339897 , 1.90093e-131 , 0 , 0 , 
112.619 , -0.000396063 , 0.00324535 , 2.54008e-131 , 0 , 0 , 
112.717 , -0.000155714 , 0.00308679 , -2.67681e-131 , 0 , 0 , 
112.815 , 0.000121942 , 0.00292345 , -7.89147e-131 , 0 , 0 , 
112.914 , 0.000434387 , 0.00275549 , -3.28625e-131 , 0 , 0 , 
113.012 , 0.0007787 , 0.0025831 , 1.2946e-130 , 0 , 0 , 
113.11 , 0.00115172 , 0.00240645 , 3.32703e-130 , 0 , 0 , 
113.209 , 0.00154995 , 0.00222577 , 6.3005e-131 , 0 , 0 , 
113.307 , 0.00196969 , 0.00204126 , -1.10727e-129 , 0 , 0 , 
113.406 , 0.00240698 , 0.00185317 , -1.21481e-129 , 0 , 0 , 
113.504 , 0.00285771 , 0.00166173 , 2.02523e-129 , 0 , 0 , 
113.603 , 0.00331762 , 0.00146722 , 4.47332e-129 , 0 , 0 , 
113.702 , 0.00378234 , 0.00126988 , 4.72991e-131 , 0 , 0 , 
113.801 , 0.00424745 , 0.00107002 , -9.30098e-129 , 0 , 0 , 
113.9 , 0.00470852 , 0.000867923 , -1.56793e-128 , 0 , 0 , 
113.999 , 0.00516116 , 0.0006639 , 5.04779e-129 , 0 , 0 , 
114.099 , 0.00560099 , 0.000458268 , 6.49518e-128 , 0 , 0 , 
114.198 , 0.00602379 , 0.000251359 , 4.79871e-128 , 0 , 0 , 
114.297 , 0.00642544 , 4.35121e-05 , -1.50707e-127 , 0 , 0 , 
114.397 , 0.00680207 , -0.00016492 , -2.35544e-127 , 0 , 0 , 
114.496 , 0.00714995 , -0.000373579 , 1.30448e-127 , 0 , 0 , 
114.596 , 0.00746571 , -0.000582094 , 6.26735e-127 , 0 , 0 , 
114.696 , 0.00774621 , -0.000790087 , 6.24013e-127 , 0 , 0 , 
114.796 , 0.00798869 , -0.000997173 , -8.86929e-127 , 0 , 0 , 
114.895 , 0.00819069 , -0.00120296 , -3.66698e-126 , 0 , 0 , 
114.995 , 0.00835019 , -0.00140705 , -8.92172e-127 , 0 , 0 , 
115.096 , 0.0084655 , -0.00160904 , 1.06801e-125 , 0 , 0 , 
115.196 , 0.00853546 , -0.00180851 , 1.03411e-125 , 0 , 0 , 
115.296 , 0.00855921 , -0.00200506 , -1.6716e-125 , 0 , 0 , 
115.396 , 0.0085365 , -0.00219827 , -3.7861e-125 , 0 , 0 , 
115.497 , 0.00846737 , -0.00238773 , -1.25809e-125 , 0 , 0 , 
115.597 , 0.00835245 , -0.002573 , 8.75489e-125 , 0 , 0 , 
115.698 , 0.0081927 , -0.00275369 , 1.85362e-124 , 0 , 0 , 
115.799 , 0.00798963 , -0.00292936 , -9.89423e-125 , 0 , 0 , 
115.899 , 0.00774509 , -0.00309961 , -6.93479e-124 , 0 , 0 , 
116 , 0.00746141 , -0.00326402 , -2.33233e-124 , 0 , 0 , 
116.101 , 0.00714127 , -0.00342218 , 1.51667e-123 , 0 , 0 , 
116.202 , 0.00678778 , -0.0035737 , 1.85097e-123 , 0 , 0 , 
116.304 , 0.00640429 , -0.00371818 , -1.09171e-123 , 0 , 0 , 
116.405 , 0.00599457 , -0.00385523 , -6.71447e-123 , 0 , 0 , 
116.506 , 0.00556256 , -0.00398448 , -7.08601e-123 , 0 , 0 , 
116.607 , 0.0051125 , -0.00410556 , 1.61329e-122 , 0 , 0 , 
116.709 , 0.0046488 , -0.00421811 , 3.86538e-122 , 0 , 0 , 
116.811 , 0.00417604 , -0.0043218 , -1.92263e-122 , 0 , 0 , 
116.912 , 0.00369889 , -0.00441629 , -1.1106e-121 , 0 , 0 , 
117.014 , 0.0032221 , -0.00450128 , -4.84374e-122 , 0 , 0 , 
117.116 , 0.00275038 , -0.00457647 , 1.83525e-121 , 0 , 0 , 
117.218 , 0.00228847 , -0.00464157 , 4.00829e-121 , 0 , 0 , 
117.32 , 0.00184097 , -0.00469634 , 4.21558e-122 , 0 , 0 , 
117.422 , 0.00141239 , -0.00474054 , -1.47693e-120 , 0 , 0 , 
117.524 , 0.00100703 , -0.00477395 , -1.52933e-120 , 0 , 0 , 
117.626 , 0.000629037 , -0.00479637 , 3.42978e-120 , 0 , 0 , 
117.729 , 0.000282203 , -0.00480765 , 6.2751e-120 , 0 , 0 , 
117.831 , -2.98931e-05 , -0.00480762 , -3.10694e-120 , 0 , 0 , 
117.934 , -0.000304109 , -0.00479618 , -1.63411e-119 , 0 , 0 , 
118.037 , -0.000537579 , -0.00477323 , -1.53916e-119 , 0 , 0 , 
118.139 , -0.000727951 , -0.00473871 , 2.74228e-119 , 0 , 0 , 
118.242 , -0.000873182 , -0.00469258 , 9.73309e-119 , 0 , 0 , 
118.345 , -0.000971811 , -0.00463484 , -5.75884e-120 , 0 , 0 , 
118.448 , -0.00102272 , -0.00456551 , -3.12332e-118 , 0 , 0 , 
118.551 , -0.0010254 , -0.00448464 , -1.82818e-118 , 0 , 0 , 
118.654 , -0.000979742 , -0.00439233 , 6.01985e-118 , 0 , 0 , 
118.758 , -0.000886215 , -0.00428869 , 9.62917e-118 , 0 , 0 , 
118.861 , -0.000745703 , -0.00417387 , -1.64249e-118 , 0 , 0 , 
118.964 , -0.000559653 , -0.00404806 , -3.35919e-117 , 0 , 0 , 
119.068 , -0.000329923 , -0.00391148 , -4.01072e-117 , 0 , 0 , 
119.172 , -5.8877e-05 , -0.00376436 , 8.52462e-117 , 0 , 0 , 
119.275 , 0.000250708 , -0.00360701 , 1.88264e-116 , 0 , 0 , 
119.379 , 0.000595633 , -0.00343972 , -1.18781e-116 , 0 , 0 , 
119.483 , 0.000972311 , -0.00326286 , -5.24996e-116 , 0 , 0 , 
119.587 , 0.00137683 , -0.0030768 , -2.19353e-116 , 0 , 0 , 
119.691 , 0.00180496 , -0.00288196 , 9.46819e-116 , 0 , 0 , 
119.795 , 0.00225223 , -0.00267878 , 2.23772e-115 , 0 , 0 , 
119.9 , 0.00271394 , -0.00246774 , -5.14332e-116 , 0 , 0 , 
120.004 , 0.00318521 , -0.00224934 , -8.89328e-115 , 0 , 0 , 
120.108 , 0.00366107 , -0.00202413 , -4.26574e-115 , 0 , 0 , 
120.213 , 0.00413646 , -0.00179267 , 2.23303e-114 , 0 , 0 , 
120.318 , 0.00460631 , -0.00155555 , 2.453e-114 , 0 , 0 , 
120.422 , 0.0050656 , -0.00131339 , -2.75682e-114 , 0 , 0 , 
120.527 , 0.00550942 , -0.00106684 , -9.36339e-114 , 0 , 0 , 
120.632 , 0.00593299 , -0.000816547 , -5.81341e-114 , 0 , 0 , 
120.737 , 0.00633174 , -0.000563217 , 2.85747e-113 , 0 , 0 , 
120.842 , 0.00670134 , -0.00030755 , 4.77473e-113 , 0 , 0 , 
120.947 , 0.00703776 , -5.02758e-05 , -6.30621e-113 , 0 , 0 , 
121.053 , 0.00733731 , 0.000207865 , -1.68072e-112 , 0 , 0 , 
121.158 , 0.00759668 , 0.000466114 , 4.4587e-113 , 0 , 0 , 
121.263 , 0.00781301 , 0.000723704 , 4.04641e-112 , 0 , 0 , 
121.369 , 0.00798384 , 0.000979856 , 4.10196e-112 , 0 , 0 , 
121.475 , 0.00810727 , 0.00123379 , -6.7354e-112 , 0 , 0 , 
121.58 , 0.00818181 , 0.0014847 , -2.50624e-111 , 0 , 0 , 
121.686 , 0.0082066 , 0.00173181 , 4.01681e-112 , 0 , 0 , 
121.792 , 0.00818119 , 0.00197433 , 8.41952e-111 , 0 , 0 , 
121.898 , 0.0081058 , 0.00221145 , 3.25849e-111 , 0 , 0 , 
122.004 , 0.00798111 , 0.0024424 , -1.80799e-110 , 0 , 0 , 
122.11 , 0.00780839 , 0.0026664 , -2.33007e-110 , 0 , 0 , 
122.217 , 0.0075894 , 0.00288268 , 1.53313e-110 , 0 , 0 , 
122.323 , 0.00732643 , 0.0030905 , 1.04189e-109 , 0 , 0 , 
122.43 , 0.00702228 , 0.00328913 , 6.54942e-110 , 0 , 0 , 
122.536 , 0.00668014 , 0.00347784 , -3.38182e-109 , 0 , 0 , 
122.643 , 0.00630372 , 0.00365594 , -3.95643e-109 , 0 , 0 , 
122.75 , 0.00589705 , 0.00382277 , 7.22447e-109 , 0 , 0 , 
122.856 , 0.00546456 , 0.0039777 , 1.3726e-108 , 0 , 0 , 
122.963 , 0.00501094 , 0.0041201 , -3.60868e-109 , 0 , 0 , 
123.07 , 0.00454114 , 0.00424942 , -4.1007e-108 , 0 , 0 , 
123.177 , 0.00406029 , 0.00436511 , -4.78951e-108 , 0 , 0 , 
123.285 , 0.00357369 , 0.00446667 , 1.1233e-107 , 0 , 0 , 
123.392 , 0.0030867 , 0.00455366 , 2.53132e-107 , 0 , 0 , 
123.499 , 0.00260473 , 0.00462565 , -2.27791e-107 , 0 , 0 , 
123.607 , 0.0021331 , 0.00468229 , -7.84579e-107 , 0 , 0 , 
123.714 , 0.00167711 , 0.00472326 , 1.87749e-108 , 0 , 0 , 
123.822 , 0.00124181 , 0.00474829 , 1.78755e-106 , 0 , 0 , 
123.93 , 0.00083211 , 0.00475717 , 2.47026e-106 , 0 , 0 , 
124.038 , 0.000452581 , 0.00474974 , -3.26699e-106 , 0 , 0 , 
124.146 , 0.000107544 , 0.00472591 , -1.30735e-105 , 0 , 0 , 
124.254 , -0.000199131 , 0.00468562 , 4.16289e-106 , 0 , 0 , 
124.362 , -0.00046392 , 0.00462889 , 4.1579e-105 , 0 , 0 , 
124.47 , -0.000683824 , 0.0045558 , 9.21882e-106 , 0 , 0 , 
124.579 , -0.00085631 , 0.00446649 , -8.8513e-105 , 0 , 0 , 
124.687 , -0.000979381 , 0.00436114 , -1.18698e-104 , 0 , 0 , 
124.796 , -0.00105162 , 0.00424003 , 1.04896e-104 , 0 , 0 , 
124.904 , -0.00107213 , 0.00410346 , 6.12798e-104 , 0 , 0 , 
125.013 , -0.00104069 , 0.00395184 , 7.73153e-105 , 0 , 0 , 
125.122 , -0.00095754 , 0.00378558 , -2.07045e-103 , 0 , 0 , 
125.231 , -0.000823665 , 0.00360522 , -1.04184e-103 , 0 , 0 , 
125.34 , -0.000640509 , 0.0034113 , 4.61654e-103 , 0 , 0 , 
125.449 , -0.000410184 , 0.00320447 , 5.93263e-103 , 0 , 0 , 
125.558 , -0.000135288 , 0.00298539 , -4.73237e-103 , 0 , 0 , 
125.667 , 0.000181036 , 0.0027548 , -2.78836e-102 , 0 , 0 , 
125.777 , 0.000535151 , 0.0025135 , -1.12205e-102 , 0 , 0 , 
125.886 , 0.000922999 , 0.00226234 , 9.96289e-102 , 0 , 0 , 
125.996 , 0.00134007 , 0.0020022 , 7.78022e-102 , 0 , 0 , 
126.105 , 0.00178154 , 0.00173402 , -2.43951e-101 , 0 , 0 , 
126.215 , 0.00224225 , 0.00145879 , -3.16578e-101 , 0 , 0 , 
126.325 , 0.00271685 , 0.00117753 , 2.84194e-101 , 0 , 0 , 
126.435 , 0.00319975 , 0.000891299 , 1.29626e-100 , 0 , 0 , 
126.545 , 0.00368531 , 0.000601192 , 6.32702e-101 , 0 , 0 , 
126.655 , 0.00416778 , 0.00030833 , -4.78559e-100 , 0 , 0 , 
126.765 , 0.00464148 , 1.38596e-05 , -4.69841e-100 , 0 , 0 , 
126.876 , 0.00510076 , -0.000281051 , 1.30336e-99 , 0 , 0 , 
126.986 , 0.00554018 , -0.000575218 , 1.74241e-99 , 0 , 0 , 
127.097 , 0.00595446 , -0.000867447 , -1.9063e-99 , 0 , 0 , 
127.207 , 0.00633865 , -0.00115654 , -6.32743e-99 , 0 , 0 , 
127.318 , 0.00668812 , -0.00144128 , -2.36739e-99 , 0 , 0 , 
127.429 , 0.00699862 , -0.00172049 , 2.36262e-98 , 0 , 0 , 
127.54 , 0.0072664 , -0.00199297 , 2.47773e-98 , 0 , 0 , 
127.651 , 0.00748812 , -0.00225754 , -7.13181e-98 , 0 , 0 , 
127.762 , 0.00766109 , -0.00251305 , -9.44515e-98 , 0 , 0 , 
127.873 , 0.00778308 , -0.00275837 , 1.30925e-97 , 0 , 0 , 
127.984 , 0.00785257 , -0.00299239 , 3.22502e-97 , 0 , 0 , 
128.096 , 0.00786857 , -0.00321405 , 2.74506e-98 , 0 , 0 , 
128.207 , 0.00783081 , -0.00342232 , -1.21526e-96 , 0 , 0 , 
128.319 , 0.00773961 , -0.00361624 , -1.15299e-96 , 0 , 0 , 
128.43 , 0.00759594 , -0.00379487 , 4.03432e-96 , 0 , 0 , 
128.542 , 0.00740146 , -0.00395734 , 4.85308e-96 , 0 , 0 , 
128.654 , 0.00715836 , -0.00410284 , -9.00219e-96 , 0 , 0 , 
128.766 , 0.00686953 , -0.00423063 , -1.65684e-95 , 0 , 0 , 
128.878 , 0.00653832 , -0.00434003 , 5.93457e-96 , 0 , 0 , 
128.99 , 0.00616871 , -0.00443044 , 6.45061e-95 , 0 , 0 , 
129.103 , 0.00576506 , -0.00450136 , 4.41076e-95 , 0 , 0 , 
129.215 , 0.00533223 , -0.00455232 , -2.34978e-94 , 0 , 0 , 
129.328 , 0.00487543 , -0.00458299 , -2.25036e-94 , 0 , 0 , 
129.44 , 0.00440016 , -0.0045931 , 6.14441e-94 , 0 , 0 , 
129.553 , 0.00391221 , -0.00458247 , 8.10045e-94 , 0 , 0 , 
129.666 , 0.0034175 , -0.00455102 , -8.27154e-94 , 0 , 0 , 
129.778 , 0.00292207 , -0.00449877 , -3.4205e-93 , 0 , 0 , 
129.891 , 0.00243199 , -0.00442583 , -9.12252e-94 , 0 , 0 , 
130.004 , 0.00195328 , -0.0043324 , 1.38086e-92 , 0 , 0 , 
130.118 , 0.00149182 , -0.0042188 , 8.23508e-93 , 0 , 0 , 
130.231 , 0.00105336 , -0.00408542 , -4.11004e-92 , 0 , 0 , 
130.344 , 0.000643284 , -0.00393277 , -3.38373e-92 , 0 , 0 , 
130.458 , 0.000266729 , -0.00376144 , 7.73022e-92 , 0 , 0 , 
130.571 , -7.16189e-05 , -0.00357214 , 1.71266e-91 , 0 , 0 , 
