k , T_6  , T_100 , T_200 , T_500 , T_1000 , 
1.80168 , -4.74653e-05 , 1.16058e-174 , 0 , 0 , 0 , 
1.80325 , -4.77045e-05 , 1.18766e-174 , 0 , 0 , 0 , 
1.80482 , -4.79449e-05 , 1.21457e-174 , 0 , 0 , 0 , 
1.80639 , -4.81865e-05 , 1.24132e-174 , 0 , 0 , 0 , 
1.80796 , -4.84293e-05 , 1.2679e-174 , 0 , 0 , 0 , 
1.80953 , -4.86733e-05 , 1.29428e-174 , 0 , 0 , 0 , 
1.81111 , -4.89185e-05 , 1.32047e-174 , 0 , 0 , 0 , 
1.81269 , -4.9165e-05 , 1.34644e-174 , 0 , 0 , 0 , 
1.81426 , -4.94127e-05 , 1.37219e-174 , 0 , 0 , 0 , 
1.81584 , -4.96616e-05 , 1.39771e-174 , 0 , 0 , 0 , 
1.81742 , -4.99117e-05 , 1.42299e-174 , 0 , 0 , 0 , 
1.819 , -5.01631e-05 , 1.44801e-174 , 0 , 0 , 0 , 
1.82059 , -5.04158e-05 , 1.47276e-174 , 0 , 0 , 0 , 
1.82217 , -5.06697e-05 , 1.49723e-174 , 0 , 0 , 0 , 
1.82376 , -5.09248e-05 , 1.52141e-174 , 0 , 0 , 0 , 
1.82535 , -5.11813e-05 , 1.54529e-174 , 0 , 0 , 0 , 
1.82694 , -5.1439e-05 , 1.56885e-174 , 0 , 0 , 0 , 
1.82853 , -5.1698e-05 , 1.59209e-174 , 0 , 0 , 0 , 
1.83012 , -5.19583e-05 , 1.61499e-174 , 0 , 0 , 0 , 
1.83171 , -5.22199e-05 , 1.63754e-174 , 0 , 0 , 0 , 
1.8333 , -5.24827e-05 , 1.65973e-174 , 0 , 0 , 0 , 
1.8349 , -5.27469e-05 , 1.68155e-174 , 0 , 0 , 0 , 
1.8365 , -5.30124e-05 , 1.70298e-174 , 0 , 0 , 0 , 
1.8381 , -5.32793e-05 , 1.72401e-174 , 0 , 0 , 0 , 
1.8397 , -5.35474e-05 , 1.74464e-174 , 0 , 0 , 0 , 
1.8413 , -5.38169e-05 , 1.76484e-174 , 0 , 0 , 0 , 
1.8429 , -5.40877e-05 , 1.7846e-174 , 0 , 0 , 0 , 
1.8445 , -5.43599e-05 , 1.80392e-174 , 0 , 0 , 0 , 
1.84611 , -5.46334e-05 , 1.82278e-174 , 0 , 0 , 0 , 
1.84772 , -5.49082e-05 , 1.84117e-174 , 0 , 0 , 0 , 
1.84932 , -5.51845e-05 , 1.85908e-174 , 0 , 0 , 0 , 
1.85093 , -5.54621e-05 , 1.87648e-174 , 0 , 0 , 0 , 
1.85255 , -5.5741e-05 , 1.89338e-174 , 0 , 0 , 0 , 
1.85416 , -5.60214e-05 , 1.90976e-174 , 0 , 0 , 0 , 
1.85577 , -5.63031e-05 , 1.9256e-174 , 0 , 0 , 0 , 
1.85739 , -5.65863e-05 , 1.94089e-174 , 0 , 0 , 0 , 
1.859 , -5.68708e-05 , 1.95562e-174 , 0 , 0 , 0 , 
1.86062 , -5.71568e-05 , 1.96978e-174 , 0 , 0 , 0 , 
1.86224 , -5.74441e-05 , 1.98335e-174 , 0 , 0 , 0 , 
1.86386 , -5.77329e-05 , 1.99633e-174 , 0 , 0 , 0 , 
1.86548 , -5.80231e-05 , 2.00868e-174 , 0 , 0 , 0 , 
1.86711 , -5.83148e-05 , 2.02042e-174 , 0 , 0 , 0 , 
1.86873 , -5.86079e-05 , 2.03151e-174 , 0 , 0 , 0 , 
1.87036 , -5.89024e-05 , 2.04195e-174 , 0 , 0 , 0 , 
1.87199 , -5.91984e-05 , 2.05172e-174 , 0 , 0 , 0 , 
1.87362 , -5.94959e-05 , 2.06081e-174 , 0 , 0 , 0 , 
1.87525 , -5.97948e-05 , 2.06921e-174 , 0 , 0 , 0 , 
1.87688 , -6.00952e-05 , 2.07691e-174 , 0 , 0 , 0 , 
1.87851 , -6.03971e-05 , 2.08388e-174 , 0 , 0 , 0 , 
1.88015 , -6.07004e-05 , 2.09012e-174 , 0 , 0 , 0 , 
1.88179 , -6.10053e-05 , 2.0956e-174 , 0 , 0 , 0 , 
1.88342 , -6.13117e-05 , 2.10033e-174 , 0 , 0 , 0 , 
1.88506 , -6.16195e-05 , 2.10428e-174 , 0 , 0 , 0 , 
1.8867 , -6.19289e-05 , 2.10744e-174 , 0 , 0 , 0 , 
1.88835 , -6.22399e-05 , 2.1098e-174 , 0 , 0 , 0 , 
1.88999 , -6.25523e-05 , 2.11133e-174 , 0 , 0 , 0 , 
1.89163 , -6.28663e-05 , 2.11204e-174 , 0 , 0 , 0 , 
1.89328 , -6.31818e-05 , 2.1119e-174 , 0 , 0 , 0 , 
1.89493 , -6.34989e-05 , 2.11091e-174 , 0 , 0 , 0 , 
1.89658 , -6.38175e-05 , 2.10907e-174 , 0 , 0 , 0 , 
1.89823 , -6.41377e-05 , 2.10636e-174 , 0 , 0 , 0 , 
1.89988 , -6.44595e-05 , 2.10279e-174 , 0 , 0 , 0 , 
1.90154 , -6.47829e-05 , 2.09834e-174 , 0 , 0 , 0 , 
1.90319 , -6.51078e-05 , 2.09301e-174 , 0 , 0 , 0 , 
1.90485 , -6.54344e-05 , 2.08679e-174 , 0 , 0 , 0 , 
1.9065 , -6.57625e-05 , 2.07968e-174 , 0 , 0 , 0 , 
1.90816 , -6.60923e-05 , 2.07167e-174 , 0 , 0 , 0 , 
1.90983 , -6.64237e-05 , 2.06275e-174 , 0 , 0 , 0 , 
1.91149 , -6.67568e-05 , 2.05292e-174 , 0 , 0 , 0 , 
1.91315 , -6.70915e-05 , 2.04217e-174 , 0 , 0 , 0 , 
1.91482 , -6.74278e-05 , 2.0305e-174 , 0 , 0 , 0 , 
1.91648 , -6.77658e-05 , 2.01789e-174 , 0 , 0 , 0 , 
1.91815 , -6.81054e-05 , 2.00434e-174 , 0 , 0 , 0 , 
1.91982 , -6.84468e-05 , 1.98984e-174 , 0 , 0 , 0 , 
1.92149 , -6.87898e-05 , 1.97439e-174 , 0 , 0 , 0 , 
1.92316 , -6.91345e-05 , 1.95799e-174 , 0 , 0 , 0 , 
1.92484 , -6.94809e-05 , 1.94061e-174 , 0 , 0 , 0 , 
1.92651 , -6.9829e-05 , 1.92227e-174 , 0 , 0 , 0 , 
1.92819 , -7.01789e-05 , 1.90294e-174 , 0 , 0 , 0 , 
1.92987 , -7.05304e-05 , 1.88263e-174 , 0 , 0 , 0 , 
1.93155 , -7.08837e-05 , 1.86133e-174 , 0 , 0 , 0 , 
1.93323 , -7.12388e-05 , 1.83902e-174 , 0 , 0 , 0 , 
1.93491 , -7.15955e-05 , 1.81571e-174 , 0 , 0 , 0 , 
1.9366 , -7.19541e-05 , 1.79138e-174 , 0 , 0 , 0 , 
1.93828 , -7.23144e-05 , 1.76604e-174 , 0 , 0 , 0 , 
1.93997 , -7.26765e-05 , 1.73966e-174 , 0 , 0 , 0 , 
1.94166 , -7.30404e-05 , 1.71225e-174 , 0 , 0 , 0 , 
1.94335 , -7.34061e-05 , 1.6838e-174 , 0 , 0 , 0 , 
1.94504 , -7.37736e-05 , 1.6543e-174 , 0 , 0 , 0 , 
1.94673 , -7.41429e-05 , 1.62375e-174 , 0 , 0 , 0 , 
1.94843 , -7.4514e-05 , 1.59213e-174 , 0 , 0 , 0 , 
1.95012 , -7.48869e-05 , 1.55944e-174 , 0 , 0 , 0 , 
1.95182 , -7.52617e-05 , 1.52568e-174 , 0 , 0 , 0 , 
1.95352 , -7.56384e-05 , 1.49083e-174 , 0 , 0 , 0 , 
1.95522 , -7.60169e-05 , 1.45489e-174 , 0 , 0 , 0 , 
1.95692 , -7.63972e-05 , 1.41785e-174 , 0 , 0 , 0 , 
1.95863 , -7.67795e-05 , 1.3797e-174 , 0 , 0 , 0 , 
1.96033 , -7.71636e-05 , 1.34044e-174 , 0 , 0 , 0 , 
1.96204 , -7.75496e-05 , 1.30006e-174 , 0 , 0 , 0 , 
1.96374 , -7.79376e-05 , 1.25855e-174 , 0 , 0 , 0 , 
1.96545 , -7.83274e-05 , 1.21591e-174 , 0 , 0 , 0 , 
1.96716 , -7.87192e-05 , 1.17213e-174 , 0 , 0 , 0 , 
1.96888 , -7.91129e-05 , 1.12719e-174 , 0 , 0 , 0 , 
1.97059 , -7.95085e-05 , 1.0811e-174 , 0 , 0 , 0 , 
1.97231 , -7.99061e-05 , 1.03384e-174 , 0 , 0 , 0 , 
1.97402 , -8.03057e-05 , 9.85404e-175 , 0 , 0 , 0 , 
1.97574 , -8.07072e-05 , 9.35792e-175 , 0 , 0 , 0 , 
1.97746 , -8.11107e-05 , 8.84992e-175 , 0 , 0 , 0 , 
1.97918 , -8.15162e-05 , 8.32997e-175 , 0 , 0 , 0 , 
1.9809 , -8.19237e-05 , 7.79798e-175 , 0 , 0 , 0 , 
1.98263 , -8.23332e-05 , 7.25389e-175 , 0 , 0 , 0 , 
1.98435 , -8.27447e-05 , 6.69761e-175 , 0 , 0 , 0 , 
1.98608 , -8.31583e-05 , 6.12906e-175 , 0 , 0 , 0 , 
1.98781 , -8.35738e-05 , 5.54818e-175 , 0 , 0 , 0 , 
1.98954 , -8.39915e-05 , 4.95488e-175 , 0 , 0 , 0 , 
1.99127 , -8.44112e-05 , 4.34908e-175 , 0 , 0 , 0 , 
1.99301 , -8.48329e-05 , 3.7307e-175 , 0 , 0 , 0 , 
1.99474 , -8.52567e-05 , 3.09967e-175 , 0 , 0 , 0 , 
1.99648 , -8.56827e-05 , 2.45591e-175 , 0 , 0 , 0 , 
1.99821 , -8.61107e-05 , 1.79933e-175 , 0 , 0 , 0 , 
1.99995 , -8.65408e-05 , 1.12986e-175 , 0 , 0 , 0 , 
2.00169 , -8.6973e-05 , 4.47422e-176 , 0 , 0 , 0 , 
2.00344 , -8.74074e-05 , -2.48075e-176 , 0 , 0 , 0 , 
2.00518 , -8.78439e-05 , -9.56706e-176 , 0 , 0 , 0 , 
2.00693 , -8.82825e-05 , -1.67855e-175 , 0 , 0 , 0 , 
2.00867 , -8.87233e-05 , -2.4137e-175 , 0 , 0 , 0 , 
2.01042 , -8.91663e-05 , -3.16222e-175 , 0 , 0 , 0 , 
2.01217 , -8.96115e-05 , -3.92421e-175 , 0 , 0 , 0 , 
2.01392 , -9.00588e-05 , -4.69973e-175 , 0 , 0 , 0 , 
2.01567 , -9.05083e-05 , -5.48889e-175 , 0 , 0 , 0 , 
2.01743 , -9.09601e-05 , -6.29175e-175 , 0 , 0 , 0 , 
2.01919 , -9.1414e-05 , -7.10841e-175 , 0 , 0 , 0 , 
2.02094 , -9.18702e-05 , -7.93894e-175 , 0 , 0 , 0 , 
2.0227 , -9.23287e-05 , -8.78343e-175 , 0 , 0 , 0 , 
2.02446 , -9.27894e-05 , -9.64197e-175 , 0 , 0 , 0 , 
2.02622 , -9.32523e-05 , -1.05146e-174 , 0 , 0 , 0 , 
2.02799 , -9.37175e-05 , -1.14015e-174 , 0 , 0 , 0 , 
2.02975 , -9.4185e-05 , -1.23027e-174 , 0 , 0 , 0 , 
2.03152 , -9.46548e-05 , -1.32183e-174 , 0 , 0 , 0 , 
2.03329 , -9.51269e-05 , -1.41483e-174 , 0 , 0 , 0 , 
2.03506 , -9.56013e-05 , -1.50929e-174 , 0 , 0 , 0 , 
2.03683 , -9.6078e-05 , -1.60521e-174 , 0 , 0 , 0 , 
2.0386 , -9.65571e-05 , -1.70261e-174 , 0 , 0 , 0 , 
2.04038 , -9.70385e-05 , -1.80149e-174 , 0 , 0 , 0 , 
2.04215 , -9.75223e-05 , -1.90186e-174 , 0 , 0 , 0 , 
2.04393 , -9.80084e-05 , -2.00373e-174 , 0 , 0 , 0 , 
2.04571 , -9.84969e-05 , -2.10711e-174 , 0 , 0 , 0 , 
2.04749 , -9.89878e-05 , -2.212e-174 , 0 , 0 , 0 , 
2.04927 , -9.94811e-05 , -2.31842e-174 , 0 , 0 , 0 , 
2.05106 , -9.99768e-05 , -2.42638e-174 , 0 , 0 , 0 , 
2.05284 , -0.000100475 , -2.53588e-174 , 0 , 0 , 0 , 
2.05463 , -0.000100976 , -2.64693e-174 , 0 , 0 , 0 , 
2.05642 , -0.000101479 , -2.75954e-174 , 0 , 0 , 0 , 
2.05821 , -0.000101984 , -2.87373e-174 , 0 , 0 , 0 , 
2.06 , -0.000102492 , -2.98949e-174 , 0 , 0 , 0 , 
2.06179 , -0.000103002 , -3.10685e-174 , 0 , 0 , 0 , 
2.06359 , -0.000103515 , -3.2258e-174 , 0 , 0 , 0 , 
2.06538 , -0.000104031 , -3.34636e-174 , 0 , 0 , 0 , 
2.06718 , -0.000104549 , -3.46854e-174 , 0 , 0 , 0 , 
2.06898 , -0.000105069 , -3.59235e-174 , 0 , 0 , 0 , 
2.07078 , -0.000105592 , -3.71779e-174 , 0 , 0 , 0 , 
2.07258 , -0.000106118 , -3.84487e-174 , 0 , 0 , 0 , 
2.07439 , -0.000106646 , -3.97361e-174 , 0 , 0 , 0 , 
2.07619 , -0.000107177 , -4.10402e-174 , 0 , 0 , 0 , 
2.078 , -0.00010771 , -4.23609e-174 , 0 , 0 , 0 , 
2.07981 , -0.000108246 , -4.36985e-174 , 0 , 0 , 0 , 
2.08162 , -0.000108784 , -4.5053e-174 , 0 , 0 , 0 , 
2.08343 , -0.000109325 , -4.64246e-174 , 0 , 0 , 0 , 
2.08524 , -0.000109869 , -4.78132e-174 , 0 , 0 , 0 , 
2.08706 , -0.000110415 , -4.92191e-174 , 0 , 0 , 0 , 
2.08888 , -0.000110964 , -5.0642e-174 , 0 , 0 , 0 , 
2.09069 , -0.000111516 , -5.2081e-174 , 0 , 0 , 0 , 
2.09251 , -0.00011207 , -5.35344e-174 , 0 , 0 , 0 , 
2.09433 , -0.000112627 , -5.50007e-174 , 0 , 0 , 0 , 
2.09616 , -0.000113187 , -5.64785e-174 , 0 , 0 , 0 , 
2.09798 , -0.00011375 , -5.79662e-174 , 0 , 0 , 0 , 
2.09981 , -0.000114315 , -5.94623e-174 , 0 , 0 , 0 , 
2.10164 , -0.000114883 , -6.09652e-174 , 0 , 0 , 0 , 
2.10347 , -0.000115453 , -6.24735e-174 , 0 , 0 , 0 , 
2.1053 , -0.000116027 , -6.39854e-174 , 0 , 0 , 0 , 
2.10713 , -0.000116603 , -6.54995e-174 , 0 , 0 , 0 , 
2.10896 , -0.000117182 , -6.70142e-174 , 0 , 0 , 0 , 
2.1108 , -0.000117764 , -6.8528e-174 , 0 , 0 , 0 , 
2.11264 , -0.000118349 , -7.00391e-174 , 0 , 0 , 0 , 
2.11447 , -0.000118937 , -7.15461e-174 , 0 , 0 , 0 , 
2.11631 , -0.000119527 , -7.30473e-174 , 0 , 0 , 0 , 
2.11816 , -0.00012012 , -7.45411e-174 , 0 , 0 , 0 , 
2.12 , -0.000120716 , -7.60259e-174 , 0 , 0 , 0 , 
2.12185 , -0.000121316 , -7.75e-174 , 0 , 0 , 0 , 
2.12369 , -0.000121918 , -7.89618e-174 , 0 , 0 , 0 , 
2.12554 , -0.000122523 , -8.04097e-174 , 0 , 0 , 0 , 
2.12739 , -0.00012313 , -8.1842e-174 , 0 , 0 , 0 , 
2.12924 , -0.000123741 , -8.3257e-174 , 0 , 0 , 0 , 
2.1311 , -0.000124355 , -8.46531e-174 , 0 , 0 , 0 , 
2.13295 , -0.000124972 , -8.60286e-174 , 0 , 0 , 0 , 
2.13481 , -0.000125592 , -8.73817e-174 , 0 , 0 , 0 , 
2.13667 , -0.000126214 , -8.87109e-174 , 0 , 0 , 0 , 
2.13853 , -0.00012684 , -9.00143e-174 , 0 , 0 , 0 , 
2.14039 , -0.000127469 , -9.12903e-174 , 0 , 0 , 0 , 
2.14225 , -0.000128101 , -9.25371e-174 , 0 , 0 , 0 , 
2.14411 , -0.000128736 , -9.3753e-174 , 0 , 0 , 0 , 
2.14598 , -0.000129374 , -9.49363e-174 , 0 , 0 , 0 , 
2.14785 , -0.000130015 , -9.60851e-174 , 0 , 0 , 0 , 
2.14972 , -0.000130659 , -9.71979e-174 , 0 , 0 , 0 , 
2.15159 , -0.000131307 , -9.82726e-174 , 0 , 0 , 0 , 
2.15346 , -0.000131957 , -9.93077e-174 , 0 , 0 , 0 , 
2.15534 , -0.000132611 , -1.00301e-173 , 0 , 0 , 0 , 
2.15721 , -0.000133268 , -1.01252e-173 , 0 , 0 , 0 , 
2.15909 , -0.000133928 , -1.02157e-173 , 0 , 0 , 0 , 
2.16097 , -0.000134592 , -1.03015e-173 , 0 , 0 , 0 , 
2.16285 , -0.000135258 , -1.03824e-173 , 0 , 0 , 0 , 
2.16473 , -0.000135928 , -1.04583e-173 , 0 , 0 , 0 , 
2.16662 , -0.000136601 , -1.0529e-173 , 0 , 0 , 0 , 
2.1685 , -0.000137277 , -1.05942e-173 , 0 , 0 , 0 , 
2.17039 , -0.000137957 , -1.06538e-173 , 0 , 0 , 0 , 
2.17228 , -0.00013864 , -1.07076e-173 , 0 , 0 , 0 , 
2.17417 , -0.000139326 , -1.07555e-173 , 0 , 0 , 0 , 
2.17606 , -0.000140015 , -1.07971e-173 , 0 , 0 , 0 , 
2.17796 , -0.000140708 , -1.08324e-173 , 0 , 0 , 0 , 
2.17985 , -0.000141404 , -1.08611e-173 , 0 , 0 , 0 , 
2.18175 , -0.000142104 , -1.08831e-173 , 0 , 0 , 0 , 
2.18365 , -0.000142807 , -1.08981e-173 , 0 , 0 , 0 , 
2.18555 , -0.000143513 , -1.0906e-173 , 0 , 0 , 0 , 
2.18745 , -0.000144223 , -1.09065e-173 , 0 , 0 , 0 , 
2.18936 , -0.000144936 , -1.08996e-173 , 0 , 0 , 0 , 
2.19126 , -0.000145653 , -1.08849e-173 , 0 , 0 , 0 , 
2.19317 , -0.000146373 , -1.08623e-173 , 0 , 0 , 0 , 
2.19508 , -0.000147097 , -1.08315e-173 , 0 , 0 , 0 , 
2.19699 , -0.000147824 , -1.07925e-173 , 0 , 0 , 0 , 
2.1989 , -0.000148555 , -1.07449e-173 , 0 , 0 , 0 , 
2.20082 , -0.000149289 , -1.06886e-173 , 0 , 0 , 0 , 
2.20273 , -0.000150027 , -1.06234e-173 , 0 , 0 , 0 , 
2.20465 , -0.000150768 , -1.05491e-173 , 0 , 0 , 0 , 
2.20657 , -0.000151513 , -1.04654e-173 , 0 , 0 , 0 , 
2.20849 , -0.000152262 , -1.03722e-173 , 0 , 0 , 0 , 
2.21041 , -0.000153014 , -1.02693e-173 , 0 , 0 , 0 , 
2.21233 , -0.00015377 , -1.01564e-173 , 0 , 0 , 0 , 
2.21426 , -0.000154529 , -1.00333e-173 , 0 , 0 , 0 , 
2.21619 , -0.000155292 , -9.89992e-174 , 0 , 0 , 0 , 
2.21812 , -0.000156059 , -9.75592e-174 , 0 , 0 , 0 , 
2.22005 , -0.000156829 , -9.60114e-174 , 0 , 0 , 0 , 
2.22198 , -0.000157604 , -9.43535e-174 , 0 , 0 , 0 , 
2.22391 , -0.000158382 , -9.25835e-174 , 0 , 0 , 0 , 
2.22585 , -0.000159163 , -9.06992e-174 , 0 , 0 , 0 , 
2.22779 , -0.000159949 , -8.86984e-174 , 0 , 0 , 0 , 
2.22973 , -0.000160738 , -8.65791e-174 , 0 , 0 , 0 , 
2.23167 , -0.000161531 , -8.43389e-174 , 0 , 0 , 0 , 
2.23361 , -0.000162328 , -8.19758e-174 , 0 , 0 , 0 , 
2.23555 , -0.000163129 , -7.94876e-174 , 0 , 0 , 0 , 
2.2375 , -0.000163934 , -7.68719e-174 , 0 , 0 , 0 , 
2.23945 , -0.000164742 , -7.41267e-174 , 0 , 0 , 0 , 
2.2414 , -0.000165554 , -7.12496e-174 , 0 , 0 , 0 , 
2.24335 , -0.000166371 , -6.82385e-174 , 0 , 0 , 0 , 
2.2453 , -0.000167191 , -6.50911e-174 , 0 , 0 , 0 , 
2.24725 , -0.000168015 , -6.18051e-174 , 0 , 0 , 0 , 
2.24921 , -0.000168843 , -5.83783e-174 , 0 , 0 , 0 , 
2.25117 , -0.000169675 , -5.48084e-174 , 0 , 0 , 0 , 
2.25313 , -0.000170512 , -5.1093e-174 , 0 , 0 , 0 , 
2.25509 , -0.000171352 , -4.723e-174 , 0 , 0 , 0 , 
2.25705 , -0.000172196 , -4.32169e-174 , 0 , 0 , 0 , 
2.25902 , -0.000173044 , -3.90515e-174 , 0 , 0 , 0 , 
2.26098 , -0.000173897 , -3.47314e-174 , 0 , 0 , 0 , 
2.26295 , -0.000174753 , -3.02543e-174 , 0 , 0 , 0 , 
2.26492 , -0.000175613 , -2.56178e-174 , 0 , 0 , 0 , 
2.26689 , -0.000176478 , -2.08195e-174 , 0 , 0 , 0 , 
2.26886 , -0.000177347 , -1.58572e-174 , 0 , 0 , 0 , 
2.27084 , -0.00017822 , -1.07283e-174 , 0 , 0 , 0 , 
2.27282 , -0.000179097 , -5.43044e-175 , 0 , 0 , 0 , 
2.27479 , -0.000179978 , 3.87143e-177 , 0 , 0 , 0 , 
2.27677 , -0.000180864 , 5.68163e-175 , 0 , 0 , 0 , 
2.27876 , -0.000181754 , 1.15007e-174 , 0 , 0 , 0 , 
2.28074 , -0.000182648 , 1.74985e-174 , 0 , 0 , 0 , 
2.28272 , -0.000183546 , 2.36773e-174 , 0 , 0 , 0 , 
2.28471 , -0.000184449 , 3.00394e-174 , 0 , 0 , 0 , 
2.2867 , -0.000185356 , 3.65818e-174 , 0 , 0 , 0 , 
2.28869 , -0.000186267 , 4.32971e-174 , 0 , 0 , 0 , 
2.29068 , -0.000187183 , 5.01776e-174 , 0 , 0 , 0 , 
2.29268 , -0.000188103 , 5.72158e-174 , 0 , 0 , 0 , 
2.29467 , -0.000189027 , 6.44039e-174 , 0 , 0 , 0 , 
2.29667 , -0.000189956 , 7.17343e-174 , 0 , 0 , 0 , 
2.29867 , -0.00019089 , 7.91992e-174 , 0 , 0 , 0 , 
2.30067 , -0.000191827 , 8.67908e-174 , 0 , 0 , 0 , 
2.30267 , -0.00019277 , 9.45012e-174 , 0 , 0 , 0 , 
2.30468 , -0.000193716 , 1.02323e-173 , 0 , 0 , 0 , 
2.30668 , -0.000194668 , 1.10247e-173 , 0 , 0 , 0 , 
2.30869 , -0.000195624 , 1.18266e-173 , 0 , 0 , 0 , 
2.3107 , -0.000196584 , 1.26373e-173 , 0 , 0 , 0 , 
2.31271 , -0.000197549 , 1.34559e-173 , 0 , 0 , 0 , 
2.31472 , -0.000198519 , 1.42815e-173 , 0 , 0 , 0 , 
2.31674 , -0.000199493 , 1.51134e-173 , 0 , 0 , 0 , 
2.31875 , -0.000200472 , 1.59508e-173 , 0 , 0 , 0 , 
2.32077 , -0.000201456 , 1.67928e-173 , 0 , 0 , 0 , 
2.32279 , -0.000202444 , 1.76386e-173 , 0 , 0 , 0 , 
2.32481 , -0.000203437 , 1.84874e-173 , 0 , 0 , 0 , 
2.32684 , -0.000204435 , 1.93383e-173 , 0 , 0 , 0 , 
2.32886 , -0.000205438 , 2.01906e-173 , 0 , 0 , 0 , 
2.33089 , -0.000206445 , 2.10432e-173 , 0 , 0 , 0 , 
2.33292 , -0.000207457 , 2.18955e-173 , 0 , 0 , 0 , 
2.33495 , -0.000208474 , 2.27466e-173 , 0 , 0 , 0 , 
2.33698 , -0.000209496 , 2.35955e-173 , 0 , 0 , 0 , 
2.33902 , -0.000210523 , 2.44415e-173 , 0 , 0 , 0 , 
2.34105 , -0.000211555 , 2.52836e-173 , 0 , 0 , 0 , 
2.34309 , -0.000212591 , 2.61211e-173 , 0 , 0 , 0 , 
2.34513 , -0.000213633 , 2.69529e-173 , 0 , 0 , 0 , 
2.34717 , -0.00021468 , 2.77783e-173 , 0 , 0 , 0 , 
2.34921 , -0.000215731 , 2.85964e-173 , 0 , 0 , 0 , 
2.35126 , -0.000216788 , 2.94062e-173 , 0 , 0 , 0 , 
2.35331 , -0.000217849 , 3.02069e-173 , 0 , 0 , 0 , 
2.35535 , -0.000218916 , 3.09975e-173 , 0 , 0 , 0 , 
2.3574 , -0.000219988 , 3.17772e-173 , 0 , 0 , 0 , 
2.35946 , -0.000221065 , 3.25451e-173 , 0 , 0 , 0 , 
2.36151 , -0.000222147 , 3.33002e-173 , 0 , 0 , 0 , 
2.36357 , -0.000223234 , 3.40417e-173 , 0 , 0 , 0 , 
2.36562 , -0.000224327 , 3.47686e-173 , 0 , 0 , 0 , 
2.36768 , -0.000225424 , 3.54799e-173 , 0 , 0 , 0 , 
2.36974 , -0.000226527 , 3.61748e-173 , 0 , 0 , 0 , 
2.37181 , -0.000227636 , 3.68523e-173 , 0 , 0 , 0 , 
2.37387 , -0.000228749 , 3.75115e-173 , 0 , 0 , 0 , 
2.37594 , -0.000229868 , 3.81514e-173 , 0 , 0 , 0 , 
2.378 , -0.000230992 , 3.87711e-173 , 0 , 0 , 0 , 
2.38007 , -0.000232121 , 3.93696e-173 , 0 , 0 , 0 , 
2.38215 , -0.000233256 , 3.9946e-173 , 0 , 0 , 0 , 
2.38422 , -0.000234397 , 4.04992e-173 , 0 , 0 , 0 , 
2.38629 , -0.000235542 , 4.10284e-173 , 0 , 0 , 0 , 
2.38837 , -0.000236693 , 4.15326e-173 , 0 , 0 , 0 , 
2.39045 , -0.00023785 , 4.20107e-173 , 0 , 0 , 0 , 
2.39253 , -0.000239012 , 4.24618e-173 , 0 , 0 , 0 , 
2.39461 , -0.00024018 , 4.28849e-173 , 0 , 0 , 0 , 
2.3967 , -0.000241353 , 4.3279e-173 , 0 , 0 , 0 , 
2.39878 , -0.000242532 , 4.36432e-173 , 0 , 0 , 0 , 
2.40087 , -0.000243717 , 4.39763e-173 , 0 , 0 , 0 , 
2.40296 , -0.000244907 , 4.42774e-173 , 0 , 0 , 0 , 
2.40505 , -0.000246102 , 4.45455e-173 , 0 , 0 , 0 , 
2.40715 , -0.000247304 , 4.47796e-173 , 0 , 0 , 0 , 
2.40924 , -0.000248511 , 4.49786e-173 , 0 , 0 , 0 , 
2.41134 , -0.000249724 , 4.51415e-173 , 0 , 0 , 0 , 
2.41344 , -0.000250943 , 4.52672e-173 , 0 , 0 , 0 , 
2.41554 , -0.000252167 , 4.53548e-173 , 0 , 0 , 0 , 
2.41764 , -0.000253397 , 4.54032e-173 , 0 , 0 , 0 , 
2.41975 , -0.000254633 , 4.54113e-173 , 0 , 0 , 0 , 
2.42185 , -0.000255875 , 4.53781e-173 , 0 , 0 , 0 , 
2.42396 , -0.000257123 , 4.53026e-173 , 0 , 0 , 0 , 
2.42607 , -0.000258377 , 4.51836e-173 , 0 , 0 , 0 , 
2.42818 , -0.000259637 , 4.502e-173 , 0 , 0 , 0 , 
2.43029 , -0.000260903 , 4.48109e-173 , 0 , 0 , 0 , 
2.43241 , -0.000262174 , 4.45551e-173 , 0 , 0 , 0 , 
2.43453 , -0.000263452 , 4.42516e-173 , 0 , 0 , 0 , 
2.43665 , -0.000264736 , 4.38992e-173 , 0 , 0 , 0 , 
2.43877 , -0.000266026 , 4.34969e-173 , 0 , 0 , 0 , 
2.44089 , -0.000267322 , 4.30435e-173 , 0 , 0 , 0 , 
2.44301 , -0.000268624 , 4.25379e-173 , 0 , 0 , 0 , 
2.44514 , -0.000269933 , 4.19791e-173 , 0 , 0 , 0 , 
2.44727 , -0.000271247 , 4.13659e-173 , 0 , 0 , 0 , 
2.4494 , -0.000272568 , 4.06972e-173 , 0 , 0 , 0 , 
2.45153 , -0.000273895 , 3.99719e-173 , 0 , 0 , 0 , 
2.45366 , -0.000275228 , 3.91888e-173 , 0 , 0 , 0 , 
2.4558 , -0.000276568 , 3.83468e-173 , 0 , 0 , 0 , 
2.45794 , -0.000277914 , 3.74447e-173 , 0 , 0 , 0 , 
2.46008 , -0.000279266 , 3.64814e-173 , 0 , 0 , 0 , 
2.46222 , -0.000280625 , 3.54557e-173 , 0 , 0 , 0 , 
