k , Pk , 
0.00440062 , 12953.4 , 
0.00440445 , 12961.1 , 
0.00440828 , 12968.7 , 
0.00441212 , 12976.4 , 
0.00441596 , 12984 , 
0.00441981 , 12991.7 , 
0.00442365 , 12999.3 , 
0.0044275 , 13007 , 
0.00443136 , 13014.6 , 
0.00443521 , 13022.3 , 
0.00443907 , 13029.9 , 
0.00444294 , 13037.6 , 
0.00444681 , 13045.3 , 
0.00445068 , 13052.9 , 
0.00445455 , 13060.6 , 
0.00445843 , 13068.2 , 
0.00446231 , 13075.9 , 
0.00446619 , 13083.6 , 
0.00447008 , 13091.2 , 
0.00447397 , 13098.9 , 
0.00447787 , 13106.6 , 
0.00448176 , 13114.3 , 
0.00448566 , 13121.9 , 
0.00448957 , 13129.6 , 
0.00449348 , 13137.3 , 
0.00449739 , 13144.9 , 
0.0045013 , 13152.6 , 
0.00450522 , 13160.3 , 
0.00450914 , 13168 , 
0.00451307 , 13175.7 , 
0.00451699 , 13183.3 , 
0.00452093 , 13191 , 
0.00452486 , 13198.7 , 
0.0045288 , 13206.4 , 
0.00453274 , 13214.1 , 
0.00453669 , 13221.8 , 
0.00454064 , 13229.4 , 
0.00454459 , 13237.1 , 
0.00454854 , 13244.8 , 
0.0045525 , 13252.5 , 
0.00455647 , 13260.2 , 
0.00456043 , 13267.9 , 
0.0045644 , 13275.6 , 
0.00456837 , 13283.3 , 
0.00457235 , 13291 , 
0.00457633 , 13298.7 , 
0.00458031 , 13306.4 , 
0.0045843 , 13314.1 , 
0.00458829 , 13321.8 , 
0.00459228 , 13329.5 , 
0.00459628 , 13337.2 , 
0.00460028 , 13344.9 , 
0.00460429 , 13352.6 , 
0.00460829 , 13360.3 , 
0.0046123 , 13368 , 
0.00461632 , 13375.7 , 
0.00462034 , 13383.4 , 
0.00462436 , 13391.1 , 
0.00462838 , 13398.8 , 
0.00463241 , 13406.5 , 
0.00463645 , 13414.2 , 
0.00464048 , 13421.9 , 
0.00464452 , 13429.7 , 
0.00464856 , 13437.4 , 
0.00465261 , 13445.1 , 
0.00465666 , 13452.8 , 
0.00466071 , 13460.5 , 
0.00466477 , 13468.2 , 
0.00466883 , 13475.9 , 
0.00467289 , 13483.7 , 
0.00467696 , 13491.4 , 
0.00468103 , 13499.1 , 
0.00468511 , 13506.8 , 
0.00468918 , 13514.5 , 
0.00469326 , 13522.3 , 
0.00469735 , 13530 , 
0.00470144 , 13537.7 , 
0.00470553 , 13545.4 , 
0.00470963 , 13553.2 , 
0.00471373 , 13560.9 , 
0.00471783 , 13568.6 , 
0.00472194 , 13576.4 , 
0.00472605 , 13584.1 , 
0.00473016 , 13591.8 , 
0.00473428 , 13599.5 , 
0.0047384 , 13607.3 , 
0.00474252 , 13615 , 
0.00474665 , 13622.7 , 
0.00475078 , 13630.5 , 
0.00475492 , 13638.2 , 
0.00475905 , 13645.9 , 
0.0047632 , 13653.7 , 
0.00476734 , 13661.4 , 
0.00477149 , 13669.1 , 
0.00477565 , 13676.9 , 
0.0047798 , 13684.6 , 
0.00478396 , 13692.4 , 
0.00478813 , 13700.1 , 
0.00479229 , 13707.8 , 
0.00479647 , 13715.6 , 
0.00480064 , 13723.3 , 
0.00480482 , 13731.1 , 
0.004809 , 13738.8 , 
0.00481319 , 13746.6 , 
0.00481738 , 13754.3 , 
0.00482157 , 13762 , 
0.00482577 , 13769.8 , 
0.00482997 , 13777.5 , 
0.00483417 , 13785.3 , 
0.00483838 , 13793 , 
0.00484259 , 13800.8 , 
0.00484681 , 13808.5 , 
0.00485102 , 13816.3 , 
0.00485525 , 13824 , 
0.00485947 , 13831.8 , 
0.0048637 , 13839.5 , 
0.00486794 , 13847.3 , 
0.00487217 , 13855 , 
0.00487641 , 13862.8 , 
0.00488066 , 13870.5 , 
0.00488491 , 13878.3 , 
0.00488916 , 13886 , 
0.00489341 , 13893.8 , 
0.00489767 , 13901.5 , 
0.00490194 , 13909.3 , 
0.0049062 , 13917 , 
0.00491047 , 13924.8 , 
0.00491475 , 13932.6 , 
0.00491903 , 13940.3 , 
0.00492331 , 13948.1 , 
0.00492759 , 13955.8 , 
0.00493188 , 13963.6 , 
0.00493617 , 13971.3 , 
0.00494047 , 13979.1 , 
0.00494477 , 13986.9 , 
0.00494908 , 13994.6 , 
0.00495338 , 14002.4 , 
0.00495769 , 14010.1 , 
0.00496201 , 14017.9 , 
0.00496633 , 14025.7 , 
0.00497065 , 14033.4 , 
0.00497498 , 14041.2 , 
0.00497931 , 14049 , 
0.00498364 , 14056.7 , 
0.00498798 , 14064.5 , 
0.00499232 , 14072.2 , 
0.00499667 , 14080 , 
0.00500102 , 14087.8 , 
0.00500537 , 14095.5 , 
0.00500973 , 14103.3 , 
0.00501409 , 14111.1 , 
0.00501845 , 14118.8 , 
0.00502282 , 14126.6 , 
0.00502719 , 14134.4 , 
0.00503157 , 14142.1 , 
0.00503595 , 14149.9 , 
0.00504033 , 14157.7 , 
0.00504472 , 14165.4 , 
0.00504911 , 14173.2 , 
0.0050535 , 14180.9 , 
0.0050579 , 14188.7 , 
0.0050623 , 14196.5 , 
0.00506671 , 14204.3 , 
0.00507112 , 14212 , 
0.00507553 , 14219.8 , 
0.00507995 , 14227.6 , 
0.00508437 , 14235.3 , 
0.0050888 , 14243.1 , 
0.00509323 , 14250.9 , 
0.00509766 , 14258.6 , 
0.0051021 , 14266.4 , 
0.00510654 , 14274.2 , 
0.00511099 , 14281.9 , 
0.00511543 , 14289.7 , 
0.00511989 , 14297.5 , 
0.00512434 , 14305.2 , 
0.0051288 , 14313 , 
0.00513327 , 14320.8 , 
0.00513774 , 14328.5 , 
0.00514221 , 14336.3 , 
0.00514668 , 14344.1 , 
0.00515116 , 14351.9 , 
0.00515565 , 14359.6 , 
0.00516013 , 14367.4 , 
0.00516463 , 14375.2 , 
0.00516912 , 14382.9 , 
0.00517362 , 14390.7 , 
0.00517812 , 14398.5 , 
0.00518263 , 14406.2 , 
0.00518714 , 14414 , 
0.00519166 , 14421.8 , 
0.00519618 , 14429.5 , 
0.0052007 , 14437.3 , 
0.00520523 , 14445.1 , 
0.00520976 , 14452.9 , 
0.00521429 , 14460.6 , 
0.00521883 , 14468.4 , 
0.00522337 , 14476.2 , 
0.00522792 , 14483.9 , 
0.00523247 , 14491.7 , 
0.00523702 , 14499.5 , 
0.00524158 , 14507.2 , 
0.00524614 , 14515 , 
0.00525071 , 14522.8 , 
0.00525528 , 14530.5 , 
0.00525986 , 14538.3 , 
0.00526443 , 14546.1 , 
0.00526902 , 14553.8 , 
0.0052736 , 14561.6 , 
0.00527819 , 14569.4 , 
0.00528279 , 14577.2 , 
0.00528738 , 14584.9 , 
0.00529199 , 14592.7 , 
0.00529659 , 14600.5 , 
0.0053012 , 14608.2 , 
0.00530582 , 14616 , 
0.00531044 , 14623.7 , 
0.00531506 , 14631.5 , 
0.00531968 , 14639.3 , 
0.00532431 , 14647 , 
0.00532895 , 14654.8 , 
0.00533359 , 14662.6 , 
0.00533823 , 14670.3 , 
0.00534288 , 14678.1 , 
0.00534753 , 14685.9 , 
0.00535218 , 14693.6 , 
0.00535684 , 14701.4 , 
0.0053615 , 14709.2 , 
0.00536617 , 14716.9 , 
0.00537084 , 14724.7 , 
0.00537552 , 14732.4 , 
0.00538019 , 14740.2 , 
0.00538488 , 14748 , 
0.00538956 , 14755.7 , 
0.00539426 , 14763.5 , 
0.00539895 , 14771.2 , 
0.00540365 , 14779 , 
0.00540835 , 14786.8 , 
0.00541306 , 14794.5 , 
0.00541777 , 14802.3 , 
0.00542249 , 14810 , 
0.00542721 , 14817.8 , 
0.00543193 , 14825.6 , 
0.00543666 , 14833.3 , 
0.00544139 , 14841.1 , 
0.00544613 , 14848.8 , 
0.00545087 , 14856.6 , 
0.00545561 , 14864.3 , 
0.00546036 , 14872.1 , 
0.00546512 , 14879.8 , 
0.00546987 , 14887.6 , 
0.00547463 , 14895.3 , 
0.0054794 , 14903.1 , 
0.00548417 , 14910.8 , 
0.00548894 , 14918.6 , 
0.00549372 , 14926.3 , 
0.0054985 , 14934.1 , 
0.00550329 , 14941.8 , 
0.00550808 , 14949.6 , 
0.00551287 , 14957.3 , 
0.00551767 , 14965.1 , 
0.00552247 , 14972.8 , 
0.00552728 , 14980.6 , 
0.00553209 , 14988.3 , 
0.00553691 , 14996.1 , 
0.00554172 , 15003.8 , 
0.00554655 , 15011.5 , 
0.00555138 , 15019.3 , 
0.00555621 , 15027 , 
0.00556104 , 15034.8 , 
0.00556588 , 15042.5 , 
0.00557073 , 15050.3 , 
0.00557558 , 15058 , 
0.00558043 , 15065.7 , 
0.00558529 , 15073.5 , 
0.00559015 , 15081.2 , 
0.00559502 , 15088.9 , 
0.00559989 , 15096.7 , 
0.00560476 , 15104.4 , 
0.00560964 , 15112.1 , 
0.00561452 , 15119.9 , 
0.00561941 , 15127.6 , 
0.0056243 , 15135.3 , 
0.0056292 , 15143.1 , 
0.0056341 , 15150.8 , 
0.005639 , 15158.5 , 
0.00564391 , 15166.3 , 
0.00564882 , 15174 , 
0.00565374 , 15181.7 , 
0.00565866 , 15189.4 , 
0.00566358 , 15197.2 , 
0.00566851 , 15204.9 , 
0.00567345 , 15212.6 , 
0.00567839 , 15220.3 , 
0.00568333 , 15228 , 
0.00568827 , 15235.8 , 
0.00569323 , 15243.5 , 
0.00569818 , 15251.2 , 
0.00570314 , 15258.9 , 
0.00570811 , 15266.6 , 
0.00571307 , 15274.4 , 
0.00571805 , 15282.1 , 
0.00572302 , 15289.8 , 
0.005728 , 15297.5 , 
0.00573299 , 15305.2 , 
0.00573798 , 15312.9 , 
0.00574298 , 15320.6 , 
0.00574797 , 15328.3 , 
0.00575298 , 15336 , 
0.00575798 , 15343.7 , 
0.005763 , 15351.4 , 
0.00576801 , 15359.1 , 
0.00577303 , 15366.9 , 
0.00577806 , 15374.6 , 
0.00578309 , 15382.3 , 
0.00578812 , 15390 , 
0.00579316 , 15397.6 , 
0.0057982 , 15405.3 , 
0.00580325 , 15413 , 
0.0058083 , 15420.7 , 
0.00581336 , 15428.4 , 
0.00581842 , 15436.1 , 
0.00582348 , 15443.8 , 
0.00582855 , 15451.5 , 
0.00583362 , 15459.2 , 
0.0058387 , 15466.9 , 
0.00584378 , 15474.6 , 
0.00584887 , 15482.3 , 
0.00585396 , 15489.9 , 
0.00585905 , 15497.6 , 
0.00586415 , 15505.3 , 
0.00586926 , 15513 , 
0.00587437 , 15520.7 , 
0.00587948 , 15528.3 , 
0.0058846 , 15536 , 
0.00588972 , 15543.7 , 
0.00589485 , 15551.4 , 
0.00589998 , 15559 , 
0.00590511 , 15566.7 , 
0.00591025 , 15574.4 , 
0.0059154 , 15582 , 
0.00592055 , 15589.7 , 
0.0059257 , 15597.4 , 
0.00593086 , 15605 , 
0.00593602 , 15612.7 , 
0.00594119 , 15620.4 , 
0.00594636 , 15628 , 
0.00595153 , 15635.7 , 
0.00595671 , 15643.3 , 
0.0059619 , 15651 , 
0.00596709 , 15658.6 , 
0.00597228 , 15666.3 , 
0.00597748 , 15673.9 , 
0.00598268 , 15681.6 , 
0.00598789 , 15689.2 , 
0.0059931 , 15696.9 , 
0.00599832 , 15704.5 , 
0.00600354 , 15712.2 , 
0.00600877 , 15719.8 , 
0.006014 , 15727.5 , 
0.00601923 , 15735.1 , 
0.00602447 , 15742.7 , 
0.00602971 , 15750.4 , 
0.00603496 , 15758 , 
0.00604022 , 15765.6 , 
0.00604547 , 15773.3 , 
0.00605073 , 15780.9 , 
0.006056 , 15788.5 , 
0.00606127 , 15796.1 , 
0.00606655 , 15803.8 , 
0.00607183 , 15811.4 , 
0.00607711 , 15819 , 
0.0060824 , 15826.6 , 
0.0060877 , 15834.2 , 
0.006093 , 15841.9 , 
0.0060983 , 15849.5 , 
0.00610361 , 15857.1 , 
0.00610892 , 15864.7 , 
0.00611424 , 15872.3 , 
0.00611956 , 15879.9 , 
0.00612489 , 15887.5 , 
0.00613022 , 15895.1 , 
0.00613555 , 15902.7 , 
0.00614089 , 15910.3 , 
0.00614624 , 15917.9 , 
0.00615159 , 15925.5 , 
0.00615694 , 15933.1 , 
0.0061623 , 15940.7 , 
0.00616767 , 15948.3 , 
0.00617303 , 15955.9 , 
0.00617841 , 15963.5 , 
0.00618379 , 15971.1 , 
0.00618917 , 15978.6 , 
0.00619456 , 15986.2 , 
0.00619995 , 15993.8 , 
0.00620534 , 16001.4 , 
0.00621074 , 16009 , 
0.00621615 , 16016.5 , 
0.00622156 , 16024.1 , 
0.00622698 , 16031.7 , 
0.0062324 , 16039.2 , 
0.00623782 , 16046.8 , 
0.00624325 , 16054.4 , 
0.00624869 , 16061.9 , 
0.00625412 , 16069.5 , 
0.00625957 , 16077.1 , 
0.00626502 , 16084.6 , 
0.00627047 , 16092.2 , 
0.00627593 , 16099.7 , 
0.00628139 , 16107.3 , 
0.00628686 , 16114.8 , 
0.00629233 , 16122.4 , 
0.00629781 , 16129.9 , 
0.00630329 , 16137.4 , 
0.00630878 , 16145 , 
0.00631427 , 16152.5 , 
0.00631976 , 16160.1 , 
0.00632526 , 16167.6 , 
0.00633077 , 16175.1 , 
0.00633628 , 16182.6 , 
0.00634179 , 16190.2 , 
0.00634731 , 16197.7 , 
0.00635284 , 16205.2 , 
0.00635837 , 16212.7 , 
0.0063639 , 16220.3 , 
0.00636944 , 16227.8 , 
0.00637499 , 16235.3 , 
0.00638054 , 16242.8 , 
0.00638609 , 16250.3 , 
0.00639165 , 16257.8 , 
0.00639721 , 16265.3 , 
0.00640278 , 16272.8 , 
0.00640835 , 16280.3 , 
0.00641393 , 16287.8 , 
0.00641951 , 16295.3 , 
0.0064251 , 16302.8 , 
0.00643069 , 16310.3 , 
0.00643629 , 16317.8 , 
0.00644189 , 16325.3 , 
0.0064475 , 16332.7 , 
0.00645311 , 16340.2 , 
0.00645873 , 16347.7 , 
0.00646435 , 16355.2 , 
0.00646998 , 16362.6 , 
0.00647561 , 16370.1 , 
0.00648125 , 16377.6 , 
0.00648689 , 16385 , 
0.00649253 , 16392.5 , 
0.00649818 , 16400 , 
0.00650384 , 16407.4 , 
0.0065095 , 16414.9 , 
0.00651517 , 16422.3 , 
0.00652084 , 16429.8 , 
0.00652651 , 16437.2 , 
0.0065322 , 16444.7 , 
0.00653788 , 16452.1 , 
0.00654357 , 16459.6 , 
0.00654927 , 16467 , 
0.00655497 , 16474.4 , 
0.00656067 , 16481.9 , 
0.00656638 , 16489.3 , 
0.0065721 , 16496.7 , 
0.00657782 , 16504.1 , 
0.00658355 , 16511.6 , 
0.00658928 , 16519 , 
0.00659501 , 16526.4 , 
0.00660075 , 16533.8 , 
0.0066065 , 16541.2 , 
0.00661225 , 16548.6 , 
0.006618 , 16556 , 
0.00662376 , 16563.4 , 
0.00662953 , 16570.8 , 
0.0066353 , 16578.2 , 
0.00664107 , 16585.6 , 
0.00664686 , 16593 , 
0.00665264 , 16600.4 , 
0.00665843 , 16607.8 , 
0.00666423 , 16615.2 , 
0.00667003 , 16622.6 , 
0.00667583 , 16629.9 , 
0.00668164 , 16637.3 , 
0.00668746 , 16644.7 , 
0.00669328 , 16652.1 , 
0.00669911 , 16659.4 , 
0.00670494 , 16666.8 , 
0.00671077 , 16674.1 , 
0.00671661 , 16681.5 , 
0.00672246 , 16688.9 , 
0.00672831 , 16696.2 , 
0.00673417 , 16703.6 , 
0.00674003 , 16710.9 , 
0.0067459 , 16718.2 , 
0.00675177 , 16725.6 , 
0.00675765 , 16732.9 , 
0.00676353 , 16740.3 , 
0.00676941 , 16747.6 , 
0.00677531 , 16754.9 , 
0.0067812 , 16762.2 , 
0.00678711 , 16769.6 , 
0.00679301 , 16776.9 , 
0.00679893 , 16784.2 , 
0.00680485 , 16791.5 , 
0.00681077 , 16798.8 , 
0.0068167 , 16806.1 , 
0.00682263 , 16813.4 , 
0.00682857 , 16820.7 , 
0.00683451 , 16828 , 
0.00684046 , 16835.3 , 
0.00684641 , 16842.6 , 
0.00685237 , 16849.9 , 
0.00685834 , 16857.2 , 
0.00686431 , 16864.4 , 
0.00687028 , 16871.7 , 
0.00687626 , 16879 , 
0.00688225 , 16886.3 , 
0.00688824 , 16893.5 , 
0.00689423 , 16900.8 , 
0.00690024 , 16908.1 , 
0.00690624 , 16915.3 , 
0.00691225 , 16922.6 , 
0.00691827 , 16929.8 , 
0.00692429 , 16937.1 , 
0.00693032 , 16944.3 , 
0.00693635 , 16951.6 , 
0.00694239 , 16958.8 , 
0.00694843 , 16966 , 
0.00695448 , 16973.3 , 
0.00696053 , 16980.5 , 
0.00696659 , 16987.7 , 
0.00697265 , 16994.9 , 
0.00697872 , 17002.1 , 
0.0069848 , 17009.4 , 
0.00699088 , 17016.6 , 
0.00699696 , 17023.8 , 
0.00700305 , 17031 , 
0.00700915 , 17038.2 , 
0.00701525 , 17045.4 , 
0.00702136 , 17052.6 , 
0.00702747 , 17059.8 , 
0.00703358 , 17066.9 , 
0.00703971 , 17074.1 , 
0.00704583 , 17081.3 , 
0.00705197 , 17088.5 , 
0.0070581 , 17095.6 , 
0.00706425 , 17102.8 , 
0.0070704 , 17110 , 
0.00707655 , 17117.1 , 
0.00708271 , 17124.3 , 
0.00708888 , 17131.4 , 
0.00709505 , 17138.6 , 
0.00710122 , 17145.7 , 
0.0071074 , 17152.9 , 
0.00711359 , 17160 , 
0.00711978 , 17167.2 , 
0.00712598 , 17174.3 , 
0.00713218 , 17181.4 , 
0.00713839 , 17188.5 , 
0.0071446 , 17195.6 , 
0.00715082 , 17202.8 , 
0.00715704 , 17209.9 , 
0.00716327 , 17217 , 
0.00716951 , 17224.1 , 
0.00717575 , 17231.2 , 
0.007182 , 17238.3 , 
0.00718825 , 17245.4 , 
0.0071945 , 17252.5 , 
0.00720077 , 17259.5 , 
0.00720703 , 17266.6 , 
0.00721331 , 17273.7 , 
0.00721959 , 17280.8 , 
0.00722587 , 17287.8 , 
0.00723216 , 17294.9 , 
0.00723845 , 17302 , 
0.00724475 , 17309 , 
0.00725106 , 17316.1 , 
0.00725737 , 17323.1 , 
0.00726369 , 17330.2 , 
0.00727001 , 17337.2 , 
0.00727634 , 17344.3 , 
0.00728267 , 17351.3 , 
0.00728901 , 17358.3 , 
0.00729536 , 17365.3 , 
0.00730171 , 17372.4 , 
0.00730806 , 17379.4 , 
0.00731442 , 17386.4 , 
0.00732079 , 17393.4 , 
0.00732716 , 17400.4 , 
0.00733354 , 17407.4 , 
0.00733992 , 17414.4 , 
0.00734631 , 17421.4 , 
0.00735271 , 17428.4 , 
0.00735911 , 17435.4 , 
0.00736551 , 17442.3 , 
0.00737192 , 17449.3 , 
0.00737834 , 17456.3 , 
0.00738476 , 17463.2 , 
0.00739119 , 17470.2 , 
0.00739762 , 17477.2 , 
0.00740406 , 17484.1 , 
0.00741051 , 17491.1 , 
0.00741696 , 17498 , 
0.00742341 , 17505 , 
0.00742987 , 17511.9 , 
0.00743634 , 17518.8 , 
0.00744281 , 17525.7 , 
0.00744929 , 17532.7 , 
0.00745578 , 17539.6 , 
0.00746226 , 17546.5 , 
0.00746876 , 17553.4 , 
0.00747526 , 17560.3 , 
0.00748177 , 17567.2 , 
0.00748828 , 17574.1 , 
0.0074948 , 17581 , 
0.00750132 , 17587.9 , 
0.00750785 , 17594.8 , 
0.00751439 , 17601.7 , 
0.00752093 , 17608.5 , 
0.00752747 , 17615.4 , 
0.00753402 , 17622.3 , 
0.00754058 , 17629.1 , 
0.00754715 , 17636 , 
0.00755372 , 17642.8 , 
0.00756029 , 17649.7 , 
0.00756687 , 17656.5 , 
0.00757346 , 17663.3 , 
0.00758005 , 17670.2 , 
0.00758665 , 17677 , 
0.00759325 , 17683.8 , 
0.00759986 , 17690.6 , 
0.00760647 , 17697.5 , 
0.0076131 , 17704.3 , 
0.00761972 , 17711.1 , 
0.00762635 , 17717.9 , 
0.00763299 , 17724.7 , 
0.00763964 , 17731.5 , 
0.00764629 , 17738.2 , 
0.00765294 , 17745 , 
0.0076596 , 17751.8 , 
0.00766627 , 17758.6 , 
0.00767294 , 17765.3 , 
0.00767962 , 17772.1 , 
0.00768631 , 17778.8 , 
0.007693 , 17785.6 , 
0.00769969 , 17792.3 , 
0.00770639 , 17799.1 , 
0.0077131 , 17805.8 , 
0.00771982 , 17812.6 , 
0.00772653 , 17819.3 , 
0.00773326 , 17826 , 
0.00773999 , 17832.7 , 
0.00774673 , 17839.4 , 
0.00775347 , 17846.1 , 
0.00776022 , 17852.8 , 
0.00776697 , 17859.5 , 
0.00777374 , 17866.2 , 
0.0077805 , 17872.9 , 
0.00778727 , 17879.6 , 
0.00779405 , 17886.3 , 
0.00780084 , 17892.9 , 
0.00780763 , 17899.6 , 
0.00781442 , 17906.3 , 
0.00782122 , 17912.9 , 
0.00782803 , 17919.6 , 
0.00783485 , 17926.2 , 
0.00784166 , 17932.9 , 
0.00784849 , 17939.5 , 
0.00785532 , 17946.1 , 
0.00786216 , 17952.7 , 
0.007869 , 17959.4 , 
0.00787585 , 17966 , 
0.00788271 , 17972.6 , 
0.00788957 , 17979.2 , 
0.00789644 , 17985.8 , 
0.00790331 , 17992.4 , 
0.00791019 , 17999 , 
0.00791707 , 18005.6 , 
0.00792396 , 18012.1 , 
0.00793086 , 18018.7 , 
0.00793776 , 18025.3 , 
0.00794467 , 18031.8 , 
0.00795159 , 18038.4 , 
0.00795851 , 18044.9 , 
0.00796544 , 18051.5 , 
0.00797237 , 18058 , 
0.00797931 , 18064.6 , 
0.00798626 , 18071.1 , 
0.00799321 , 18077.6 , 
0.00800016 , 18084.1 , 
0.00800713 , 18090.6 , 
0.0080141 , 18097.1 , 
0.00802107 , 18103.6 , 
0.00802805 , 18110.1 , 
0.00803504 , 18116.6 , 
0.00804204 , 18123.1 , 
0.00804904 , 18129.6 , 
0.00805604 , 18136.1 , 
0.00806305 , 18142.5 , 
0.00807007 , 18149 , 
0.0080771 , 18155.4 , 
0.00808413 , 18161.9 , 
0.00809116 , 18168.3 , 
0.00809821 , 18174.8 , 
0.00810525 , 18181.2 , 
0.00811231 , 18187.6 , 
0.00811937 , 18194.1 , 
0.00812644 , 18200.5 , 
0.00813351 , 18206.9 , 
0.00814059 , 18213.3 , 
0.00814768 , 18219.7 , 
0.00815477 , 18226.1 , 
0.00816187 , 18232.5 , 
0.00816897 , 18238.9 , 
0.00817608 , 18245.2 , 
0.0081832 , 18251.6 , 
0.00819032 , 18258 , 
0.00819745 , 18264.3 , 
0.00820459 , 18270.7 , 
0.00821173 , 18277 , 
0.00821887 , 18283.4 , 
0.00822603 , 18289.7 , 
0.00823319 , 18296 , 
0.00824035 , 18302.3 , 
0.00824753 , 18308.7 , 
0.00825471 , 18315 , 
0.00826189 , 18321.3 , 
0.00826908 , 18327.6 , 
0.00827628 , 18333.9 , 
0.00828348 , 18340.2 , 
0.00829069 , 18346.4 , 
0.00829791 , 18352.7 , 
0.00830513 , 18359 , 
0.00831236 , 18365.2 , 
0.0083196 , 18371.5 , 
0.00832684 , 18377.7 , 
0.00833409 , 18384 , 
0.00834134 , 18390.2 , 
0.0083486 , 18396.5 , 
0.00835587 , 18402.7 , 
0.00836314 , 18408.9 , 
0.00837042 , 18415.1 , 
0.00837771 , 18421.3 , 
0.008385 , 18427.5 , 
0.0083923 , 18433.7 , 
0.0083996 , 18439.9 , 
0.00840691 , 18446.1 , 
0.00841423 , 18452.3 , 
0.00842155 , 18458.4 , 
0.00842888 , 18464.6 , 
0.00843622 , 18470.7 , 
0.00844356 , 18476.9 , 
0.00845091 , 18483 , 
0.00845827 , 18489.2 , 
0.00846563 , 18495.3 , 
0.008473 , 18501.4 , 
0.00848037 , 18507.5 , 
0.00848776 , 18513.7 , 
0.00849514 , 18519.8 , 
0.00850254 , 18525.9 , 
0.00850994 , 18531.9 , 
0.00851735 , 18538 , 
0.00852476 , 18544.1 , 
0.00853218 , 18550.2 , 
0.00853961 , 18556.2 , 
0.00854704 , 18562.3 , 
0.00855448 , 18568.4 , 
0.00856192 , 18574.4 , 
0.00856938 , 18580.4 , 
0.00857684 , 18586.5 , 
0.0085843 , 18592.5 , 
0.00859177 , 18598.5 , 
0.00859925 , 18604.5 , 
0.00860674 , 18610.5 , 
0.00861423 , 18616.5 , 
0.00862173 , 18622.5 , 
0.00862923 , 18628.5 , 
0.00863674 , 18634.5 , 
0.00864426 , 18640.5 , 
0.00865178 , 18646.4 , 
0.00865931 , 18652.4 , 
0.00866685 , 18658.3 , 
0.0086744 , 18664.3 , 
0.00868195 , 18670.2 , 
0.0086895 , 18676.2 , 
0.00869707 , 18682.1 , 
0.00870464 , 18688 , 
0.00871221 , 18693.9 , 
0.0087198 , 18699.8 , 
0.00872739 , 18705.7 , 
0.00873498 , 18711.6 , 
0.00874259 , 18717.5 , 
0.0087502 , 18723.4 , 
0.00875781 , 18729.2 , 
0.00876543 , 18735.1 , 
0.00877306 , 18740.9 , 
0.0087807 , 18746.8 , 
0.00878834 , 18752.6 , 
0.00879599 , 18758.5 , 
0.00880365 , 18764.3 , 
0.00881131 , 18770.1 , 
0.00881898 , 18775.9 , 
0.00882666 , 18781.7 , 
0.00883434 , 18787.5 , 
0.00884203 , 18793.3 , 
0.00884973 , 18799.1 , 
0.00885743 , 18804.9 , 
0.00886514 , 18810.7 , 
0.00887286 , 18816.4 , 
0.00888058 , 18822.2 , 
0.00888831 , 18827.9 , 
0.00889604 , 18833.7 , 
0.00890379 , 18839.4 , 
0.00891154 , 18845.1 , 
0.00891929 , 18850.8 , 
0.00892706 , 18856.6 , 
0.00893483 , 18862.3 , 
0.00894261 , 18868 , 
0.00895039 , 18873.6 , 
0.00895818 , 18879.3 , 
0.00896598 , 18885 , 
0.00897378 , 18890.7 , 
0.00898159 , 18896.3 , 
0.00898941 , 18902 , 
0.00899723 , 18907.6 , 
0.00900507 , 18913.3 , 
0.0090129 , 18918.9 , 
0.00902075 , 18924.5 , 
0.0090286 , 18930.1 , 
0.00903646 , 18935.7 , 
0.00904432 , 18941.3 , 
0.0090522 , 18946.9 , 
0.00906008 , 18952.5 , 
0.00906796 , 18958.1 , 
0.00907586 , 18963.7 , 
0.00908376 , 18969.2 , 
0.00909166 , 18974.8 , 
0.00909958 , 18980.3 , 
0.0091075 , 18985.9 , 
0.00911542 , 18991.4 , 
0.00912336 , 18996.9 , 
0.0091313 , 19002.4 , 
0.00913925 , 19008 , 
0.0091472 , 19013.5 , 
0.00915516 , 19018.9 , 
0.00916313 , 19024.4 , 
0.00917111 , 19029.9 , 
0.00917909 , 19035.4 , 
0.00918708 , 19040.8 , 
0.00919508 , 19046.3 , 
0.00920308 , 19051.7 , 
0.00921109 , 19057.2 , 
0.00921911 , 19062.6 , 
0.00922713 , 19068 , 
0.00923516 , 19073.4 , 
0.0092432 , 19078.9 , 
0.00925125 , 19084.3 , 
0.0092593 , 19089.6 , 
0.00926736 , 19095 , 
0.00927543 , 19100.4 , 
0.0092835 , 19105.8 , 
0.00929158 , 19111.1 , 
0.00929967 , 19116.5 , 
0.00930776 , 19121.8 , 
0.00931586 , 19127.2 , 
0.00932397 , 19132.5 , 
0.00933209 , 19137.8 , 
0.00934021 , 19143.1 , 
0.00934834 , 19148.4 , 
0.00935648 , 19153.7 , 
0.00936462 , 19159 , 
0.00937277 , 19164.3 , 
0.00938093 , 19169.6 , 
0.0093891 , 19174.8 , 
0.00939727 , 19180.1 , 
0.00940545 , 19185.3 , 
0.00941364 , 19190.6 , 
0.00942183 , 19195.8 , 
0.00943003 , 19201 , 
0.00943824 , 19206.2 , 
0.00944645 , 19211.4 , 
0.00945468 , 19216.6 , 
0.00946291 , 19221.8 , 
0.00947114 , 19227 , 
0.00947939 , 19232.2 , 
0.00948764 , 19237.3 , 
0.0094959 , 19242.5 , 
0.00950416 , 19247.6 , 
