k , Pk , 
0.000469136 , 1846.47 , 
0.000469544 , 1848 , 
0.000469953 , 1849.53 , 
0.000470362 , 1851.06 , 
0.000470771 , 1852.6 , 
0.000471181 , 1854.13 , 
0.000471591 , 1855.67 , 
0.000472001 , 1857.21 , 
0.000472412 , 1858.74 , 
0.000472824 , 1860.28 , 
0.000473235 , 1861.83 , 
0.000473647 , 1863.37 , 
0.000474059 , 1864.91 , 
0.000474472 , 1866.46 , 
0.000474885 , 1868 , 
0.000475298 , 1869.55 , 
0.000475712 , 1871.1 , 
0.000476126 , 1872.65 , 
0.00047654 , 1874.2 , 
0.000476955 , 1875.75 , 
0.00047737 , 1877.31 , 
0.000477786 , 1878.86 , 
0.000478202 , 1880.42 , 
0.000478618 , 1881.98 , 
0.000479035 , 1883.53 , 
0.000479452 , 1885.09 , 
0.000479869 , 1886.66 , 
0.000480287 , 1888.22 , 
0.000480705 , 1889.78 , 
0.000481123 , 1891.35 , 
0.000481542 , 1892.91 , 
0.000481961 , 1894.48 , 
0.00048238 , 1896.05 , 
0.0004828 , 1897.62 , 
0.000483221 , 1899.19 , 
0.000483641 , 1900.76 , 
0.000484062 , 1902.34 , 
0.000484483 , 1903.91 , 
0.000484905 , 1905.49 , 
0.000485327 , 1907.07 , 
0.00048575 , 1908.65 , 
0.000486172 , 1910.23 , 
0.000486596 , 1911.81 , 
0.000487019 , 1913.39 , 
0.000487443 , 1914.98 , 
0.000487867 , 1916.56 , 
0.000488292 , 1918.15 , 
0.000488717 , 1919.74 , 
0.000489142 , 1921.32 , 
0.000489568 , 1922.92 , 
0.000489994 , 1924.51 , 
0.000490421 , 1926.1 , 
0.000490848 , 1927.69 , 
0.000491275 , 1929.29 , 
0.000491703 , 1930.89 , 
0.000492131 , 1932.49 , 
0.000492559 , 1934.09 , 
0.000492988 , 1935.69 , 
0.000493417 , 1937.29 , 
0.000493846 , 1938.89 , 
0.000494276 , 1940.5 , 
0.000494706 , 1942.1 , 
0.000495137 , 1943.71 , 
0.000495568 , 1945.32 , 
0.000495999 , 1946.93 , 
0.000496431 , 1948.54 , 
0.000496863 , 1950.15 , 
0.000497296 , 1951.77 , 
0.000497728 , 1953.38 , 
0.000498162 , 1955 , 
0.000498595 , 1956.62 , 
0.000499029 , 1958.23 , 
0.000499464 , 1959.85 , 
0.000499898 , 1961.48 , 
0.000500333 , 1963.1 , 
0.000500769 , 1964.72 , 
0.000501205 , 1966.35 , 
0.000501641 , 1967.98 , 
0.000502078 , 1969.6 , 
0.000502515 , 1971.23 , 
0.000502952 , 1972.86 , 
0.00050339 , 1974.5 , 
0.000503828 , 1976.13 , 
0.000504267 , 1977.76 , 
0.000504706 , 1979.4 , 
0.000505145 , 1981.04 , 
0.000505585 , 1982.68 , 
0.000506025 , 1984.32 , 
0.000506465 , 1985.96 , 
0.000506906 , 1987.6 , 
0.000507347 , 1989.24 , 
0.000507789 , 1990.89 , 
0.000508231 , 1992.54 , 
0.000508673 , 1994.18 , 
0.000509116 , 1995.83 , 
0.000509559 , 1997.48 , 
0.000510002 , 1999.14 , 
0.000510446 , 2000.79 , 
0.000510891 , 2002.44 , 
0.000511335 , 2004.1 , 
0.00051178 , 2005.76 , 
0.000512226 , 2007.42 , 
0.000512672 , 2009.08 , 
0.000513118 , 2010.74 , 
0.000513565 , 2012.4 , 
0.000514012 , 2014.06 , 
0.000514459 , 2015.73 , 
0.000514907 , 2017.4 , 
0.000515355 , 2019.06 , 
0.000515804 , 2020.73 , 
0.000516253 , 2022.4 , 
0.000516702 , 2024.08 , 
0.000517152 , 2025.75 , 
0.000517602 , 2027.42 , 
0.000518052 , 2029.1 , 
0.000518503 , 2030.78 , 
0.000518955 , 2032.46 , 
0.000519406 , 2034.14 , 
0.000519858 , 2035.82 , 
0.000520311 , 2037.5 , 
0.000520764 , 2039.19 , 
0.000521217 , 2040.87 , 
0.000521671 , 2042.56 , 
0.000522125 , 2044.25 , 
0.000522579 , 2045.94 , 
0.000523034 , 2047.63 , 
0.000523489 , 2049.32 , 
0.000523945 , 2051.01 , 
0.000524401 , 2052.71 , 
0.000524858 , 2054.4 , 
0.000525314 , 2056.1 , 
0.000525772 , 2057.8 , 
0.000526229 , 2059.5 , 
0.000526687 , 2061.2 , 
0.000527146 , 2062.91 , 
0.000527605 , 2064.61 , 
0.000528064 , 2066.32 , 
0.000528523 , 2068.03 , 
0.000528983 , 2069.73 , 
0.000529444 , 2071.44 , 
0.000529905 , 2073.16 , 
0.000530366 , 2074.87 , 
0.000530828 , 2076.58 , 
0.00053129 , 2078.3 , 
0.000531752 , 2080.02 , 
0.000532215 , 2081.73 , 
0.000532678 , 2083.45 , 
0.000533142 , 2085.17 , 
0.000533606 , 2086.9 , 
0.00053407 , 2088.62 , 
0.000534535 , 2090.35 , 
0.000535001 , 2092.07 , 
0.000535466 , 2093.8 , 
0.000535932 , 2095.53 , 
0.000536399 , 2097.26 , 
0.000536866 , 2098.99 , 
0.000537333 , 2100.73 , 
0.000537801 , 2102.46 , 
0.000538269 , 2104.2 , 
0.000538737 , 2105.94 , 
0.000539206 , 2107.68 , 
0.000539676 , 2109.42 , 
0.000540145 , 2111.16 , 
0.000540615 , 2112.9 , 
0.000541086 , 2114.65 , 
0.000541557 , 2116.39 , 
0.000542028 , 2118.14 , 
0.0005425 , 2119.89 , 
0.000542972 , 2121.64 , 
0.000543445 , 2123.39 , 
0.000543918 , 2125.14 , 
0.000544391 , 2126.9 , 
0.000544865 , 2128.65 , 
0.000545339 , 2130.41 , 
0.000545814 , 2132.17 , 
0.000546289 , 2133.93 , 
0.000546765 , 2135.69 , 
0.000547241 , 2137.46 , 
0.000547717 , 2139.22 , 
0.000548194 , 2140.99 , 
0.000548671 , 2142.75 , 
0.000549148 , 2144.52 , 
0.000549626 , 2146.29 , 
0.000550105 , 2148.06 , 
0.000550584 , 2149.84 , 
0.000551063 , 2151.61 , 
0.000551543 , 2153.39 , 
0.000552023 , 2155.16 , 
0.000552503 , 2156.94 , 
0.000552984 , 2158.72 , 
0.000553465 , 2160.5 , 
0.000553947 , 2162.29 , 
0.000554429 , 2164.07 , 
0.000554912 , 2165.86 , 
0.000555395 , 2167.64 , 
0.000555878 , 2169.43 , 
0.000556362 , 2171.22 , 
0.000556846 , 2173.01 , 
0.000557331 , 2174.81 , 
0.000557816 , 2176.6 , 
0.000558302 , 2178.4 , 
0.000558788 , 2180.2 , 
0.000559274 , 2181.99 , 
0.000559761 , 2183.79 , 
0.000560248 , 2185.6 , 
0.000560736 , 2187.4 , 
0.000561224 , 2189.2 , 
0.000561712 , 2191.01 , 
0.000562201 , 2192.82 , 
0.000562691 , 2194.63 , 
0.00056318 , 2196.44 , 
0.000563671 , 2198.25 , 
0.000564161 , 2200.06 , 
0.000564652 , 2201.88 , 
0.000565144 , 2203.69 , 
0.000565636 , 2205.51 , 
0.000566128 , 2207.33 , 
0.000566621 , 2209.15 , 
0.000567114 , 2210.97 , 
0.000567608 , 2212.79 , 
0.000568102 , 2214.62 , 
0.000568596 , 2216.44 , 
0.000569091 , 2218.27 , 
0.000569586 , 2220.1 , 
0.000570082 , 2221.93 , 
0.000570578 , 2223.76 , 
0.000571075 , 2225.6 , 
0.000571572 , 2227.43 , 
0.00057207 , 2229.27 , 
0.000572568 , 2231.11 , 
0.000573066 , 2232.95 , 
0.000573565 , 2234.79 , 
0.000574064 , 2236.63 , 
0.000574564 , 2238.47 , 
0.000575064 , 2240.32 , 
0.000575564 , 2242.17 , 
0.000576065 , 2244.01 , 
0.000576567 , 2245.86 , 
0.000577069 , 2247.71 , 
0.000577571 , 2249.57 , 
0.000578074 , 2251.42 , 
0.000578577 , 2253.28 , 
0.00057908 , 2255.13 , 
0.000579584 , 2256.99 , 
0.000580089 , 2258.85 , 
0.000580594 , 2260.72 , 
0.000581099 , 2262.58 , 
0.000581605 , 2264.44 , 
0.000582111 , 2266.31 , 
0.000582618 , 2268.18 , 
0.000583125 , 2270.05 , 
0.000583633 , 2271.92 , 
0.000584141 , 2273.79 , 
0.000584649 , 2275.66 , 
0.000585158 , 2277.54 , 
0.000585667 , 2279.41 , 
0.000586177 , 2281.29 , 
0.000586687 , 2283.17 , 
0.000587198 , 2285.05 , 
0.000587709 , 2286.93 , 
0.000588221 , 2288.82 , 
0.000588732 , 2290.7 , 
0.000589245 , 2292.59 , 
0.000589758 , 2294.48 , 
0.000590271 , 2296.37 , 
0.000590785 , 2298.26 , 
0.000591299 , 2300.15 , 
0.000591814 , 2302.05 , 
0.000592329 , 2303.94 , 
0.000592845 , 2305.84 , 
0.000593361 , 2307.74 , 
0.000593877 , 2309.64 , 
0.000594394 , 2311.54 , 
0.000594911 , 2313.45 , 
0.000595429 , 2315.35 , 
0.000595947 , 2317.26 , 
0.000596466 , 2319.17 , 
0.000596985 , 2321.08 , 
0.000597505 , 2322.99 , 
0.000598025 , 2324.9 , 
0.000598546 , 2326.82 , 
0.000599067 , 2328.73 , 
0.000599588 , 2330.65 , 
0.00060011 , 2332.57 , 
0.000600632 , 2334.49 , 
0.000601155 , 2336.41 , 
0.000601678 , 2338.33 , 
0.000602202 , 2340.26 , 
0.000602726 , 2342.18 , 
0.000603251 , 2344.11 , 
0.000603776 , 2346.04 , 
0.000604301 , 2347.97 , 
0.000604827 , 2349.91 , 
0.000605354 , 2351.84 , 
0.000605881 , 2353.78 , 
0.000606408 , 2355.71 , 
0.000606936 , 2357.65 , 
0.000607464 , 2359.59 , 
0.000607993 , 2361.53 , 
0.000608522 , 2363.48 , 
0.000609052 , 2365.42 , 
0.000609582 , 2367.37 , 
0.000610113 , 2369.32 , 
0.000610644 , 2371.27 , 
0.000611175 , 2373.22 , 
0.000611707 , 2375.17 , 
0.00061224 , 2377.13 , 
0.000612772 , 2379.08 , 
0.000613306 , 2381.04 , 
0.00061384 , 2383 , 
0.000614374 , 2384.96 , 
0.000614909 , 2386.92 , 
0.000615444 , 2388.88 , 
0.00061598 , 2390.85 , 
0.000616516 , 2392.82 , 
0.000617052 , 2394.78 , 
0.00061759 , 2396.75 , 
0.000618127 , 2398.73 , 
0.000618665 , 2400.7 , 
0.000619204 , 2402.67 , 
0.000619743 , 2404.65 , 
0.000620282 , 2406.63 , 
0.000620822 , 2408.61 , 
0.000621362 , 2410.59 , 
0.000621903 , 2412.57 , 
0.000622444 , 2414.55 , 
0.000622986 , 2416.54 , 
0.000623528 , 2418.53 , 
0.000624071 , 2420.52 , 
0.000624614 , 2422.51 , 
0.000625158 , 2424.5 , 
0.000625702 , 2426.49 , 
0.000626247 , 2428.49 , 
0.000626792 , 2430.48 , 
0.000627338 , 2432.48 , 
0.000627884 , 2434.48 , 
0.00062843 , 2436.48 , 
0.000628977 , 2438.49 , 
0.000629525 , 2440.49 , 
0.000630073 , 2442.5 , 
0.000630621 , 2444.5 , 
0.00063117 , 2446.51 , 
0.000631719 , 2448.52 , 
0.000632269 , 2450.54 , 
0.000632819 , 2452.55 , 
0.00063337 , 2454.57 , 
0.000633922 , 2456.58 , 
0.000634473 , 2458.6 , 
0.000635026 , 2460.62 , 
0.000635578 , 2462.65 , 
0.000636132 , 2464.67 , 
0.000636685 , 2466.69 , 
0.000637239 , 2468.72 , 
0.000637794 , 2470.75 , 
0.000638349 , 2472.78 , 
0.000638905 , 2474.81 , 
0.000639461 , 2476.85 , 
0.000640018 , 2478.88 , 
0.000640575 , 2480.92 , 
0.000641132 , 2482.96 , 
0.00064169 , 2485 , 
0.000642249 , 2487.04 , 
0.000642808 , 2489.08 , 
0.000643367 , 2491.12 , 
0.000643927 , 2493.17 , 
0.000644488 , 2495.22 , 
0.000645049 , 2497.27 , 
0.00064561 , 2499.32 , 
0.000646172 , 2501.37 , 
0.000646735 , 2503.43 , 
0.000647298 , 2505.48 , 
0.000647861 , 2507.54 , 
0.000648425 , 2509.6 , 
0.000648989 , 2511.66 , 
0.000649554 , 2513.72 , 
0.00065012 , 2515.79 , 
0.000650685 , 2517.85 , 
0.000651252 , 2519.92 , 
0.000651819 , 2521.99 , 
0.000652386 , 2524.06 , 
0.000652954 , 2526.13 , 
0.000653522 , 2528.21 , 
0.000654091 , 2530.28 , 
0.00065466 , 2532.36 , 
0.00065523 , 2534.44 , 
0.000655801 , 2536.52 , 
0.000656371 , 2538.6 , 
0.000656943 , 2540.69 , 
0.000657514 , 2542.77 , 
0.000658087 , 2544.86 , 
0.00065866 , 2546.95 , 
0.000659233 , 2549.04 , 
0.000659807 , 2551.13 , 
0.000660381 , 2553.22 , 
0.000660956 , 2555.32 , 
0.000661531 , 2557.42 , 
0.000662107 , 2559.52 , 
0.000662683 , 2561.62 , 
0.00066326 , 2563.72 , 
0.000663837 , 2565.82 , 
0.000664415 , 2567.93 , 
0.000664994 , 2570.03 , 
0.000665572 , 2572.14 , 
0.000666152 , 2574.25 , 
0.000666732 , 2576.37 , 
0.000667312 , 2578.48 , 
0.000667893 , 2580.59 , 
0.000668474 , 2582.71 , 
0.000669056 , 2584.83 , 
0.000669638 , 2586.95 , 
0.000670221 , 2589.07 , 
0.000670804 , 2591.2 , 
0.000671388 , 2593.32 , 
0.000671973 , 2595.45 , 
0.000672558 , 2597.58 , 
0.000673143 , 2599.71 , 
0.000673729 , 2601.84 , 
0.000674315 , 2603.97 , 
0.000674902 , 2606.11 , 
0.00067549 , 2608.25 , 
0.000676078 , 2610.39 , 
0.000676666 , 2612.53 , 
0.000677255 , 2614.67 , 
0.000677845 , 2616.81 , 
0.000678435 , 2618.96 , 
0.000679025 , 2621.11 , 
0.000679616 , 2623.25 , 
0.000680208 , 2625.41 , 
0.0006808 , 2627.56 , 
0.000681392 , 2629.71 , 
0.000681986 , 2631.87 , 
0.000682579 , 2634.03 , 
0.000683173 , 2636.18 , 
0.000683768 , 2638.35 , 
0.000684363 , 2640.51 , 
0.000684959 , 2642.67 , 
0.000685555 , 2644.84 , 
0.000686152 , 2647.01 , 
0.000686749 , 2649.18 , 
0.000687347 , 2651.35 , 
0.000687945 , 2653.52 , 
0.000688544 , 2655.69 , 
0.000689143 , 2657.87 , 
0.000689743 , 2660.05 , 
0.000690343 , 2662.23 , 
0.000690944 , 2664.41 , 
0.000691546 , 2666.59 , 
0.000692147 , 2668.78 , 
0.00069275 , 2670.96 , 
0.000693353 , 2673.15 , 
0.000693956 , 2675.34 , 
0.00069456 , 2677.53 , 
0.000695165 , 2679.73 , 
0.00069577 , 2681.92 , 
0.000696376 , 2684.12 , 
0.000696982 , 2686.32 , 
0.000697589 , 2688.52 , 
0.000698196 , 2690.72 , 
0.000698803 , 2692.92 , 
0.000699412 , 2695.13 , 
0.00070002 , 2697.34 , 
0.00070063 , 2699.55 , 
0.00070124 , 2701.76 , 
0.00070185 , 2703.97 , 
0.000702461 , 2706.18 , 
0.000703072 , 2708.4 , 
0.000703684 , 2710.62 , 
0.000704297 , 2712.84 , 
0.00070491 , 2715.06 , 
0.000705523 , 2717.28 , 
0.000706137 , 2719.51 , 
0.000706752 , 2721.73 , 
0.000707367 , 2723.96 , 
0.000707983 , 2726.19 , 
0.000708599 , 2728.42 , 
0.000709216 , 2730.66 , 
0.000709833 , 2732.89 , 
0.000710451 , 2735.13 , 
0.00071107 , 2737.37 , 
0.000711688 , 2739.61 , 
0.000712308 , 2741.85 , 
0.000712928 , 2744.09 , 
0.000713549 , 2746.34 , 
0.00071417 , 2748.59 , 
0.000714791 , 2750.84 , 
0.000715413 , 2753.09 , 
0.000716036 , 2755.34 , 
0.000716659 , 2757.59 , 
0.000717283 , 2759.85 , 
0.000717907 , 2762.11 , 
0.000718532 , 2764.37 , 
0.000719158 , 2766.63 , 
0.000719784 , 2768.89 , 
0.00072041 , 2771.16 , 
0.000721037 , 2773.43 , 
0.000721665 , 2775.69 , 
0.000722293 , 2777.97 , 
0.000722922 , 2780.24 , 
0.000723551 , 2782.51 , 
0.000724181 , 2784.79 , 
0.000724811 , 2787.07 , 
0.000725442 , 2789.34 , 
0.000726073 , 2791.63 , 
0.000726705 , 2793.91 , 
0.000727338 , 2796.19 , 
0.000727971 , 2798.48 , 
0.000728605 , 2800.77 , 
0.000729239 , 2803.06 , 
0.000729874 , 2805.35 , 
0.000730509 , 2807.64 , 
0.000731145 , 2809.94 , 
0.000731781 , 2812.24 , 
0.000732418 , 2814.54 , 
0.000733056 , 2816.84 , 
0.000733694 , 2819.14 , 
0.000734332 , 2821.44 , 
0.000734972 , 2823.75 , 
0.000735611 , 2826.06 , 
0.000736252 , 2828.37 , 
0.000736892 , 2830.68 , 
0.000737534 , 2832.99 , 
0.000738176 , 2835.31 , 
0.000738818 , 2837.63 , 
0.000739461 , 2839.95 , 
0.000740105 , 2842.27 , 
0.000740749 , 2844.59 , 
0.000741394 , 2846.91 , 
0.000742039 , 2849.24 , 
0.000742685 , 2851.57 , 
0.000743332 , 2853.9 , 
0.000743979 , 2856.23 , 
0.000744626 , 2858.56 , 
0.000745274 , 2860.9 , 
0.000745923 , 2863.24 , 
0.000746572 , 2865.57 , 
0.000747222 , 2867.92 , 
0.000747872 , 2870.26 , 
0.000748523 , 2872.6 , 
0.000749175 , 2874.95 , 
0.000749827 , 2877.3 , 
0.00075048 , 2879.65 , 
0.000751133 , 2882 , 
0.000751787 , 2884.35 , 
0.000752441 , 2886.71 , 
0.000753096 , 2889.07 , 
0.000753752 , 2891.42 , 
0.000754408 , 2893.79 , 
0.000755064 , 2896.15 , 
0.000755722 , 2898.51 , 
0.000756379 , 2900.88 , 
0.000757038 , 2903.25 , 
0.000757697 , 2905.62 , 
0.000758356 , 2907.99 , 
0.000759016 , 2910.36 , 
0.000759677 , 2912.74 , 
0.000760338 , 2915.12 , 
0.000761 , 2917.5 , 
0.000761662 , 2919.88 , 
0.000762325 , 2922.26 , 
0.000762989 , 2924.65 , 
0.000763653 , 2927.03 , 
0.000764318 , 2929.42 , 
0.000764983 , 2931.81 , 
0.000765649 , 2934.21 , 
0.000766315 , 2936.6 , 
0.000766982 , 2939 , 
0.00076765 , 2941.39 , 
0.000768318 , 2943.79 , 
0.000768987 , 2946.2 , 
0.000769656 , 2948.6 , 
0.000770326 , 2951 , 
0.000770997 , 2953.41 , 
0.000771668 , 2955.82 , 
0.000772339 , 2958.23 , 
0.000773012 , 2960.65 , 
0.000773684 , 2963.06 , 
0.000774358 , 2965.48 , 
0.000775032 , 2967.9 , 
0.000775706 , 2970.32 , 
0.000776382 , 2972.74 , 
0.000777057 , 2975.16 , 
0.000777734 , 2977.59 , 
0.000778411 , 2980.02 , 
0.000779088 , 2982.45 , 
0.000779766 , 2984.88 , 
0.000780445 , 2987.31 , 
0.000781124 , 2989.75 , 
0.000781804 , 2992.19 , 
0.000782485 , 2994.63 , 
0.000783166 , 2997.07 , 
0.000783848 , 2999.51 , 
0.00078453 , 3001.96 , 
0.000785213 , 3004.4 , 
0.000785896 , 3006.85 , 
0.00078658 , 3009.3 , 
0.000787265 , 3011.75 , 
0.00078795 , 3014.21 , 
0.000788636 , 3016.67 , 
0.000789322 , 3019.12 , 
0.000790009 , 3021.58 , 
0.000790697 , 3024.05 , 
0.000791385 , 3026.51 , 
0.000792074 , 3028.98 , 
0.000792764 , 3031.44 , 
0.000793454 , 3033.91 , 
0.000794144 , 3036.39 , 
0.000794836 , 3038.86 , 
0.000795527 , 3041.34 , 
0.00079622 , 3043.81 , 
0.000796913 , 3046.29 , 
0.000797606 , 3048.77 , 
0.000798301 , 3051.26 , 
0.000798996 , 3053.74 , 
0.000799691 , 3056.23 , 
0.000800387 , 3058.72 , 
0.000801084 , 3061.21 , 
0.000801781 , 3063.7 , 
0.000802479 , 3066.2 , 
0.000803177 , 3068.69 , 
0.000803877 , 3071.19 , 
0.000804576 , 3073.69 , 
0.000805277 , 3076.2 , 
0.000805977 , 3078.7 , 
0.000806679 , 3081.21 , 
0.000807381 , 3083.72 , 
0.000808084 , 3086.23 , 
0.000808787 , 3088.74 , 
0.000809491 , 3091.25 , 
0.000810196 , 3093.77 , 
0.000810901 , 3096.29 , 
0.000811607 , 3098.81 , 
0.000812313 , 3101.33 , 
0.00081302 , 3103.85 , 
0.000813728 , 3106.38 , 
0.000814436 , 3108.91 , 
0.000815145 , 3111.44 , 
0.000815855 , 3113.97 , 
0.000816565 , 3116.5 , 
0.000817276 , 3119.04 , 
0.000817987 , 3121.58 , 
0.000818699 , 3124.11 , 
0.000819412 , 3126.66 , 
0.000820125 , 3129.2 , 
0.000820839 , 3131.75 , 
0.000821553 , 3134.29 , 
0.000822268 , 3136.84 , 
0.000822984 , 3139.39 , 
0.0008237 , 3141.95 , 
0.000824417 , 3144.5 , 
0.000825135 , 3147.06 , 
0.000825853 , 3149.62 , 
0.000826572 , 3152.18 , 
0.000827291 , 3154.74 , 
0.000828011 , 3157.31 , 
0.000828732 , 3159.88 , 
0.000829454 , 3162.45 , 
0.000830175 , 3165.02 , 
0.000830898 , 3167.59 , 
0.000831621 , 3170.16 , 
0.000832345 , 3172.74 , 
0.00083307 , 3175.32 , 
0.000833795 , 3177.9 , 
0.000834521 , 3180.48 , 
0.000835247 , 3183.07 , 
0.000835974 , 3185.66 , 
0.000836702 , 3188.25 , 
0.00083743 , 3190.84 , 
0.000838159 , 3193.43 , 
0.000838888 , 3196.02 , 
0.000839618 , 3198.62 , 
0.000840349 , 3201.22 , 
0.000841081 , 3203.82 , 
0.000841813 , 3206.42 , 
0.000842546 , 3209.03 , 
0.000843279 , 3211.64 , 
0.000844013 , 3214.25 , 
0.000844748 , 3216.86 , 
0.000845483 , 3219.47 , 
0.000846219 , 3222.08 , 
0.000846955 , 3224.7 , 
0.000847693 , 3227.32 , 
0.00084843 , 3229.94 , 
0.000849169 , 3232.57 , 
0.000849908 , 3235.19 , 
0.000850648 , 3237.82 , 
0.000851388 , 3240.45 , 
0.000852129 , 3243.08 , 
0.000852871 , 3245.71 , 
0.000853613 , 3248.35 , 
0.000854356 , 3250.98 , 
0.0008551 , 3253.62 , 
0.000855844 , 3256.26 , 
0.000856589 , 3258.91 , 
0.000857335 , 3261.55 , 
0.000858081 , 3264.2 , 
0.000858828 , 3266.85 , 
0.000859575 , 3269.5 , 
0.000860324 , 3272.15 , 
0.000861073 , 3274.81 , 
0.000861822 , 3277.47 , 
0.000862572 , 3280.13 , 
0.000863323 , 3282.79 , 
0.000864074 , 3285.45 , 
0.000864827 , 3288.12 , 
0.000865579 , 3290.79 , 
0.000866333 , 3293.46 , 
0.000867087 , 3296.13 , 
0.000867841 , 3298.8 , 
0.000868597 , 3301.48 , 
0.000869353 , 3304.15 , 
0.00087011 , 3306.83 , 
0.000870867 , 3309.52 , 
0.000871625 , 3312.2 , 
0.000872384 , 3314.89 , 
0.000873143 , 3317.58 , 
0.000873903 , 3320.27 , 
0.000874664 , 3322.96 , 
0.000875425 , 3325.65 , 
0.000876187 , 3328.35 , 
0.00087695 , 3331.05 , 
0.000877713 , 3333.75 , 
0.000878477 , 3336.45 , 
0.000879242 , 3339.16 , 
0.000880007 , 3341.86 , 
0.000880773 , 3344.57 , 
0.000881539 , 3347.28 , 
0.000882307 , 3349.99 , 
0.000883075 , 3352.71 , 
0.000883843 , 3355.43 , 
0.000884613 , 3358.15 , 
0.000885383 , 3360.87 , 
0.000886153 , 3363.59 , 
0.000886925 , 3366.32 , 
0.000887697 , 3369.04 , 
0.000888469 , 3371.77 , 
0.000889243 , 3374.51 , 
0.000890017 , 3377.24 , 
0.000890791 , 3379.98 , 
0.000891567 , 3382.71 , 
0.000892343 , 3385.45 , 
0.000893119 , 3388.2 , 
0.000893897 , 3390.94 , 
0.000894675 , 3393.69 , 
0.000895454 , 3396.43 , 
0.000896233 , 3399.18 , 
0.000897013 , 3401.94 , 
0.000897794 , 3404.69 , 
0.000898575 , 3407.45 , 
0.000899358 , 3410.21 , 
0.00090014 , 3412.97 , 
0.000900924 , 3415.73 , 
0.000901708 , 3418.5 , 
0.000902493 , 3421.26 , 
0.000903278 , 3424.03 , 
0.000904065 , 3426.81 , 
0.000904852 , 3429.58 , 
0.000905639 , 3432.36 , 
0.000906427 , 3435.13 , 
0.000907216 , 3437.91 , 
0.000908006 , 3440.7 , 
0.000908796 , 3443.48 , 
0.000909587 , 3446.27 , 
0.000910379 , 3449.05 , 
0.000911172 , 3451.84 , 
0.000911965 , 3454.64 , 
0.000912758 , 3457.43 , 
0.000913553 , 3460.23 , 
0.000914348 , 3463.03 , 
0.000915144 , 3465.83 , 
0.000915941 , 3468.63 , 
0.000916738 , 3471.44 , 
0.000917536 , 3474.25 , 
0.000918334 , 3477.06 , 
0.000919134 , 3479.87 , 
0.000919934 , 3482.68 , 
0.000920734 , 3485.5 , 
0.000921536 , 3488.32 , 
0.000922338 , 3491.14 , 
0.000923141 , 3493.96 , 
0.000923944 , 3496.78 , 
0.000924749 , 3499.61 , 
0.000925553 , 3502.44 , 
0.000926359 , 3505.27 , 
0.000927165 , 3508.1 , 
0.000927972 , 3510.94 , 
0.00092878 , 3513.78 , 
0.000929589 , 3516.62 , 
0.000930398 , 3519.46 , 
0.000931208 , 3522.3 , 
0.000932018 , 3525.15 , 
0.000932829 , 3528 , 
0.000933641 , 3530.85 , 
0.000934454 , 3533.7 , 
0.000935267 , 3536.56 , 
0.000936081 , 3539.41 , 
0.000936896 , 3542.27 , 
0.000937712 , 3545.13 , 
0.000938528 , 3548 , 
0.000939345 , 3550.86 , 
0.000940162 , 3553.73 , 
0.000940981 , 3556.6 , 
0.0009418 , 3559.47 , 
0.00094262 , 3562.35 , 
0.00094344 , 3565.22 , 
0.000944261 , 3568.1 , 
0.000945083 , 3570.98 , 
0.000945906 , 3573.87 , 
0.000946729 , 3576.75 , 
0.000947553 , 3579.64 , 
0.000948378 , 3582.53 , 
0.000949203 , 3585.42 , 
0.00095003 , 3588.31 , 
0.000950856 , 3591.21 , 
0.000951684 , 3594.11 , 
0.000952512 , 3597.01 , 
0.000953342 , 3599.91 , 
0.000954171 , 3602.82 , 
0.000955002 , 3605.72 , 
0.000955833 , 3608.63 , 
0.000956665 , 3611.54 , 
0.000957498 , 3614.46 , 
0.000958331 , 3617.37 , 
0.000959165 , 3620.29 , 
0.00096 , 3623.21 , 
0.000960836 , 3626.13 , 
0.000961672 , 3629.06 , 
0.000962509 , 3631.99 , 
0.000963347 , 3634.92 , 
0.000964186 , 3637.85 , 
0.000965025 , 3640.78 , 
0.000965865 , 3643.72 , 
0.000966705 , 3646.65 , 
0.000967547 , 3649.59 , 
0.000968389 , 3652.54 , 
0.000969232 , 3655.48 , 
0.000970076 , 3658.43 , 
0.00097092 , 3661.38 , 
0.000971765 , 3664.33 , 
0.000972611 , 3667.28 , 
0.000973457 , 3670.24 , 
0.000974305 , 3673.19 , 
0.000975153 , 3676.15 , 
0.000976002 , 3679.12 , 
0.000976851 , 3682.08 , 
0.000977701 , 3685.05 , 
0.000978552 , 3688.02 , 
0.000979404 , 3690.99 , 
0.000980257 , 3693.96 , 
0.00098111 , 3696.94 , 
0.000981964 , 3699.92 , 
0.000982819 , 3702.9 , 
0.000983674 , 3705.88 , 
0.00098453 , 3708.86 , 
0.000985387 , 3711.85 , 
0.000986245 , 3714.84 , 
0.000987103 , 3717.83 , 
0.000987963 , 3720.82 , 
0.000988823 , 3723.82 , 
0.000989683 , 3726.82 , 
0.000990545 , 3729.82 , 
0.000991407 , 3732.82 , 
0.00099227 , 3735.83 , 
0.000993133 , 3738.83 , 
0.000993998 , 3741.84 , 
0.000994863 , 3744.85 , 
0.000995729 , 3747.87 , 
0.000996596 , 3750.88 , 
0.000997463 , 3753.9 , 
0.000998331 , 3756.92 , 
0.0009992 , 3759.95 , 
0.00100007 , 3762.97 , 
0.00100094 , 3766 , 
0.00100181 , 3769.03 , 
0.00100268 , 3772.06 , 
0.00100356 , 3775.09 , 
0.00100443 , 3778.13 , 
