z , j_6 , j_100 , j_200 , j_500 , j_1000 , 
0 , 0 , 0 , 0 , 0 , 0 , 
0.20004 , 1.24921e-09 , 8.21667e-178 , 0 , 0 , 0 , 
0.40008 , 2.76827e-08 , -3.37354e-177 , 0 , 0 , 0 , 
0.60012 , 3.32118e-07 , 9.60129e-177 , 0 , 0 , 0 , 
0.80016 , 1.89282e-06 , -1.64601e-176 , 0 , 0 , 0 , 
1.0002 , 7.16572e-06 , -5.45815e-177 , 0 , 0 , 0 , 
1.20024 , 2.10705e-05 , 1.48439e-175 , 0 , 0 , 0 , 
1.40028 , 5.2206e-05 , -6.39284e-175 , 0 , 0 , 0 , 
1.60032 , 0.000114038 , 1.76939e-174 , 0 , 0 , 0 , 
1.80036 , 0.000226012 , -2.79426e-174 , 0 , 0 , 0 , 
2.0004 , 0.000414514 , -2.04092e-174 , 0 , 0 , 0 , 
2.20044 , 0.000713667 , 3.00531e-173 , 0 , 0 , 0 , 
2.40048 , 0.00116578 , -1.2252e-172 , 0 , 0 , 0 , 
2.60052 , 0.00182115 , 3.2501e-172 , 0 , 0 , 0 , 
2.80056 , 0.00273745 , -4.65758e-172 , 0 , 0 , 0 , 
3.0006 , 0.00397866 , -5.71968e-172 , 0 , 0 , 0 , 
3.20064 , 0.00561336 , 6.0347e-171 , 0 , 0 , 0 , 
3.40068 , 0.00771251 , -2.3386e-170 , 0 , 0 , 0 , 
3.60072 , 0.0103465 , 5.93755e-170 , 0 , 0 , 0 , 
3.80076 , 0.0135822 , -7.5811e-170 , 0 , 0 , 0 , 
4.0008 , 0.0174791 , -1.42378e-169 , 0 , 0 , 0 , 
4.20084 , 0.0220864 , 1.20305e-168 , 0 , 0 , 0 , 
4.40088 , 0.0274379 , -4.44597e-168 , 0 , 0 , 0 , 
4.60092 , 0.0335496 , 1.07833e-167 , 0 , 0 , 0 , 
4.80096 , 0.0404158 , -1.19512e-167 , 0 , 0 , 0 , 
5.001 , 0.0480066 , -3.32009e-167 , 0 , 0 , 0 , 
5.20104 , 0.0562653 , 2.38296e-166 , 0 , 0 , 0 , 
5.40108 , 0.0651067 , -8.41858e-166 , 0 , 0 , 0 , 
5.60112 , 0.0744176 , 1.94575e-165 , 0 , 0 , 0 , 
5.80116 , 0.0840563 , -1.79956e-165 , 0 , 0 , 0 , 
6.0012 , 0.093855 , -7.42643e-165 , 0 , 0 , 0 , 
6.20124 , 0.103622 , 4.69268e-164 , 0 , 0 , 0 , 
6.40128 , 0.113145 , -1.58767e-163 , 0 , 0 , 0 , 
6.60132 , 0.122197 , 3.48575e-163 , 0 , 0 , 0 , 
6.80136 , 0.130543 , -2.52046e-163 , 0 , 0 , 0 , 
7.0014 , 0.137943 , -1.61366e-162 , 0 , 0 , 0 , 
7.20144 , 0.144161 , 9.19194e-162 , 0 , 0 , 0 , 
7.40148 , 0.148976 , -2.98196e-161 , 0 , 0 , 0 , 
7.60152 , 0.152184 , 6.19433e-161 , 0 , 0 , 0 , 
7.80156 , 0.153609 , -3.08774e-161 , 0 , 0 , 0 , 
8.0016 , 0.153106 , -3.43168e-160 , 0 , 0 , 0 , 
8.20164 , 0.150575 , 1.7916e-159 , 0 , 0 , 0 , 
8.40168 , 0.145959 , -5.5772e-159 , 0 , 0 , 0 , 
8.60172 , 0.139251 , 1.09064e-158 , 0 , 0 , 0 , 
8.80176 , 0.1305 , -2.67323e-159 , 0 , 0 , 0 , 
9.0018 , 0.119804 , -7.17739e-158 , 0 , 0 , 0 , 
9.20184 , 0.10732 , 3.47578e-157 , 0 , 0 , 0 , 
9.40188 , 0.0932546 , -1.03858e-156 , 0 , 0 , 0 , 
9.60192 , 0.077863 , 1.89985e-156 , 0 , 0 , 0 , 
9.80196 , 0.0614429 , 8.60462e-158 , 0 , 0 , 0 , 
10.002 , 0.0443278 , -1.48121e-155 , 0 , 0 , 0 , 
10.202 , 0.026879 , 6.71339e-155 , 0 , 0 , 0 , 
10.4021 , 0.00947516 , -1.92524e-154 , 0 , 0 , 0 , 
10.6021 , -0.00749742 , 3.26775e-154 , 0 , 0 , 0 , 
10.8022 , -0.0236559 , 1.25911e-154 , 0 , 0 , 0 , 
11.0022 , -0.0386317 , -3.02318e-153 , 0 , 0 , 0 , 
11.2022 , -0.052082 , 1.29118e-152 , 0 , 0 , 0 , 
11.4023 , -0.0637004 , -3.55175e-152 , 0 , 0 , 0 , 
11.6023 , -0.0732256 , 5.53488e-152 , 0 , 0 , 0 , 
11.8024 , -0.0804501 , 4.40681e-152 , 0 , 0 , 0 , 
12.0024 , -0.085227 , -6.11295e-151 , 0 , 0 , 0 , 
12.2024 , -0.0874762 , 2.47308e-150 , 0 , 0 , 0 , 
12.4025 , -0.0871865 , -6.51899e-150 , 0 , 0 , 0 , 
12.6025 , -0.0844164 , 9.1972e-150 , 0 , 0 , 0 , 
12.8026 , -0.079293 , 1.20677e-149 , 0 , 0 , 0 , 
13.0026 , -0.0720094 , -1.22612e-148 , 0 , 0 , 0 , 
13.2026 , -0.0628196 , 4.71772e-148 , 0 , 0 , 0 , 
13.4027 , -0.05203 , -1.18995e-147 , 0 , 0 , 0 , 
13.6027 , -0.0399905 , 1.49092e-147 , 0 , 0 , 0 , 
13.8028 , -0.0270844 , 2.96865e-147 , 0 , 0 , 0 , 
14.0028 , -0.013717 , -2.44192e-146 , 0 , 0 , 0 , 
14.2028 , -0.000302654 , 8.96371e-146 , 0 , 0 , 0 , 
14.4029 , 0.012748 , -2.15913e-145 , 0 , 0 , 0 , 
14.6029 , 0.0250407 , 2.33709e-145 , 0 , 0 , 0 , 
14.803 , 0.0362089 , 6.87281e-145 , 0 , 0 , 0 , 
15.003 , 0.0459262 , -4.83258e-144 , 0 , 0 , 0 , 
15.203 , 0.0539164 , 1.69631e-143 , 0 , 0 , 0 , 
15.4031 , 0.0599613 , -3.89202e-143 , 0 , 0 , 0 , 
15.6031 , 0.0639072 , 3.48931e-143 , 0 , 0 , 0 , 
15.8032 , 0.0656692 , 1.52984e-142 , 0 , 0 , 0 , 
16.0032 , 0.0652344 , -9.50892e-142 , 0 , 0 , 0 , 
16.2032 , 0.0626612 , 3.19718e-141 , 0 , 0 , 0 , 
16.4033 , 0.0580763 , -6.96462e-141 , 0 , 0 , 0 , 
16.6033 , 0.0516698 , 4.81744e-141 , 0 , 0 , 0 , 
16.8034 , 0.0436889 , 3.31237e-140 , 0 , 0 , 0 , 
17.0034 , 0.0344295 , -1.8612e-139 , 0 , 0 , 0 , 
17.2034 , 0.0242253 , 6.00129e-139 , 0 , 0 , 0 , 
17.4035 , 0.0134359 , -1.23607e-138 , 0 , 0 , 0 , 
17.6035 , 0.00243538 , 5.72674e-139 , 0 , 0 , 0 , 
17.8036 , -0.00840077 , 7.02527e-138 , 0 , 0 , 0 , 
18.0036 , -0.0187082 , -3.62512e-137 , 0 , 0 , 0 , 
18.2036 , -0.0281464 , 1.12172e-136 , 0 , 0 , 0 , 
18.4037 , -0.0364094 , -2.17316e-136 , 0 , 0 , 0 , 
18.6037 , -0.0432357 , 4.45692e-137 , 0 , 0 , 0 , 
18.8038 , -0.0484169 , 1.4662e-135 , 0 , 0 , 0 , 
19.0038 , -0.0518043 , -7.02824e-135 , 0 , 0 , 0 , 
19.2038 , -0.0533139 , 2.08749e-134 , 0 , 0 , 0 , 
19.4039 , -0.0529272 , -3.77903e-134 , 0 , 0 , 0 , 
19.6039 , -0.0506913 , -3.46276e-135 , 0 , 0 , 0 , 
19.804 , -0.0467171 , 3.02053e-133 , 0 , 0 , 0 , 
20.004 , -0.0411749 , -1.35663e-132 , 0 , 0 , 0 , 
20.204 , -0.0342869 , 3.86698e-132 , 0 , 0 , 0 , 
20.4041 , -0.026319 , -6.48656e-132 , 0 , 0 , 0 , 
20.6041 , -0.0175709 , -2.85714e-132 , 0 , 0 , 0 , 
20.8042 , -0.00836547 , 6.15595e-131 , 0 , 0 , 0 , 
21.0042 , 0.00096285 , -2.60759e-130 , 0 , 0 , 0 , 
21.2042 , 0.0100806 , 7.12876e-130 , 0 , 0 , 0 , 
21.4043 , 0.0186668 , -1.09591e-129 , 0 , 0 , 0 , 
21.6043 , 0.0264238 , -9.47077e-130 , 0 , 0 , 0 , 
21.8044 , 0.0330876 , 1.24319e-128 , 0 , 0 , 0 , 
22.0044 , 0.0384376 , -4.99151e-128 , 0 , 0 , 0 , 
22.2044 , 0.0423037 , 1.30741e-127 , 0 , 0 , 0 , 
22.4045 , 0.0445707 , -1.81519e-127 , 0 , 0 , 0 , 
22.6045 , 0.0451825 , -2.54053e-127 , 0 , 0 , 0 , 
22.8046 , 0.0441435 , 2.49082e-126 , 0 , 0 , 0 , 
23.0046 , 0.0415179 , -9.51636e-126 , 0 , 0 , 0 , 
23.2046 , 0.0374262 , 2.38448e-125 , 0 , 0 , 0 , 
23.4047 , 0.0320397 , -2.93001e-125 , 0 , 0 , 0 , 
23.6047 , 0.0255742 , -6.18192e-125 , 0 , 0 , 0 , 
23.8048 , 0.0182819 , 4.95588e-124 , 0 , 0 , 0 , 
24.0048 , 0.0104418 , -1.80706e-123 , 0 , 0 , 0 , 
24.2048 , 0.00234829 , 4.32259e-123 , 0 , 0 , 0 , 
24.4049 , -0.0056988 , -4.56556e-123 , 0 , 0 , 0 , 
24.6049 , -0.0134054 , -1.42154e-122 , 0 , 0 , 0 , 
24.805 , -0.0204938 , 9.79912e-122 , 0 , 0 , 0 , 
25.005 , -0.0267131 , -3.41769e-121 , 0 , 0 , 0 , 
25.205 , -0.0318477 , 7.78389e-121 , 0 , 0 , 0 , 
25.4051 , -0.0357244 , -6.75473e-121 , 0 , 0 , 0 , 
25.6051 , -0.0382183 , -3.1496e-120 , 0 , 0 , 0 , 
25.8052 , -0.0392575 , 1.9266e-119 , -1.4822e-323 , 0 , 0 , 
26.0052 , -0.0388249 , -6.43779e-119 , 4.44659e-323 , 0 , 0 , 
26.2052 , -0.0369577 , 1.3913e-118 , -9.38725e-323 , 0 , 0 , 
26.4053 , -0.0337451 , -9.18016e-119 , 6.42285e-323 , 0 , 0 , 
26.6053 , -0.0293251 , -6.79636e-118 , 4.64422e-322 , 0 , 0 , 
26.8054 , -0.0238789 , 3.76818e-117 , -2.57408e-321 , 0 , 0 , 
27.0054 , -0.0176233 , -1.20767e-116 , 8.24101e-321 , 0 , 0 , 
27.2054 , -0.0108022 , 2.46604e-116 , -1.68328e-320 , 0 , 0 , 
27.4055 , -0.00367711 , -1.05422e-116 , 7.1936e-321 , 0 , 0 , 
27.6055 , 0.00348217 , -1.43771e-115 , 9.81264e-320 , 0 , 0 , 
27.8056 , 0.010408 , 7.33433e-115 , -5.00577e-319 , 0 , 0 , 
28.0056 , 0.016845 , -2.25588e-114 , 1.53966e-318 , 0 , 0 , 
28.2056 , 0.0225594 , 4.32912e-114 , -2.95467e-318 , 0 , 0 , 
28.4057 , 0.027347 , -7.11064e-115 , 4.85306e-319 , 0 , 0 , 
28.6057 , 0.0310405 , -2.99433e-113 , 2.04366e-317 , 0 , 0 , 
28.8058 , 0.0335161 , 1.42102e-112 , -9.69857e-317 , 0 , 0 , 
29.0058 , 0.0346972 , -4.19535e-112 , 2.86336e-316 , 0 , 0 , 
29.2058 , 0.0345564 , 7.51487e-112 , -5.12896e-316 , 0 , 0 , 
29.4059 , 0.0331157 , 1.04512e-112 , -7.13307e-317 , 0 , 0 , 
29.6059 , 0.030446 , -6.15816e-111 , 4.203e-315 , 0 , 0 , 
29.806 , 0.0266637 , 2.7412e-110 , -1.87089e-314 , 0 , 0 , 
30.006 , 0.0219254 , -7.7663e-110 , 5.30057e-314 , 0 , 0 , 
30.206 , 0.0164217 , 1.28716e-109 , -8.785e-314 , 0 , 0 , 
30.4061 , 0.0103696 , 6.39993e-110 , -4.36801e-314 , 0 , 0 , 
30.6061 , 0.00400424 , -1.25326e-108 , 8.55362e-313 , 0 , 0 , 
30.8062 , -0.00242987 , 5.26568e-108 , -3.59387e-312 , 0 , 0 , 
31.0062 , -0.0086889 , -1.43066e-107 , 9.76439e-312 , 0 , 0 , 
31.2062 , -0.0145385 , 2.16898e-107 , -1.48034e-311 , 0 , 0 , 
31.4063 , -0.0197621 , 2.02703e-107 , -1.38347e-311 , 0 , 0 , 
31.6063 , -0.0241695 , -2.52784e-106 , 1.72528e-310 , 0 , 0 , 
31.8064 , -0.0276037 , 1.00737e-105 , -6.87538e-310 , 0 , 0 , 
32.0064 , -0.0299463 , -2.62176e-105 , 1.78937e-309 , 0 , 0 , 
32.2064 , -0.0311216 , 3.58055e-105 , -2.44376e-309 , 0 , 0 , 
32.4065 , -0.0310984 , 5.33773e-105 , -3.64305e-309 , 0 , 0 , 
32.6065 , -0.0298918 , -5.05928e-104 , 3.453e-308 , 0 , 0 , 
32.8066 , -0.0275618 , 1.91943e-103 , -1.31003e-307 , 0 , 0 , 
33.0066 , -0.0242101 , -4.77752e-103 , 3.2607e-307 , 0 , 0 , 
33.2066 , -0.0199759 , 5.75386e-103 , -3.92706e-307 , 0 , 0 , 
33.4067 , -0.0150305 , 1.2858e-102 , -8.77572e-307 , 0 , 0 , 
33.6067 , -0.00957039 , -1.00566e-101 , 6.86371e-306 , 0 , 0 , 
33.8068 , -0.00380964 , 3.64266e-101 , -2.48615e-305 , 0 , 0 , 
34.0068 , 0.00202883 , -8.65259e-101 , 5.90547e-305 , 0 , 0 , 
34.2068 , 0.00772155 , 8.90921e-101 , -6.08062e-305 , 0 , 0 , 
34.4069 , 0.0130528 , 2.93793e-100 , -2.00516e-304 , 0 , 0 , 
34.6069 , 0.0178231 , -1.98675e-99 , 1.35597e-303 , 0 , 0 , 
34.807 , 0.0218564 , 6.88531e-99 , -4.69929e-303 , 0 , 0 , 
35.007 , 0.0250071 , -1.5565e-98 , 1.06232e-302 , 0 , 0 , 
35.207 , 0.0271642 , 1.30531e-98 , -8.90888e-303 , 0 , 0 , 
35.4071 , 0.0282558 , 6.48069e-98 , -4.42312e-302 , 0 , 0 , 
35.6071 , 0.028252 , -3.90305e-97 , 2.66387e-301 , 0 , 0 , 
35.8072 , 0.0271648 , 1.29619e-96 , -8.84658e-301 , 0 , 0 , 
36.0072 , 0.0250476 , -2.77887e-96 , 1.8966e-300 , 0 , 0 , 
36.2072 , 0.0219924 , 1.74354e-96 , -1.18998e-300 , 0 , 0 , 
36.4073 , 0.0181262 , 1.39389e-95 , -9.51344e-300 , 0 , 0 , 
36.6073 , 0.013606 , -7.62827e-95 , 5.20636e-299 , 0 , 0 , 
36.8074 , 0.00861226 , 2.43003e-94 , -1.65852e-298 , 0 , 0 , 
37.0074 , 0.00334142 , -4.91893e-94 , 3.35721e-298 , 0 , 0 , 
37.2074 , -0.00200131 , 1.92342e-94 , -1.31275e-298 , 0 , 0 , 
37.4075 , -0.00720987 , 2.94125e-93 , -2.00743e-297 , 0 , 0 , 
37.6075 , -0.0120855 , -1.48373e-92 , 1.01266e-296 , 0 , 0 , 
37.8076 , -0.0164442 , 4.53632e-92 , -3.09608e-296 , 0 , 0 , 
38.0076 , -0.0201239 , -8.6219e-92 , 5.88452e-296 , 0 , 0 , 
38.2076 , -0.0229899 , 1.0567e-92 , -7.21208e-297 , 0 , 0 , 
38.4077 , -0.0249398 , 6.11349e-91 , -4.17251e-295 , 0 , 0 , 
38.6077 , -0.025908 , -2.87284e-90 , 1.96074e-294 , 0 , 0 , 
38.8078 , -0.0258673 , 8.43079e-90 , -5.75409e-294 , 0 , 0 , 
39.0078 , -0.0248293 , -1.49396e-89 , 1.01964e-293 , 0 , 0 , 
39.2078 , -0.0228438 , -2.80385e-90 , 1.91365e-294 , 0 , 0 , 
39.4079 , -0.0199964 , 1.25522e-88 , -8.56701e-293 , 0 , 0 , 
39.6079 , -0.0164058 , -5.53836e-88 , 3.77998e-292 , 0 , 0 , 
39.808 , -0.0122177 , 1.55959e-87 , -1.06443e-291 , 0 , 0 , 
40.008 , -0.00759953 , -2.5533e-87 , 1.74265e-291 , 0 , 0 , 
40.208 , -0.0027335 , -1.41869e-87 , 9.68269e-292 , 0 , 0 , 
40.4081 , 0.00218999 , 2.55097e-86 , -1.74106e-290 , 0 , 0 , 
40.6081 , 0.00698021 , -1.06324e-85 , 7.25671e-290 , 0 , 0 , 
40.8082 , 0.0114535 , 2.87086e-85 , -1.95938e-289 , 0 , 0 , 
41.0082 , 0.0154401 , -4.29087e-85 , 2.92856e-289 , 0 , 0 , 
41.2082 , 0.0187904 , -4.32275e-85 , 2.95031e-289 , 0 , 0 , 
41.4083 , 0.0213808 , 5.13915e-84 , -3.50751e-288 , 0 , 0 , 
41.6083 , 0.0231184 , -2.03286e-83 , 1.38744e-287 , 0 , 0 , 
41.8084 , 0.023944 , 5.25679e-83 , -3.58781e-287 , 0 , 0 , 
42.0084 , 0.0238343 , -7.05878e-83 , 4.81768e-287 , 0 , 0 , 
42.2084 , 0.0228018 , -1.11942e-82 , 7.64013e-287 , 0 , 0 , 
42.4085 , 0.0208951 , 1.02747e-81 , -7.0126e-286 , 0 , 0 , 
42.6085 , 0.0181962 , -3.87112e-81 , 2.64207e-285 , 0 , 0 , 
42.8086 , 0.014817 , 9.57095e-81 , -6.53225e-285 , 0 , 0 , 
43.0086 , 0.0108945 , -1.12904e-80 , 7.70578e-285 , 0 , 0 , 
43.2086 , 0.00658554 , -2.67144e-80 , 1.82328e-284 , 0 , 0 , 
43.4087 , 0.00206071 , 2.04044e-79 , -1.39262e-283 , 0 , 0 , 
43.6087 , -0.00250253 , -7.34223e-79 , 5.01114e-283 , 0 , 0 , 
43.8088 , -0.00692696 , 1.73175e-78 , -1.18194e-282 , 0 , 0 , 
44.0088 , -0.0110422 , -1.73653e-78 , 1.18519e-282 , 0 , 0 , 
44.2088 , -0.0146913 , -6.06737e-78 , 4.14103e-282 , 0 , 0 , 
44.4089 , -0.0177365 , 4.0276e-77 , -2.74887e-281 , 0 , 0 , 
44.6089 , -0.0200652 , -1.387e-76 , 9.4664e-281 , 0 , 0 , 
44.809 , -0.0215934 , 3.11193e-76 , -2.12392e-280 , 0 , 0 , 
45.009 , -0.0222685 , -2.51765e-76 , 1.71832e-280 , 0 , 0 , 
45.209 , -0.0220715 , -1.33277e-75 , 9.09625e-280 , 0 , 0 , 
45.4091 , -0.0210177 , 7.90621e-75 , -5.39606e-279 , 0 , 0 , 
45.6091 , -0.0191557 , -2.60951e-74 , 1.78101e-278 , 0 , 0 , 
45.8092 , -0.0165647 , 5.54924e-74 , -3.78741e-278 , 0 , 0 , 
46.0092 , -0.0133515 , -3.29897e-74 , 2.25158e-278 , 0 , 0 , 
46.2092 , -0.0096464 , -2.85763e-73 , 1.95036e-277 , 0 , 0 , 
46.4093 , -0.00559767 , 1.5441e-72 , -1.05386e-276 , 0 , 0 , 
46.6093 , -0.00136579 , -4.88918e-72 , 3.33691e-276 , 0 , 0 , 
46.8094 , 0.00288314 , 9.80955e-72 , -6.69511e-276 , 0 , 0 , 
47.0094 , 0.00698366 , -3.47131e-72 , 2.3692e-276 , 0 , 0 , 
47.2094 , 0.0107773 , -6.01527e-71 , 4.10547e-275 , 0 , 0 , 
47.4095 , 0.0141188 , 3.0013e-70 , -2.04841e-274 , 0 , 0 , 
47.6095 , 0.016882 , -9.12116e-70 , 6.22527e-274 , 0 , 0 , 
47.8096 , 0.0189641 , 1.71672e-69 , -1.17168e-273 , 0 , 0 , 
48.0096 , 0.0202895 , -1.37305e-70 , 9.37117e-275 , 0 , 0 , 
48.2096 , 0.0208125 , -1.24786e-68 , 8.51674e-273 , 0 , 0 , 
48.4097 , 0.0205194 , 5.80742e-68 , -3.96362e-272 , 0 , 0 , 
48.6097 , 0.0194284 , -1.69405e-67 , 1.1562e-271 , 0 , 0 , 
48.8098 , 0.0175884 , 2.96912e-67 , -2.02645e-271 , 0 , 0 , 
49.0098 , 0.015077 , 7.05191e-68 , -4.81299e-272 , 0 , 0 , 
49.2098 , 0.0119975 , -2.55797e-66 , 1.74584e-270 , 0 , 0 , 
49.4099 , 0.0084747 , 1.11888e-65 , -7.63644e-270 , 0 , 0 , 
49.6099 , 0.0046495 , -3.13157e-65 , 2.13732e-269 , 0 , 0 , 
49.81 , 0.000673451 , 5.06306e-65 , -3.45558e-269 , 0 , 0 , 
50.01 , -0.00329714 , 3.11795e-65 , -2.12803e-269 , 0 , 0 , 
50.21 , -0.00710725 , -5.19143e-64 , 3.5432e-268 , 0 , 0 , 
50.4101 , -0.0106094 , 2.14669e-63 , -1.46514e-267 , 0 , 0 , 
50.6101 , -0.0136694 , -5.76019e-63 , 3.93138e-267 , 0 , 0 , 
50.8102 , -0.0161713 , 8.48476e-63 , -5.79092e-267 , 0 , 0 , 
51.0102 , -0.0180215 , 9.18871e-63 , -6.27137e-267 , 0 , 0 , 
51.2102 , -0.0191527 , -1.04463e-61 , 7.12966e-266 , 0 , 0 , 
51.4103 , -0.0195263 , 4.10194e-61 , -2.79961e-265 , 0 , 0 , 
51.6103 , -0.0191337 , -1.05389e-60 , 7.1929e-265 , 0 , 0 , 
51.8104 , -0.017996 , 1.39075e-60 , -9.49202e-265 , 0 , 0 , 
52.0104 , -0.0161632 , 2.34366e-60 , -1.59957e-264 , 0 , 0 , 
52.2104 , -0.013712 , -2.08636e-59 , 1.42396e-263 , 0 , 0 , 
52.4105 , -0.0107432 , 7.80662e-59 , -5.32808e-263 , 0 , 0 , 
52.6105 , -0.00737675 , -1.91712e-58 , 1.30845e-262 , 0 , 0 , 
52.8106 , -0.00374709 , 2.21359e-58 , -1.5108e-262 , 0 , 0 , 
53.0106 , 1.86108e-06 , 5.54452e-58 , -3.78418e-262 , 0 , 0 , 
53.2106 , 0.00372251 , -4.13943e-57 , 2.8252e-261 , 0 , 0 , 
53.4107 , 0.00726953 , 1.47979e-56 , -1.00997e-260 , 0 , 0 , 
53.6107 , 0.0105055 , -3.46546e-56 , 2.36521e-260 , 0 , 0 , 
53.8108 , 0.0133062 , 3.38054e-56 , -2.30725e-260 , 0 , 0 , 
54.0108 , 0.0155649 , 1.25214e-55 , -8.54598e-260 , 0 , 0 , 
54.2108 , 0.0171973 , -8.1639e-55 , 5.57194e-259 , 0 , 0 , 
54.4109 , 0.0181441 , 2.79377e-54 , -1.90678e-258 , 0 , 0 , 
54.6109 , 0.0183733 , -6.22071e-54 , 4.24569e-258 , 0 , 0 , 
54.811 , 0.017881 , 4.84589e-54 , -3.30736e-258 , 0 , 0 , 
55.011 , 0.0166915 , 2.73945e-53 , -1.8697e-257 , 0 , 0 , 
55.211 , 0.0148564 , -1.60135e-52 , 1.09293e-256 , 0 , 0 , 
55.4111 , 0.0124524 , 5.25306e-52 , -3.58526e-256 , 0 , 0 , 
55.6111 , 0.00957767 , -1.10795e-51 , 7.56184e-256 , 0 , 0 , 
55.8112 , 0.00634804 , 6.21555e-52 , -4.24217e-256 , 0 , 0 , 
56.0112 , 0.00289255 , 5.85614e-51 , -3.99687e-255 , 0 , 0 , 
56.2112 , -0.000651726 , -3.12521e-50 , 2.13299e-254 , 0 , 0 , 
56.4113 , -0.00414528 , 9.83603e-50 , -6.71318e-254 , 0 , 0 , 
56.6113 , -0.00745161 , -1.95584e-49 , 1.33488e-253 , 0 , 0 , 
56.8114 , -0.0104424 , 6.18058e-50 , -4.2183e-254 , 0 , 0 , 
57.0114 , -0.0130025 , 1.22982e-48 , -8.39364e-253 , 0 , 0 , 
57.2114 , -0.0150346 , -6.07044e-48 , 4.14313e-252 , 0 , 0 , 
57.4115 , -0.0164626 , 1.83381e-47 , -1.25159e-251 , 0 , 0 , 
57.6115 , -0.0172349 , -3.41732e-47 , 2.33235e-251 , 0 , 0 , 
57.8116 , -0.0173254 , 1.24653e-48 , -8.50771e-253 , 0 , 0 , 
58.0116 , -0.0167352 , 2.54642e-46 , -1.73795e-250 , 0 , 0 , 
58.2116 , -0.0154922 , -1.17386e-45 , 8.01167e-250 , 0 , 0 , 
58.4117 , -0.0136496 , 3.4036e-45 , -2.32298e-249 , 0 , 0 , 
58.6117 , -0.0112838 , -5.89909e-45 , 4.02618e-249 , 0 , 0 , 
58.8118 , -0.008491 , -1.70264e-45 , 1.16207e-249 , 0 , 0 , 
59.0118 , -0.00538366 , 5.21169e-44 , -3.55702e-248 , 0 , 0 , 
59.2118 , -0.00208594 , -2.26019e-43 , 1.5426e-247 , 0 , 0 , 
59.4119 , 0.00127146 , 6.28733e-43 , -4.29116e-247 , 0 , 0 , 
59.6119 , 0.00455644 , -1.00361e-42 , 6.8497e-247 , 0 , 0 , 
59.812 , 0.00764048 , -6.80339e-43 , 4.64338e-247 , 0 , 0 , 
60.012 , 0.0104037 , 1.05631e-41 , -7.20938e-246 , 0 , 0 , 
60.212 , 0.0127398 , -4.33382e-41 , 2.95787e-245 , 0 , 0 , 
60.4121 , 0.01456 , 1.15561e-40 , -7.88715e-245 , 0 , 0 , 
60.6121 , 0.0157961 , -1.67698e-40 , 1.14455e-244 , 0 , 0 , 
60.8122 , 0.0164032 , -1.94756e-40 , 1.32923e-244 , 0 , 0 , 
61.0122 , 0.0163615 , 2.12305e-39 , -1.449e-243 , 0 , 0 , 
61.2122 , 0.0156771 , -8.27624e-39 , 5.6486e-243 , 0 , 0 , 
61.4123 , 0.0143809 , 2.1126e-38 , -1.44187e-242 , 0 , 0 , 
61.6123 , 0.0125279 , -2.73842e-38 , 1.869e-242 , 0 , 0 , 
61.8124 , 0.0101942 , -4.89915e-38 , 3.34371e-242 , 0 , 0 , 
62.0124 , 0.00747477 , 4.23592e-37 , -2.89105e-241 , 0 , 0 , 
62.2124 , 0.00447893 , -1.57417e-36 , 1.07439e-240 , 0 , 0 , 
62.4125 , 0.00132618 , 3.83958e-36 , -2.62055e-240 , 0 , 0 , 
62.6125 , -0.00185861 , -4.33619e-36 , 2.95949e-240 , 0 , 0 , 
62.8126 , -0.00495004 , -1.14963e-35 , 7.84634e-240 , 0 , 0 , 
63.0126 , -0.00782706 , 8.39657e-35 , -5.73074e-239 , 0 , 0 , 
63.2126 , -0.010378 , -2.98218e-34 , 2.03537e-238 , 0 , 0 , 
63.4127 , -0.0125046 , 6.9338e-34 , -4.73238e-238 , 0 , 0 , 
63.6127 , -0.0141259 , -6.5723e-34 , 4.48565e-238 , 0 , 0 , 
63.8128 , -0.0151812 , -2.58235e-33 , 1.76248e-237 , 0 , 0 , 
64.0128 , -0.0156324 , 1.65462e-32 , -1.12929e-236 , 0 , 0 , 
64.2128 , -0.0154657 , -5.62689e-32 , 3.8404e-236 , 0 , 0 , 
64.4129 , -0.0146914 , 1.2433e-31 , -8.48564e-236 , 0 , 0 , 
64.6129 , -0.0133438 , -9.30607e-32 , 6.35147e-236 , 0 , 0 , 
64.813 , -0.0114791 , -5.62808e-31 , 3.84121e-235 , 0 , 0 , 
65.013 , -0.00917401 , 3.24306e-30 , -2.21342e-234 , 0 , 0 , 
65.213 , -0.00652199 , -1.05737e-29 , 7.21663e-234 , 0 , 0 , 
65.4131 , -0.00362945 , 2.21168e-29 , -1.50949e-233 , 0 , 0 , 
65.6131 , -0.000611609 , -1.16539e-29 , 7.9539e-234 , 0 , 0 , 
65.8132 , 0.00241198 , -1.19964e-28 , 8.18768e-233 , 0 , 0 , 
66.0132 , 0.00532221 , 6.3247e-28 , -4.31667e-232 , 0 , 0 , 
66.2132 , 0.00800527 , -1.97863e-27 , 1.35043e-231 , 0 , 0 , 
66.4133 , 0.010357 , 3.89873e-27 , -2.66092e-231 , 0 , 0 , 
66.6133 , 0.0122866 , -1.08153e-27 , 7.38152e-232 , 0 , 0 , 
66.8134 , 0.0137207 , -2.51361e-26 , 1.71556e-230 , 0 , 0 , 
67.0134 , 0.0146057 , 1.22769e-25 , -8.37911e-230 , 0 , 0 , 
