z , j_6 , j_100 , j_200 , j_500 , j_1000 , 
617.123 , -0.00159832 , -0.000240289 , 0.000523841 , -0.00198718 , 0 , 
617.323 , -0.00161898 , -0.000551848 , 0.000216947 , -0.00188661 , 0 , 
617.524 , -0.00157507 , -0.000841781 , -9.74906e-05 , -0.00176027 , 0 , 
617.724 , -0.00146839 , -0.00109885 , -0.000408242 , -0.00160987 , 0 , 
617.924 , -0.00130326 , -0.00131309 , -0.000704224 , -0.00143748 , 0 , 
618.124 , -0.00108629 , -0.00147624 , -0.000974891 , -0.00124545 , 0 , 
618.324 , -0.000826141 , -0.00158197 , -0.00121059 , -0.0010364 , 0 , 
618.524 , -0.000533222 , -0.00162621 , -0.00140293 , -0.000813212 , 0 , 
618.724 , -0.000219241 , -0.00160728 , -0.00154506 , -0.000578949 , 0 , 
618.924 , 0.000103275 , -0.00152599 , -0.00163195 , -0.000336842 , 0 , 
619.124 , 0.000421468 , -0.00138551 , -0.00166054 , -9.02355e-05 , 0 , 
619.324 , 0.000722658 , -0.00119132 , -0.00162982 , 0.000157461 , 0 , 
619.524 , 0.000994836 , -0.000951003 , -0.00154093 , 0.000402814 , 0 , 
619.724 , 0.00122718 , -0.000673921 , -0.00139707 , 0.000642417 , 0 , 
619.924 , 0.00141045 , -0.000370859 , -0.00120342 , 0.000872939 , 0 , 
620.124 , 0.00153739 , -5.35924e-05 , -0.000966922 , 0.00109117 , 0 , 
620.324 , 0.00160295 , 0.000265555 , -0.00069604 , 0.00129406 , 0 , 
620.524 , 0.00160455 , 0.000574182 , -0.000400469 , 0.00147877 , 0 , 
620.724 , 0.00154219 , 0.000860313 , -9.07881e-05 , 0.00164271 , 0 , 
620.924 , 0.0014184 , 0.00111286 , 0.000221935 , 0.00178359 , 0 , 
621.124 , 0.00123815 , 0.00132204 , 0.000526532 , 0.00189941 , 0 , 
621.324 , 0.00100864 , 0.00147975 , 0.000812122 , 0.00198854 , 0 , 
621.524 , 0.000739069 , 0.00157988 , 0.0010685 , 0.00204971 , 0 , 
621.724 , 0.000440212 , 0.00161861 , 0.00128654 , 0.00208206 , 0 , 
621.924 , 0.000124002 , 0.00159446 , 0.00145846 , 0.00208511 , 0 , 
622.124 , -0.000196952 , 0.00150842 , 0.00157816 , 0.0020588 , 0 , 
622.324 , -0.000509851 , 0.00136385 , 0.00164137 , 0.00200349 , 0 , 
622.525 , -0.000802217 , 0.00116641 , 0.00164586 , 0.00191993 , 0 , 
622.725 , -0.00106241 , 0.000923796 , 0.00159151 , 0.00180931 , 0 , 
622.925 , -0.00128009 , 0.000645471 , 0.00148032 , 0.00167316 , 0 , 
623.125 , -0.00144661 , 0.000342256 , 0.00131627 , 0.00151341 , 0 , 
623.325 , -0.00155534 , 2.59387e-05 , 0.00110526 , 0.0013323 , 0 , 
623.525 , -0.00160199 , -0.00029118 , 0.000854863 , 0.0011324 , 0 , 
623.725 , -0.00158475 , -0.000596783 , 0.000574059 , 0.000916528 , 0 , 
623.925 , -0.00150435 , -0.000879017 , 0.000272909 , 0.00068776 , 0 , 
624.125 , -0.00136403 , -0.00112694 , -3.78125e-05 , 0.000449341 , 0 , 
624.325 , -0.00116942 , -0.00133092 , -0.000346984 , 0.000204667 , 0 , 
624.525 , -0.000928303 , -0.00148307 , -0.00064354 , -4.27712e-05 , 0 , 
624.725 , -0.000650344 , -0.00157752 , -0.000916885 , -0.000289439 , 0 , 
624.925 , -0.000346639 , -0.00161065 , -0.00115726 , -0.000531806 , 0 , 
625.125 , -2.9305e-05 , -0.00158121 , -0.00135608 , -0.000766399 , 0 , 
625.325 , 0.000288996 , -0.00149034 , -0.00150624 , -0.000989848 , 0 , 
625.525 , 0.000595567 , -0.00134164 , -0.0016024 , -0.00119894 , 0 , 
625.725 , 0.000878199 , -0.00114093 , -0.00164116 , -0.00139066 , 0 , 
625.925 , 0.00112565 , -0.000896039 , -0.00162117 , -0.00156225 , 0 , 
626.125 , 0.00132807 , -0.000616489 , -0.00154317 , -0.00171121 , 0 , 
626.325 , 0.0014774 , -0.000313164 , -0.00140997 , -0.0018354 , 0 , 
626.525 , 0.00156774 , 2.1295e-06 , -0.00122639 , -0.001933 , 0 , 
626.725 , 0.00159552 , 0.000317136 , -0.000999021 , -0.00200259 , 0 , 
626.925 , 0.0015597 , 0.000619625 , -0.000736038 , -0.00204316 , 0 , 
627.125 , 0.00146171 , 0.000897854 , -0.000446865 , -0.00205409 , 0 , 
627.325 , 0.0013055 , 0.00114102 , -0.000141873 , -0.00203522 , 0 , 
627.526 , 0.00109735 , 0.00133969 , 0.000168002 , -0.0019868 , 0 , 
627.726 , 0.00084559 , 0.0014862 , 0.000471661 , -0.00190953 , 0 , 
627.926 , 0.000560284 , 0.00157488 , 0.000758238 , -0.00180453 , 0 , 
628.126 , 0.000252818 , 0.00160231 , 0.00101748 , -0.00167329 , 0 , 
628.326 , -6.45324e-05 , 0.00156746 , 0.0012401 , -0.00151773 , 0 , 
628.526 , -0.000379103 , 0.00147173 , 0.00141815 , -0.0013401 , 0 , 
628.726 , -0.000678361 , 0.00131889 , 0.00154529 , -0.001143 , 0 , 
628.926 , -0.000950392 , 0.00111491 , 0.00161699 , -0.000929295 , 0 , 
629.126 , -0.00118436 , 0.000867724 , 0.00163071 , -0.000702111 , 0 , 
629.326 , -0.00137096 , 0.000586979 , 0.00158597 , -0.000464774 , 0 , 
629.526 , -0.00150278 , 0.000283608 , 0.00148443 , -0.000220764 , 0 , 
629.726 , -0.00157461 , -3.05873e-05 , 0.00132977 , 2.63349e-05 , 0 , 
629.926 , -0.00158364 , -0.000343398 , 0.00112754 , 0.000272889 , 0 , 
630.126 , -0.00152952 , -0.000642668 , 0.000885026 , 0.000515266 , 0 , 
630.326 , -0.00141444 , -0.000916769 , 0.000610935 , 0.000749889 , 0 , 
630.526 , -0.00124306 , -0.00115507 , 0.000315122 , 0.000973291 , 0 , 
630.726 , -0.00102224 , -0.00134833 , 8.20133e-06 , 0.00118217 , 0 , 
630.926 , -0.000760804 , -0.00148909 , -0.000298822 , 0.00137342 , 0 , 
631.126 , -0.000469199 , -0.00157188 , -0.000594937 , 0.00154421 , 0 , 
631.326 , -0.000159072 , -0.00159352 , -0.000869526 , 0.00169199 , 0 , 
631.526 , 0.000157195 , -0.00155322 , -0.00111276 , 0.00181457 , 0 , 
631.726 , 0.000466995 , -0.00145259 , -0.00131593 , 0.0019101 , 0 , 
631.926 , 0.000757988 , -0.00129558 , -0.00147179 , 0.00197716 , 0 , 
632.126 , 0.00101858 , -0.0010883 , -0.00157475 , 0.00201474 , 0 , 
632.326 , 0.00123839 , -0.00083885 , -0.00162115 , 0.00202226 , 0 , 
632.527 , 0.00140869 , -0.000556963 , -0.00160936 , 0.0019996 , 0 , 
632.727 , 0.00152273 , -0.000253609 , -0.00153986 , 0.00194708 , 0 , 
632.927 , 0.001576 , 5.94133e-05 , -0.00141515 , 0.00186548 , 0 , 
633.127 , 0.0015664 , 0.000369931 , -0.00123973 , 0.00175601 , 0 , 
633.327 , 0.00149435 , 0.000665868 , -0.00101994 , 0.00162028 , 0 , 
633.527 , 0.00136278 , 0.000935735 , -0.00076369 , 0.00146034 , 0 , 
633.727 , 0.00117697 , 0.00116907 , -0.000480196 , 0.00127858 , 0 , 
633.927 , 0.000944362 , 0.00135681 , -0.000179644 , 0.0010777 , 0 , 
634.127 , 0.00067424 , 0.00149169 , 0.000127169 , 0.000860736 , 0 , 
634.327 , 0.000377408 , 0.00156849 , 0.00042922 , 0.000630942 , 0 , 
634.527 , 6.57241e-05 , 0.00158428 , 0.00071567 , 0.000391779 , 0 , 
634.727 , -0.000248385 , 0.00153848 , 0.000976251 , 0.000146854 , 0 , 
634.927 , -0.000552399 , 0.0014329 , 0.00120162 , -0.000100136 , 0 , 
635.127 , -0.000834196 , 0.00127167 , 0.0013837 , -0.000345455 , 0 , 
635.327 , -0.00108255 , 0.00106111 , 0.00151596 , -0.000585388 , 0 , 
635.527 , -0.0012876 , 0.000809438 , 0.00159371 , -0.000816295 , 0 , 
635.727 , -0.00144119 , 0.000526457 , 0.00161418 , -0.00103467 , 0 , 
635.927 , -0.00153724 , 0.000223183 , 0.00157667 , -0.00123719 , 0 , 
636.127 , -0.00157193 , -8.85798e-05 , 0.00148253 , -0.00142078 , 0 , 
636.327 , -0.00154393 , -0.000396698 , 0.0013352 , -0.00158262 , 0 , 
636.527 , -0.0014544 , -0.000689199 , 0.00114 , -0.00172024 , 0 , 
636.727 , -0.00130695 , -0.000954725 , 0.000903973 , -0.00183155 , 0 , 
636.927 , -0.00110749 , -0.00118297 , 0.000635612 , -0.00191482 , 0 , 
637.127 , -0.000863999 , -0.00136506 , 0.000344577 , -0.00196878 , 0 , 
637.327 , -0.000586215 , -0.00149396 , 4.13454e-05 , -0.00199258 , 0 , 
637.528 , -0.000285241 , -0.0015647 , -0.000263179 , -0.00198586 , 0 , 
637.728 , 2.69162e-05 , -0.00157457 , -0.000558057 , -0.0019487 , 0 , 
637.928 , 0.00033781 , -0.0015232 , -0.000832696 , -0.00188167 , 0 , 
638.128 , 0.000635038 , -0.00141262 , -0.00107723 , -0.00178577 , 0 , 
638.328 , 0.000906758 , -0.00124718 , -0.00128288 , -0.00166248 , 0 , 
638.528 , 0.00114216 , -0.00103336 , -0.00144229 , -0.00151368 , 0 , 
638.728 , 0.0013319 , -0.000779494 , -0.00154975 , -0.00134165 , 0 , 
638.928 , 0.00146841 , -0.000495467 , -0.00160143 , -0.00114905 , 0 , 
639.128 , 0.00154629 , -0.000192349 , -0.00159548 , -0.000938822 , 0 , 
639.328 , 0.00156247 , 0.000118056 , -0.00153217 , -0.000714224 , 0 , 
639.528 , 0.00151636 , 0.000423674 , -0.00141381 , -0.000478721 , 0 , 
639.728 , 0.00140984 , 0.00071263 , -0.00124468 , -0.000235954 , 0 , 
639.928 , 0.00124717 , 0.000973693 , -0.00103088 , 1.03177e-05 , 0 , 
640.128 , 0.00103487 , 0.00119672 , -0.000780133 , 0.000256275 , 0 , 
640.328 , 0.000781458 , 0.00137306 , -0.000501485 , 0.000498098 , 0 , 
640.528 , 0.000497053 , 0.0014959 , -0.000204975 , 0.000732027 , 0 , 
640.728 , 0.000193009 , 0.00156049 , 9.87267e-05 , 0.000954421 , 0 , 
640.928 , -0.000118545 , 0.00156434 , 0.000398689 , 0.00116181 , 0 , 
641.128 , -0.000425174 , 0.00150734 , 0.000684115 , 0.00135096 , 0 , 
641.328 , -0.00071466 , 0.00139175 , 0.000944744 , 0.00151891 , 0 , 
641.528 , -0.000975478 , 0.00122211 , 0.00117122 , 0.00166303 , 0 , 
641.728 , -0.00119725 , 0.00100504 , 0.00135541 , 0.00178106 , 0 , 
641.928 , -0.00137115 , 0.000749013 , 0.0014907 , 0.00187114 , 0 , 
642.128 , -0.00149027 , 0.000464006 , 0.00157224 , 0.00193186 , 0 , 
642.328 , -0.00154991 , 0.000161134 , 0.00159714 , 0.00196224 , 0 , 
642.529 , -0.00154773 , -0.000147817 , 0.00156454 , 0.00196181 , 0 , 
642.729 , -0.00148385 , -0.00045083 , 0.00147564 , 0.00193057 , 0 , 
642.929 , -0.00136085 , -0.000736117 , 0.00133366 , 0.00186898 , 0 , 
643.129 , -0.00118366 , -0.000992586 , 0.00114375 , 0.00177801 , 0 , 
643.329 , -0.000959407 , -0.00121028 , 0.000912781 , 0.00165908 , 0 , 
643.529 , -0.000697049 , -0.00138077 , 0.000649089 , 0.00151407 , 0 , 
643.729 , -0.000407062 , -0.00149745 , 0.000362184 , 0.00134525 , 0 , 
643.929 , -0.000101021 , -0.00155579 , 6.24096e-05 , 0.00115527 , 0 , 
644.129 , 0.000208853 , -0.00155356 , -0.000239423 , 0.000947146 , 0 , 
644.329 , 0.000510205 , -0.0014909 , -0.000532443 , 0.000724156 , 0 , 
644.529 , 0.000791035 , -0.00137029 , -0.000806105 , 0.000489832 , 0 , 
644.729 , 0.00104016 , -0.00119644 , -0.00105056 , 0.000247884 , 0 , 
644.929 , 0.00124766 , -0.000976144 , -0.00125701 , 2.15167e-06 , 0 , 
645.129 , 0.00140528 , -0.000718006 , -0.00141804 , -0.000243462 , 0 , 
645.329 , 0.00150678 , -0.0004321 , -0.00152788 , -0.000485049 , 0 , 
645.529 , 0.00154816 , -0.00012956 , -0.00158261 , -0.000718766 , 0 , 
645.729 , 0.0015278 , 0.000177838 , -0.00158027 , -0.000940884 , 0 , 
645.929 , 0.00144653 , 0.000478126 , -0.00152097 , -0.00114786 , 0 , 
646.129 , 0.00130764 , 0.000759619 , -0.0014069 , -0.00133637 , 0 , 
646.329 , 0.00111671 , 0.00101138 , -0.00124219 , -0.00150342 , 0 , 
646.529 , 0.000881387 , 0.00122365 , -0.00103281 , -0.00164632 , 0 , 
646.729 , 0.000611067 , 0.00138817 , -0.000786326 , -0.00176278 , 0 , 
646.929 , 0.000316548 , 0.00149856 , -0.000511644 , -0.00185091 , 0 , 
647.129 , 9.59497e-06 , 0.00155057 , -0.000218689 , -0.00190931 , 0 , 
647.329 , -0.000297548 , 0.00154222 , 8.19666e-05 , -0.00193702 , 0 , 
647.53 , -0.000592644 , 0.00147388 , 0.000379483 , -0.00193359 , 0 , 
647.73 , -0.000863934 , 0.00134821 , 0.000663136 , -0.00189906 , 0 , 
647.93 , -0.00110061 , 0.00117015 , 0.000922693 , -0.00183399 , 0 , 
648.13 , -0.00129325 , 0.000946672 , 0.00114881 , -0.0017394 , 0 , 
648.33 , -0.00143423 , 0.000686494 , 0.00133336 , -0.00161683 , 0 , 
648.53 , -0.00151795 , 0.000399762 , 0.00146971 , -0.00146823 , 0 , 
648.73 , -0.0015411 , 9.76445e-05 , 0.00155296 , -0.001296 , 0 , 
648.93 , -0.00150278 , -0.000208086 , 0.00158013 , -0.00110293 , 0 , 
649.13 , -0.00140458 , -0.000505526 , 0.00155027 , -0.000892117 , 0 , 
649.33 , -0.00125045 , -0.00078311 , 0.00146451 , -0.000666987 , 0 , 
649.53 , -0.00104657 , -0.00103005 , 0.00132597 , -0.000431182 , 0 , 
649.73 , -0.000801089 , -0.00123675 , 0.00113967 , -0.000188523 , 0 , 
649.93 , -0.000523815 , -0.00139518 , 0.000912342 , 5.70474e-05 , 0 , 
650.13 , -0.000225834 , -0.00149921 , 0.000652239 , 0.000301538 , 0 , 
650.33 , 8.0965e-05 , -0.00154484 , 0.00036876 , 0.000540971 , 0 , 
650.53 , 0.000384352 , -0.00153031 , 7.2145e-05 , 0.000771446 , 0 , 
650.73 , 0.00067223 , -0.00145623 , -0.000226895 , 0.000989203 , 0 , 
650.93 , 0.000933125 , -0.0013255 , -0.000517558 , 0.00119068 , 0 , 
651.13 , 0.00115666 , -0.00114326 , -0.000789356 , 0.00137259 , 0 , 
651.33 , 0.00133395 , -0.000916642 , -0.00103249 , 0.00153196 , 0 , 
651.53 , 0.00145796 , -0.000654483 , -0.00123821 , 0.00166616 , 0 , 
651.73 , 0.00152376 , -0.000367004 , -0.00139909 , 0.001773 , 0 , 
651.93 , 0.00152876 , -6.54151e-05 , -0.00150934 , 0.00185072 , 0 , 
652.13 , 0.00147282 , 0.00023853 , -0.00156503 , 0.00189802 , 0 , 
652.33 , 0.00135821 , 0.000533006 , -0.00156417 , 0.00191414 , 0 , 
652.531 , 0.00118952 , 0.000806558 , -0.00150682 , 0.0018988 , 0 , 
652.731 , 0.000973502 , 0.00104854 , -0.00139508 , 0.00185224 , 0 , 
652.931 , 0.000718804 , 0.00124955 , -0.00123301 , 0.00177521 , 0 , 
653.131 , 0.000435612 , 0.00140179 , -0.00102651 , 0.00166898 , 0 , 
653.331 , 0.00013523 , 0.00149938 , -0.000783054 , 0.00153531 , 0 , 
653.531 , -0.000170365 , 0.00153855 , -0.000511458 , 0.00137637 , 0 , 
653.731 , -0.000468981 , 0.00151777 , -0.000221545 , 0.0011948 , 0 , 
653.931 , -0.000748712 , 0.00143792 , 7.61935e-05 , 0.000993578 , 0 , 
654.131 , -0.000998423 , 0.00130214 , 0.000370994 , 0.000776045 , 0 , 
654.331 , -0.00120819 , 0.00111576 , 0.00065221 , 0.000545794 , 0 , 
654.531 , -0.00136966 , 0.000886051 , 0.000909689 , 0.000306637 , 0 , 
654.731 , -0.00147642 , 0.000621975 , 0.00113413 , 6.25388e-05 , 0 , 
654.931 , -0.00152424 , 0.000333846 , 0.00131743 , -0.000182448 , 0 , 
655.131 , -0.00151128 , 3.28996e-05 , 0.00145301 , -0.000424251 , 0 , 
655.331 , -0.00143809 , -0.000269146 , 0.00153599 , -0.000658851 , 0 , 
655.531 , -0.00130761 , -0.000560532 , 0.0015634 , -0.00088234 , 0 , 
655.731 , -0.00112506 , -0.000829911 , 0.00153426 , -0.00109099 , 0 , 
655.931 , -0.000897778 , -0.00106681 , 0.00144966 , -0.00128132 , 0 , 
656.131 , -0.000634847 , -0.00126202 , 0.00131271 , -0.00145015 , 0 , 
656.331 , -0.000346769 , -0.00140798 , 0.00112838 , -0.00159465 , 0 , 
656.531 , -4.50371e-05 , -0.00149903 , 0.000903355 , -0.00171241 , 0 , 
656.731 , 0.000258307 , -0.00153164 , 0.000645794 , -0.00180144 , 0 , 
656.931 , 0.000551164 , -0.00150459 , 0.000365036 , -0.00186026 , 0 , 
657.131 , 0.00082187 , -0.00141897 , 7.12506e-05 , -0.00188785 , 0 , 
657.331 , 0.00105965 , -0.00127816 , -0.000224935 , -0.00188377 , 0 , 
657.532 , 0.00125505 , -0.00108765 , -0.000512807 , -0.00184806 , 0 , 
657.732 , 0.00140028 , -0.000854892 , -0.000781949 , -0.00178132 , 0 , 
657.932 , 0.00148959 , -0.000588989 , -0.00102264 , -0.00168467 , 0 , 
658.132 , 0.00151948 , -0.000300315 , -0.00122618 , -0.00155972 , 0 , 
658.332 , 0.00148877 , -1.19774e-07 , -0.00138525 , -0.00140858 , 0 , 
658.532 , 0.00139873 , 0.000299902 , -0.00149409 , -0.00123378 , 0 , 
658.732 , 0.00125297 , 0.000588058 , -0.00154879 , -0.00103828 , 0 , 
658.932 , 0.00105735 , 0.000853133 , -0.00154741 , -0.000825354 , 0 , 
659.132 , 0.000819699 , 0.00108483 , -0.00149004 , -0.000598614 , 0 , 
659.332 , 0.000549517 , 0.00127413 , -0.00137878 , -0.000361887 , 0 , 
659.532 , 0.000257585 , 0.0014137 , -0.00121767 , -0.000119178 , 0 , 
659.732 , -4.44386e-05 , 0.00149811 , -0.00101258 , 0.000125403 , 0 , 
659.932 , -0.000344503 , 0.00152412 , -0.000770967 , 0.000367708 , 0 , 
660.132 , -0.000630653 , 0.00149076 , -0.000501593 , 0.000603626 , 0 , 
660.332 , -0.000891493 , 0.00139936 , -0.000214221 , 0.000829149 , 0 , 
660.532 , -0.00111663 , 0.00125351 , 8.07369e-05 , 0.00104044 , 0 , 
660.732 , -0.00129711 , 0.00105891 , 0.00037259 , 0.0012339 , 0 , 
660.932 , -0.00142577 , 0.000823185 , 0.000650772 , 0.00140624 , 0 , 
661.132 , -0.00149751 , 0.000555546 , 0.000905222 , 0.00155451 , 0 , 
661.332 , -0.00150952 , 0.000266427 , 0.00112674 , 0.00167619 , 0 , 
661.532 , -0.00146133 , -3.28996e-05 , 0.00130732 , 0.00176918 , 0 , 
661.732 , -0.00135491 , -0.00033076 , 0.00144042 , 0.00183189 , 0 , 
661.932 , -0.00119454 , -0.000615554 , 0.00152128 , 0.00186325 , 0 , 
662.132 , -0.000986647 , -0.000876201 , 0.00154698 , 0.00186272 , 0 , 
662.332 , -0.000739547 , -0.00110256 , 0.00151664 , 0.00183029 , 0 , 
662.533 , -0.000463106 , -0.00128583 , 0.00143136 , 0.00176651 , 0 , 
662.733 , -0.00016837 , -0.00141889 , 0.00129426 , 0.00167248 , 0 , 
662.933 , 0.000132896 , -0.0014966 , 0.00111036 , 0.0015498 , 0 , 
663.133 , 0.000428683 , -0.00151596 , 0.000886347 , 0.00140058 , 0 , 
663.333 , 0.000707208 , -0.00147626 , 0.000630345 , 0.00122736 , 0 , 
663.533 , 0.000957366 , -0.00137906 , 0.000351649 , 0.00103314 , 0 , 
663.733 , 0.0011692 , -0.00122818 , 6.03792e-05 , 0.000821241 , 0 , 
663.933 , 0.00133429 , -0.00102956 , -0.000232901 , 0.000595321 , 0 , 
664.133 , 0.00144611 , -0.000790943 , -0.000517564 , 0.000359271 , 0 , 
664.333 , 0.0015002 , -0.000521655 , -0.0007833 , 0.000117163 , 0 , 
664.533 , 0.00149444 , -0.000232199 , -0.00102048 , -0.000126824 , 0 , 
664.733 , 0.0014291 , 6.61261e-05 , -0.00122051 , -0.00036847 , 0 , 
664.933 , 0.00130684 , 0.000361692 , -0.00137618 , -0.000603595 , 0 , 
665.133 , 0.00113256 , 0.000642992 , -0.00148186 , -0.000828128 , 0 , 
665.333 , 0.000913221 , 0.000899074 , -0.00153376 , -0.00103818 , 0 , 
665.533 , 0.000657603 , 0.00111996 , -0.00152999 , -0.0012301 , 0 , 
665.733 , 0.000375925 , 0.00129707 , -0.00147074 , -0.00140055 , 0 , 
665.933 , 7.94337e-05 , 0.00142355 , -0.0013582 , -0.00154657 , 0 , 
666.133 , -0.000220048 , 0.00149448 , -0.00119648 , -0.00166563 , 0 , 
666.333 , -0.000510582 , 0.00150714 , -0.000991449 , -0.00175564 , 0 , 
666.533 , -0.000780582 , 0.00146104 , -0.000750575 , -0.00181504 , 0 , 
666.733 , -0.00101929 , 0.00135804 , -0.000482621 , -0.00184277 , 0 , 
666.933 , -0.00121723 , 0.0012022 , -0.000197326 , -0.00183836 , 0 , 
667.133 , -0.00136653 , 0.0009996 , 9.49593e-05 , -0.00180187 , 0 , 
667.333 , -0.00146126 , 0.000758165 , 0.000383627 , -0.00173394 , 0 , 
667.534 , -0.00149767 , 0.000487325 , 0.000658199 , -0.00163575 , 0 , 
667.734 , -0.00147434 , 0.000197659 , 0.000908721 , -0.001509 , 0 , 
667.934 , -0.00139226 , -9.95323e-05 , 0.00112612 , -0.00135592 , 0 , 
668.134 , -0.00125473 , -0.000392671 , 0.00130253 , -0.00117919 , 0 , 
668.334 , -0.00106725 , -0.000670333 , 0.00143156 , -0.000981883 , 0 , 
668.534 , -0.000837334 , -0.000921699 , 0.00150855 , -0.000767472 , 0 , 
668.734 , -0.000574173 , -0.00113699 , 0.00153074 , -0.000539716 , 0 , 
668.934 , -0.000288284 , -0.00130785 , 0.00149736 , -0.000302615 , 0 , 
669.134 , 8.9295e-06 , -0.00142764 , 0.00140966 , -6.03344e-05 , 0 , 
669.334 , 0.000305613 , -0.00149171 , 0.00127082 , 0.000182863 , 0 , 
669.534 , 0.000589931 , -0.00149759 , 0.00108593 , 0.000422693 , 0 , 
669.734 , 0.000850557 , -0.0014451 , 0.000861724 , 0.00065493 , 0 , 
669.934 , 0.00107712 , -0.00133633 , 0.000606369 , 0.000875478 , 0 , 
670.134 , 0.00126062 , -0.00117555 , 0.000329149 , 0.00108044 , 0 , 
670.334 , 0.00139374 , -0.000969027 , 4.01377e-05 , 0.0012662 , 0 , 
670.534 , 0.00147121 , -0.000724856 , -0.000250157 , 0.00142946 , 0 , 
670.734 , 0.00148999 , -0.000452583 , -0.00053119 , 0.00156734 , 0 , 
670.934 , 0.00144936 , -0.000162834 , -0.000792766 , 0.00167738 , 0 , 
671.134 , 0.00135097 , 0.000133094 , -0.0010254 , 0.00175765 , 0 , 
671.334 , 0.00119878 , 0.000423658 , -0.00122064 , 0.00180671 , 0 , 
671.534 , 0.00099888 , 0.00069753 , -0.00137142 , 0.00182367 , 0 , 
671.734 , 0.000759282 , 0.000944047 , -0.00147229 , 0.00180825 , 0 , 
671.934 , 0.000489561 , 0.00115362 , -0.00151962 , 0.00176071 , 0 , 
672.134 , 0.00020048 , 0.00131811 , -0.00151172 , 0.00168188 , 0 , 
672.334 , -9.64255e-05 , 0.00143111 , -0.00144888 , 0.00157317 , 0 , 
672.535 , -0.000389306 , 0.00148824 , -0.00133343 , 0.00143651 , 0 , 
672.735 , -0.000666489 , 0.00148733 , -0.0011696 , 0.00127433 , 0 , 
672.935 , -0.000916942 , 0.00142845 , -0.000963376 , 0.00108952 , 0 , 
673.135 , -0.0011307 , 0.00131391 , -0.000722256 , 0.000885373 , 0 , 
673.335 , -0.00129924 , 0.00114821 , -0.000455025 , 0.000665533 , 0 , 
673.535 , -0.00141587 , 0.00093784 , -0.000171415 , 0.000433928 , 0 , 
673.735 , -0.001476 , 0.000691041 , 0.000118254 , 0.0001947 , 0 , 
673.935 , -0.00147725 , 0.000417449 , 0.000403453 , -4.78702e-05 , 0 , 
674.135 , -0.00141961 , 0.000127741 , 0.000673821 , -0.00028944 , 0 , 
674.335 , -0.0013054 , -0.000166777 , 0.000919528 , -0.000525676 , 0 , 
674.535 , -0.00113921 , -0.000454614 , 0.00113165 , -0.00075234 , 0 , 
674.735 , -0.000927711 , -0.000724555 , 0.00130251 , -0.000965364 , 0 , 
674.935 , -0.000679355 , -0.000966092 , 0.00142591 , -0.00116092 , 0 , 
675.135 , -0.000404057 , -0.00116982 , 0.00149739 , -0.00133548 , 0 , 
675.335 , -0.00011281 , -0.00132781 , 0.00151436 , -0.00148592 , 0 , 
675.535 , 0.000182758 , -0.00143393 , 0.00147625 , -0.00160951 , 0 , 
675.735 , 0.000470863 , -0.00148408 , 0.00138448 , -0.00170402 , 0 , 
675.935 , 0.000740031 , -0.00147634 , 0.00124241 , -0.00176776 , 0 , 
676.135 , 0.000979539 , -0.00141104 , 0.00105523 , -0.00179956 , 0 , 
676.335 , 0.00117985 , -0.00129074 , 0.00082977 , -0.00179885 , 0 , 
676.535 , 0.00133299 , -0.00112019 , 0.000574261 , -0.00176563 , 0 , 
676.735 , 0.00143291 , -0.000906061 , 0.000298016 , -0.00170051 , 0 , 
676.935 , 0.00147566 , -0.000656733 , 1.10916e-05 , -0.00160466 , 0 , 
677.135 , 0.00145954 , -0.000381938 , -0.000276071 , -0.0014798 , 0 , 
677.335 , 0.00138523 , -9.24084e-05 , -0.000553015 , -0.0013282 , 0 , 
677.536 , 0.00125575 , 0.000200549 , -0.00080967 , -0.00115261 , 0 , 
677.736 , 0.00107628 , 0.000485512 , -0.00103671 , -0.000956202 , 0 , 
677.936 , 0.000854019 , 0.000751379 , -0.0012259 , -0.000742549 , 0 , 
678.136 , 0.000597832 , 0.000987788 , -0.00137036 , -0.000515527 , 0 , 
678.336 , 0.000317958 , 0.00118553 , -0.00146484 , -0.000279264 , 0 , 
678.536 , 2.55786e-05 , 0.00133691 , -0.00150595 , -3.80599e-05 , 0 , 
678.736 , -0.000267647 , 0.00143608 , -0.00149223 , 0.000203695 , 0 , 
678.936 , -0.000550035 , 0.00147919 , -0.00142421 , 0.000441595 , 0 , 
679.136 , -0.000810328 , 0.00146458 , -0.00130437 , 0.000671302 , 0 , 
679.336 , -0.00103815 , 0.00139284 , -0.0011371 , 0.000888621 , 0 , 
679.536 , -0.00122446 , 0.00126683 , -0.000928536 , 0.00108958 , 0 , 
679.736 , -0.00136184 , 0.0010915 , -0.000686293 , 0.00127052 , 0 , 
679.936 , -0.00144486 , 0.000873694 , -0.000419202 , 0.00142811 , 0 , 
680.136 , -0.00147022 , 0.000621936 , -0.000136998 , 0.00155947 , 0 , 
680.336 , -0.00143694 , 0.000346067 , 0.000150027 , 0.0016622 , 0 , 
680.536 , -0.0013464 , 5.68668e-05 , 0.000431416 , 0.0017344 , 0 , 
680.736 , -0.00120224 , -0.000234381 , 0.00069693 , 0.00177476 , 0 , 
680.936 , -0.00101023 , -0.00051632 , 0.000936908 , 0.00178252 , 0 , 
681.136 , -0.000778061 , -0.000777954 , 0.00114262 , 0.00175755 , 0 , 
681.336 , -0.000515003 , -0.00100908 , 0.00130657 , 0.00170029 , 0 , 
