  x  ,    Xe  ,   ne   , 
-35.5222 , 1.25242e-25 , 6.02932e+20 , 
-35.5217 , 1.25242e-25 , 6.0201e+20 , 
-35.5212 , 1.25242e-25 , 6.01088e+20 , 
-35.5207 , 1.25242e-25 , 6.00169e+20 , 
-35.5201 , 1.25242e-25 , 5.9925e+20 , 
-35.5196 , 1.25242e-25 , 5.98333e+20 , 
-35.5191 , 1.25242e-25 , 5.97417e+20 , 
-35.5186 , 1.25242e-25 , 5.96503e+20 , 
-35.5181 , 1.25242e-25 , 5.9559e+20 , 
-35.5176 , 1.25242e-25 , 5.94679e+20 , 
-35.5171 , 1.25242e-25 , 5.93769e+20 , 
-35.5166 , 1.25242e-25 , 5.9286e+20 , 
-35.5161 , 1.25242e-25 , 5.91953e+20 , 
-35.5155 , 1.25242e-25 , 5.91047e+20 , 
-35.515 , 1.25242e-25 , 5.90142e+20 , 
-35.5145 , 1.25242e-25 , 5.89239e+20 , 
-35.514 , 1.25242e-25 , 5.88337e+20 , 
-35.5135 , 1.25242e-25 , 5.87437e+20 , 
-35.513 , 1.25242e-25 , 5.86538e+20 , 
-35.5125 , 1.25242e-25 , 5.8564e+20 , 
-35.512 , 1.25242e-25 , 5.84744e+20 , 
-35.5115 , 1.25242e-25 , 5.83849e+20 , 
-35.511 , 1.25242e-25 , 5.82955e+20 , 
-35.5104 , 1.25242e-25 , 5.82063e+20 , 
-35.5099 , 1.25242e-25 , 5.81173e+20 , 
-35.5094 , 1.25242e-25 , 5.80283e+20 , 
-35.5089 , 1.25242e-25 , 5.79395e+20 , 
-35.5084 , 1.25242e-25 , 5.78508e+20 , 
-35.5079 , 1.25242e-25 , 5.77623e+20 , 
-35.5074 , 1.25242e-25 , 5.76739e+20 , 
-35.5069 , 1.25242e-25 , 5.75856e+20 , 
-35.5064 , 1.25242e-25 , 5.74975e+20 , 
-35.5058 , 1.25242e-25 , 5.74095e+20 , 
-35.5053 , 1.25242e-25 , 5.73217e+20 , 
-35.5048 , 1.25242e-25 , 5.72339e+20 , 
-35.5043 , 1.25242e-25 , 5.71463e+20 , 
-35.5038 , 1.25242e-25 , 5.70589e+20 , 
-35.5033 , 1.25242e-25 , 5.69716e+20 , 
-35.5028 , 1.25242e-25 , 5.68844e+20 , 
-35.5023 , 1.25242e-25 , 5.67973e+20 , 
-35.5018 , 1.25242e-25 , 5.67104e+20 , 
-35.5013 , 1.25242e-25 , 5.66236e+20 , 
-35.5007 , 1.25242e-25 , 5.65369e+20 , 
-35.5002 , 1.25242e-25 , 5.64504e+20 , 
-35.4997 , 1.25242e-25 , 5.6364e+20 , 
-35.4992 , 1.25242e-25 , 5.62778e+20 , 
-35.4987 , 1.25242e-25 , 5.61916e+20 , 
-35.4982 , 1.25242e-25 , 5.61057e+20 , 
-35.4977 , 1.25242e-25 , 5.60198e+20 , 
-35.4972 , 1.25242e-25 , 5.59341e+20 , 
-35.4967 , 1.25242e-25 , 5.58485e+20 , 
-35.4961 , 1.25242e-25 , 5.5763e+20 , 
-35.4956 , 1.25242e-25 , 5.56776e+20 , 
-35.4951 , 1.25242e-25 , 5.55924e+20 , 
-35.4946 , 1.25242e-25 , 5.55074e+20 , 
-35.4941 , 1.25242e-25 , 5.54224e+20 , 
-35.4936 , 1.25242e-25 , 5.53376e+20 , 
-35.4931 , 1.25242e-25 , 5.52529e+20 , 
-35.4926 , 1.25242e-25 , 5.51683e+20 , 
-35.4921 , 1.25242e-25 , 5.50839e+20 , 
-35.4916 , 1.25242e-25 , 5.49996e+20 , 
-35.491 , 1.25242e-25 , 5.49154e+20 , 
-35.4905 , 1.25242e-25 , 5.48314e+20 , 
-35.49 , 1.25242e-25 , 5.47475e+20 , 
-35.4895 , 1.25242e-25 , 5.46637e+20 , 
-35.489 , 1.25242e-25 , 5.458e+20 , 
-35.4885 , 1.25242e-25 , 5.44965e+20 , 
-35.488 , 1.25242e-25 , 5.44131e+20 , 
-35.4875 , 1.25242e-25 , 5.43298e+20 , 
-35.487 , 1.25242e-25 , 5.42467e+20 , 
-35.4864 , 1.25242e-25 , 5.41637e+20 , 
-35.4859 , 1.25242e-25 , 5.40808e+20 , 
-35.4854 , 1.25242e-25 , 5.3998e+20 , 
-35.4849 , 1.25242e-25 , 5.39154e+20 , 
-35.4844 , 1.25242e-25 , 5.38329e+20 , 
-35.4839 , 1.25242e-25 , 5.37505e+20 , 
-35.4834 , 1.25242e-25 , 5.36682e+20 , 
-35.4829 , 1.25242e-25 , 5.35861e+20 , 
-35.4824 , 1.25242e-25 , 5.35041e+20 , 
-35.4819 , 1.25242e-25 , 5.34222e+20 , 
-35.4813 , 1.25242e-25 , 5.33404e+20 , 
-35.4808 , 1.25242e-25 , 5.32588e+20 , 
-35.4803 , 1.25242e-25 , 5.31773e+20 , 
-35.4798 , 1.25242e-25 , 5.30959e+20 , 
-35.4793 , 1.25242e-25 , 5.30147e+20 , 
-35.4788 , 1.25242e-25 , 5.29335e+20 , 
-35.4783 , 1.25242e-25 , 5.28525e+20 , 
-35.4778 , 1.25242e-25 , 5.27716e+20 , 
-35.4773 , 1.25242e-25 , 5.26909e+20 , 
-35.4767 , 1.25242e-25 , 5.26102e+20 , 
-35.4762 , 1.25242e-25 , 5.25297e+20 , 
-35.4757 , 1.25242e-25 , 5.24493e+20 , 
-35.4752 , 1.25242e-25 , 5.23691e+20 , 
-35.4747 , 1.25242e-25 , 5.22889e+20 , 
-35.4742 , 1.25242e-25 , 5.22089e+20 , 
-35.4737 , 1.25242e-25 , 5.2129e+20 , 
-35.4732 , 1.25242e-25 , 5.20492e+20 , 
-35.4727 , 1.25242e-25 , 5.19696e+20 , 
-35.4722 , 1.25242e-25 , 5.189e+20 , 
-35.4716 , 1.25242e-25 , 5.18106e+20 , 
-35.4711 , 1.25242e-25 , 5.17313e+20 , 
-35.4706 , 1.25242e-25 , 5.16522e+20 , 
-35.4701 , 1.25242e-25 , 5.15731e+20 , 
-35.4696 , 1.25242e-25 , 5.14942e+20 , 
-35.4691 , 1.25242e-25 , 5.14154e+20 , 
-35.4686 , 1.25242e-25 , 5.13367e+20 , 
-35.4681 , 1.25242e-25 , 5.12581e+20 , 
-35.4676 , 1.25242e-25 , 5.11797e+20 , 
-35.467 , 1.25242e-25 , 5.11014e+20 , 
-35.4665 , 1.25242e-25 , 5.10231e+20 , 
-35.466 , 1.25242e-25 , 5.09451e+20 , 
-35.4655 , 1.25242e-25 , 5.08671e+20 , 
-35.465 , 1.25242e-25 , 5.07892e+20 , 
-35.4645 , 1.25242e-25 , 5.07115e+20 , 
-35.464 , 1.25242e-25 , 5.06339e+20 , 
-35.4635 , 1.25242e-25 , 5.05564e+20 , 
-35.463 , 1.25242e-25 , 5.04791e+20 , 
-35.4625 , 1.25242e-25 , 5.04018e+20 , 
-35.4619 , 1.25242e-25 , 5.03247e+20 , 
-35.4614 , 1.25242e-25 , 5.02476e+20 , 
-35.4609 , 1.25242e-25 , 5.01707e+20 , 
-35.4604 , 1.25242e-25 , 5.0094e+20 , 
-35.4599 , 1.25242e-25 , 5.00173e+20 , 
-35.4594 , 1.25242e-25 , 4.99408e+20 , 
-35.4589 , 1.25242e-25 , 4.98643e+20 , 
-35.4584 , 1.25242e-25 , 4.9788e+20 , 
-35.4579 , 1.25242e-25 , 4.97118e+20 , 
-35.4573 , 1.25242e-25 , 4.96357e+20 , 
-35.4568 , 1.25242e-25 , 4.95598e+20 , 
-35.4563 , 1.25242e-25 , 4.94839e+20 , 
-35.4558 , 1.25242e-25 , 4.94082e+20 , 
-35.4553 , 1.25242e-25 , 4.93326e+20 , 
-35.4548 , 1.25242e-25 , 4.92571e+20 , 
-35.4543 , 1.25242e-25 , 4.91817e+20 , 
-35.4538 , 1.25242e-25 , 4.91064e+20 , 
-35.4533 , 1.25242e-25 , 4.90313e+20 , 
-35.4528 , 1.25242e-25 , 4.89563e+20 , 
-35.4522 , 1.25242e-25 , 4.88813e+20 , 
-35.4517 , 1.25242e-25 , 4.88065e+20 , 
-35.4512 , 1.25242e-25 , 4.87318e+20 , 
-35.4507 , 1.25242e-25 , 4.86573e+20 , 
-35.4502 , 1.25242e-25 , 4.85828e+20 , 
-35.4497 , 1.25242e-25 , 4.85084e+20 , 
-35.4492 , 1.25242e-25 , 4.84342e+20 , 
-35.4487 , 1.25242e-25 , 4.83601e+20 , 
-35.4482 , 1.25242e-25 , 4.82861e+20 , 
-35.4476 , 1.25242e-25 , 4.82122e+20 , 
-35.4471 , 1.25242e-25 , 4.81384e+20 , 
-35.4466 , 1.25242e-25 , 4.80647e+20 , 
-35.4461 , 1.25242e-25 , 4.79912e+20 , 
-35.4456 , 1.25242e-25 , 4.79177e+20 , 
-35.4451 , 1.25242e-25 , 4.78444e+20 , 
-35.4446 , 1.25242e-25 , 4.77712e+20 , 
-35.4441 , 1.25242e-25 , 4.7698e+20 , 
-35.4436 , 1.25242e-25 , 4.76251e+20 , 
-35.4431 , 1.25242e-25 , 4.75522e+20 , 
-35.4425 , 1.25242e-25 , 4.74794e+20 , 
-35.442 , 1.25242e-25 , 4.74067e+20 , 
-35.4415 , 1.25242e-25 , 4.73342e+20 , 
-35.441 , 1.25242e-25 , 4.72617e+20 , 
-35.4405 , 1.25242e-25 , 4.71894e+20 , 
-35.44 , 1.25242e-25 , 4.71172e+20 , 
-35.4395 , 1.25242e-25 , 4.70451e+20 , 
-35.439 , 1.25242e-25 , 4.69731e+20 , 
-35.4385 , 1.25242e-25 , 4.69012e+20 , 
-35.4379 , 1.25242e-25 , 4.68294e+20 , 
-35.4374 , 1.25242e-25 , 4.67578e+20 , 
-35.4369 , 1.25242e-25 , 4.66862e+20 , 
-35.4364 , 1.25242e-25 , 4.66147e+20 , 
-35.4359 , 1.25242e-25 , 4.65434e+20 , 
-35.4354 , 1.25242e-25 , 4.64722e+20 , 
-35.4349 , 1.25242e-25 , 4.64011e+20 , 
-35.4344 , 1.25242e-25 , 4.633e+20 , 
-35.4339 , 1.25242e-25 , 4.62591e+20 , 
-35.4334 , 1.25242e-25 , 4.61883e+20 , 
-35.4328 , 1.25242e-25 , 4.61177e+20 , 
-35.4323 , 1.25242e-25 , 4.60471e+20 , 
-35.4318 , 1.25242e-25 , 4.59766e+20 , 
-35.4313 , 1.25242e-25 , 4.59063e+20 , 
-35.4308 , 1.25242e-25 , 4.5836e+20 , 
-35.4303 , 1.25242e-25 , 4.57659e+20 , 
-35.4298 , 1.25242e-25 , 4.56958e+20 , 
-35.4293 , 1.25242e-25 , 4.56259e+20 , 
-35.4288 , 1.25242e-25 , 4.55561e+20 , 
-35.4282 , 1.25242e-25 , 4.54863e+20 , 
-35.4277 , 1.25242e-25 , 4.54167e+20 , 
-35.4272 , 1.25242e-25 , 4.53472e+20 , 
-35.4267 , 1.25242e-25 , 4.52778e+20 , 
-35.4262 , 1.25242e-25 , 4.52085e+20 , 
-35.4257 , 1.25242e-25 , 4.51393e+20 , 
-35.4252 , 1.25242e-25 , 4.50703e+20 , 
-35.4247 , 1.25242e-25 , 4.50013e+20 , 
-35.4242 , 1.25242e-25 , 4.49324e+20 , 
-35.4237 , 1.25242e-25 , 4.48636e+20 , 
-35.4231 , 1.25242e-25 , 4.4795e+20 , 
-35.4226 , 1.25242e-25 , 4.47264e+20 , 
-35.4221 , 1.25242e-25 , 4.4658e+20 , 
-35.4216 , 1.25242e-25 , 4.45896e+20 , 
-35.4211 , 1.25242e-25 , 4.45214e+20 , 
-35.4206 , 1.25242e-25 , 4.44533e+20 , 
-35.4201 , 1.25242e-25 , 4.43852e+20 , 
-35.4196 , 1.25242e-25 , 4.43173e+20 , 
-35.4191 , 1.25242e-25 , 4.42495e+20 , 
-35.4185 , 1.25242e-25 , 4.41818e+20 , 
-35.418 , 1.25242e-25 , 4.41142e+20 , 
-35.4175 , 1.25242e-25 , 4.40466e+20 , 
-35.417 , 1.25242e-25 , 4.39792e+20 , 
-35.4165 , 1.25242e-25 , 4.39119e+20 , 
-35.416 , 1.25242e-25 , 4.38447e+20 , 
-35.4155 , 1.25242e-25 , 4.37776e+20 , 
-35.415 , 1.25242e-25 , 4.37106e+20 , 
-35.4145 , 1.25242e-25 , 4.36437e+20 , 
-35.414 , 1.25242e-25 , 4.35769e+20 , 
-35.4134 , 1.25242e-25 , 4.35102e+20 , 
-35.4129 , 1.25242e-25 , 4.34437e+20 , 
-35.4124 , 1.25242e-25 , 4.33772e+20 , 
-35.4119 , 1.25242e-25 , 4.33108e+20 , 
-35.4114 , 1.25242e-25 , 4.32445e+20 , 
-35.4109 , 1.25242e-25 , 4.31783e+20 , 
-35.4104 , 1.25242e-25 , 4.31122e+20 , 
-35.4099 , 1.25242e-25 , 4.30463e+20 , 
-35.4094 , 1.25242e-25 , 4.29804e+20 , 
-35.4088 , 1.25242e-25 , 4.29146e+20 , 
-35.4083 , 1.25242e-25 , 4.28489e+20 , 
-35.4078 , 1.25242e-25 , 4.27834e+20 , 
-35.4073 , 1.25242e-25 , 4.27179e+20 , 
-35.4068 , 1.25242e-25 , 4.26525e+20 , 
-35.4063 , 1.25242e-25 , 4.25872e+20 , 
-35.4058 , 1.25242e-25 , 4.25221e+20 , 
-35.4053 , 1.25242e-25 , 4.2457e+20 , 
-35.4048 , 1.25242e-25 , 4.2392e+20 , 
-35.4043 , 1.25242e-25 , 4.23271e+20 , 
-35.4037 , 1.25242e-25 , 4.22624e+20 , 
-35.4032 , 1.25242e-25 , 4.21977e+20 , 
-35.4027 , 1.25242e-25 , 4.21331e+20 , 
-35.4022 , 1.25242e-25 , 4.20686e+20 , 
-35.4017 , 1.25242e-25 , 4.20042e+20 , 
-35.4012 , 1.25242e-25 , 4.194e+20 , 
-35.4007 , 1.25242e-25 , 4.18758e+20 , 
-35.4002 , 1.25242e-25 , 4.18117e+20 , 
-35.3997 , 1.25242e-25 , 4.17477e+20 , 
-35.3991 , 1.25242e-25 , 4.16838e+20 , 
-35.3986 , 1.25242e-25 , 4.162e+20 , 
-35.3981 , 1.25242e-25 , 4.15563e+20 , 
-35.3976 , 1.25242e-25 , 4.14927e+20 , 
-35.3971 , 1.25242e-25 , 4.14292e+20 , 
-35.3966 , 1.25242e-25 , 4.13658e+20 , 
-35.3961 , 1.25242e-25 , 4.13025e+20 , 
-35.3956 , 1.25242e-25 , 4.12393e+20 , 
-35.3951 , 1.25242e-25 , 4.11762e+20 , 
-35.3946 , 1.25242e-25 , 4.11132e+20 , 
-35.394 , 1.25242e-25 , 4.10503e+20 , 
-35.3935 , 1.25242e-25 , 4.09874e+20 , 
-35.393 , 1.25242e-25 , 4.09247e+20 , 
-35.3925 , 1.25242e-25 , 4.08621e+20 , 
-35.392 , 1.25242e-25 , 4.07995e+20 , 
-35.3915 , 1.25242e-25 , 4.07371e+20 , 
-35.391 , 1.25242e-25 , 4.06748e+20 , 
-35.3905 , 1.25242e-25 , 4.06125e+20 , 
-35.39 , 1.25242e-25 , 4.05504e+20 , 
-35.3894 , 1.25242e-25 , 4.04883e+20 , 
-35.3889 , 1.25242e-25 , 4.04263e+20 , 
-35.3884 , 1.25242e-25 , 4.03645e+20 , 
-35.3879 , 1.25242e-25 , 4.03027e+20 , 
-35.3874 , 1.25242e-25 , 4.0241e+20 , 
-35.3869 , 1.25242e-25 , 4.01794e+20 , 
-35.3864 , 1.25242e-25 , 4.01179e+20 , 
-35.3859 , 1.25242e-25 , 4.00565e+20 , 
-35.3854 , 1.25242e-25 , 3.99952e+20 , 
-35.3849 , 1.25242e-25 , 3.9934e+20 , 
-35.3843 , 1.25242e-25 , 3.98729e+20 , 
-35.3838 , 1.25242e-25 , 3.98119e+20 , 
-35.3833 , 1.25242e-25 , 3.9751e+20 , 
-35.3828 , 1.25242e-25 , 3.96901e+20 , 
-35.3823 , 1.25242e-25 , 3.96294e+20 , 
-35.3818 , 1.25242e-25 , 3.95687e+20 , 
-35.3813 , 1.25242e-25 , 3.95082e+20 , 
-35.3808 , 1.25242e-25 , 3.94477e+20 , 
-35.3803 , 1.25242e-25 , 3.93873e+20 , 
-35.3797 , 1.25242e-25 , 3.93271e+20 , 
-35.3792 , 1.25242e-25 , 3.92669e+20 , 
-35.3787 , 1.25242e-25 , 3.92068e+20 , 
-35.3782 , 1.25242e-25 , 3.91468e+20 , 
-35.3777 , 1.25242e-25 , 3.90869e+20 , 
-35.3772 , 1.25242e-25 , 3.90271e+20 , 
-35.3767 , 1.25242e-25 , 3.89673e+20 , 
-35.3762 , 1.25242e-25 , 3.89077e+20 , 
-35.3757 , 1.25242e-25 , 3.88482e+20 , 
-35.3752 , 1.25242e-25 , 3.87887e+20 , 
-35.3746 , 1.25242e-25 , 3.87293e+20 , 
-35.3741 , 1.25242e-25 , 3.86701e+20 , 
-35.3736 , 1.25242e-25 , 3.86109e+20 , 
-35.3731 , 1.25242e-25 , 3.85518e+20 , 
-35.3726 , 1.25242e-25 , 3.84928e+20 , 
-35.3721 , 1.25242e-25 , 3.84339e+20 , 
-35.3716 , 1.25242e-25 , 3.83751e+20 , 
-35.3711 , 1.25242e-25 , 3.83163e+20 , 
-35.3706 , 1.25242e-25 , 3.82577e+20 , 
-35.37 , 1.25242e-25 , 3.81992e+20 , 
-35.3695 , 1.25242e-25 , 3.81407e+20 , 
-35.369 , 1.25242e-25 , 3.80823e+20 , 
-35.3685 , 1.25242e-25 , 3.8024e+20 , 
-35.368 , 1.25242e-25 , 3.79659e+20 , 
-35.3675 , 1.25242e-25 , 3.79077e+20 , 
-35.367 , 1.25242e-25 , 3.78497e+20 , 
-35.3665 , 1.25242e-25 , 3.77918e+20 , 
-35.366 , 1.25242e-25 , 3.7734e+20 , 
-35.3655 , 1.25242e-25 , 3.76762e+20 , 
-35.3649 , 1.25242e-25 , 3.76186e+20 , 
-35.3644 , 1.25242e-25 , 3.7561e+20 , 
-35.3639 , 1.25242e-25 , 3.75035e+20 , 
-35.3634 , 1.25242e-25 , 3.74461e+20 , 
-35.3629 , 1.25242e-25 , 3.73888e+20 , 
-35.3624 , 1.25242e-25 , 3.73316e+20 , 
-35.3619 , 1.25242e-25 , 3.72745e+20 , 
-35.3614 , 1.25242e-25 , 3.72174e+20 , 
-35.3609 , 1.25242e-25 , 3.71605e+20 , 
-35.3603 , 1.25242e-25 , 3.71036e+20 , 
-35.3598 , 1.25242e-25 , 3.70468e+20 , 
-35.3593 , 1.25242e-25 , 3.69901e+20 , 
-35.3588 , 1.25242e-25 , 3.69335e+20 , 
-35.3583 , 1.25242e-25 , 3.6877e+20 , 
-35.3578 , 1.25242e-25 , 3.68205e+20 , 
-35.3573 , 1.25242e-25 , 3.67642e+20 , 
-35.3568 , 1.25242e-25 , 3.67079e+20 , 
-35.3563 , 1.25242e-25 , 3.66517e+20 , 
-35.3558 , 1.25242e-25 , 3.65957e+20 , 
-35.3552 , 1.25242e-25 , 3.65396e+20 , 
-35.3547 , 1.25242e-25 , 3.64837e+20 , 
-35.3542 , 1.25242e-25 , 3.64279e+20 , 
-35.3537 , 1.25242e-25 , 3.63721e+20 , 
-35.3532 , 1.25242e-25 , 3.63165e+20 , 
-35.3527 , 1.25242e-25 , 3.62609e+20 , 
-35.3522 , 1.25242e-25 , 3.62054e+20 , 
-35.3517 , 1.25242e-25 , 3.615e+20 , 
-35.3512 , 1.25242e-25 , 3.60947e+20 , 
-35.3506 , 1.25242e-25 , 3.60394e+20 , 
-35.3501 , 1.25242e-25 , 3.59843e+20 , 
-35.3496 , 1.25242e-25 , 3.59292e+20 , 
-35.3491 , 1.25242e-25 , 3.58742e+20 , 
-35.3486 , 1.25242e-25 , 3.58193e+20 , 
-35.3481 , 1.25242e-25 , 3.57645e+20 , 
-35.3476 , 1.25242e-25 , 3.57098e+20 , 
-35.3471 , 1.25242e-25 , 3.56551e+20 , 
-35.3466 , 1.25242e-25 , 3.56006e+20 , 
-35.3461 , 1.25242e-25 , 3.55461e+20 , 
-35.3455 , 1.25242e-25 , 3.54917e+20 , 
-35.345 , 1.25242e-25 , 3.54374e+20 , 
-35.3445 , 1.25242e-25 , 3.53831e+20 , 
-35.344 , 1.25242e-25 , 3.5329e+20 , 
-35.3435 , 1.25242e-25 , 3.52749e+20 , 
-35.343 , 1.25242e-25 , 3.52209e+20 , 
-35.3425 , 1.25242e-25 , 3.5167e+20 , 
-35.342 , 1.25242e-25 , 3.51132e+20 , 
-35.3415 , 1.25242e-25 , 3.50595e+20 , 
-35.3409 , 1.25242e-25 , 3.50058e+20 , 
-35.3404 , 1.25242e-25 , 3.49522e+20 , 
-35.3399 , 1.25242e-25 , 3.48987e+20 , 
-35.3394 , 1.25242e-25 , 3.48453e+20 , 
-35.3389 , 1.25242e-25 , 3.4792e+20 , 
-35.3384 , 1.25242e-25 , 3.47388e+20 , 
-35.3379 , 1.25242e-25 , 3.46856e+20 , 
-35.3374 , 1.25242e-25 , 3.46325e+20 , 
-35.3369 , 1.25242e-25 , 3.45795e+20 , 
-35.3364 , 1.25242e-25 , 3.45266e+20 , 
-35.3358 , 1.25242e-25 , 3.44738e+20 , 
-35.3353 , 1.25242e-25 , 3.4421e+20 , 
-35.3348 , 1.25242e-25 , 3.43683e+20 , 
-35.3343 , 1.25242e-25 , 3.43157e+20 , 
-35.3338 , 1.25242e-25 , 3.42632e+20 , 
-35.3333 , 1.25242e-25 , 3.42108e+20 , 
-35.3328 , 1.25242e-25 , 3.41584e+20 , 
-35.3323 , 1.25242e-25 , 3.41061e+20 , 
-35.3318 , 1.25242e-25 , 3.40539e+20 , 
-35.3312 , 1.25242e-25 , 3.40018e+20 , 
-35.3307 , 1.25242e-25 , 3.39498e+20 , 
-35.3302 , 1.25242e-25 , 3.38978e+20 , 
-35.3297 , 1.25242e-25 , 3.3846e+20 , 
-35.3292 , 1.25242e-25 , 3.37942e+20 , 
-35.3287 , 1.25242e-25 , 3.37424e+20 , 
-35.3282 , 1.25242e-25 , 3.36908e+20 , 
-35.3277 , 1.25242e-25 , 3.36392e+20 , 
-35.3272 , 1.25242e-25 , 3.35878e+20 , 
-35.3267 , 1.25242e-25 , 3.35364e+20 , 
-35.3261 , 1.25242e-25 , 3.3485e+20 , 
-35.3256 , 1.25242e-25 , 3.34338e+20 , 
-35.3251 , 1.25242e-25 , 3.33826e+20 , 
-35.3246 , 1.25242e-25 , 3.33315e+20 , 
-35.3241 , 1.25242e-25 , 3.32805e+20 , 
-35.3236 , 1.25242e-25 , 3.32296e+20 , 
-35.3231 , 1.25242e-25 , 3.31787e+20 , 
-35.3226 , 1.25242e-25 , 3.3128e+20 , 
-35.3221 , 1.25242e-25 , 3.30773e+20 , 
-35.3215 , 1.25242e-25 , 3.30266e+20 , 
-35.321 , 1.25242e-25 , 3.29761e+20 , 
-35.3205 , 1.25242e-25 , 3.29256e+20 , 
-35.32 , 1.25242e-25 , 3.28752e+20 , 
-35.3195 , 1.25242e-25 , 3.28249e+20 , 
-35.319 , 1.25242e-25 , 3.27747e+20 , 
-35.3185 , 1.25242e-25 , 3.27245e+20 , 
-35.318 , 1.25242e-25 , 3.26745e+20 , 
-35.3175 , 1.25242e-25 , 3.26245e+20 , 
-35.317 , 1.25242e-25 , 3.25745e+20 , 
-35.3164 , 1.25242e-25 , 3.25247e+20 , 
-35.3159 , 1.25242e-25 , 3.24749e+20 , 
-35.3154 , 1.25242e-25 , 3.24252e+20 , 
-35.3149 , 1.25242e-25 , 3.23756e+20 , 
-35.3144 , 1.25242e-25 , 3.2326e+20 , 
-35.3139 , 1.25242e-25 , 3.22766e+20 , 
-35.3134 , 1.25242e-25 , 3.22272e+20 , 
-35.3129 , 1.25242e-25 , 3.21778e+20 , 
-35.3124 , 1.25242e-25 , 3.21286e+20 , 
-35.3118 , 1.25242e-25 , 3.20794e+20 , 
-35.3113 , 1.25242e-25 , 3.20303e+20 , 
-35.3108 , 1.25242e-25 , 3.19813e+20 , 
-35.3103 , 1.25242e-25 , 3.19324e+20 , 
-35.3098 , 1.25242e-25 , 3.18835e+20 , 
-35.3093 , 1.25242e-25 , 3.18347e+20 , 
-35.3088 , 1.25242e-25 , 3.1786e+20 , 
-35.3083 , 1.25242e-25 , 3.17373e+20 , 
-35.3078 , 1.25242e-25 , 3.16888e+20 , 
-35.3073 , 1.25242e-25 , 3.16403e+20 , 
-35.3067 , 1.25242e-25 , 3.15918e+20 , 
-35.3062 , 1.25242e-25 , 3.15435e+20 , 
-35.3057 , 1.25242e-25 , 3.14952e+20 , 
-35.3052 , 1.25242e-25 , 3.1447e+20 , 
-35.3047 , 1.25242e-25 , 3.13989e+20 , 
-35.3042 , 1.25242e-25 , 3.13508e+20 , 
-35.3037 , 1.25242e-25 , 3.13029e+20 , 
-35.3032 , 1.25242e-25 , 3.1255e+20 , 
-35.3027 , 1.25242e-25 , 3.12071e+20 , 
-35.3021 , 1.25242e-25 , 3.11594e+20 , 
-35.3016 , 1.25242e-25 , 3.11117e+20 , 
-35.3011 , 1.25242e-25 , 3.10641e+20 , 
-35.3006 , 1.25242e-25 , 3.10165e+20 , 
-35.3001 , 1.25242e-25 , 3.09691e+20 , 
-35.2996 , 1.25242e-25 , 3.09217e+20 , 
-35.2991 , 1.25242e-25 , 3.08743e+20 , 
-35.2986 , 1.25242e-25 , 3.08271e+20 , 
-35.2981 , 1.25242e-25 , 3.07799e+20 , 
-35.2976 , 1.25242e-25 , 3.07328e+20 , 
-35.297 , 1.25242e-25 , 3.06858e+20 , 
-35.2965 , 1.25242e-25 , 3.06388e+20 , 
-35.296 , 1.25242e-25 , 3.05919e+20 , 
-35.2955 , 1.25242e-25 , 3.05451e+20 , 
-35.295 , 1.25242e-25 , 3.04984e+20 , 
-35.2945 , 1.25242e-25 , 3.04517e+20 , 
-35.294 , 1.25242e-25 , 3.04051e+20 , 
-35.2935 , 1.25242e-25 , 3.03586e+20 , 
-35.293 , 1.25242e-25 , 3.03121e+20 , 
-35.2924 , 1.25242e-25 , 3.02657e+20 , 
-35.2919 , 1.25242e-25 , 3.02194e+20 , 
-35.2914 , 1.25242e-25 , 3.01731e+20 , 
-35.2909 , 1.25242e-25 , 3.0127e+20 , 
-35.2904 , 1.25242e-25 , 3.00809e+20 , 
-35.2899 , 1.25242e-25 , 3.00348e+20 , 
-35.2894 , 1.25242e-25 , 2.99889e+20 , 
-35.2889 , 1.25242e-25 , 2.9943e+20 , 
-35.2884 , 1.25242e-25 , 2.98971e+20 , 
-35.2879 , 1.25242e-25 , 2.98514e+20 , 
-35.2873 , 1.25242e-25 , 2.98057e+20 , 
-35.2868 , 1.25242e-25 , 2.97601e+20 , 
-35.2863 , 1.25242e-25 , 2.97145e+20 , 
-35.2858 , 1.25242e-25 , 2.96691e+20 , 
-35.2853 , 1.25242e-25 , 2.96237e+20 , 
-35.2848 , 1.25242e-25 , 2.95783e+20 , 
-35.2843 , 1.25242e-25 , 2.95331e+20 , 
-35.2838 , 1.25242e-25 , 2.94879e+20 , 
-35.2833 , 1.25242e-25 , 2.94427e+20 , 
-35.2827 , 1.25242e-25 , 2.93977e+20 , 
-35.2822 , 1.25242e-25 , 2.93527e+20 , 
-35.2817 , 1.25242e-25 , 2.93078e+20 , 
-35.2812 , 1.25242e-25 , 2.92629e+20 , 
-35.2807 , 1.25242e-25 , 2.92181e+20 , 
-35.2802 , 1.25242e-25 , 2.91734e+20 , 
-35.2797 , 1.25242e-25 , 2.91288e+20 , 
-35.2792 , 1.25242e-25 , 2.90842e+20 , 
-35.2787 , 1.25242e-25 , 2.90397e+20 , 
-35.2782 , 1.25242e-25 , 2.89952e+20 , 
-35.2776 , 1.25242e-25 , 2.89509e+20 , 
-35.2771 , 1.25242e-25 , 2.89066e+20 , 
-35.2766 , 1.25242e-25 , 2.88623e+20 , 
-35.2761 , 1.25242e-25 , 2.88181e+20 , 
