 ell ,  cell_TT , 
1152 , 1126.76 , 
1153 , 1126.26 , 
1154 , 1125.91 , 
1155 , 1125.71 , 
1156 , 1125.66 , 
1157 , 1125.74 , 
1158 , 1125.97 , 
1159 , 1126.34 , 
1160 , 1126.85 , 
1161 , 1127.49 , 
1162 , 1128.26 , 
1163 , 1129.17 , 
1164 , 1130.2 , 
1165 , 1131.36 , 
1166 , 1132.65 , 
1167 , 1134.06 , 
1168 , 1135.58 , 
1169 , 1137.23 , 
1170 , 1139 , 
1171 , 1140.87 , 
1172 , 1142.87 , 
1173 , 1144.97 , 
1174 , 1147.17 , 
1175 , 1149.49 , 
1176 , 1151.9 , 
1177 , 1154.42 , 
1178 , 1157.03 , 
1179 , 1159.74 , 
1180 , 1162.55 , 
1181 , 1165.44 , 
1182 , 1168.43 , 
1183 , 1171.5 , 
1184 , 1174.65 , 
1185 , 1177.89 , 
1186 , 1181.21 , 
1187 , 1184.6 , 
1188 , 1188.07 , 
1189 , 1191.6 , 
1190 , 1195.21 , 
1191 , 1198.89 , 
1192 , 1202.63 , 
1193 , 1206.42 , 
1194 , 1210.28 , 
1195 , 1214.2 , 
1196 , 1218.17 , 
1197 , 1222.19 , 
1198 , 1226.25 , 
1199 , 1230.37 , 
1200 , 1234.52 , 
1201 , 1238.72 , 
1202 , 1242.95 , 
1203 , 1247.22 , 
1204 , 1251.52 , 
1205 , 1255.85 , 
1206 , 1260.2 , 
1207 , 1264.59 , 
1208 , 1268.99 , 
1209 , 1273.41 , 
1210 , 1277.85 , 
1211 , 1282.3 , 
1212 , 1286.76 , 
1213 , 1291.23 , 
1214 , 1295.71 , 
1215 , 1300.19 , 
1216 , 1304.67 , 
1217 , 1309.14 , 
1218 , 1313.61 , 
1219 , 1318.07 , 
1220 , 1322.52 , 
1221 , 1326.95 , 
1222 , 1331.37 , 
1223 , 1335.76 , 
1224 , 1340.13 , 
1225 , 1344.48 , 
1226 , 1348.79 , 
1227 , 1353.07 , 
1228 , 1357.32 , 
1229 , 1361.53 , 
1230 , 1365.7 , 
1231 , 1369.82 , 
1232 , 1373.89 , 
1233 , 1377.91 , 
1234 , 1381.88 , 
1235 , 1385.79 , 
1236 , 1389.64 , 
1237 , 1393.43 , 
1238 , 1397.15 , 
1239 , 1400.8 , 
1240 , 1404.37 , 
1241 , 1407.87 , 
1242 , 1411.29 , 
1243 , 1414.62 , 
1244 , 1417.87 , 
1245 , 1421.03 , 
1246 , 1424.09 , 
1247 , 1427.06 , 
1248 , 1429.92 , 
1249 , 1432.68 , 
1250 , 1435.34 , 
1251 , 1437.88 , 
1252 , 1440.32 , 
1253 , 1442.64 , 
1254 , 1444.85 , 
1255 , 1446.94 , 
1256 , 1448.93 , 
1257 , 1450.8 , 
1258 , 1452.56 , 
1259 , 1454.2 , 
1260 , 1455.73 , 
1261 , 1457.15 , 
1262 , 1458.45 , 
1263 , 1459.63 , 
1264 , 1460.7 , 
1265 , 1461.66 , 
1266 , 1462.49 , 
1267 , 1463.22 , 
1268 , 1463.82 , 
1269 , 1464.31 , 
1270 , 1464.68 , 
1271 , 1464.93 , 
1272 , 1465.06 , 
1273 , 1465.08 , 
1274 , 1464.97 , 
1275 , 1464.75 , 
1276 , 1464.4 , 
1277 , 1463.94 , 
1278 , 1463.36 , 
1279 , 1462.65 , 
1280 , 1461.83 , 
1281 , 1460.88 , 
1282 , 1459.81 , 
1283 , 1458.62 , 
1284 , 1457.3 , 
1285 , 1455.87 , 
1286 , 1454.31 , 
1287 , 1452.62 , 
1288 , 1450.81 , 
1289 , 1448.88 , 
1290 , 1446.83 , 
1291 , 1444.65 , 
1292 , 1442.34 , 
1293 , 1439.91 , 
1294 , 1437.35 , 
1295 , 1434.66 , 
1296 , 1431.85 , 
1297 , 1428.92 , 
1298 , 1425.85 , 
1299 , 1422.66 , 
1300 , 1419.34 , 
1301 , 1415.89 , 
1302 , 1412.31 , 
1303 , 1408.61 , 
1304 , 1404.79 , 
1305 , 1400.85 , 
1306 , 1396.79 , 
1307 , 1392.61 , 
1308 , 1388.32 , 
1309 , 1383.92 , 
1310 , 1379.4 , 
1311 , 1374.78 , 
1312 , 1370.05 , 
1313 , 1365.22 , 
1314 , 1360.29 , 
1315 , 1355.26 , 
1316 , 1350.13 , 
1317 , 1344.9 , 
1318 , 1339.58 , 
1319 , 1334.17 , 
1320 , 1328.67 , 
1321 , 1323.09 , 
1322 , 1317.42 , 
1323 , 1311.67 , 
1324 , 1305.84 , 
1325 , 1299.93 , 
1326 , 1293.95 , 
1327 , 1287.9 , 
1328 , 1281.77 , 
1329 , 1275.58 , 
1330 , 1269.32 , 
1331 , 1263 , 
1332 , 1256.62 , 
1333 , 1250.18 , 
1334 , 1243.68 , 
1335 , 1237.13 , 
1336 , 1230.53 , 
1337 , 1223.88 , 
1338 , 1217.18 , 
1339 , 1210.44 , 
1340 , 1203.66 , 
1341 , 1196.85 , 
1342 , 1189.99 , 
1343 , 1183.11 , 
1344 , 1176.19 , 
1345 , 1169.24 , 
1346 , 1162.27 , 
1347 , 1155.28 , 
1348 , 1148.26 , 
1349 , 1141.23 , 
1350 , 1134.19 , 
1351 , 1127.13 , 
1352 , 1120.06 , 
1353 , 1112.98 , 
1354 , 1105.9 , 
1355 , 1098.81 , 
1356 , 1091.72 , 
1357 , 1084.63 , 
1358 , 1077.54 , 
1359 , 1070.46 , 
1360 , 1063.38 , 
1361 , 1056.3 , 
1362 , 1049.24 , 
1363 , 1042.19 , 
1364 , 1035.15 , 
1365 , 1028.13 , 
1366 , 1021.12 , 
1367 , 1014.14 , 
1368 , 1007.17 , 
1369 , 1000.23 , 
1370 , 993.317 , 
1371 , 986.43 , 
1372 , 979.574 , 
1373 , 972.749 , 
1374 , 965.959 , 
1375 , 959.205 , 
1376 , 952.49 , 
1377 , 945.816 , 
1378 , 939.184 , 
1379 , 932.598 , 
1380 , 926.06 , 
1381 , 919.57 , 
1382 , 913.133 , 
1383 , 906.75 , 
1384 , 900.423 , 
1385 , 894.155 , 
1386 , 887.948 , 
1387 , 881.804 , 
1388 , 875.726 , 
1389 , 869.715 , 
1390 , 863.775 , 
1391 , 857.907 , 
1392 , 852.114 , 
1393 , 846.398 , 
1394 , 840.761 , 
1395 , 835.207 , 
1396 , 829.737 , 
1397 , 824.354 , 
1398 , 819.06 , 
1399 , 813.858 , 
1400 , 808.749 , 
1401 , 803.737 , 
1402 , 798.822 , 
1403 , 794.002 , 
1404 , 789.279 , 
1405 , 784.652 , 
1406 , 780.122 , 
1407 , 775.687 , 
1408 , 771.348 , 
1409 , 767.104 , 
1410 , 762.957 , 
1411 , 758.904 , 
1412 , 754.948 , 
1413 , 751.086 , 
1414 , 747.319 , 
1415 , 743.648 , 
1416 , 740.071 , 
1417 , 736.589 , 
1418 , 733.202 , 
1419 , 729.909 , 
1420 , 726.71 , 
1421 , 723.605 , 
1422 , 720.595 , 
1423 , 717.678 , 
1424 , 714.855 , 
1425 , 712.125 , 
1426 , 709.489 , 
1427 , 706.946 , 
1428 , 704.497 , 
1429 , 702.14 , 
1430 , 699.875 , 
1431 , 697.704 , 
1432 , 695.624 , 
1433 , 693.637 , 
1434 , 691.742 , 
1435 , 689.939 , 
1436 , 688.227 , 
1437 , 686.607 , 
1438 , 685.079 , 
1439 , 683.641 , 
1440 , 682.294 , 
1441 , 681.038 , 
1442 , 679.872 , 
1443 , 678.797 , 
1444 , 677.811 , 
1445 , 676.916 , 
1446 , 676.11 , 
1447 , 675.393 , 
1448 , 674.766 , 
1449 , 674.228 , 
1450 , 673.779 , 
1451 , 673.418 , 
1452 , 673.143 , 
1453 , 672.955 , 
1454 , 672.85 , 
1455 , 672.827 , 
1456 , 672.884 , 
1457 , 673.021 , 
1458 , 673.235 , 
1459 , 673.524 , 
1460 , 673.887 , 
1461 , 674.322 , 
1462 , 674.828 , 
1463 , 675.403 , 
1464 , 676.045 , 
1465 , 676.752 , 
1466 , 677.522 , 
1467 , 678.355 , 
1468 , 679.248 , 
1469 , 680.199 , 
1470 , 681.207 , 
1471 , 682.269 , 
1472 , 683.385 , 
1473 , 684.552 , 
1474 , 685.768 , 
1475 , 687.032 , 
1476 , 688.341 , 
1477 , 689.694 , 
1478 , 691.09 , 
1479 , 692.525 , 
1480 , 693.999 , 
1481 , 695.509 , 
1482 , 697.053 , 
1483 , 698.63 , 
1484 , 700.238 , 
1485 , 701.874 , 
1486 , 703.537 , 
1487 , 705.225 , 
1488 , 706.936 , 
1489 , 708.667 , 
1490 , 710.417 , 
1491 , 712.184 , 
1492 , 713.966 , 
1493 , 715.761 , 
1494 , 717.566 , 
1495 , 719.38 , 
1496 , 721.201 , 
1497 , 723.026 , 
1498 , 724.854 , 
1499 , 726.682 , 
1500 , 728.508 , 
1501 , 730.331 , 
1502 , 732.149 , 
1503 , 733.961 , 
1504 , 735.765 , 
1505 , 737.562 , 
1506 , 739.349 , 
1507 , 741.126 , 
1508 , 742.891 , 
1509 , 744.643 , 
1510 , 746.381 , 
1511 , 748.105 , 
1512 , 749.812 , 
1513 , 751.502 , 
1514 , 753.174 , 
1515 , 754.826 , 
1516 , 756.457 , 
1517 , 758.066 , 
1518 , 759.652 , 
1519 , 761.214 , 
1520 , 762.75 , 
1521 , 764.26 , 
1522 , 765.741 , 
1523 , 767.194 , 
1524 , 768.616 , 
1525 , 770.006 , 
1526 , 771.363 , 
1527 , 772.687 , 
1528 , 773.975 , 
1529 , 775.226 , 
1530 , 776.44 , 
1531 , 777.615 , 
1532 , 778.749 , 
1533 , 779.842 , 
1534 , 780.892 , 
1535 , 781.897 , 
1536 , 782.857 , 
1537 , 783.771 , 
1538 , 784.636 , 
1539 , 785.452 , 
1540 , 786.217 , 
1541 , 786.93 , 
1542 , 787.59 , 
1543 , 788.195 , 
1544 , 788.744 , 
1545 , 789.236 , 
1546 , 789.669 , 
1547 , 790.042 , 
1548 , 790.354 , 
1549 , 790.602 , 
1550 , 790.787 , 
1551 , 790.906 , 
1552 , 790.96 , 
1553 , 790.95 , 
1554 , 790.875 , 
1555 , 790.736 , 
1556 , 790.534 , 
1557 , 790.269 , 
1558 , 789.942 , 
1559 , 789.552 , 
1560 , 789.101 , 
1561 , 788.589 , 
1562 , 788.016 , 
1563 , 787.382 , 
1564 , 786.689 , 
1565 , 785.937 , 
1566 , 785.126 , 
1567 , 784.256 , 
1568 , 783.329 , 
1569 , 782.344 , 
1570 , 781.302 , 
1571 , 780.204 , 
1572 , 779.05 , 
1573 , 777.84 , 
1574 , 776.575 , 
1575 , 775.256 , 
1576 , 773.883 , 
1577 , 772.457 , 
1578 , 770.977 , 
1579 , 769.446 , 
1580 , 767.862 , 
1581 , 766.227 , 
1582 , 764.541 , 
1583 , 762.805 , 
1584 , 761.018 , 
1585 , 759.183 , 
1586 , 757.299 , 
1587 , 755.367 , 
1588 , 753.387 , 
1589 , 751.359 , 
1590 , 749.286 , 
1591 , 747.166 , 
1592 , 745.001 , 
1593 , 742.791 , 
1594 , 740.537 , 
1595 , 738.239 , 
1596 , 735.897 , 
1597 , 733.514 , 
1598 , 731.088 , 
1599 , 728.62 , 
1600 , 726.112 , 
1601 , 723.564 , 
1602 , 720.976 , 
1603 , 718.351 , 
1604 , 715.689 , 
1605 , 712.991 , 
1606 , 710.259 , 
1607 , 707.495 , 
1608 , 704.698 , 
1609 , 701.871 , 
1610 , 699.015 , 
1611 , 696.13 , 
1612 , 693.219 , 
1613 , 690.282 , 
1614 , 687.321 , 
1615 , 684.337 , 
1616 , 681.331 , 
1617 , 678.305 , 
1618 , 675.26 , 
1619 , 672.197 , 
1620 , 669.118 , 
1621 , 666.023 , 
1622 , 662.915 , 
1623 , 659.794 , 
1624 , 656.662 , 
1625 , 653.52 , 
1626 , 650.369 , 
1627 , 647.212 , 
1628 , 644.049 , 
1629 , 640.881 , 
1630 , 637.711 , 
1631 , 634.539 , 
1632 , 631.366 , 
1633 , 628.195 , 
1634 , 625.027 , 
1635 , 621.862 , 
1636 , 618.703 , 
1637 , 615.551 , 
1638 , 612.407 , 
1639 , 609.273 , 
1640 , 606.15 , 
1641 , 603.039 , 
1642 , 599.943 , 
1643 , 596.862 , 
1644 , 593.798 , 
1645 , 590.753 , 
1646 , 587.728 , 
1647 , 584.724 , 
1648 , 581.744 , 
1649 , 578.787 , 
1650 , 575.857 , 
1651 , 572.955 , 
1652 , 570.08 , 
1653 , 567.234 , 
1654 , 564.417 , 
1655 , 561.629 , 
1656 , 558.871 , 
1657 , 556.144 , 
1658 , 553.448 , 
1659 , 550.783 , 
1660 , 548.15 , 
1661 , 545.55 , 
1662 , 542.983 , 
1663 , 540.449 , 
1664 , 537.949 , 
1665 , 535.484 , 
1666 , 533.054 , 
1667 , 530.659 , 
1668 , 528.3 , 
1669 , 525.978 , 
1670 , 523.693 , 
1671 , 521.446 , 
1672 , 519.237 , 
1673 , 517.066 , 
1674 , 514.935 , 
1675 , 512.843 , 
1676 , 510.792 , 
1677 , 508.781 , 
1678 , 506.811 , 
1679 , 504.884 , 
1680 , 502.999 , 
1681 , 501.157 , 
1682 , 499.358 , 
1683 , 497.603 , 
1684 , 495.893 , 
1685 , 494.228 , 
1686 , 492.609 , 
1687 , 491.036 , 
1688 , 489.509 , 
1689 , 488.03 , 
1690 , 486.599 , 
1691 , 485.216 , 
1692 , 483.883 , 
1693 , 482.599 , 
1694 , 481.365 , 
1695 , 480.181 , 
1696 , 479.05 , 
1697 , 477.969 , 
1698 , 476.942 , 
1699 , 475.967 , 
1700 , 475.046 , 
1701 , 474.179 , 
1702 , 473.365 , 
1703 , 472.605 , 
1704 , 471.897 , 
1705 , 471.24 , 
1706 , 470.634 , 
1707 , 470.079 , 
1708 , 469.574 , 
1709 , 469.118 , 
1710 , 468.71 , 
1711 , 468.35 , 
1712 , 468.037 , 
1713 , 467.771 , 
1714 , 467.55 , 
1715 , 467.375 , 
1716 , 467.244 , 
1717 , 467.157 , 
1718 , 467.113 , 
1719 , 467.112 , 
1720 , 467.152 , 
1721 , 467.234 , 
1722 , 467.356 , 
1723 , 467.517 , 
1724 , 467.718 , 
1725 , 467.957 , 
1726 , 468.233 , 
1727 , 468.547 , 
1728 , 468.897 , 
1729 , 469.282 , 
1730 , 469.701 , 
1731 , 470.155 , 
1732 , 470.642 , 
1733 , 471.162 , 
1734 , 471.714 , 
1735 , 472.296 , 
1736 , 472.909 , 
1737 , 473.551 , 
1738 , 474.223 , 
1739 , 474.922 , 
1740 , 475.648 , 
1741 , 476.402 , 
1742 , 477.18 , 
1743 , 477.984 , 
1744 , 478.813 , 
1745 , 479.664 , 
1746 , 480.538 , 
1747 , 481.435 , 
1748 , 482.352 , 
1749 , 483.289 , 
1750 , 484.246 , 
1751 , 485.222 , 
1752 , 486.215 , 
1753 , 487.226 , 
1754 , 488.252 , 
1755 , 489.293 , 
1756 , 490.348 , 
1757 , 491.417 , 
1758 , 492.497 , 
1759 , 493.589 , 
1760 , 494.692 , 
1761 , 495.803 , 
1762 , 496.923 , 
1763 , 498.05 , 
1764 , 499.184 , 
1765 , 500.323 , 
1766 , 501.467 , 
1767 , 502.615 , 
1768 , 503.765 , 
1769 , 504.916 , 
1770 , 506.068 , 
1771 , 507.22 , 
1772 , 508.37 , 
1773 , 509.517 , 
1774 , 510.662 , 
1775 , 511.801 , 
1776 , 512.936 , 
1777 , 514.063 , 
1778 , 515.184 , 
1779 , 516.295 , 
1780 , 517.397 , 
1781 , 518.488 , 
1782 , 519.568 , 
1783 , 520.635 , 
1784 , 521.688 , 
1785 , 522.726 , 
1786 , 523.748 , 
1787 , 524.753 , 
1788 , 525.74 , 
1789 , 526.708 , 
1790 , 527.655 , 
1791 , 528.581 , 
1792 , 529.485 , 
1793 , 530.365 , 
1794 , 531.221 , 
1795 , 532.05 , 
1796 , 532.853 , 
1797 , 533.628 , 
1798 , 534.374 , 
1799 , 535.089 , 
1800 , 535.773 , 
1801 , 536.425 , 
1802 , 537.044 , 
1803 , 537.63 , 
1804 , 538.184 , 
1805 , 538.704 , 
1806 , 539.191 , 
1807 , 539.645 , 
1808 , 540.065 , 
1809 , 540.452 , 
1810 , 540.805 , 
1811 , 541.125 , 
1812 , 541.41 , 
1813 , 541.661 , 
1814 , 541.878 , 
1815 , 542.061 , 
1816 , 542.209 , 
1817 , 542.323 , 
1818 , 542.401 , 
1819 , 542.445 , 
1820 , 542.454 , 
1821 , 542.428 , 
1822 , 542.366 , 
1823 , 542.269 , 
1824 , 542.136 , 
1825 , 541.968 , 
1826 , 541.763 , 
1827 , 541.523 , 
1828 , 541.247 , 
1829 , 540.934 , 
1830 , 540.585 , 
1831 , 540.199 , 
1832 , 539.777 , 
1833 , 539.318 , 
1834 , 538.822 , 
1835 , 538.289 , 
1836 , 537.718 , 
1837 , 537.111 , 
1838 , 536.465 , 
1839 , 535.783 , 
1840 , 535.062 , 
1841 , 534.303 , 
1842 , 533.507 , 
1843 , 532.672 , 
1844 , 531.799 , 
1845 , 530.887 , 
1846 , 529.937 , 
1847 , 528.948 , 
1848 , 527.92 , 
1849 , 526.853 , 
1850 , 525.747 , 
1851 , 524.602 , 
1852 , 523.418 , 
1853 , 522.195 , 
1854 , 520.935 , 
1855 , 519.638 , 
1856 , 518.304 , 
1857 , 516.935 , 
1858 , 515.529 , 
1859 , 514.089 , 
1860 , 512.614 , 
1861 , 511.106 , 
1862 , 509.564 , 
1863 , 507.99 , 
1864 , 506.384 , 
1865 , 504.746 , 
1866 , 503.077 , 
1867 , 501.378 , 
1868 , 499.649 , 
1869 , 497.89 , 
1870 , 496.104 , 
1871 , 494.289 , 
1872 , 492.447 , 
1873 , 490.578 , 
1874 , 488.682 , 
1875 , 486.762 , 
1876 , 484.816 , 
1877 , 482.846 , 
1878 , 480.851 , 
1879 , 478.834 , 
1880 , 476.795 , 
1881 , 474.733 , 
1882 , 472.65 , 
1883 , 470.546 , 
1884 , 468.423 , 
1885 , 466.279 , 
1886 , 464.118 , 
1887 , 461.937 , 
1888 , 459.74 , 
1889 , 457.525 , 
1890 , 455.295 , 
1891 , 453.049 , 
1892 , 450.787 , 
1893 , 448.512 , 
1894 , 446.223 , 
1895 , 443.921 , 
1896 , 441.607 , 
1897 , 439.281 , 
1898 , 436.944 , 
1899 , 434.597 , 
1900 , 432.24 , 
1901 , 429.874 , 
1902 , 427.501 , 
1903 , 425.12 , 
1904 , 422.732 , 
1905 , 420.339 , 
1906 , 417.941 , 
1907 , 415.54 , 
1908 , 413.135 , 
1909 , 410.728 , 
1910 , 408.319 , 
1911 , 405.91 , 
1912 , 403.502 , 
1913 , 401.094 , 
1914 , 398.689 , 
1915 , 396.286 , 
1916 , 393.887 , 
1917 , 391.493 , 
1918 , 389.105 , 
1919 , 386.723 , 
1920 , 384.348 , 
1921 , 381.981 , 
1922 , 379.624 , 
1923 , 377.277 , 
1924 , 374.94 , 
1925 , 372.616 , 
1926 , 370.304 , 
1927 , 368.005 , 
1928 , 365.722 , 
1929 , 363.453 , 
1930 , 361.201 , 
1931 , 358.967 , 
1932 , 356.751 , 
1933 , 354.553 , 
1934 , 352.377 , 
1935 , 350.221 , 
1936 , 348.087 , 
1937 , 345.976 , 
1938 , 343.889 , 
1939 , 341.827 , 
1940 , 339.79 , 
1941 , 337.781 , 
1942 , 335.799 , 
1943 , 333.846 , 
1944 , 331.923 , 
1945 , 330.03 , 
1946 , 328.17 , 
1947 , 326.341 , 
1948 , 324.547 , 
1949 , 322.787 , 
1950 , 321.063 , 
1951 , 319.375 , 
1952 , 317.723 , 
1953 , 316.106 , 
1954 , 314.524 , 
1955 , 312.976 , 
1956 , 311.46 , 
1957 , 309.978 , 
1958 , 308.527 , 
1959 , 307.107 , 
1960 , 305.717 , 
1961 , 304.357 , 
1962 , 303.026 , 
1963 , 301.722 , 
1964 , 300.447 , 
1965 , 299.198 , 
1966 , 297.974 , 
1967 , 296.776 , 
1968 , 295.603 , 
1969 , 294.453 , 
1970 , 293.326 , 
1971 , 292.221 , 
1972 , 291.138 , 
1973 , 290.075 , 
1974 , 289.032 , 
1975 , 288.008 , 
1976 , 287.003 , 
1977 , 286.015 , 
1978 , 285.044 , 
1979 , 284.089 , 
1980 , 283.149 , 
1981 , 282.224 , 
1982 , 281.312 , 
1983 , 280.414 , 
1984 , 279.527 , 
1985 , 278.652 , 
1986 , 277.787 , 
1987 , 276.931 , 
1988 , 276.085 , 
1989 , 275.246 , 
1990 , 274.415 , 
1991 , 273.59 , 
1992 , 272.771 , 
1993 , 271.956 , 
1994 , 271.146 , 
1995 , 270.338 , 
1996 , 269.533 , 
1997 , 268.729 , 
1998 , 267.925 , 
1999 , 267.121 , 
2000 , 266.316 , 
