 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  delta_cdm ,  delta_b ,  v_cdm ,  v_b ,  Pi , 
-17.5 , 0.333333 , -1.68175e-05 , -8.34909e-17 , 0.666667 , -0.666667 , 1 , 1 , 5.04525e-05 , 5.04525e-05 , -8.34909e-17 , 
-17.4965 , 0.333333 , -1.68767e-05 , -8.43814e-17 , 0.666667 , -0.666667 , 1 , 1 , 5.063e-05 , 5.063e-05 , -8.43814e-17 , 
-17.493 , 0.333334 , -1.69359e-05 , -8.52744e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.08077e-05 , 5.08077e-05 , -8.52744e-17 , 
-17.4895 , 0.333334 , -1.69952e-05 , -8.61722e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.09857e-05 , 5.09857e-05 , -8.61722e-17 , 
-17.486 , 0.333334 , -1.70547e-05 , -8.70773e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.11642e-05 , 5.11642e-05 , -8.70773e-17 , 
-17.4825 , 0.333334 , -1.71144e-05 , -8.79922e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.13433e-05 , 5.13433e-05 , -8.79922e-17 , 
-17.479 , 0.333334 , -1.71744e-05 , -8.89187e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.15232e-05 , 5.15232e-05 , -8.89187e-17 , 
-17.4755 , 0.333334 , -1.72346e-05 , -8.98569e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.17039e-05 , 5.17039e-05 , -8.98569e-17 , 
-17.472 , 0.333334 , -1.72951e-05 , -9.08062e-17 , 0.666666 , -0.666666 , 1 , 1 , 5.18852e-05 , 5.18852e-05 , -9.08062e-17 , 
-17.4685 , 0.333335 , -1.73558e-05 , -9.17661e-17 , 0.666665 , -0.666665 , 1 , 1 , 5.20673e-05 , 5.20673e-05 , -9.17661e-17 , 
-17.465 , 0.333335 , -1.74166e-05 , -9.27361e-17 , 0.666665 , -0.666665 , 1 , 1 , 5.22499e-05 , 5.22499e-05 , -9.27361e-17 , 
-17.4615 , 0.333335 , -1.74777e-05 , -9.37158e-17 , 0.666665 , -0.666665 , 1 , 1 , 5.24332e-05 , 5.24332e-05 , -9.37158e-17 , 
-17.458 , 0.333335 , -1.7539e-05 , -9.47054e-17 , 0.666665 , -0.666665 , 1.00001 , 1.00001 , 5.26171e-05 , 5.26171e-05 , -9.47054e-17 , 
-17.4545 , 0.333335 , -1.76005e-05 , -9.5705e-17 , 0.666665 , -0.666665 , 1.00001 , 1.00001 , 5.28016e-05 , 5.28016e-05 , -9.5705e-17 , 
-17.451 , 0.333335 , -1.76622e-05 , -9.67151e-17 , 0.666665 , -0.666665 , 1.00001 , 1.00001 , 5.29867e-05 , 5.29867e-05 , -9.67151e-17 , 
-17.4475 , 0.333335 , -1.77242e-05 , -9.77358e-17 , 0.666665 , -0.666665 , 1.00001 , 1.00001 , 5.31725e-05 , 5.31725e-05 , -9.77358e-17 , 
-17.444 , 0.333336 , -1.77863e-05 , -9.87675e-17 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.3359e-05 , 5.3359e-05 , -9.87675e-17 , 
-17.4405 , 0.333336 , -1.78487e-05 , -9.98102e-17 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.35461e-05 , 5.35461e-05 , -9.98102e-17 , 
-17.437 , 0.333336 , -1.79113e-05 , -1.00864e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.37339e-05 , 5.37339e-05 , -1.00864e-16 , 
-17.4335 , 0.333336 , -1.79741e-05 , -1.01929e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.39223e-05 , 5.39223e-05 , -1.01929e-16 , 
-17.43 , 0.333336 , -1.80371e-05 , -1.03005e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.41114e-05 , 5.41114e-05 , -1.03005e-16 , 
-17.4265 , 0.333336 , -1.81004e-05 , -1.04093e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.43012e-05 , 5.43012e-05 , -1.04093e-16 , 
-17.423 , 0.333336 , -1.81639e-05 , -1.05192e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.44916e-05 , 5.44916e-05 , -1.05192e-16 , 
-17.4195 , 0.333336 , -1.82276e-05 , -1.06302e-16 , 0.666664 , -0.666664 , 1.00001 , 1.00001 , 5.46827e-05 , 5.46827e-05 , -1.06302e-16 , 
-17.416 , 0.333337 , -1.82915e-05 , -1.07424e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.48744e-05 , 5.48744e-05 , -1.07424e-16 , 
-17.4125 , 0.333337 , -1.83556e-05 , -1.08558e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.50668e-05 , 5.50668e-05 , -1.08558e-16 , 
-17.409 , 0.333337 , -1.842e-05 , -1.09704e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.52599e-05 , 5.52599e-05 , -1.09704e-16 , 
-17.4055 , 0.333337 , -1.84846e-05 , -1.10863e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.54537e-05 , 5.54537e-05 , -1.10863e-16 , 
-17.402 , 0.333337 , -1.85494e-05 , -1.12033e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.56482e-05 , 5.56482e-05 , -1.12033e-16 , 
-17.3985 , 0.333337 , -1.86144e-05 , -1.13216e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.58433e-05 , 5.58433e-05 , -1.13216e-16 , 
-17.395 , 0.333337 , -1.86797e-05 , -1.14411e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.60392e-05 , 5.60392e-05 , -1.14411e-16 , 
-17.3915 , 0.333337 , -1.87452e-05 , -1.15619e-16 , 0.666663 , -0.666663 , 1.00001 , 1.00001 , 5.62357e-05 , 5.62357e-05 , -1.15619e-16 , 
-17.388 , 0.333338 , -1.8811e-05 , -1.1684e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.64329e-05 , 5.64329e-05 , -1.1684e-16 , 
-17.3845 , 0.333338 , -1.88769e-05 , -1.18073e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.66308e-05 , 5.66308e-05 , -1.18073e-16 , 
-17.381 , 0.333338 , -1.89431e-05 , -1.1932e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.68294e-05 , 5.68294e-05 , -1.1932e-16 , 
-17.3775 , 0.333338 , -1.90095e-05 , -1.20579e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.70286e-05 , 5.70286e-05 , -1.20579e-16 , 
-17.374 , 0.333338 , -1.90762e-05 , -1.21852e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.72286e-05 , 5.72286e-05 , -1.21852e-16 , 
-17.3705 , 0.333338 , -1.91431e-05 , -1.23139e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.74293e-05 , 5.74293e-05 , -1.23139e-16 , 
-17.367 , 0.333338 , -1.92102e-05 , -1.24439e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.76307e-05 , 5.76307e-05 , -1.24439e-16 , 
-17.3635 , 0.333338 , -1.92776e-05 , -1.25753e-16 , 0.666662 , -0.666662 , 1.00001 , 1.00001 , 5.78328e-05 , 5.78328e-05 , -1.25753e-16 , 
-17.36 , 0.333338 , -1.93452e-05 , -1.2708e-16 , 0.666662 , -0.666662 , 1.00002 , 1.00002 , 5.80356e-05 , 5.80356e-05 , -1.2708e-16 , 
-17.3565 , 0.333339 , -1.9413e-05 , -1.28422e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.82391e-05 , 5.82391e-05 , -1.28422e-16 , 
-17.353 , 0.333339 , -1.94811e-05 , -1.29778e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.84433e-05 , 5.84433e-05 , -1.29778e-16 , 
-17.3495 , 0.333339 , -1.95494e-05 , -1.31148e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.86483e-05 , 5.86483e-05 , -1.31148e-16 , 
-17.346 , 0.333339 , -1.9618e-05 , -1.32532e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.88539e-05 , 5.88539e-05 , -1.32532e-16 , 
-17.3425 , 0.333339 , -1.96868e-05 , -1.33931e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.90603e-05 , 5.90603e-05 , -1.33931e-16 , 
-17.339 , 0.333339 , -1.97558e-05 , -1.35345e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.92674e-05 , 5.92674e-05 , -1.35345e-16 , 
-17.3355 , 0.333339 , -1.98251e-05 , -1.36774e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.94752e-05 , 5.94752e-05 , -1.36774e-16 , 
-17.332 , 0.333339 , -1.98946e-05 , -1.38218e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.96838e-05 , 5.96838e-05 , -1.38218e-16 , 
-17.3285 , 0.333339 , -1.99644e-05 , -1.39677e-16 , 0.666661 , -0.666661 , 1.00002 , 1.00002 , 5.98931e-05 , 5.98931e-05 , -1.39677e-16 , 
-17.325 , 0.33334 , -2.00344e-05 , -1.41152e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.01031e-05 , 6.01031e-05 , -1.41152e-16 , 
-17.3215 , 0.33334 , -2.01046e-05 , -1.42642e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.03139e-05 , 6.03139e-05 , -1.42642e-16 , 
-17.318 , 0.33334 , -2.01751e-05 , -1.44148e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.05254e-05 , 6.05254e-05 , -1.44148e-16 , 
-17.3145 , 0.33334 , -2.02459e-05 , -1.4567e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.07376e-05 , 6.07376e-05 , -1.4567e-16 , 
-17.311 , 0.33334 , -2.03169e-05 , -1.47208e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.09506e-05 , 6.09506e-05 , -1.47208e-16 , 
-17.3075 , 0.33334 , -2.03881e-05 , -1.48762e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.11643e-05 , 6.11643e-05 , -1.48762e-16 , 
-17.304 , 0.33334 , -2.04596e-05 , -1.50332e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.13788e-05 , 6.13788e-05 , -1.50332e-16 , 
-17.3005 , 0.33334 , -2.05313e-05 , -1.51919e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.1594e-05 , 6.1594e-05 , -1.51919e-16 , 
-17.297 , 0.33334 , -2.06033e-05 , -1.53523e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.181e-05 , 6.181e-05 , -1.53523e-16 , 
-17.2935 , 0.33334 , -2.06756e-05 , -1.55144e-16 , 0.66666 , -0.66666 , 1.00002 , 1.00002 , 6.20268e-05 , 6.20268e-05 , -1.55144e-16 , 
-17.29 , 0.333341 , -2.07481e-05 , -1.56782e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.22443e-05 , 6.22443e-05 , -1.56782e-16 , 
-17.2865 , 0.333341 , -2.08208e-05 , -1.58437e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.24625e-05 , 6.24625e-05 , -1.58437e-16 , 
-17.283 , 0.333341 , -2.08939e-05 , -1.6011e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.26816e-05 , 6.26816e-05 , -1.6011e-16 , 
-17.2795 , 0.333341 , -2.09671e-05 , -1.618e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.29014e-05 , 6.29014e-05 , -1.618e-16 , 
-17.276 , 0.333341 , -2.10406e-05 , -1.63508e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.31219e-05 , 6.31219e-05 , -1.63508e-16 , 
-17.2725 , 0.333341 , -2.11144e-05 , -1.65234e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.33433e-05 , 6.33433e-05 , -1.65234e-16 , 
-17.269 , 0.333341 , -2.11885e-05 , -1.66979e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.35654e-05 , 6.35654e-05 , -1.66979e-16 , 
-17.2655 , 0.333341 , -2.12628e-05 , -1.68742e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.37883e-05 , 6.37883e-05 , -1.68742e-16 , 
-17.262 , 0.333341 , -2.13373e-05 , -1.70523e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.4012e-05 , 6.4012e-05 , -1.70523e-16 , 
-17.2585 , 0.333341 , -2.14121e-05 , -1.72323e-16 , 0.666659 , -0.666659 , 1.00002 , 1.00002 , 6.42364e-05 , 6.42364e-05 , -1.72323e-16 , 
-17.255 , 0.333342 , -2.14872e-05 , -1.74143e-16 , 0.666658 , -0.666658 , 1.00002 , 1.00002 , 6.44617e-05 , 6.44617e-05 , -1.74143e-16 , 
-17.2515 , 0.333342 , -2.15626e-05 , -1.75981e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.46877e-05 , 6.46877e-05 , -1.75981e-16 , 
-17.2479 , 0.333342 , -2.16382e-05 , -1.77839e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.49146e-05 , 6.49146e-05 , -1.77839e-16 , 
-17.2444 , 0.333342 , -2.17141e-05 , -1.79716e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.51422e-05 , 6.51422e-05 , -1.79716e-16 , 
-17.2409 , 0.333342 , -2.17902e-05 , -1.81614e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.53706e-05 , 6.53706e-05 , -1.81614e-16 , 
-17.2374 , 0.333342 , -2.18666e-05 , -1.83531e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.55998e-05 , 6.55998e-05 , -1.83531e-16 , 
-17.2339 , 0.333342 , -2.19433e-05 , -1.85469e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.58299e-05 , 6.58299e-05 , -1.85469e-16 , 
-17.2304 , 0.333342 , -2.20202e-05 , -1.87427e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.60607e-05 , 6.60607e-05 , -1.87427e-16 , 
-17.2269 , 0.333342 , -2.20974e-05 , -1.89405e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.62923e-05 , 6.62923e-05 , -1.89405e-16 , 
-17.2234 , 0.333342 , -2.21749e-05 , -1.91405e-16 , 0.666658 , -0.666658 , 1.00003 , 1.00003 , 6.65248e-05 , 6.65248e-05 , -1.91405e-16 , 
-17.2199 , 0.333343 , -2.22527e-05 , -1.93426e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.67581e-05 , 6.67581e-05 , -1.93426e-16 , 
-17.2164 , 0.333343 , -2.23307e-05 , -1.95468e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.69922e-05 , 6.69922e-05 , -1.95468e-16 , 
-17.2129 , 0.333343 , -2.2409e-05 , -1.97531e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.72271e-05 , 6.72271e-05 , -1.97531e-16 , 
-17.2094 , 0.333343 , -2.24876e-05 , -1.99617e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.74628e-05 , 6.74628e-05 , -1.99617e-16 , 
-17.2059 , 0.333343 , -2.25665e-05 , -2.01724e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.76994e-05 , 6.76994e-05 , -2.01724e-16 , 
-17.2024 , 0.333343 , -2.26456e-05 , -2.03854e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.79368e-05 , 6.79368e-05 , -2.03854e-16 , 
-17.1989 , 0.333343 , -2.2725e-05 , -2.06006e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.8175e-05 , 6.8175e-05 , -2.06006e-16 , 
-17.1954 , 0.333343 , -2.28047e-05 , -2.0818e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.8414e-05 , 6.8414e-05 , -2.0818e-16 , 
-17.1919 , 0.333343 , -2.28846e-05 , -2.10378e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.86539e-05 , 6.86539e-05 , -2.10378e-16 , 
-17.1884 , 0.333343 , -2.29649e-05 , -2.12599e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.88947e-05 , 6.88947e-05 , -2.12599e-16 , 
-17.1849 , 0.333343 , -2.30454e-05 , -2.14844e-16 , 0.666657 , -0.666657 , 1.00003 , 1.00003 , 6.91362e-05 , 6.91362e-05 , -2.14844e-16 , 
-17.1814 , 0.333344 , -2.31262e-05 , -2.17112e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 6.93787e-05 , 6.93787e-05 , -2.17112e-16 , 
-17.1779 , 0.333344 , -2.32073e-05 , -2.19404e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 6.96219e-05 , 6.96219e-05 , -2.19404e-16 , 
-17.1744 , 0.333344 , -2.32887e-05 , -2.2172e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 6.98661e-05 , 6.98661e-05 , -2.2172e-16 , 
-17.1709 , 0.333344 , -2.33704e-05 , -2.24061e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.01111e-05 , 7.01111e-05 , -2.24061e-16 , 
-17.1674 , 0.333344 , -2.34523e-05 , -2.26426e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.03569e-05 , 7.03569e-05 , -2.26426e-16 , 
-17.1639 , 0.333344 , -2.35345e-05 , -2.28817e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.06036e-05 , 7.06036e-05 , -2.28817e-16 , 
-17.1604 , 0.333344 , -2.36171e-05 , -2.31232e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.08512e-05 , 7.08512e-05 , -2.31232e-16 , 
-17.1569 , 0.333344 , -2.36999e-05 , -2.33674e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.10996e-05 , 7.10996e-05 , -2.33674e-16 , 
-17.1534 , 0.333344 , -2.3783e-05 , -2.3614e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.13489e-05 , 7.13489e-05 , -2.3614e-16 , 
-17.1499 , 0.333344 , -2.38664e-05 , -2.38633e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.15991e-05 , 7.15991e-05 , -2.38633e-16 , 
-17.1464 , 0.333344 , -2.39501e-05 , -2.41153e-16 , 0.666656 , -0.666656 , 1.00003 , 1.00003 , 7.18502e-05 , 7.18502e-05 , -2.41153e-16 , 
-17.1429 , 0.333345 , -2.4034e-05 , -2.43699e-16 , 0.666655 , -0.666655 , 1.00003 , 1.00003 , 7.21021e-05 , 7.21021e-05 , -2.43699e-16 , 
-17.1394 , 0.333345 , -2.41183e-05 , -2.46271e-16 , 0.666655 , -0.666655 , 1.00003 , 1.00003 , 7.23549e-05 , 7.23549e-05 , -2.46271e-16 , 
-17.1359 , 0.333345 , -2.42029e-05 , -2.48871e-16 , 0.666655 , -0.666655 , 1.00003 , 1.00003 , 7.26087e-05 , 7.26087e-05 , -2.48871e-16 , 
-17.1324 , 0.333345 , -2.42878e-05 , -2.51499e-16 , 0.666655 , -0.666655 , 1.00003 , 1.00003 , 7.28633e-05 , 7.28633e-05 , -2.51499e-16 , 
-17.1289 , 0.333345 , -2.43729e-05 , -2.54154e-16 , 0.666655 , -0.666655 , 1.00003 , 1.00003 , 7.31187e-05 , 7.31187e-05 , -2.54154e-16 , 
-17.1254 , 0.333345 , -2.44584e-05 , -2.56837e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.33751e-05 , 7.33751e-05 , -2.56837e-16 , 
-17.1219 , 0.333345 , -2.45441e-05 , -2.59548e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.36324e-05 , 7.36324e-05 , -2.59548e-16 , 
-17.1184 , 0.333345 , -2.46302e-05 , -2.62288e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.38906e-05 , 7.38906e-05 , -2.62288e-16 , 
-17.1149 , 0.333345 , -2.47166e-05 , -2.65057e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.41497e-05 , 7.41497e-05 , -2.65057e-16 , 
-17.1114 , 0.333345 , -2.48032e-05 , -2.67855e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.44097e-05 , 7.44097e-05 , -2.67855e-16 , 
-17.1079 , 0.333345 , -2.48902e-05 , -2.70683e-16 , 0.666655 , -0.666655 , 1.00004 , 1.00004 , 7.46706e-05 , 7.46706e-05 , -2.70683e-16 , 
-17.1044 , 0.333346 , -2.49775e-05 , -2.73541e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.49325e-05 , 7.49325e-05 , -2.73541e-16 , 
-17.1009 , 0.333346 , -2.50651e-05 , -2.76429e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.51952e-05 , 7.51952e-05 , -2.76429e-16 , 
-17.0974 , 0.333346 , -2.5153e-05 , -2.79347e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.54589e-05 , 7.54589e-05 , -2.79347e-16 , 
-17.0939 , 0.333346 , -2.52412e-05 , -2.82296e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.57235e-05 , 7.57235e-05 , -2.82296e-16 , 
-17.0904 , 0.333346 , -2.53297e-05 , -2.85276e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.5989e-05 , 7.5989e-05 , -2.85276e-16 , 
-17.0869 , 0.333346 , -2.54185e-05 , -2.88288e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.62554e-05 , 7.62554e-05 , -2.88288e-16 , 
-17.0834 , 0.333346 , -2.55076e-05 , -2.91331e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.65228e-05 , 7.65228e-05 , -2.91331e-16 , 
-17.0799 , 0.333346 , -2.5597e-05 , -2.94407e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.67911e-05 , 7.67911e-05 , -2.94407e-16 , 
-17.0764 , 0.333346 , -2.56868e-05 , -2.97515e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.70604e-05 , 7.70604e-05 , -2.97515e-16 , 
-17.0729 , 0.333346 , -2.57769e-05 , -3.00656e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.73306e-05 , 7.73306e-05 , -3.00656e-16 , 
-17.0694 , 0.333346 , -2.58673e-05 , -3.0383e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.76018e-05 , 7.76018e-05 , -3.0383e-16 , 
-17.0659 , 0.333346 , -2.5958e-05 , -3.07037e-16 , 0.666654 , -0.666654 , 1.00004 , 1.00004 , 7.78739e-05 , 7.78739e-05 , -3.07037e-16 , 
-17.0624 , 0.333347 , -2.6049e-05 , -3.10279e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.81469e-05 , 7.81469e-05 , -3.10279e-16 , 
-17.0589 , 0.333347 , -2.61403e-05 , -3.13554e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.84209e-05 , 7.84209e-05 , -3.13554e-16 , 
-17.0554 , 0.333347 , -2.6232e-05 , -3.16865e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.86959e-05 , 7.86959e-05 , -3.16865e-16 , 
-17.0519 , 0.333347 , -2.6324e-05 , -3.2021e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.89719e-05 , 7.89719e-05 , -3.2021e-16 , 
-17.0484 , 0.333347 , -2.64163e-05 , -3.2359e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.92488e-05 , 7.92488e-05 , -3.2359e-16 , 
-17.0449 , 0.333347 , -2.65089e-05 , -3.27006e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.95266e-05 , 7.95266e-05 , -3.27006e-16 , 
-17.0414 , 0.333347 , -2.66018e-05 , -3.30459e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 7.98055e-05 , 7.98055e-05 , -3.30459e-16 , 
-17.0379 , 0.333347 , -2.66951e-05 , -3.33947e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 8.00853e-05 , 8.00853e-05 , -3.33947e-16 , 
-17.0344 , 0.333347 , -2.67887e-05 , -3.37473e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 8.03661e-05 , 8.03661e-05 , -3.37473e-16 , 
-17.0309 , 0.333347 , -2.68826e-05 , -3.41035e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 8.06479e-05 , 8.06479e-05 , -3.41035e-16 , 
-17.0274 , 0.333347 , -2.69769e-05 , -3.44636e-16 , 0.666653 , -0.666653 , 1.00004 , 1.00004 , 8.09307e-05 , 8.09307e-05 , -3.44636e-16 , 
-17.0239 , 0.333348 , -2.70715e-05 , -3.48274e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.12145e-05 , 8.12145e-05 , -3.48274e-16 , 
-17.0204 , 0.333348 , -2.71664e-05 , -3.51951e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.14993e-05 , 8.14993e-05 , -3.51951e-16 , 
-17.0169 , 0.333348 , -2.72617e-05 , -3.55666e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.1785e-05 , 8.1785e-05 , -3.55666e-16 , 
-17.0134 , 0.333348 , -2.73573e-05 , -3.59421e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.20718e-05 , 8.20718e-05 , -3.59421e-16 , 
-17.0099 , 0.333348 , -2.74532e-05 , -3.63215e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.23596e-05 , 8.23596e-05 , -3.63215e-16 , 
-17.0064 , 0.333348 , -2.75494e-05 , -3.6705e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.26483e-05 , 8.26483e-05 , -3.6705e-16 , 
-17.0029 , 0.333348 , -2.7646e-05 , -3.70925e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.29381e-05 , 8.29381e-05 , -3.70925e-16 , 
-16.9994 , 0.333348 , -2.7743e-05 , -3.74841e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.3229e-05 , 8.3229e-05 , -3.74841e-16 , 
-16.9959 , 0.333348 , -2.78403e-05 , -3.78798e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.35208e-05 , 8.35208e-05 , -3.78798e-16 , 
-16.9924 , 0.333348 , -2.79379e-05 , -3.82797e-16 , 0.666652 , -0.666652 , 1.00004 , 1.00004 , 8.38136e-05 , 8.38136e-05 , -3.82797e-16 , 
-16.9889 , 0.333348 , -2.80358e-05 , -3.86838e-16 , 0.666652 , -0.666652 , 1.00005 , 1.00005 , 8.41075e-05 , 8.41075e-05 , -3.86838e-16 , 
-16.9854 , 0.333348 , -2.81341e-05 , -3.90922e-16 , 0.666652 , -0.666652 , 1.00005 , 1.00005 , 8.44024e-05 , 8.44024e-05 , -3.90922e-16 , 
-16.9819 , 0.333349 , -2.82328e-05 , -3.95049e-16 , 0.666651 , -0.666651 , 1.00005 , 1.00005 , 8.46984e-05 , 8.46984e-05 , -3.95049e-16 , 
