 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  delta_cdm ,  delta_b ,  v_cdm ,  v_b ,  Pi , 
-14.7344 , 0.333498 , -0.000266831 , -3.34382e-13 , 0.666502 , -0.666502 , 1.00049 , 1.00049 , 0.000800494 , 0.000800493 , -3.34382e-13 , 
-14.7309 , 0.333498 , -0.000267765 , -3.37911e-13 , 0.666502 , -0.666502 , 1.0005 , 1.0005 , 0.000803297 , 0.000803296 , -3.37911e-13 , 
-14.7274 , 0.333499 , -0.000268703 , -3.41476e-13 , 0.666501 , -0.666501 , 1.0005 , 1.0005 , 0.00080611 , 0.000806109 , -3.41476e-13 , 
-14.7239 , 0.3335 , -0.000269644 , -3.4508e-13 , 0.666501 , -0.666501 , 1.0005 , 1.0005 , 0.000808932 , 0.000808932 , -3.4508e-13 , 
-14.7204 , 0.3335 , -0.000270588 , -3.48721e-13 , 0.6665 , -0.6665 , 1.0005 , 1.0005 , 0.000811765 , 0.000811764 , -3.48721e-13 , 
-14.7169 , 0.333501 , -0.000271536 , -3.52401e-13 , 0.6665 , -0.6665 , 1.0005 , 1.0005 , 0.000814607 , 0.000814607 , -3.52401e-13 , 
-14.7134 , 0.333501 , -0.000272486 , -3.56119e-13 , 0.666499 , -0.666499 , 1.0005 , 1.0005 , 0.00081746 , 0.000817459 , -3.56119e-13 , 
-14.7099 , 0.333502 , -0.000273441 , -3.59877e-13 , 0.666498 , -0.666498 , 1.00051 , 1.00051 , 0.000820322 , 0.000820322 , -3.59877e-13 , 
-14.7064 , 0.333503 , -0.000274398 , -3.63675e-13 , 0.666498 , -0.666498 , 1.00051 , 1.00051 , 0.000823194 , 0.000823194 , -3.63675e-13 , 
-14.7029 , 0.333503 , -0.000275359 , -3.67512e-13 , 0.666497 , -0.666497 , 1.00051 , 1.00051 , 0.000826077 , 0.000826076 , -3.67512e-13 , 
-14.6994 , 0.333504 , -0.000276323 , -3.7139e-13 , 0.666497 , -0.666497 , 1.00051 , 1.00051 , 0.000828969 , 0.000828969 , -3.7139e-13 , 
-14.6959 , 0.333504 , -0.00027729 , -3.75309e-13 , 0.666496 , -0.666496 , 1.00051 , 1.00051 , 0.000831872 , 0.000831871 , -3.75309e-13 , 
-14.6924 , 0.333505 , -0.000278261 , -3.79269e-13 , 0.666495 , -0.666495 , 1.00051 , 1.00051 , 0.000834785 , 0.000834784 , -3.79269e-13 , 
-14.6889 , 0.333505 , -0.000279236 , -3.83271e-13 , 0.666495 , -0.666495 , 1.00052 , 1.00052 , 0.000837708 , 0.000837707 , -3.83271e-13 , 
-14.6854 , 0.333506 , -0.000280213 , -3.87316e-13 , 0.666494 , -0.666494 , 1.00052 , 1.00052 , 0.000840641 , 0.00084064 , -3.87316e-13 , 
-14.6819 , 0.333507 , -0.000281195 , -3.91403e-13 , 0.666494 , -0.666494 , 1.00052 , 1.00052 , 0.000843584 , 0.000843584 , -3.91403e-13 , 
-14.6784 , 0.333507 , -0.000282179 , -3.95533e-13 , 0.666493 , -0.666493 , 1.00052 , 1.00052 , 0.000846538 , 0.000846537 , -3.95533e-13 , 
-14.6749 , 0.333508 , -0.000283167 , -3.99706e-13 , 0.666492 , -0.666492 , 1.00052 , 1.00052 , 0.000849502 , 0.000849501 , -3.99706e-13 , 
-14.6714 , 0.333509 , -0.000284159 , -4.03924e-13 , 0.666492 , -0.666492 , 1.00053 , 1.00053 , 0.000852476 , 0.000852476 , -4.03924e-13 , 
-14.6679 , 0.333509 , -0.000285153 , -4.08186e-13 , 0.666491 , -0.666491 , 1.00053 , 1.00053 , 0.000855461 , 0.00085546 , -4.08186e-13 , 
-14.6644 , 0.33351 , -0.000286152 , -4.12493e-13 , 0.666491 , -0.666491 , 1.00053 , 1.00053 , 0.000858456 , 0.000858456 , -4.12493e-13 , 
-14.6609 , 0.33351 , -0.000287154 , -4.16846e-13 , 0.66649 , -0.66649 , 1.00053 , 1.00053 , 0.000861462 , 0.000861461 , -4.16846e-13 , 
-14.6574 , 0.333511 , -0.000288159 , -4.21244e-13 , 0.666489 , -0.666489 , 1.00053 , 1.00053 , 0.000864478 , 0.000864478 , -4.21244e-13 , 
-14.6539 , 0.333512 , -0.000289168 , -4.25689e-13 , 0.666489 , -0.666489 , 1.00053 , 1.00053 , 0.000867505 , 0.000867504 , -4.25689e-13 , 
-14.6504 , 0.333512 , -0.000290181 , -4.30181e-13 , 0.666488 , -0.666488 , 1.00054 , 1.00054 , 0.000870542 , 0.000870542 , -4.30181e-13 , 
-14.6469 , 0.333513 , -0.000291196 , -4.3472e-13 , 0.666488 , -0.666488 , 1.00054 , 1.00054 , 0.00087359 , 0.000873589 , -4.3472e-13 , 
-14.6434 , 0.333514 , -0.000292216 , -4.39307e-13 , 0.666487 , -0.666487 , 1.00054 , 1.00054 , 0.000876649 , 0.000876648 , -4.39307e-13 , 
-14.6399 , 0.333514 , -0.000293239 , -4.43942e-13 , 0.666486 , -0.666486 , 1.00054 , 1.00054 , 0.000879718 , 0.000879717 , -4.43942e-13 , 
-14.6364 , 0.333515 , -0.000294266 , -4.48627e-13 , 0.666486 , -0.666486 , 1.00054 , 1.00054 , 0.000882798 , 0.000882797 , -4.48627e-13 , 
-14.6329 , 0.333515 , -0.000295296 , -4.53361e-13 , 0.666485 , -0.666485 , 1.00055 , 1.00055 , 0.000885889 , 0.000885888 , -4.53361e-13 , 
-14.6294 , 0.333516 , -0.00029633 , -4.58144e-13 , 0.666484 , -0.666484 , 1.00055 , 1.00055 , 0.00088899 , 0.00088899 , -4.58144e-13 , 
-14.6259 , 0.333517 , -0.000297367 , -4.62978e-13 , 0.666484 , -0.666484 , 1.00055 , 1.00055 , 0.000892103 , 0.000892102 , -4.62978e-13 , 
-14.6224 , 0.333517 , -0.000298408 , -4.67864e-13 , 0.666483 , -0.666483 , 1.00055 , 1.00055 , 0.000895226 , 0.000895225 , -4.67864e-13 , 
-14.6189 , 0.333518 , -0.000299453 , -4.728e-13 , 0.666482 , -0.666482 , 1.00055 , 1.00055 , 0.00089836 , 0.000898359 , -4.728e-13 , 
-14.6154 , 0.333519 , -0.000300502 , -4.77789e-13 , 0.666482 , -0.666482 , 1.00056 , 1.00056 , 0.000901505 , 0.000901505 , -4.77789e-13 , 
-14.6119 , 0.333519 , -0.000301554 , -4.82831e-13 , 0.666481 , -0.666481 , 1.00056 , 1.00056 , 0.000904661 , 0.000904661 , -4.82831e-13 , 
-14.6084 , 0.33352 , -0.000302609 , -4.87925e-13 , 0.66648 , -0.66648 , 1.00056 , 1.00056 , 0.000907829 , 0.000907828 , -4.87925e-13 , 
-14.6049 , 0.333521 , -0.000303669 , -4.93073e-13 , 0.66648 , -0.66648 , 1.00056 , 1.00056 , 0.000911007 , 0.000911006 , -4.93073e-13 , 
-14.6014 , 0.333521 , -0.000304732 , -4.98276e-13 , 0.666479 , -0.666479 , 1.00056 , 1.00056 , 0.000914196 , 0.000914196 , -4.98276e-13 , 
-14.5979 , 0.333522 , -0.000305799 , -5.03534e-13 , 0.666479 , -0.666479 , 1.00057 , 1.00057 , 0.000917397 , 0.000917396 , -5.03534e-13 , 
-14.5944 , 0.333523 , -0.000306869 , -5.08847e-13 , 0.666478 , -0.666478 , 1.00057 , 1.00057 , 0.000920608 , 0.000920608 , -5.08847e-13 , 
-14.5909 , 0.333523 , -0.000307944 , -5.14216e-13 , 0.666477 , -0.666477 , 1.00057 , 1.00057 , 0.000923831 , 0.000923831 , -5.14216e-13 , 
-14.5874 , 0.333524 , -0.000309022 , -5.19641e-13 , 0.666477 , -0.666477 , 1.00057 , 1.00057 , 0.000927065 , 0.000927065 , -5.19641e-13 , 
-14.5839 , 0.333525 , -0.000310103 , -5.25124e-13 , 0.666476 , -0.666476 , 1.00057 , 1.00057 , 0.000930311 , 0.00093031 , -5.25124e-13 , 
-14.5804 , 0.333525 , -0.000311189 , -5.30665e-13 , 0.666475 , -0.666475 , 1.00058 , 1.00058 , 0.000933568 , 0.000933567 , -5.30665e-13 , 
-14.5769 , 0.333526 , -0.000312278 , -5.36264e-13 , 0.666475 , -0.666475 , 1.00058 , 1.00058 , 0.000936836 , 0.000936835 , -5.36264e-13 , 
-14.5734 , 0.333527 , -0.000313372 , -5.41923e-13 , 0.666474 , -0.666474 , 1.00058 , 1.00058 , 0.000940116 , 0.000940115 , -5.41923e-13 , 
-14.5699 , 0.333527 , -0.000314469 , -5.47641e-13 , 0.666473 , -0.666473 , 1.00058 , 1.00058 , 0.000943407 , 0.000943406 , -5.47641e-13 , 
-14.5664 , 0.333528 , -0.00031557 , -5.53419e-13 , 0.666473 , -0.666473 , 1.00058 , 1.00058 , 0.000946709 , 0.000946709 , -5.53419e-13 , 
-14.5629 , 0.333529 , -0.000316674 , -5.59258e-13 , 0.666472 , -0.666472 , 1.00059 , 1.00059 , 0.000950023 , 0.000950023 , -5.59258e-13 , 
-14.5594 , 0.333529 , -0.000317783 , -5.65159e-13 , 0.666471 , -0.666471 , 1.00059 , 1.00059 , 0.000953349 , 0.000953348 , -5.65159e-13 , 
-14.5559 , 0.33353 , -0.000318895 , -5.71122e-13 , 0.66647 , -0.66647 , 1.00059 , 1.00059 , 0.000956686 , 0.000956686 , -5.71122e-13 , 
-14.5524 , 0.333531 , -0.000320012 , -5.77148e-13 , 0.66647 , -0.66647 , 1.00059 , 1.00059 , 0.000960035 , 0.000960035 , -5.77148e-13 , 
-14.5489 , 0.333531 , -0.000321132 , -5.83238e-13 , 0.666469 , -0.666469 , 1.00059 , 1.00059 , 0.000963396 , 0.000963395 , -5.83238e-13 , 
-14.5454 , 0.333532 , -0.000322256 , -5.89392e-13 , 0.666468 , -0.666468 , 1.0006 , 1.0006 , 0.000966769 , 0.000966768 , -5.89392e-13 , 
-14.5419 , 0.333533 , -0.000323384 , -5.9561e-13 , 0.666468 , -0.666468 , 1.0006 , 1.0006 , 0.000970153 , 0.000970152 , -5.9561e-13 , 
-14.5384 , 0.333533 , -0.000324516 , -6.01895e-13 , 0.666467 , -0.666467 , 1.0006 , 1.0006 , 0.000973549 , 0.000973548 , -6.01895e-13 , 
-14.5349 , 0.333534 , -0.000325652 , -6.08245e-13 , 0.666466 , -0.666466 , 1.0006 , 1.0006 , 0.000976957 , 0.000976956 , -6.08245e-13 , 
-14.5314 , 0.333535 , -0.000326792 , -6.14663e-13 , 0.666466 , -0.666466 , 1.0006 , 1.0006 , 0.000980377 , 0.000980376 , -6.14663e-13 , 
-14.5279 , 0.333536 , -0.000327936 , -6.21148e-13 , 0.666465 , -0.666465 , 1.00061 , 1.00061 , 0.000983808 , 0.000983808 , -6.21148e-13 , 
-14.5244 , 0.333536 , -0.000329084 , -6.27702e-13 , 0.666464 , -0.666464 , 1.00061 , 1.00061 , 0.000987252 , 0.000987251 , -6.27702e-13 , 
-14.5209 , 0.333537 , -0.000330236 , -6.34325e-13 , 0.666463 , -0.666463 , 1.00061 , 1.00061 , 0.000990708 , 0.000990707 , -6.34325e-13 , 
-14.5174 , 0.333538 , -0.000331392 , -6.41017e-13 , 0.666463 , -0.666463 , 1.00061 , 1.00061 , 0.000994176 , 0.000994175 , -6.41017e-13 , 
-14.5139 , 0.333538 , -0.000332552 , -6.47781e-13 , 0.666462 , -0.666462 , 1.00062 , 1.00062 , 0.000997656 , 0.000997655 , -6.47781e-13 , 
-14.5104 , 0.333539 , -0.000333716 , -6.54616e-13 , 0.666461 , -0.666461 , 1.00062 , 1.00062 , 0.00100115 , 0.00100115 , -6.54616e-13 , 
-14.5069 , 0.33354 , -0.000334884 , -6.61522e-13 , 0.666461 , -0.666461 , 1.00062 , 1.00062 , 0.00100465 , 0.00100465 , -6.61522e-13 , 
-14.5034 , 0.333541 , -0.000336056 , -6.68502e-13 , 0.66646 , -0.66646 , 1.00062 , 1.00062 , 0.00100817 , 0.00100817 , -6.68502e-13 , 
-14.4999 , 0.333541 , -0.000337232 , -6.75555e-13 , 0.666459 , -0.666459 , 1.00062 , 1.00062 , 0.0010117 , 0.0010117 , -6.75555e-13 , 
-14.4964 , 0.333542 , -0.000338413 , -6.82683e-13 , 0.666458 , -0.666458 , 1.00063 , 1.00063 , 0.00101524 , 0.00101524 , -6.82683e-13 , 
-14.4929 , 0.333543 , -0.000339597 , -6.89886e-13 , 0.666458 , -0.666458 , 1.00063 , 1.00063 , 0.00101879 , 0.00101879 , -6.89886e-13 , 
-14.4894 , 0.333544 , -0.000340786 , -6.97165e-13 , 0.666457 , -0.666457 , 1.00063 , 1.00063 , 0.00102236 , 0.00102236 , -6.97165e-13 , 
-14.4859 , 0.333544 , -0.000341979 , -7.0452e-13 , 0.666456 , -0.666456 , 1.00063 , 1.00063 , 0.00102594 , 0.00102594 , -7.0452e-13 , 
-14.4824 , 0.333545 , -0.000343176 , -7.11953e-13 , 0.666456 , -0.666456 , 1.00063 , 1.00063 , 0.00102953 , 0.00102953 , -7.11953e-13 , 
-14.4789 , 0.333546 , -0.000344377 , -7.19465e-13 , 0.666455 , -0.666455 , 1.00064 , 1.00064 , 0.00103313 , 0.00103313 , -7.19465e-13 , 
-14.4754 , 0.333546 , -0.000345582 , -7.27056e-13 , 0.666454 , -0.666454 , 1.00064 , 1.00064 , 0.00103675 , 0.00103675 , -7.27056e-13 , 
-14.4719 , 0.333547 , -0.000346792 , -7.34727e-13 , 0.666453 , -0.666453 , 1.00064 , 1.00064 , 0.00104038 , 0.00104038 , -7.34727e-13 , 
-14.4684 , 0.333548 , -0.000348006 , -7.42479e-13 , 0.666453 , -0.666453 , 1.00064 , 1.00064 , 0.00104402 , 0.00104402 , -7.42479e-13 , 
-14.4649 , 0.333549 , -0.000349224 , -7.50312e-13 , 0.666452 , -0.666452 , 1.00065 , 1.00065 , 0.00104767 , 0.00104767 , -7.50312e-13 , 
-14.4614 , 0.333549 , -0.000350446 , -7.58228e-13 , 0.666451 , -0.666451 , 1.00065 , 1.00065 , 0.00105134 , 0.00105134 , -7.58228e-13 , 
-14.4579 , 0.33355 , -0.000351672 , -7.66228e-13 , 0.66645 , -0.66645 , 1.00065 , 1.00065 , 0.00105502 , 0.00105502 , -7.66228e-13 , 
-14.4544 , 0.333551 , -0.000352903 , -7.74312e-13 , 0.66645 , -0.66645 , 1.00065 , 1.00065 , 0.00105871 , 0.00105871 , -7.74312e-13 , 
-14.4509 , 0.333552 , -0.000354138 , -7.82482e-13 , 0.666449 , -0.666449 , 1.00066 , 1.00066 , 0.00106242 , 0.00106242 , -7.82482e-13 , 
-14.4474 , 0.333553 , -0.000355378 , -7.90737e-13 , 0.666448 , -0.666448 , 1.00066 , 1.00066 , 0.00106613 , 0.00106613 , -7.90737e-13 , 
-14.4439 , 0.333553 , -0.000356622 , -7.9908e-13 , 0.666447 , -0.666447 , 1.00066 , 1.00066 , 0.00106987 , 0.00106987 , -7.9908e-13 , 
-14.4404 , 0.333554 , -0.00035787 , -8.0751e-13 , 0.666447 , -0.666447 , 1.00066 , 1.00066 , 0.00107361 , 0.00107361 , -8.0751e-13 , 
-14.4369 , 0.333555 , -0.000359122 , -8.1603e-13 , 0.666446 , -0.666446 , 1.00066 , 1.00066 , 0.00107737 , 0.00107737 , -8.1603e-13 , 
-14.4334 , 0.333556 , -0.000360379 , -8.24639e-13 , 0.666445 , -0.666445 , 1.00067 , 1.00067 , 0.00108114 , 0.00108114 , -8.24639e-13 , 
-14.4299 , 0.333556 , -0.00036164 , -8.3334e-13 , 0.666444 , -0.666444 , 1.00067 , 1.00067 , 0.00108492 , 0.00108492 , -8.3334e-13 , 
-14.4264 , 0.333557 , -0.000362906 , -8.42132e-13 , 0.666443 , -0.666443 , 1.00067 , 1.00067 , 0.00108872 , 0.00108872 , -8.42132e-13 , 
-14.4229 , 0.333558 , -0.000364176 , -8.51016e-13 , 0.666443 , -0.666443 , 1.00067 , 1.00067 , 0.00109253 , 0.00109253 , -8.51016e-13 , 
-14.4194 , 0.333559 , -0.000365451 , -8.59995e-13 , 0.666442 , -0.666442 , 1.00068 , 1.00068 , 0.00109635 , 0.00109635 , -8.59995e-13 , 
-14.4159 , 0.33356 , -0.00036673 , -8.69068e-13 , 0.666441 , -0.666441 , 1.00068 , 1.00068 , 0.00110019 , 0.00110019 , -8.69068e-13 , 
-14.4124 , 0.33356 , -0.000368013 , -8.78237e-13 , 0.66644 , -0.66644 , 1.00068 , 1.00068 , 0.00110404 , 0.00110404 , -8.78237e-13 , 
-14.4089 , 0.333561 , -0.000369301 , -8.87503e-13 , 0.666439 , -0.666439 , 1.00068 , 1.00068 , 0.0011079 , 0.0011079 , -8.87503e-13 , 
-14.4054 , 0.333562 , -0.000370594 , -8.96866e-13 , 0.666439 , -0.666439 , 1.00069 , 1.00069 , 0.00111178 , 0.00111178 , -8.96866e-13 , 
-14.4019 , 0.333563 , -0.00037189 , -9.06328e-13 , 0.666438 , -0.666438 , 1.00069 , 1.00069 , 0.00111567 , 0.00111567 , -9.06328e-13 , 
-14.3984 , 0.333564 , -0.000373192 , -9.1589e-13 , 0.666437 , -0.666437 , 1.00069 , 1.00069 , 0.00111958 , 0.00111958 , -9.1589e-13 , 
-14.3949 , 0.333564 , -0.000374498 , -9.25553e-13 , 0.666436 , -0.666436 , 1.00069 , 1.00069 , 0.00112349 , 0.00112349 , -9.25553e-13 , 
-14.3914 , 0.333565 , -0.000375808 , -9.35317e-13 , 0.666435 , -0.666435 , 1.0007 , 1.0007 , 0.00112743 , 0.00112743 , -9.35317e-13 , 
-14.3879 , 0.333566 , -0.000377124 , -9.45185e-13 , 0.666435 , -0.666435 , 1.0007 , 1.0007 , 0.00113137 , 0.00113137 , -9.45185e-13 , 
-14.3844 , 0.333567 , -0.000378443 , -9.55157e-13 , 0.666434 , -0.666434 , 1.0007 , 1.0007 , 0.00113533 , 0.00113533 , -9.55157e-13 , 
-14.3809 , 0.333568 , -0.000379768 , -9.65234e-13 , 0.666433 , -0.666433 , 1.0007 , 1.0007 , 0.0011393 , 0.0011393 , -9.65234e-13 , 
-14.3774 , 0.333568 , -0.000381097 , -9.75417e-13 , 0.666432 , -0.666432 , 1.00071 , 1.00071 , 0.00114329 , 0.00114329 , -9.75417e-13 , 
-14.3739 , 0.333569 , -0.00038243 , -9.85707e-13 , 0.666431 , -0.666431 , 1.00071 , 1.00071 , 0.00114729 , 0.00114729 , -9.85707e-13 , 
-14.3704 , 0.33357 , -0.000383769 , -9.96106e-13 , 0.666431 , -0.666431 , 1.00071 , 1.00071 , 0.00115131 , 0.00115131 , -9.96106e-13 , 
-14.3669 , 0.333571 , -0.000385111 , -1.00662e-12 , 0.66643 , -0.66643 , 1.00071 , 1.00071 , 0.00115534 , 0.00115533 , -1.00662e-12 , 
-14.3634 , 0.333572 , -0.000386459 , -1.01724e-12 , 0.666429 , -0.666429 , 1.00072 , 1.00072 , 0.00115938 , 0.00115938 , -1.01724e-12 , 
-14.3599 , 0.333573 , -0.000387811 , -1.02797e-12 , 0.666428 , -0.666428 , 1.00072 , 1.00072 , 0.00116344 , 0.00116343 , -1.02797e-12 , 
-14.3564 , 0.333573 , -0.000389169 , -1.03881e-12 , 0.666427 , -0.666427 , 1.00072 , 1.00072 , 0.00116751 , 0.00116751 , -1.03881e-12 , 
-14.3529 , 0.333574 , -0.00039053 , -1.04977e-12 , 0.666426 , -0.666426 , 1.00072 , 1.00072 , 0.00117159 , 0.00117159 , -1.04977e-12 , 
-14.3494 , 0.333575 , -0.000391897 , -1.06085e-12 , 0.666426 , -0.666426 , 1.00073 , 1.00073 , 0.00117569 , 0.00117569 , -1.06085e-12 , 
-14.3459 , 0.333576 , -0.000393268 , -1.07204e-12 , 0.666425 , -0.666425 , 1.00073 , 1.00073 , 0.00117981 , 0.0011798 , -1.07204e-12 , 
-14.3424 , 0.333577 , -0.000394644 , -1.08335e-12 , 0.666424 , -0.666424 , 1.00073 , 1.00073 , 0.00118393 , 0.00118393 , -1.08335e-12 , 
-14.3389 , 0.333578 , -0.000396025 , -1.09478e-12 , 0.666423 , -0.666423 , 1.00073 , 1.00073 , 0.00118808 , 0.00118808 , -1.09478e-12 , 
-14.3354 , 0.333579 , -0.000397411 , -1.10633e-12 , 0.666422 , -0.666422 , 1.00074 , 1.00074 , 0.00119223 , 0.00119223 , -1.10633e-12 , 
-14.3319 , 0.333579 , -0.000398802 , -1.118e-12 , 0.666421 , -0.666421 , 1.00074 , 1.00074 , 0.00119641 , 0.0011964 , -1.118e-12 , 
-14.3284 , 0.33358 , -0.000400197 , -1.12979e-12 , 0.66642 , -0.66642 , 1.00074 , 1.00074 , 0.00120059 , 0.00120059 , -1.12979e-12 , 
-14.3249 , 0.333581 , -0.000401597 , -1.14171e-12 , 0.66642 , -0.66642 , 1.00074 , 1.00074 , 0.00120479 , 0.00120479 , -1.14171e-12 , 
-14.3214 , 0.333582 , -0.000403002 , -1.15375e-12 , 0.666419 , -0.666419 , 1.00075 , 1.00075 , 0.00120901 , 0.00120901 , -1.15375e-12 , 
-14.3179 , 0.333583 , -0.000404413 , -1.16593e-12 , 0.666418 , -0.666418 , 1.00075 , 1.00075 , 0.00121324 , 0.00121324 , -1.16593e-12 , 
-14.3144 , 0.333584 , -0.000405828 , -1.17823e-12 , 0.666417 , -0.666417 , 1.00075 , 1.00075 , 0.00121748 , 0.00121748 , -1.17823e-12 , 
-14.3109 , 0.333585 , -0.000407248 , -1.19066e-12 , 0.666416 , -0.666416 , 1.00075 , 1.00075 , 0.00122174 , 0.00122174 , -1.19066e-12 , 
-14.3074 , 0.333585 , -0.000408672 , -1.20322e-12 , 0.666415 , -0.666415 , 1.00076 , 1.00076 , 0.00122602 , 0.00122602 , -1.20322e-12 , 
-14.3039 , 0.333586 , -0.000410102 , -1.21591e-12 , 0.666414 , -0.666414 , 1.00076 , 1.00076 , 0.00123031 , 0.00123031 , -1.21591e-12 , 
-14.3004 , 0.333587 , -0.000411537 , -1.22874e-12 , 0.666414 , -0.666414 , 1.00076 , 1.00076 , 0.00123461 , 0.00123461 , -1.22874e-12 , 
-14.2969 , 0.333588 , -0.000412977 , -1.2417e-12 , 0.666413 , -0.666413 , 1.00076 , 1.00076 , 0.00123893 , 0.00123893 , -1.2417e-12 , 
-14.2934 , 0.333589 , -0.000414422 , -1.2548e-12 , 0.666412 , -0.666412 , 1.00077 , 1.00077 , 0.00124327 , 0.00124327 , -1.2548e-12 , 
-14.2899 , 0.33359 , -0.000415872 , -1.26804e-12 , 0.666411 , -0.666411 , 1.00077 , 1.00077 , 0.00124762 , 0.00124762 , -1.26804e-12 , 
-14.2864 , 0.333591 , -0.000417327 , -1.28141e-12 , 0.66641 , -0.66641 , 1.00077 , 1.00077 , 0.00125198 , 0.00125198 , -1.28141e-12 , 
-14.2829 , 0.333592 , -0.000418787 , -1.29493e-12 , 0.666409 , -0.666409 , 1.00078 , 1.00078 , 0.00125636 , 0.00125636 , -1.29493e-12 , 
-14.2794 , 0.333593 , -0.000420252 , -1.30859e-12 , 0.666408 , -0.666408 , 1.00078 , 1.00078 , 0.00126076 , 0.00126076 , -1.30859e-12 , 
-14.2759 , 0.333594 , -0.000421723 , -1.3224e-12 , 0.666407 , -0.666407 , 1.00078 , 1.00078 , 0.00126517 , 0.00126517 , -1.3224e-12 , 
-14.2724 , 0.333594 , -0.000423198 , -1.33635e-12 , 0.666406 , -0.666406 , 1.00078 , 1.00078 , 0.0012696 , 0.00126959 , -1.33635e-12 , 
-14.2689 , 0.333595 , -0.000424679 , -1.35044e-12 , 0.666405 , -0.666405 , 1.00079 , 1.00079 , 0.00127404 , 0.00127404 , -1.35044e-12 , 
-14.2654 , 0.333596 , -0.000426164 , -1.36469e-12 , 0.666405 , -0.666405 , 1.00079 , 1.00079 , 0.00127849 , 0.00127849 , -1.36469e-12 , 
-14.2619 , 0.333597 , -0.000427655 , -1.37909e-12 , 0.666404 , -0.666404 , 1.00079 , 1.00079 , 0.00128297 , 0.00128297 , -1.37909e-12 , 
-14.2584 , 0.333598 , -0.000429152 , -1.39363e-12 , 0.666403 , -0.666403 , 1.00079 , 1.00079 , 0.00128746 , 0.00128745 , -1.39363e-12 , 
-14.2549 , 0.333599 , -0.000430653 , -1.40833e-12 , 0.666402 , -0.666402 , 1.0008 , 1.0008 , 0.00129196 , 0.00129196 , -1.40833e-12 , 
-14.2514 , 0.3336 , -0.00043216 , -1.42319e-12 , 0.666401 , -0.666401 , 1.0008 , 1.0008 , 0.00129648 , 0.00129648 , -1.42319e-12 , 
-14.2478 , 0.333601 , -0.000433671 , -1.4382e-12 , 0.6664 , -0.6664 , 1.0008 , 1.0008 , 0.00130102 , 0.00130101 , -1.4382e-12 , 
-14.2443 , 0.333602 , -0.000435189 , -1.45338e-12 , 0.666399 , -0.666399 , 1.00081 , 1.00081 , 0.00130557 , 0.00130557 , -1.45338e-12 , 
-14.2408 , 0.333603 , -0.000436711 , -1.46871e-12 , 0.666398 , -0.666398 , 1.00081 , 1.00081 , 0.00131013 , 0.00131013 , -1.46871e-12 , 
-14.2373 , 0.333604 , -0.000438239 , -1.4842e-12 , 0.666397 , -0.666397 , 1.00081 , 1.00081 , 0.00131472 , 0.00131472 , -1.4842e-12 , 
-14.2338 , 0.333605 , -0.000439772 , -1.49986e-12 , 0.666396 , -0.666396 , 1.00081 , 1.00081 , 0.00131932 , 0.00131932 , -1.49986e-12 , 
-14.2303 , 0.333606 , -0.00044131 , -1.51568e-12 , 0.666395 , -0.666395 , 1.00082 , 1.00082 , 0.00132393 , 0.00132393 , -1.51568e-12 , 
-14.2268 , 0.333607 , -0.000442854 , -1.53167e-12 , 0.666394 , -0.666394 , 1.00082 , 1.00082 , 0.00132856 , 0.00132856 , -1.53167e-12 , 
-14.2233 , 0.333608 , -0.000444403 , -1.54782e-12 , 0.666393 , -0.666393 , 1.00082 , 1.00082 , 0.00133321 , 0.00133321 , -1.54782e-12 , 
-14.2198 , 0.333609 , -0.000445958 , -1.56415e-12 , 0.666392 , -0.666392 , 1.00083 , 1.00083 , 0.00133788 , 0.00133787 , -1.56415e-12 , 
-14.2163 , 0.33361 , -0.000447518 , -1.58065e-12 , 0.666391 , -0.666391 , 1.00083 , 1.00083 , 0.00134256 , 0.00134255 , -1.58065e-12 , 
-14.2128 , 0.33361 , -0.000449083 , -1.59733e-12 , 0.66639 , -0.66639 , 1.00083 , 1.00083 , 0.00134725 , 0.00134725 , -1.59733e-12 , 
-14.2093 , 0.333611 , -0.000450654 , -1.61418e-12 , 0.666389 , -0.666389 , 1.00083 , 1.00083 , 0.00135196 , 0.00135196 , -1.61418e-12 , 
-14.2058 , 0.333612 , -0.000452231 , -1.6312e-12 , 0.666389 , -0.666389 , 1.00084 , 1.00084 , 0.00135669 , 0.00135669 , -1.6312e-12 , 
-14.2023 , 0.333613 , -0.000453813 , -1.64841e-12 , 0.666388 , -0.666388 , 1.00084 , 1.00084 , 0.00136144 , 0.00136144 , -1.64841e-12 , 
-14.1988 , 0.333614 , -0.0004554 , -1.6658e-12 , 0.666387 , -0.666387 , 1.00084 , 1.00084 , 0.0013662 , 0.0013662 , -1.6658e-12 , 
-14.1953 , 0.333615 , -0.000456993 , -1.68337e-12 , 0.666386 , -0.666386 , 1.00085 , 1.00085 , 0.00137098 , 0.00137098 , -1.68337e-12 , 
-14.1918 , 0.333616 , -0.000458592 , -1.70113e-12 , 0.666385 , -0.666385 , 1.00085 , 1.00085 , 0.00137578 , 0.00137577 , -1.70113e-12 , 
-14.1883 , 0.333617 , -0.000460196 , -1.71907e-12 , 0.666384 , -0.666384 , 1.00085 , 1.00085 , 0.00138059 , 0.00138059 , -1.71907e-12 , 
-14.1848 , 0.333618 , -0.000461805 , -1.7372e-12 , 0.666383 , -0.666383 , 1.00086 , 1.00086 , 0.00138542 , 0.00138542 , -1.7372e-12 , 
