 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  Pi , 
-17.5 , 0.333333 , -1.29308e-06 , -7.0073e-19 , 0.666667 , -0.666667 , -7.0073e-19 , 
-17.4965 , 0.335655 , -1.29754e-06 , -7.08153e-19 , 0.664345 , -0.652902 , -7.08153e-19 , 
-17.493 , 0.337975 , -1.30198e-06 , -7.15586e-19 , 0.662025 , -0.640161 , -7.15586e-19 , 
-17.4895 , 0.34029 , -1.3064e-06 , -7.23042e-19 , 0.65971 , -0.629469 , -7.23042e-19 , 
-17.486 , 0.3426 , -1.31078e-06 , -7.3053e-19 , 0.6574 , -0.621849 , -7.3053e-19 , 
-17.4825 , 0.344901 , -1.31512e-06 , -7.38061e-19 , 0.655099 , -0.618327 , -7.38061e-19 , 
-17.479 , 0.347192 , -1.31939e-06 , -7.45645e-19 , 0.652808 , -0.619477 , -7.45645e-19 , 
-17.4755 , 0.349474 , -1.32361e-06 , -7.53279e-19 , 0.650526 , -0.624059 , -7.53279e-19 , 
-17.472 , 0.351747 , -1.32777e-06 , -7.60962e-19 , 0.648253 , -0.63037 , -7.60962e-19 , 
-17.4685 , 0.354011 , -1.33188e-06 , -7.6869e-19 , 0.645989 , -0.636709 , -7.6869e-19 , 
-17.465 , 0.356268 , -1.33594e-06 , -7.7646e-19 , 0.643732 , -0.641377 , -7.7646e-19 , 
-17.4615 , 0.358517 , -1.33996e-06 , -7.84271e-19 , 0.641483 , -0.643082 , -7.84271e-19 , 
-17.458 , 0.360758 , -1.34393e-06 , -7.92121e-19 , 0.639242 , -0.642224 , -7.92121e-19 , 
-17.4545 , 0.362992 , -1.34785e-06 , -8.00012e-19 , 0.637008 , -0.639633 , -8.00012e-19 , 
-17.451 , 0.365219 , -1.35172e-06 , -8.07944e-19 , 0.634781 , -0.636141 , -8.07944e-19 , 
-17.4475 , 0.367437 , -1.35554e-06 , -8.15918e-19 , 0.632563 , -0.632576 , -8.15918e-19 , 
-17.444 , 0.369648 , -1.35931e-06 , -8.23935e-19 , 0.630352 , -0.629606 , -8.23935e-19 , 
-17.4405 , 0.371851 , -1.36303e-06 , -8.31994e-19 , 0.628149 , -0.627215 , -8.31994e-19 , 
-17.437 , 0.374046 , -1.3667e-06 , -8.40095e-19 , 0.625954 , -0.625209 , -8.40095e-19 , 
-17.4335 , 0.376233 , -1.37032e-06 , -8.48237e-19 , 0.623767 , -0.623396 , -8.48237e-19 , 
-17.43 , 0.378413 , -1.37388e-06 , -8.56421e-19 , 0.621587 , -0.621582 , -8.56421e-19 , 
-17.4265 , 0.380585 , -1.3774e-06 , -8.64646e-19 , 0.619415 , -0.619614 , -8.64646e-19 , 
-17.423 , 0.38275 , -1.38086e-06 , -8.72911e-19 , 0.61725 , -0.617501 , -8.72911e-19 , 
-17.4195 , 0.384907 , -1.38428e-06 , -8.81217e-19 , 0.615093 , -0.615293 , -8.81217e-19 , 
-17.416 , 0.387056 , -1.38764e-06 , -8.89564e-19 , 0.612944 , -0.613044 , -8.89564e-19 , 
-17.4125 , 0.389198 , -1.39095e-06 , -8.97951e-19 , 0.610802 , -0.610803 , -8.97951e-19 , 
-17.409 , 0.391333 , -1.39421e-06 , -9.06378e-19 , 0.608667 , -0.608614 , -9.06378e-19 , 
-17.4055 , 0.39346 , -1.39742e-06 , -9.14846e-19 , 0.60654 , -0.606473 , -9.14846e-19 , 
-17.402 , 0.395579 , -1.40057e-06 , -9.23353e-19 , 0.604421 , -0.604367 , -9.23353e-19 , 
-17.3985 , 0.397691 , -1.40367e-06 , -9.319e-19 , 0.602309 , -0.602282 , -9.319e-19 , 
-17.395 , 0.399796 , -1.40672e-06 , -9.40486e-19 , 0.600204 , -0.600203 , -9.40486e-19 , 
-17.3915 , 0.401894 , -1.40972e-06 , -9.49111e-19 , 0.598106 , -0.598121 , -9.49111e-19 , 
-17.388 , 0.403984 , -1.41266e-06 , -9.57776e-19 , 0.596016 , -0.596034 , -9.57776e-19 , 
-17.3845 , 0.406067 , -1.41555e-06 , -9.66478e-19 , 0.593933 , -0.593948 , -9.66478e-19 , 
-17.381 , 0.408142 , -1.41839e-06 , -9.75219e-19 , 0.591858 , -0.591865 , -9.75219e-19 , 
-17.3775 , 0.410211 , -1.42117e-06 , -9.83998e-19 , 0.589789 , -0.58979 , -9.83998e-19 , 
-17.374 , 0.412272 , -1.4239e-06 , -9.92815e-19 , 0.587728 , -0.587725 , -9.92815e-19 , 
-17.3705 , 0.414325 , -1.42658e-06 , -1.00167e-18 , 0.585675 , -0.58567 , -1.00167e-18 , 
-17.367 , 0.416372 , -1.4292e-06 , -1.01056e-18 , 0.583628 , -0.583624 , -1.01056e-18 , 
-17.3635 , 0.418412 , -1.43177e-06 , -1.01949e-18 , 0.581588 , -0.581586 , -1.01949e-18 , 
-17.36 , 0.420444 , -1.43428e-06 , -1.02845e-18 , 0.579556 , -0.579556 , -1.02845e-18 , 
-17.3565 , 0.422469 , -1.43674e-06 , -1.03745e-18 , 0.577531 , -0.577532 , -1.03745e-18 , 
-17.353 , 0.424488 , -1.43914e-06 , -1.04649e-18 , 0.575512 , -0.575514 , -1.04649e-18 , 
-17.3495 , 0.426499 , -1.44149e-06 , -1.05556e-18 , 0.573501 , -0.573502 , -1.05556e-18 , 
-17.346 , 0.428503 , -1.44378e-06 , -1.06467e-18 , 0.571497 , -0.571498 , -1.06467e-18 , 
-17.3425 , 0.4305 , -1.44602e-06 , -1.07381e-18 , 0.5695 , -0.5695 , -1.07381e-18 , 
-17.339 , 0.43249 , -1.4482e-06 , -1.08299e-18 , 0.56751 , -0.567509 , -1.08299e-18 , 
-17.3355 , 0.434473 , -1.45033e-06 , -1.0922e-18 , 0.565527 , -0.565526 , -1.0922e-18 , 
-17.332 , 0.43645 , -1.4524e-06 , -1.10144e-18 , 0.56355 , -0.56355 , -1.10144e-18 , 
-17.3285 , 0.438419 , -1.45441e-06 , -1.11072e-18 , 0.561581 , -0.561581 , -1.11072e-18 , 
-17.325 , 0.440382 , -1.45637e-06 , -1.12003e-18 , 0.559618 , -0.559618 , -1.12003e-18 , 
-17.3215 , 0.442337 , -1.45827e-06 , -1.12937e-18 , 0.557663 , -0.557663 , -1.12937e-18 , 
-17.318 , 0.444286 , -1.46011e-06 , -1.13874e-18 , 0.555714 , -0.555714 , -1.13874e-18 , 
-17.3145 , 0.446228 , -1.4619e-06 , -1.14815e-18 , 0.553772 , -0.553772 , -1.14815e-18 , 
-17.311 , 0.448163 , -1.46363e-06 , -1.15758e-18 , 0.551837 , -0.551837 , -1.15758e-18 , 
-17.3075 , 0.450092 , -1.4653e-06 , -1.16705e-18 , 0.549908 , -0.549908 , -1.16705e-18 , 
-17.304 , 0.452013 , -1.46692e-06 , -1.17654e-18 , 0.547987 , -0.547987 , -1.17654e-18 , 
-17.3005 , 0.453928 , -1.46847e-06 , -1.18606e-18 , 0.546072 , -0.546072 , -1.18606e-18 , 
-17.297 , 0.455837 , -1.46997e-06 , -1.19562e-18 , 0.544163 , -0.544163 , -1.19562e-18 , 
-17.2935 , 0.457738 , -1.47141e-06 , -1.2052e-18 , 0.542262 , -0.542262 , -1.2052e-18 , 
-17.29 , 0.459633 , -1.47279e-06 , -1.2148e-18 , 0.540367 , -0.540367 , -1.2148e-18 , 
-17.2865 , 0.461522 , -1.47412e-06 , -1.22444e-18 , 0.538478 , -0.538478 , -1.22444e-18 , 
-17.283 , 0.463403 , -1.47538e-06 , -1.2341e-18 , 0.536597 , -0.536597 , -1.2341e-18 , 
-17.2795 , 0.465278 , -1.47659e-06 , -1.24379e-18 , 0.534722 , -0.534722 , -1.24379e-18 , 
-17.276 , 0.467147 , -1.47773e-06 , -1.2535e-18 , 0.532853 , -0.532853 , -1.2535e-18 , 
-17.2725 , 0.469009 , -1.47882e-06 , -1.26323e-18 , 0.530991 , -0.530991 , -1.26323e-18 , 
-17.269 , 0.470865 , -1.47985e-06 , -1.27299e-18 , 0.529135 , -0.529135 , -1.27299e-18 , 
-17.2655 , 0.472714 , -1.48081e-06 , -1.28277e-18 , 0.527286 , -0.527286 , -1.28277e-18 , 
-17.262 , 0.474557 , -1.48172e-06 , -1.29258e-18 , 0.525443 , -0.525443 , -1.29258e-18 , 
-17.2585 , 0.476393 , -1.48257e-06 , -1.3024e-18 , 0.523607 , -0.523607 , -1.3024e-18 , 
-17.255 , 0.478223 , -1.48335e-06 , -1.31225e-18 , 0.521777 , -0.521777 , -1.31225e-18 , 
-17.2515 , 0.480046 , -1.48408e-06 , -1.32211e-18 , 0.519954 , -0.519954 , -1.32211e-18 , 
-17.2479 , 0.481863 , -1.48474e-06 , -1.332e-18 , 0.518137 , -0.518137 , -1.332e-18 , 
-17.2444 , 0.483674 , -1.48535e-06 , -1.3419e-18 , 0.516326 , -0.516326 , -1.3419e-18 , 
-17.2409 , 0.485478 , -1.48589e-06 , -1.35182e-18 , 0.514522 , -0.514522 , -1.35182e-18 , 
-17.2374 , 0.487276 , -1.48637e-06 , -1.36176e-18 , 0.512724 , -0.512724 , -1.36176e-18 , 
-17.2339 , 0.489068 , -1.48679e-06 , -1.37171e-18 , 0.510932 , -0.510932 , -1.37171e-18 , 
-17.2304 , 0.490853 , -1.48714e-06 , -1.38168e-18 , 0.509147 , -0.509147 , -1.38168e-18 , 
-17.2269 , 0.492633 , -1.48744e-06 , -1.39167e-18 , 0.507367 , -0.507367 , -1.39167e-18 , 
-17.2234 , 0.494406 , -1.48767e-06 , -1.40166e-18 , 0.505594 , -0.505594 , -1.40166e-18 , 
-17.2199 , 0.496172 , -1.48784e-06 , -1.41167e-18 , 0.503828 , -0.503828 , -1.41167e-18 , 
-17.2164 , 0.497933 , -1.48794e-06 , -1.42169e-18 , 0.502067 , -0.502067 , -1.42169e-18 , 
-17.2129 , 0.499688 , -1.48799e-06 , -1.43172e-18 , 0.500312 , -0.500312 , -1.43172e-18 , 
-17.2094 , 0.501436 , -1.48797e-06 , -1.44176e-18 , 0.498564 , -0.498564 , -1.44176e-18 , 
-17.2059 , 0.503178 , -1.48788e-06 , -1.45181e-18 , 0.496822 , -0.496822 , -1.45181e-18 , 
-17.2024 , 0.504914 , -1.48774e-06 , -1.46186e-18 , 0.495086 , -0.495086 , -1.46186e-18 , 
-17.1989 , 0.506645 , -1.48752e-06 , -1.47193e-18 , 0.493355 , -0.493355 , -1.47193e-18 , 
-17.1954 , 0.508369 , -1.48725e-06 , -1.48199e-18 , 0.491631 , -0.491631 , -1.48199e-18 , 
-17.1919 , 0.510087 , -1.48691e-06 , -1.49206e-18 , 0.489913 , -0.489913 , -1.49206e-18 , 
-17.1884 , 0.511799 , -1.4865e-06 , -1.50214e-18 , 0.488201 , -0.488201 , -1.50214e-18 , 
-17.1849 , 0.513505 , -1.48603e-06 , -1.51221e-18 , 0.486495 , -0.486495 , -1.51221e-18 , 
-17.1814 , 0.515205 , -1.4855e-06 , -1.52229e-18 , 0.484795 , -0.484795 , -1.52229e-18 , 
-17.1779 , 0.516899 , -1.4849e-06 , -1.53236e-18 , 0.483101 , -0.483101 , -1.53236e-18 , 
-17.1744 , 0.518587 , -1.48423e-06 , -1.54244e-18 , 0.481413 , -0.481413 , -1.54244e-18 , 
-17.1709 , 0.52027 , -1.4835e-06 , -1.55251e-18 , 0.47973 , -0.47973 , -1.55251e-18 , 
-17.1674 , 0.521946 , -1.4827e-06 , -1.56258e-18 , 0.478054 , -0.478054 , -1.56258e-18 , 
-17.1639 , 0.523617 , -1.48184e-06 , -1.57264e-18 , 0.476383 , -0.476383 , -1.57264e-18 , 
-17.1604 , 0.525281 , -1.48091e-06 , -1.58269e-18 , 0.474719 , -0.474719 , -1.58269e-18 , 
-17.1569 , 0.52694 , -1.47991e-06 , -1.59274e-18 , 0.47306 , -0.47306 , -1.59274e-18 , 
-17.1534 , 0.528593 , -1.47884e-06 , -1.60278e-18 , 0.471407 , -0.471407 , -1.60278e-18 , 
-17.1499 , 0.530241 , -1.47771e-06 , -1.6128e-18 , 0.469759 , -0.469759 , -1.6128e-18 , 
-17.1464 , 0.531882 , -1.47651e-06 , -1.62282e-18 , 0.468118 , -0.468118 , -1.62282e-18 , 
-17.1429 , 0.533518 , -1.47525e-06 , -1.63281e-18 , 0.466482 , -0.466482 , -1.63281e-18 , 
-17.1394 , 0.535148 , -1.47391e-06 , -1.6428e-18 , 0.464852 , -0.464852 , -1.6428e-18 , 
-17.1359 , 0.536773 , -1.47251e-06 , -1.65277e-18 , 0.463227 , -0.463227 , -1.65277e-18 , 
-17.1324 , 0.538392 , -1.47104e-06 , -1.66272e-18 , 0.461608 , -0.461608 , -1.66272e-18 , 
-17.1289 , 0.540005 , -1.4695e-06 , -1.67264e-18 , 0.459995 , -0.459995 , -1.67264e-18 , 
-17.1254 , 0.541612 , -1.46789e-06 , -1.68255e-18 , 0.458388 , -0.458388 , -1.68255e-18 , 
-17.1219 , 0.543214 , -1.46621e-06 , -1.69244e-18 , 0.456786 , -0.456786 , -1.69244e-18 , 
-17.1184 , 0.54481 , -1.46446e-06 , -1.7023e-18 , 0.45519 , -0.45519 , -1.7023e-18 , 
-17.1149 , 0.546401 , -1.46264e-06 , -1.71213e-18 , 0.453599 , -0.453599 , -1.71213e-18 , 
-17.1114 , 0.547986 , -1.46076e-06 , -1.72193e-18 , 0.452014 , -0.452014 , -1.72193e-18 , 
-17.1079 , 0.549566 , -1.4588e-06 , -1.73171e-18 , 0.450434 , -0.450434 , -1.73171e-18 , 
-17.1044 , 0.55114 , -1.45677e-06 , -1.74145e-18 , 0.44886 , -0.44886 , -1.74145e-18 , 
-17.1009 , 0.552709 , -1.45467e-06 , -1.75116e-18 , 0.447291 , -0.447291 , -1.75116e-18 , 
-17.0974 , 0.554272 , -1.45251e-06 , -1.76084e-18 , 0.445728 , -0.445728 , -1.76084e-18 , 
-17.0939 , 0.555829 , -1.45027e-06 , -1.77047e-18 , 0.444171 , -0.444171 , -1.77047e-18 , 
-17.0904 , 0.557381 , -1.44795e-06 , -1.78007e-18 , 0.442619 , -0.442619 , -1.78007e-18 , 
-17.0869 , 0.558928 , -1.44557e-06 , -1.78963e-18 , 0.441072 , -0.441072 , -1.78963e-18 , 
-17.0834 , 0.56047 , -1.44312e-06 , -1.79914e-18 , 0.43953 , -0.43953 , -1.79914e-18 , 
-17.0799 , 0.562006 , -1.44059e-06 , -1.80861e-18 , 0.437994 , -0.437994 , -1.80861e-18 , 
-17.0764 , 0.563536 , -1.43799e-06 , -1.81803e-18 , 0.436464 , -0.436464 , -1.81803e-18 , 
-17.0729 , 0.565061 , -1.43532e-06 , -1.8274e-18 , 0.434939 , -0.434939 , -1.8274e-18 , 
-17.0694 , 0.566581 , -1.43257e-06 , -1.83672e-18 , 0.433419 , -0.433419 , -1.83672e-18 , 
-17.0659 , 0.568096 , -1.42975e-06 , -1.84599e-18 , 0.431904 , -0.431904 , -1.84599e-18 , 
-17.0624 , 0.569605 , -1.42686e-06 , -1.8552e-18 , 0.430395 , -0.430395 , -1.8552e-18 , 
-17.0589 , 0.571109 , -1.4239e-06 , -1.86435e-18 , 0.428891 , -0.428891 , -1.86435e-18 , 
-17.0554 , 0.572608 , -1.42086e-06 , -1.87344e-18 , 0.427392 , -0.427392 , -1.87344e-18 , 
-17.0519 , 0.574102 , -1.41775e-06 , -1.88247e-18 , 0.425898 , -0.425898 , -1.88247e-18 , 
-17.0484 , 0.57559 , -1.41456e-06 , -1.89144e-18 , 0.42441 , -0.42441 , -1.89144e-18 , 
-17.0449 , 0.577073 , -1.4113e-06 , -1.90033e-18 , 0.422927 , -0.422927 , -1.90033e-18 , 
-17.0414 , 0.578551 , -1.40796e-06 , -1.90916e-18 , 0.421449 , -0.421449 , -1.90916e-18 , 
-17.0379 , 0.580024 , -1.40455e-06 , -1.91792e-18 , 0.419976 , -0.419976 , -1.91792e-18 , 
-17.0344 , 0.581492 , -1.40106e-06 , -1.92659e-18 , 0.418508 , -0.418508 , -1.92659e-18 , 
-17.0309 , 0.582954 , -1.3975e-06 , -1.9352e-18 , 0.417046 , -0.417046 , -1.9352e-18 , 
-17.0274 , 0.584411 , -1.39386e-06 , -1.94372e-18 , 0.415589 , -0.415589 , -1.94372e-18 , 
-17.0239 , 0.585864 , -1.39014e-06 , -1.95216e-18 , 0.414136 , -0.414136 , -1.95216e-18 , 
-17.0204 , 0.587311 , -1.38635e-06 , -1.96051e-18 , 0.412689 , -0.412689 , -1.96051e-18 , 
-17.0169 , 0.588753 , -1.38248e-06 , -1.96878e-18 , 0.411247 , -0.411247 , -1.96878e-18 , 
-17.0134 , 0.59019 , -1.37854e-06 , -1.97695e-18 , 0.40981 , -0.40981 , -1.97695e-18 , 
-17.0099 , 0.591622 , -1.37451e-06 , -1.98503e-18 , 0.408378 , -0.408378 , -1.98503e-18 , 
-17.0064 , 0.59305 , -1.37041e-06 , -1.99301e-18 , 0.40695 , -0.40695 , -1.99301e-18 , 
-17.0029 , 0.594472 , -1.36623e-06 , -2.00089e-18 , 0.405528 , -0.405528 , -2.00089e-18 , 
-16.9994 , 0.595889 , -1.36198e-06 , -2.00867e-18 , 0.404111 , -0.404111 , -2.00867e-18 , 
-16.9959 , 0.597301 , -1.35764e-06 , -2.01635e-18 , 0.402699 , -0.402699 , -2.01635e-18 , 
-16.9924 , 0.598708 , -1.35323e-06 , -2.02391e-18 , 0.401292 , -0.401292 , -2.02391e-18 , 
-16.9889 , 0.600111 , -1.34873e-06 , -2.03137e-18 , 0.399889 , -0.399889 , -2.03137e-18 , 
-16.9854 , 0.601508 , -1.34416e-06 , -2.0387e-18 , 0.398492 , -0.398492 , -2.0387e-18 , 
-16.9819 , 0.602901 , -1.33951e-06 , -2.04592e-18 , 0.397099 , -0.397099 , -2.04592e-18 , 
-16.9784 , 0.604288 , -1.33478e-06 , -2.05302e-18 , 0.395712 , -0.395712 , -2.05302e-18 , 
-16.9749 , 0.605671 , -1.32997e-06 , -2.05999e-18 , 0.394329 , -0.394329 , -2.05999e-18 , 
-16.9714 , 0.607049 , -1.32507e-06 , -2.06683e-18 , 0.392951 , -0.392951 , -2.06683e-18 , 
-16.9679 , 0.608422 , -1.3201e-06 , -2.07354e-18 , 0.391578 , -0.391578 , -2.07354e-18 , 
-16.9644 , 0.609791 , -1.31505e-06 , -2.08012e-18 , 0.390209 , -0.390209 , -2.08012e-18 , 
-16.9609 , 0.611154 , -1.30991e-06 , -2.08656e-18 , 0.388846 , -0.388846 , -2.08656e-18 , 
-16.9574 , 0.612513 , -1.3047e-06 , -2.09285e-18 , 0.387487 , -0.387487 , -2.09285e-18 , 
-16.9539 , 0.613867 , -1.2994e-06 , -2.09899e-18 , 0.386133 , -0.386133 , -2.09899e-18 , 
-16.9504 , 0.615217 , -1.29402e-06 , -2.10499e-18 , 0.384783 , -0.384783 , -2.10499e-18 , 
-16.9469 , 0.616561 , -1.28856e-06 , -2.11083e-18 , 0.383439 , -0.383439 , -2.11083e-18 , 
-16.9434 , 0.617901 , -1.28301e-06 , -2.11651e-18 , 0.382099 , -0.382099 , -2.11651e-18 , 
-16.9399 , 0.619237 , -1.27738e-06 , -2.12203e-18 , 0.380763 , -0.380763 , -2.12203e-18 , 
-16.9364 , 0.620567 , -1.27167e-06 , -2.12739e-18 , 0.379433 , -0.379433 , -2.12739e-18 , 
-16.9329 , 0.621893 , -1.26588e-06 , -2.13257e-18 , 0.378107 , -0.378107 , -2.13257e-18 , 
-16.9294 , 0.623215 , -1.26e-06 , -2.13758e-18 , 0.376785 , -0.376785 , -2.13758e-18 , 
-16.9259 , 0.624531 , -1.25404e-06 , -2.14242e-18 , 0.375469 , -0.375469 , -2.14242e-18 , 
-16.9224 , 0.625843 , -1.24799e-06 , -2.14706e-18 , 0.374157 , -0.374157 , -2.14706e-18 , 
-16.9189 , 0.627151 , -1.24186e-06 , -2.15153e-18 , 0.372849 , -0.372849 , -2.15153e-18 , 
-16.9154 , 0.628454 , -1.23564e-06 , -2.1558e-18 , 0.371546 , -0.371546 , -2.1558e-18 , 
-16.9119 , 0.629752 , -1.22934e-06 , -2.15987e-18 , 0.370248 , -0.370248 , -2.15987e-18 , 
-16.9084 , 0.631046 , -1.22295e-06 , -2.16374e-18 , 0.368954 , -0.368954 , -2.16374e-18 , 
-16.9049 , 0.632335 , -1.21648e-06 , -2.16741e-18 , 0.367665 , -0.367665 , -2.16741e-18 , 
-16.9014 , 0.63362 , -1.20992e-06 , -2.17087e-18 , 0.36638 , -0.36638 , -2.17087e-18 , 
-16.8979 , 0.634901 , -1.20327e-06 , -2.17411e-18 , 0.365099 , -0.365099 , -2.17411e-18 , 
-16.8944 , 0.636176 , -1.19654e-06 , -2.17714e-18 , 0.363824 , -0.363824 , -2.17714e-18 , 
-16.8909 , 0.637448 , -1.18972e-06 , -2.17994e-18 , 0.362552 , -0.362552 , -2.17994e-18 , 
-16.8874 , 0.638715 , -1.18281e-06 , -2.18251e-18 , 0.361285 , -0.361285 , -2.18251e-18 , 
-16.8839 , 0.639977 , -1.17581e-06 , -2.18484e-18 , 0.360023 , -0.360023 , -2.18484e-18 , 
-16.8804 , 0.641235 , -1.16873e-06 , -2.18694e-18 , 0.358765 , -0.358765 , -2.18694e-18 , 
-16.8769 , 0.642489 , -1.16156e-06 , -2.18879e-18 , 0.357511 , -0.357511 , -2.18879e-18 , 
-16.8734 , 0.643739 , -1.1543e-06 , -2.19039e-18 , 0.356261 , -0.356261 , -2.19039e-18 , 
-16.8699 , 0.644984 , -1.14695e-06 , -2.19174e-18 , 0.355016 , -0.355016 , -2.19174e-18 , 
-16.8664 , 0.646224 , -1.13951e-06 , -2.19282e-18 , 0.353776 , -0.353776 , -2.19282e-18 , 
-16.8629 , 0.64746 , -1.13198e-06 , -2.19364e-18 , 0.35254 , -0.35254 , -2.19364e-18 , 
-16.8594 , 0.648692 , -1.12436e-06 , -2.19419e-18 , 0.351308 , -0.351308 , -2.19419e-18 , 
-16.8559 , 0.64992 , -1.11666e-06 , -2.19446e-18 , 0.35008 , -0.35008 , -2.19446e-18 , 
-16.8524 , 0.651144 , -1.10886e-06 , -2.19444e-18 , 0.348856 , -0.348856 , -2.19444e-18 , 
-16.8489 , 0.652363 , -1.10097e-06 , -2.19413e-18 , 0.347637 , -0.347637 , -2.19413e-18 , 
-16.8454 , 0.653577 , -1.09299e-06 , -2.19353e-18 , 0.346423 , -0.346423 , -2.19353e-18 , 
-16.8419 , 0.654788 , -1.08491e-06 , -2.19263e-18 , 0.345212 , -0.345212 , -2.19263e-18 , 
-16.8384 , 0.655994 , -1.07675e-06 , -2.19142e-18 , 0.344006 , -0.344006 , -2.19142e-18 , 
-16.8349 , 0.657197 , -1.06849e-06 , -2.1899e-18 , 0.342803 , -0.342803 , -2.1899e-18 , 
-16.8314 , 0.658395 , -1.06015e-06 , -2.18805e-18 , 0.341605 , -0.341605 , -2.18805e-18 , 
-16.8279 , 0.659588 , -1.0517e-06 , -2.18588e-18 , 0.340412 , -0.340412 , -2.18588e-18 , 
-16.8244 , 0.660778 , -1.04317e-06 , -2.18338e-18 , 0.339222 , -0.339222 , -2.18338e-18 , 
-16.8209 , 0.661963 , -1.03454e-06 , -2.18053e-18 , 0.338037 , -0.338037 , -2.18053e-18 , 
-16.8174 , 0.663145 , -1.02582e-06 , -2.17734e-18 , 0.336855 , -0.336855 , -2.17734e-18 , 
-16.8139 , 0.664322 , -1.017e-06 , -2.17379e-18 , 0.335678 , -0.335678 , -2.17379e-18 , 
-16.8104 , 0.665495 , -1.00809e-06 , -2.16989e-18 , 0.334505 , -0.334505 , -2.16989e-18 , 
-16.8069 , 0.666664 , -9.9909e-07 , -2.16562e-18 , 0.333336 , -0.333336 , -2.16562e-18 , 
-16.8034 , 0.667829 , -9.8999e-07 , -2.16097e-18 , 0.332171 , -0.332171 , -2.16097e-18 , 
-16.7999 , 0.668989 , -9.80795e-07 , -2.15594e-18 , 0.331011 , -0.331011 , -2.15594e-18 , 
-16.7964 , 0.670146 , -9.71504e-07 , -2.15052e-18 , 0.329854 , -0.329854 , -2.15052e-18 , 
-16.7929 , 0.671299 , -9.62117e-07 , -2.1447e-18 , 0.328701 , -0.328701 , -2.1447e-18 , 
-16.7894 , 0.672448 , -9.52633e-07 , -2.13848e-18 , 0.327552 , -0.327552 , -2.13848e-18 , 
-16.7859 , 0.673592 , -9.43053e-07 , -2.13185e-18 , 0.326408 , -0.326408 , -2.13185e-18 , 
-16.7824 , 0.674733 , -9.33376e-07 , -2.1248e-18 , 0.325267 , -0.325267 , -2.1248e-18 , 
-16.7789 , 0.67587 , -9.23601e-07 , -2.11732e-18 , 0.32413 , -0.32413 , -2.11732e-18 , 
-16.7754 , 0.677002 , -9.13729e-07 , -2.10941e-18 , 0.322998 , -0.322998 , -2.10941e-18 , 
-16.7719 , 0.678131 , -9.03758e-07 , -2.10105e-18 , 0.321869 , -0.321869 , -2.10105e-18 , 
-16.7684 , 0.679256 , -8.93689e-07 , -2.09224e-18 , 0.320744 , -0.320744 , -2.09224e-18 , 
-16.7649 , 0.680377 , -8.83521e-07 , -2.08296e-18 , 0.319623 , -0.319623 , -2.08296e-18 , 
-16.7614 , 0.681494 , -8.73254e-07 , -2.07322e-18 , 0.318506 , -0.318506 , -2.07322e-18 , 
-16.7579 , 0.682607 , -8.62888e-07 , -2.06301e-18 , 0.317393 , -0.317393 , -2.06301e-18 , 
-16.7544 , 0.683716 , -8.52421e-07 , -2.0523e-18 , 0.316284 , -0.316284 , -2.0523e-18 , 
-16.7509 , 0.684821 , -8.41855e-07 , -2.0411e-18 , 0.315179 , -0.315179 , -2.0411e-18 , 
-16.7473 , 0.685923 , -8.31188e-07 , -2.0294e-18 , 0.314077 , -0.314077 , -2.0294e-18 , 
-16.7438 , 0.68702 , -8.2042e-07 , -2.01718e-18 , 0.31298 , -0.31298 , -2.01718e-18 , 
-16.7403 , 0.688114 , -8.09551e-07 , -2.00444e-18 , 0.311886 , -0.311886 , -2.00444e-18 , 
-16.7368 , 0.689204 , -7.9858e-07 , -1.99117e-18 , 0.310796 , -0.310796 , -1.99117e-18 , 
-16.7333 , 0.69029 , -7.87507e-07 , -1.97736e-18 , 0.30971 , -0.30971 , -1.97736e-18 , 
-16.7298 , 0.691372 , -7.76332e-07 , -1.963e-18 , 0.308628 , -0.308628 , -1.963e-18 , 
-16.7263 , 0.692451 , -7.65054e-07 , -1.94807e-18 , 0.307549 , -0.307549 , -1.94807e-18 , 
-16.7228 , 0.693525 , -7.53674e-07 , -1.93257e-18 , 0.306475 , -0.306475 , -1.93257e-18 , 
-16.7193 , 0.694596 , -7.4219e-07 , -1.9165e-18 , 0.305404 , -0.305404 , -1.9165e-18 , 
-16.7158 , 0.695664 , -7.30602e-07 , -1.89983e-18 , 0.304336 , -0.304336 , -1.89983e-18 , 
-16.7123 , 0.696727 , -7.1891e-07 , -1.88256e-18 , 0.303273 , -0.303273 , -1.88256e-18 , 
-16.7088 , 0.697787 , -7.07113e-07 , -1.86468e-18 , 0.302213 , -0.302213 , -1.86468e-18 , 
-16.7053 , 0.698843 , -6.95212e-07 , -1.84618e-18 , 0.301157 , -0.301157 , -1.84618e-18 , 
-16.7018 , 0.699896 , -6.83205e-07 , -1.82704e-18 , 0.300104 , -0.300104 , -1.82704e-18 , 
-16.6983 , 0.700944 , -6.71093e-07 , -1.80726e-18 , 0.299056 , -0.299056 , -1.80726e-18 , 
-16.6948 , 0.701989 , -6.58875e-07 , -1.78682e-18 , 0.298011 , -0.298011 , -1.78682e-18 , 
-16.6913 , 0.703031 , -6.4655e-07 , -1.76572e-18 , 0.296969 , -0.296969 , -1.76572e-18 , 
-16.6878 , 0.704069 , -6.34119e-07 , -1.74394e-18 , 0.295931 , -0.295931 , -1.74394e-18 , 
