 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  Pi , 
-14.5699 , 0.964405 , 5.22874e-05 , 9.93943e-15 , 0.035595 , -0.035595 , 9.93943e-15 , 
-14.5664 , 0.964529 , 5.25237e-05 , 1.00545e-14 , 0.0354706 , -0.0354706 , 1.00545e-14 , 
-14.5629 , 0.964653 , 5.2761e-05 , 1.01709e-14 , 0.0353466 , -0.0353466 , 1.01709e-14 , 
-14.5594 , 0.964777 , 5.29991e-05 , 1.02886e-14 , 0.0352231 , -0.0352231 , 1.02886e-14 , 
-14.5559 , 0.9649 , 5.32382e-05 , 1.04076e-14 , 0.0351 , -0.0351 , 1.04076e-14 , 
-14.5524 , 0.965023 , 5.34781e-05 , 1.0528e-14 , 0.0349773 , -0.0349773 , 1.0528e-14 , 
-14.5489 , 0.965145 , 5.3719e-05 , 1.06497e-14 , 0.0348551 , -0.0348551 , 1.06497e-14 , 
-14.5454 , 0.965267 , 5.39607e-05 , 1.07728e-14 , 0.0347333 , -0.0347333 , 1.07728e-14 , 
-14.5419 , 0.965388 , 5.42034e-05 , 1.08972e-14 , 0.0346119 , -0.0346119 , 1.08972e-14 , 
-14.5384 , 0.965509 , 5.4447e-05 , 1.10231e-14 , 0.034491 , -0.034491 , 1.10231e-14 , 
-14.5349 , 0.96563 , 5.46915e-05 , 1.11504e-14 , 0.0343704 , -0.0343704 , 1.11504e-14 , 
-14.5314 , 0.96575 , 5.49369e-05 , 1.12791e-14 , 0.0342503 , -0.0342503 , 1.12791e-14 , 
-14.5279 , 0.965869 , 5.51833e-05 , 1.14093e-14 , 0.0341306 , -0.0341306 , 1.14093e-14 , 
-14.5244 , 0.965989 , 5.54305e-05 , 1.1541e-14 , 0.0340114 , -0.0340114 , 1.1541e-14 , 
-14.5209 , 0.966107 , 5.56787e-05 , 1.16741e-14 , 0.0338925 , -0.0338925 , 1.16741e-14 , 
-14.5174 , 0.966226 , 5.59279e-05 , 1.18087e-14 , 0.0337741 , -0.0337741 , 1.18087e-14 , 
-14.5139 , 0.966344 , 5.61779e-05 , 1.19449e-14 , 0.0336561 , -0.0336561 , 1.19449e-14 , 
-14.5104 , 0.966462 , 5.64289e-05 , 1.20825e-14 , 0.0335384 , -0.0335384 , 1.20825e-14 , 
-14.5069 , 0.966579 , 5.66809e-05 , 1.22217e-14 , 0.0334212 , -0.0334212 , 1.22217e-14 , 
-14.5034 , 0.966696 , 5.69338e-05 , 1.23625e-14 , 0.0333044 , -0.0333044 , 1.23625e-14 , 
-14.4999 , 0.966812 , 5.71876e-05 , 1.25049e-14 , 0.0331881 , -0.0331881 , 1.25049e-14 , 
-14.4964 , 0.966928 , 5.74424e-05 , 1.26489e-14 , 0.0330721 , -0.0330721 , 1.26489e-14 , 
-14.4929 , 0.967043 , 5.76982e-05 , 1.27944e-14 , 0.0329565 , -0.0329565 , 1.27944e-14 , 
-14.4894 , 0.967159 , 5.79549e-05 , 1.29417e-14 , 0.0328413 , -0.0328413 , 1.29417e-14 , 
-14.4859 , 0.967273 , 5.82125e-05 , 1.30905e-14 , 0.0327266 , -0.0327266 , 1.30905e-14 , 
-14.4824 , 0.967388 , 5.84712e-05 , 1.32411e-14 , 0.0326122 , -0.0326122 , 1.32411e-14 , 
-14.4789 , 0.967502 , 5.87308e-05 , 1.33933e-14 , 0.0324982 , -0.0324982 , 1.33933e-14 , 
-14.4754 , 0.967615 , 5.89913e-05 , 1.35472e-14 , 0.0323847 , -0.0323847 , 1.35472e-14 , 
-14.4719 , 0.967728 , 5.92529e-05 , 1.37029e-14 , 0.0322715 , -0.0322715 , 1.37029e-14 , 
-14.4684 , 0.967841 , 5.95154e-05 , 1.38603e-14 , 0.0321587 , -0.0321587 , 1.38603e-14 , 
-14.4649 , 0.967954 , 5.97789e-05 , 1.40195e-14 , 0.0320463 , -0.0320463 , 1.40195e-14 , 
-14.4614 , 0.968066 , 6.00435e-05 , 1.41805e-14 , 0.0319344 , -0.0319344 , 1.41805e-14 , 
-14.4579 , 0.968177 , 6.03089e-05 , 1.43433e-14 , 0.0318228 , -0.0318228 , 1.43433e-14 , 
-14.4544 , 0.968288 , 6.05754e-05 , 1.45079e-14 , 0.0317116 , -0.0317116 , 1.45079e-14 , 
-14.4509 , 0.968399 , 6.08429e-05 , 1.46743e-14 , 0.0316007 , -0.0316007 , 1.46743e-14 , 
-14.4474 , 0.96851 , 6.11114e-05 , 1.48426e-14 , 0.0314903 , -0.0314903 , 1.48426e-14 , 
-14.4439 , 0.96862 , 6.13809e-05 , 1.50128e-14 , 0.0313803 , -0.0313803 , 1.50128e-14 , 
-14.4404 , 0.968729 , 6.16514e-05 , 1.51849e-14 , 0.0312706 , -0.0312706 , 1.51849e-14 , 
-14.4369 , 0.968839 , 6.19229e-05 , 1.53589e-14 , 0.0311613 , -0.0311613 , 1.53589e-14 , 
-14.4334 , 0.968948 , 6.21954e-05 , 1.55349e-14 , 0.0310524 , -0.0310524 , 1.55349e-14 , 
-14.4299 , 0.969056 , 6.24689e-05 , 1.57129e-14 , 0.0309439 , -0.0309439 , 1.57129e-14 , 
-14.4264 , 0.969164 , 6.27435e-05 , 1.58928e-14 , 0.0308358 , -0.0308358 , 1.58928e-14 , 
-14.4229 , 0.969272 , 6.3019e-05 , 1.60748e-14 , 0.030728 , -0.030728 , 1.60748e-14 , 
-14.4194 , 0.969379 , 6.32956e-05 , 1.62588e-14 , 0.0306206 , -0.0306206 , 1.62588e-14 , 
-14.4159 , 0.969486 , 6.35733e-05 , 1.64448e-14 , 0.0305136 , -0.0305136 , 1.64448e-14 , 
-14.4124 , 0.969593 , 6.3852e-05 , 1.66329e-14 , 0.030407 , -0.030407 , 1.66329e-14 , 
-14.4089 , 0.969699 , 6.41317e-05 , 1.68232e-14 , 0.0303007 , -0.0303007 , 1.68232e-14 , 
-14.4054 , 0.969805 , 6.44124e-05 , 1.70155e-14 , 0.0301948 , -0.0301948 , 1.70155e-14 , 
-14.4019 , 0.969911 , 6.46942e-05 , 1.72101e-14 , 0.0300893 , -0.0300893 , 1.72101e-14 , 
-14.3984 , 0.970016 , 6.49771e-05 , 1.74067e-14 , 0.0299842 , -0.0299842 , 1.74067e-14 , 
-14.3949 , 0.970121 , 6.5261e-05 , 1.76056e-14 , 0.0298794 , -0.0298794 , 1.76056e-14 , 
-14.3914 , 0.970225 , 6.55459e-05 , 1.78067e-14 , 0.029775 , -0.029775 , 1.78067e-14 , 
-14.3879 , 0.970329 , 6.5832e-05 , 1.80101e-14 , 0.0296709 , -0.0296709 , 1.80101e-14 , 
-14.3844 , 0.970433 , 6.61191e-05 , 1.82157e-14 , 0.0295672 , -0.0295672 , 1.82157e-14 , 
-14.3809 , 0.970536 , 6.64072e-05 , 1.84237e-14 , 0.0294639 , -0.0294639 , 1.84237e-14 , 
-14.3774 , 0.970639 , 6.66964e-05 , 1.86339e-14 , 0.029361 , -0.029361 , 1.86339e-14 , 
-14.3739 , 0.970742 , 6.69867e-05 , 1.88465e-14 , 0.0292583 , -0.0292583 , 1.88465e-14 , 
-14.3704 , 0.970844 , 6.72781e-05 , 1.90615e-14 , 0.0291561 , -0.0291561 , 1.90615e-14 , 
-14.3669 , 0.970946 , 6.75706e-05 , 1.92789e-14 , 0.0290542 , -0.0290542 , 1.92789e-14 , 
-14.3634 , 0.971047 , 6.78641e-05 , 1.94987e-14 , 0.0289527 , -0.0289527 , 1.94987e-14 , 
-14.3599 , 0.971148 , 6.81588e-05 , 1.97209e-14 , 0.0288515 , -0.0288515 , 1.97209e-14 , 
-14.3564 , 0.971249 , 6.84545e-05 , 1.99456e-14 , 0.0287507 , -0.0287507 , 1.99456e-14 , 
-14.3529 , 0.97135 , 6.87514e-05 , 2.01729e-14 , 0.0286502 , -0.0286502 , 2.01729e-14 , 
-14.3494 , 0.97145 , 6.90493e-05 , 2.04026e-14 , 0.0285501 , -0.0285501 , 2.04026e-14 , 
-14.3459 , 0.97155 , 6.93484e-05 , 2.0635e-14 , 0.0284503 , -0.0284503 , 2.0635e-14 , 
-14.3424 , 0.971649 , 6.96485e-05 , 2.08699e-14 , 0.0283509 , -0.0283509 , 2.08699e-14 , 
-14.3389 , 0.971748 , 6.99498e-05 , 2.11074e-14 , 0.0282518 , -0.0282518 , 2.11074e-14 , 
-14.3354 , 0.971847 , 7.02522e-05 , 2.13476e-14 , 0.0281531 , -0.0281531 , 2.13476e-14 , 
-14.3319 , 0.971945 , 7.05557e-05 , 2.15905e-14 , 0.0280547 , -0.0280547 , 2.15905e-14 , 
-14.3284 , 0.972043 , 7.08603e-05 , 2.18361e-14 , 0.0279567 , -0.0279567 , 2.18361e-14 , 
-14.3249 , 0.972141 , 7.11661e-05 , 2.20844e-14 , 0.027859 , -0.027859 , 2.20844e-14 , 
-14.3214 , 0.972238 , 7.1473e-05 , 2.23354e-14 , 0.0277616 , -0.0277616 , 2.23354e-14 , 
-14.3179 , 0.972335 , 7.1781e-05 , 2.25893e-14 , 0.0276646 , -0.0276646 , 2.25893e-14 , 
-14.3144 , 0.972432 , 7.20902e-05 , 2.2846e-14 , 0.0275679 , -0.0275679 , 2.2846e-14 , 
-14.3109 , 0.972528 , 7.24006e-05 , 2.31055e-14 , 0.0274716 , -0.0274716 , 2.31055e-14 , 
-14.3074 , 0.972624 , 7.2712e-05 , 2.3368e-14 , 0.0273756 , -0.0273756 , 2.3368e-14 , 
-14.3039 , 0.97272 , 7.30247e-05 , 2.36333e-14 , 0.0272799 , -0.0272799 , 2.36333e-14 , 
-14.3004 , 0.972815 , 7.33384e-05 , 2.39017e-14 , 0.0271846 , -0.0271846 , 2.39017e-14 , 
-14.2969 , 0.97291 , 7.36534e-05 , 2.4173e-14 , 0.0270896 , -0.0270896 , 2.4173e-14 , 
-14.2934 , 0.973005 , 7.39695e-05 , 2.44473e-14 , 0.0269949 , -0.0269949 , 2.44473e-14 , 
-14.2899 , 0.973099 , 7.42868e-05 , 2.47246e-14 , 0.0269006 , -0.0269006 , 2.47246e-14 , 
-14.2864 , 0.973193 , 7.46053e-05 , 2.50051e-14 , 0.0268066 , -0.0268066 , 2.50051e-14 , 
-14.2829 , 0.973287 , 7.49249e-05 , 2.52887e-14 , 0.0267129 , -0.0267129 , 2.52887e-14 , 
-14.2794 , 0.97338 , 7.52457e-05 , 2.55754e-14 , 0.0266196 , -0.0266196 , 2.55754e-14 , 
-14.2759 , 0.973473 , 7.55677e-05 , 2.58653e-14 , 0.0265265 , -0.0265265 , 2.58653e-14 , 
-14.2724 , 0.973566 , 7.58909e-05 , 2.61584e-14 , 0.0264338 , -0.0264338 , 2.61584e-14 , 
-14.2689 , 0.973659 , 7.62153e-05 , 2.64548e-14 , 0.0263415 , -0.0263415 , 2.64548e-14 , 
-14.2654 , 0.973751 , 7.65409e-05 , 2.67545e-14 , 0.0262494 , -0.0262494 , 2.67545e-14 , 
-14.2619 , 0.973842 , 7.68677e-05 , 2.70575e-14 , 0.0261577 , -0.0261577 , 2.70575e-14 , 
-14.2584 , 0.973934 , 7.71957e-05 , 2.73639e-14 , 0.0260663 , -0.0260663 , 2.73639e-14 , 
-14.2549 , 0.974025 , 7.75249e-05 , 2.76736e-14 , 0.0259752 , -0.0259752 , 2.76736e-14 , 
-14.2514 , 0.974116 , 7.78553e-05 , 2.79868e-14 , 0.0258844 , -0.0258844 , 2.79868e-14 , 
-14.2478 , 0.974206 , 7.8187e-05 , 2.83035e-14 , 0.0257939 , -0.0257939 , 2.83035e-14 , 
-14.2443 , 0.974296 , 7.85198e-05 , 2.86237e-14 , 0.0257038 , -0.0257038 , 2.86237e-14 , 
-14.2408 , 0.974386 , 7.88539e-05 , 2.89475e-14 , 0.025614 , -0.025614 , 2.89475e-14 , 
-14.2373 , 0.974476 , 7.91893e-05 , 2.92748e-14 , 0.0255245 , -0.0255245 , 2.92748e-14 , 
-14.2338 , 0.974565 , 7.95258e-05 , 2.96058e-14 , 0.0254353 , -0.0254353 , 2.96058e-14 , 
-14.2303 , 0.974654 , 7.98636e-05 , 2.99405e-14 , 0.0253464 , -0.0253464 , 2.99405e-14 , 
-14.2268 , 0.974742 , 8.02027e-05 , 3.02788e-14 , 0.0252578 , -0.0252578 , 3.02788e-14 , 
-14.2233 , 0.97483 , 8.0543e-05 , 3.0621e-14 , 0.0251695 , -0.0251695 , 3.0621e-14 , 
-14.2198 , 0.974918 , 8.08846e-05 , 3.09669e-14 , 0.0250816 , -0.0250816 , 3.09669e-14 , 
-14.2163 , 0.975006 , 8.12274e-05 , 3.13166e-14 , 0.0249939 , -0.0249939 , 3.13166e-14 , 
-14.2128 , 0.975093 , 8.15715e-05 , 3.16702e-14 , 0.0249066 , -0.0249066 , 3.16702e-14 , 
-14.2093 , 0.97518 , 8.19168e-05 , 3.20278e-14 , 0.0248196 , -0.0248196 , 3.20278e-14 , 
-14.2058 , 0.975267 , 8.22634e-05 , 3.23893e-14 , 0.0247328 , -0.0247328 , 3.23893e-14 , 
-14.2023 , 0.975354 , 8.26113e-05 , 3.27548e-14 , 0.0246464 , -0.0246464 , 3.27548e-14 , 
-14.1988 , 0.97544 , 8.29605e-05 , 3.31243e-14 , 0.0245603 , -0.0245603 , 3.31243e-14 , 
-14.1953 , 0.975526 , 8.3311e-05 , 3.3498e-14 , 0.0244744 , -0.0244744 , 3.3498e-14 , 
-14.1918 , 0.975611 , 8.36627e-05 , 3.38758e-14 , 0.0243889 , -0.0243889 , 3.38758e-14 , 
-14.1883 , 0.975696 , 8.40158e-05 , 3.42577e-14 , 0.0243037 , -0.0243037 , 3.42577e-14 , 
-14.1848 , 0.975781 , 8.43701e-05 , 3.46439e-14 , 0.0242188 , -0.0242188 , 3.46439e-14 , 
-14.1813 , 0.975866 , 8.47258e-05 , 3.50344e-14 , 0.0241341 , -0.0241341 , 3.50344e-14 , 
-14.1778 , 0.97595 , 8.50827e-05 , 3.54292e-14 , 0.0240498 , -0.0240498 , 3.54292e-14 , 
-14.1743 , 0.976034 , 8.5441e-05 , 3.58283e-14 , 0.0239657 , -0.0239657 , 3.58283e-14 , 
-14.1708 , 0.976118 , 8.58006e-05 , 3.62319e-14 , 0.023882 , -0.023882 , 3.62319e-14 , 
-14.1673 , 0.976201 , 8.61615e-05 , 3.664e-14 , 0.0237985 , -0.0237985 , 3.664e-14 , 
-14.1638 , 0.976285 , 8.65237e-05 , 3.70525e-14 , 0.0237154 , -0.0237154 , 3.70525e-14 , 
-14.1603 , 0.976368 , 8.68873e-05 , 3.74696e-14 , 0.0236325 , -0.0236325 , 3.74696e-14 , 
-14.1568 , 0.97645 , 8.72522e-05 , 3.78914e-14 , 0.0235499 , -0.0235499 , 3.78914e-14 , 
-14.1533 , 0.976532 , 8.76185e-05 , 3.83177e-14 , 0.0234676 , -0.0234676 , 3.83177e-14 , 
-14.1498 , 0.976614 , 8.7986e-05 , 3.87489e-14 , 0.0233856 , -0.0233856 , 3.87489e-14 , 
-14.1463 , 0.976696 , 8.8355e-05 , 3.91847e-14 , 0.0233039 , -0.0233039 , 3.91847e-14 , 
-14.1428 , 0.976778 , 8.87253e-05 , 3.96254e-14 , 0.0232224 , -0.0232224 , 3.96254e-14 , 
-14.1393 , 0.976859 , 8.90969e-05 , 4.0071e-14 , 0.0231413 , -0.0231413 , 4.0071e-14 , 
-14.1358 , 0.97694 , 8.94699e-05 , 4.05214e-14 , 0.0230604 , -0.0230604 , 4.05214e-14 , 
-14.1323 , 0.97702 , 8.98443e-05 , 4.09769e-14 , 0.0229798 , -0.0229798 , 4.09769e-14 , 
-14.1288 , 0.9771 , 9.02201e-05 , 4.14374e-14 , 0.0228995 , -0.0228995 , 4.14374e-14 , 
-14.1253 , 0.97718 , 9.05972e-05 , 4.19029e-14 , 0.0228195 , -0.0228195 , 4.19029e-14 , 
-14.1218 , 0.97726 , 9.09757e-05 , 4.23737e-14 , 0.0227398 , -0.0227398 , 4.23737e-14 , 
-14.1183 , 0.97734 , 9.13556e-05 , 4.28496e-14 , 0.0226603 , -0.0226603 , 4.28496e-14 , 
-14.1148 , 0.977419 , 9.17369e-05 , 4.33307e-14 , 0.0225811 , -0.0225811 , 4.33307e-14 , 
-14.1113 , 0.977498 , 9.21196e-05 , 4.38172e-14 , 0.0225022 , -0.0225022 , 4.38172e-14 , 
-14.1078 , 0.977576 , 9.25037e-05 , 4.4309e-14 , 0.0224236 , -0.0224236 , 4.4309e-14 , 
-14.1043 , 0.977655 , 9.28892e-05 , 4.48063e-14 , 0.0223452 , -0.0223452 , 4.48063e-14 , 
-14.1008 , 0.977733 , 9.32762e-05 , 4.53091e-14 , 0.0222671 , -0.0222671 , 4.53091e-14 , 
-14.0973 , 0.977811 , 9.36645e-05 , 4.58174e-14 , 0.0221893 , -0.0221893 , 4.58174e-14 , 
-14.0938 , 0.977888 , 9.40542e-05 , 4.63313e-14 , 0.0221117 , -0.0221117 , 4.63313e-14 , 
-14.0903 , 0.977966 , 9.44454e-05 , 4.68508e-14 , 0.0220345 , -0.0220345 , 4.68508e-14 , 
-14.0868 , 0.978043 , 9.4838e-05 , 4.73761e-14 , 0.0219575 , -0.0219575 , 4.73761e-14 , 
-14.0833 , 0.978119 , 9.52321e-05 , 4.79072e-14 , 0.0218807 , -0.0218807 , 4.79072e-14 , 
-14.0798 , 0.978196 , 9.56276e-05 , 4.84442e-14 , 0.0218043 , -0.0218043 , 4.84442e-14 , 
-14.0763 , 0.978272 , 9.60245e-05 , 4.89871e-14 , 0.0217281 , -0.0217281 , 4.89871e-14 , 
-14.0728 , 0.978348 , 9.64229e-05 , 4.95359e-14 , 0.0216522 , -0.0216522 , 4.95359e-14 , 
-14.0693 , 0.978423 , 9.68228e-05 , 5.00908e-14 , 0.0215765 , -0.0215765 , 5.00908e-14 , 
-14.0658 , 0.978499 , 9.72241e-05 , 5.06518e-14 , 0.0215011 , -0.0215011 , 5.06518e-14 , 
-14.0623 , 0.978574 , 9.76269e-05 , 5.1219e-14 , 0.0214259 , -0.0214259 , 5.1219e-14 , 
-14.0588 , 0.978649 , 9.80311e-05 , 5.17924e-14 , 0.0213511 , -0.0213511 , 5.17924e-14 , 
-14.0553 , 0.978724 , 9.84369e-05 , 5.23722e-14 , 0.0212765 , -0.0212765 , 5.23722e-14 , 
-14.0518 , 0.978798 , 9.88441e-05 , 5.29583e-14 , 0.0212021 , -0.0212021 , 5.29583e-14 , 
-14.0483 , 0.978872 , 9.92528e-05 , 5.35509e-14 , 0.021128 , -0.021128 , 5.35509e-14 , 
-14.0448 , 0.978946 , 9.9663e-05 , 5.41501e-14 , 0.0210542 , -0.0210542 , 5.41501e-14 , 
-14.0413 , 0.979019 , 0.000100075 , 5.47558e-14 , 0.0209806 , -0.0209806 , 5.47558e-14 , 
-14.0378 , 0.979093 , 0.000100488 , 5.53682e-14 , 0.0209073 , -0.0209073 , 5.53682e-14 , 
-14.0343 , 0.979166 , 0.000100903 , 5.59873e-14 , 0.0208342 , -0.0208342 , 5.59873e-14 , 
-14.0308 , 0.979239 , 0.000101319 , 5.66132e-14 , 0.0207614 , -0.0207614 , 5.66132e-14 , 
-14.0273 , 0.979311 , 0.000101737 , 5.7246e-14 , 0.0206889 , -0.0206889 , 5.7246e-14 , 
-14.0238 , 0.979383 , 0.000102156 , 5.78858e-14 , 0.0206166 , -0.0206166 , 5.78858e-14 , 
-14.0203 , 0.979455 , 0.000102577 , 5.85326e-14 , 0.0205445 , -0.0205445 , 5.85326e-14 , 
-14.0168 , 0.979527 , 0.000102999 , 5.91866e-14 , 0.0204727 , -0.0204727 , 5.91866e-14 , 
-14.0133 , 0.979599 , 0.000103423 , 5.98477e-14 , 0.0204012 , -0.0204012 , 5.98477e-14 , 
-14.0098 , 0.97967 , 0.000103848 , 6.05161e-14 , 0.0203299 , -0.0203299 , 6.05161e-14 , 
-14.0063 , 0.979741 , 0.000104275 , 6.11918e-14 , 0.0202588 , -0.0202588 , 6.11918e-14 , 
-14.0028 , 0.979812 , 0.000104704 , 6.1875e-14 , 0.0201881 , -0.0201881 , 6.1875e-14 , 
-13.9993 , 0.979882 , 0.000105134 , 6.25657e-14 , 0.0201175 , -0.0201175 , 6.25657e-14 , 
-13.9958 , 0.979953 , 0.000105565 , 6.32639e-14 , 0.0200472 , -0.0200472 , 6.32639e-14 , 
-13.9923 , 0.980023 , 0.000105999 , 6.39699e-14 , 0.0199771 , -0.0199771 , 6.39699e-14 , 
-13.9888 , 0.980093 , 0.000106433 , 6.46836e-14 , 0.0199073 , -0.0199073 , 6.46836e-14 , 
-13.9853 , 0.980162 , 0.00010687 , 6.54051e-14 , 0.0198378 , -0.0198378 , 6.54051e-14 , 
-13.9818 , 0.980232 , 0.000107308 , 6.61346e-14 , 0.0197684 , -0.0197684 , 6.61346e-14 , 
-13.9783 , 0.980301 , 0.000107747 , 6.68721e-14 , 0.0196994 , -0.0196994 , 6.68721e-14 , 
-13.9748 , 0.980369 , 0.000108189 , 6.76176e-14 , 0.0196305 , -0.0196305 , 6.76176e-14 , 
-13.9713 , 0.980438 , 0.000108631 , 6.83714e-14 , 0.0195619 , -0.0195619 , 6.83714e-14 , 
-13.9678 , 0.980506 , 0.000109076 , 6.91334e-14 , 0.0194936 , -0.0194936 , 6.91334e-14 , 
-13.9643 , 0.980575 , 0.000109522 , 6.99038e-14 , 0.0194254 , -0.0194254 , 6.99038e-14 , 
-13.9608 , 0.980642 , 0.000109969 , 7.06827e-14 , 0.0193575 , -0.0193575 , 7.06827e-14 , 
-13.9573 , 0.98071 , 0.000110419 , 7.14701e-14 , 0.0192899 , -0.0192899 , 7.14701e-14 , 
-13.9538 , 0.980777 , 0.00011087 , 7.22661e-14 , 0.0192225 , -0.0192225 , 7.22661e-14 , 
-13.9503 , 0.980845 , 0.000111322 , 7.30709e-14 , 0.0191553 , -0.0191553 , 7.30709e-14 , 
-13.9468 , 0.980912 , 0.000111776 , 7.38845e-14 , 0.0190884 , -0.0190884 , 7.38845e-14 , 
-13.9433 , 0.980978 , 0.000112232 , 7.47071e-14 , 0.0190217 , -0.0190217 , 7.47071e-14 , 
-13.9398 , 0.981045 , 0.00011269 , 7.55386e-14 , 0.0189552 , -0.0189552 , 7.55386e-14 , 
-13.9363 , 0.981111 , 0.000113149 , 7.63793e-14 , 0.018889 , -0.018889 , 7.63793e-14 , 
-13.9328 , 0.981177 , 0.00011361 , 7.72292e-14 , 0.018823 , -0.018823 , 7.72292e-14 , 
-13.9293 , 0.981243 , 0.000114072 , 7.80884e-14 , 0.0187572 , -0.0187572 , 7.80884e-14 , 
-13.9258 , 0.981308 , 0.000114536 , 7.89571e-14 , 0.0186916 , -0.0186916 , 7.89571e-14 , 
-13.9223 , 0.981374 , 0.000115002 , 7.98352e-14 , 0.0186263 , -0.0186263 , 7.98352e-14 , 
-13.9188 , 0.981439 , 0.00011547 , 8.0723e-14 , 0.0185612 , -0.0185612 , 8.0723e-14 , 
-13.9153 , 0.981504 , 0.000115939 , 8.16205e-14 , 0.0184963 , -0.0184963 , 8.16205e-14 , 
-13.9118 , 0.981568 , 0.00011641 , 8.25279e-14 , 0.0184317 , -0.0184317 , 8.25279e-14 , 
-13.9083 , 0.981633 , 0.000116883 , 8.34452e-14 , 0.0183673 , -0.0183673 , 8.34452e-14 , 
-13.9048 , 0.981697 , 0.000117357 , 8.43725e-14 , 0.0183031 , -0.0183031 , 8.43725e-14 , 
-13.9013 , 0.981761 , 0.000117833 , 8.531e-14 , 0.0182392 , -0.0182392 , 8.531e-14 , 
-13.8978 , 0.981825 , 0.000118311 , 8.62578e-14 , 0.0181754 , -0.0181754 , 8.62578e-14 , 
-13.8943 , 0.981888 , 0.000118791 , 8.72159e-14 , 0.0181119 , -0.0181119 , 8.72159e-14 , 
-13.8908 , 0.981951 , 0.000119272 , 8.81846e-14 , 0.0180486 , -0.0180486 , 8.81846e-14 , 
-13.8873 , 0.982014 , 0.000119755 , 8.91638e-14 , 0.0179855 , -0.0179855 , 8.91638e-14 , 
-13.8838 , 0.982077 , 0.00012024 , 9.01538e-14 , 0.0179227 , -0.0179227 , 9.01538e-14 , 
-13.8803 , 0.98214 , 0.000120726 , 9.11546e-14 , 0.0178601 , -0.0178601 , 9.11546e-14 , 
-13.8768 , 0.982202 , 0.000121215 , 9.21664e-14 , 0.0177976 , -0.0177976 , 9.21664e-14 , 
-13.8733 , 0.982265 , 0.000121705 , 9.31892e-14 , 0.0177354 , -0.0177354 , 9.31892e-14 , 
-13.8698 , 0.982327 , 0.000122197 , 9.42232e-14 , 0.0176735 , -0.0176735 , 9.42232e-14 , 
-13.8663 , 0.982388 , 0.00012269 , 9.52686e-14 , 0.0176117 , -0.0176117 , 9.52686e-14 , 
-13.8628 , 0.98245 , 0.000123186 , 9.63254e-14 , 0.0175502 , -0.0175502 , 9.63254e-14 , 
-13.8593 , 0.982511 , 0.000123683 , 9.73937e-14 , 0.0174888 , -0.0174888 , 9.73937e-14 , 
-13.8558 , 0.982572 , 0.000124182 , 9.84737e-14 , 0.0174277 , -0.0174277 , 9.84737e-14 , 
-13.8523 , 0.982633 , 0.000124683 , 9.95656e-14 , 0.0173668 , -0.0173668 , 9.95656e-14 , 
-13.8488 , 0.982694 , 0.000125186 , 1.00669e-13 , 0.0173061 , -0.0173061 , 1.00669e-13 , 
-13.8453 , 0.982754 , 0.00012569 , 1.01785e-13 , 0.0172456 , -0.0172456 , 1.01785e-13 , 
-13.8418 , 0.982815 , 0.000126197 , 1.02913e-13 , 0.0171854 , -0.0171854 , 1.02913e-13 , 
-13.8383 , 0.982875 , 0.000126705 , 1.04054e-13 , 0.0171253 , -0.0171253 , 1.04054e-13 , 
-13.8348 , 0.982935 , 0.000127215 , 1.05207e-13 , 0.0170655 , -0.0170655 , 1.05207e-13 , 
-13.8313 , 0.982994 , 0.000127727 , 1.06372e-13 , 0.0170058 , -0.0170058 , 1.06372e-13 , 
-13.8278 , 0.983054 , 0.00012824 , 1.0755e-13 , 0.0169464 , -0.0169464 , 1.0755e-13 , 
-13.8243 , 0.983113 , 0.000128756 , 1.08741e-13 , 0.0168872 , -0.0168872 , 1.08741e-13 , 
-13.8208 , 0.983172 , 0.000129273 , 1.09945e-13 , 0.0168282 , -0.0168282 , 1.09945e-13 , 
-13.8173 , 0.983231 , 0.000129793 , 1.11163e-13 , 0.0167694 , -0.0167694 , 1.11163e-13 , 
-13.8138 , 0.983289 , 0.000130314 , 1.12393e-13 , 0.0167108 , -0.0167108 , 1.12393e-13 , 
-13.8103 , 0.983348 , 0.000130837 , 1.13637e-13 , 0.0166524 , -0.0166524 , 1.13637e-13 , 
-13.8068 , 0.983406 , 0.000131362 , 1.14895e-13 , 0.0165942 , -0.0165942 , 1.14895e-13 , 
-13.8033 , 0.983464 , 0.000131889 , 1.16166e-13 , 0.0165362 , -0.0165362 , 1.16166e-13 , 
-13.7998 , 0.983522 , 0.000132417 , 1.17451e-13 , 0.0164784 , -0.0164784 , 1.17451e-13 , 
-13.7963 , 0.983579 , 0.000132948 , 1.1875e-13 , 0.0164208 , -0.0164208 , 1.1875e-13 , 
-13.7928 , 0.983637 , 0.000133481 , 1.20064e-13 , 0.0163634 , -0.0163634 , 1.20064e-13 , 
-13.7893 , 0.983694 , 0.000134015 , 1.21391e-13 , 0.0163062 , -0.0163062 , 1.21391e-13 , 
-13.7858 , 0.983751 , 0.000134552 , 1.22734e-13 , 0.0162493 , -0.0162493 , 1.22734e-13 , 
-13.7823 , 0.983807 , 0.00013509 , 1.2409e-13 , 0.0161925 , -0.0161925 , 1.2409e-13 , 
-13.7788 , 0.983864 , 0.00013563 , 1.25462e-13 , 0.0161359 , -0.0161359 , 1.25462e-13 , 
-13.7753 , 0.98392 , 0.000136173 , 1.26849e-13 , 0.0160795 , -0.0160795 , 1.26849e-13 , 
